Date,AC AMERICAS ESG LEADERS
2007-09-28,1000.0
2007-10-01,1012.5930813054648
2007-10-02,1017.3275113998519
2007-10-03,1012.5501801278048
2007-10-04,1015.562808966722
2007-10-05,1028.6255122265486
2007-10-08,1031.8898080401477
2007-10-09,1038.104214252214
2007-10-10,1031.5690087856317
2007-10-11,1020.2726908459659
2007-10-12,1029.4273573444225
2007-10-15,1015.2972878983446
2007-10-16,1011.9494957910838
2007-10-17,1013.057104030204
2007-10-18,1008.8772130519903
2007-10-19,986.9645325910715
2007-10-22,999.5944408550279
2007-10-23,1002.4276377164498
2007-10-24,1001.9848791697041
2007-10-25,998.6400582538465
2007-10-26,1004.6301621932478
2007-10-29,1008.8102863200448
2007-10-30,1000.739391524692
2007-10-31,1011.5635915172404
2007-11-01,990.2160427738384
2007-11-02,992.7800230161262
2007-11-05,990.2198250038415
2007-11-06,997.308848820565
2007-11-07,963.9107252233714
2007-11-08,956.8487023153052
2007-11-09,939.9381712930885
2007-11-12,937.8398965447501
2007-11-13,958.0074040547757
2007-11-14,947.3852766980051
2007-11-15,938.3973705234724
2007-11-16,944.7421771517751
2007-11-19,928.6888857297137
2007-11-20,924.5957252945358
2007-11-21,908.0625727820349
2007-11-22,907.7218223514066
2007-11-23,923.8189133965692
2007-11-26,903.7451969985318
2007-11-27,914.4086485235762
2007-11-28,947.8266615748577
2007-11-29,947.8597026602787
2007-11-30,957.46686404688
2007-12-03,954.4314003784577
2007-12-04,943.7310459940386
2007-12-05,963.2619119632255
2007-12-06,977.7312382885441
2007-12-07,974.754494332367
2007-12-10,978.9018368860401
2007-12-11,954.9916290913687
2007-12-12,961.9487125114791
2007-12-13,965.5536662439989
2007-12-14,963.2714499189749
2007-12-17,951.9157887602452
2007-12-18,955.3960182361853
2007-12-19,957.0760871373475
2007-12-20,965.6560537502164
2007-12-21,980.1103522916076
2007-12-24,985.8479123410616
2007-12-25,985.8479123410616
2007-12-26,979.4213429127223
2007-12-27,962.9431599144567
2007-12-28,956.0207108480175
2007-12-31,954.0307712942871
2008-01-01,954.0307712942871
2008-01-02,933.0352037761284
2008-01-03,932.7299331683985
2008-01-04,904.2991834938189
2008-01-07,908.3664168895034
2008-01-08,895.0547045915979
2008-01-09,906.9077933255061
2008-01-10,909.9211439151575
2008-01-11,892.4703201013092
2008-01-14,897.749305590557
2008-01-15,876.8361589824206
2008-01-16,879.6727465923943
2008-01-17,854.6233617736868
2008-01-18,853.0621100407232
2008-01-21,855.9178432424914
2008-01-22,845.9750800406155
2008-01-23,865.3302060956044
2008-01-24,868.5645782191513
2008-01-25,858.0275391838031
2008-01-28,865.7188605234468
2008-01-29,871.0748913280338
2008-01-30,866.493494317532
2008-01-31,877.7792975435773
2008-02-01,890.134491847828
2008-02-04,882.1901238342962
2008-02-05,866.2780575799817
2008-02-06,860.4282790147067
2008-02-07,875.5301831437396
2008-02-08,875.3209394952626
2008-02-11,884.0368942686725
2008-02-12,884.6545663707664
2008-02-13,898.2533813541603
2008-02-14,882.2295225505411
2008-02-15,877.9696253614832
2008-02-18,880.3073834772264
2008-02-19,874.3271026412796
2008-02-20,889.6692320478649
2008-02-21,871.5175730017426
2008-02-22,876.6687411215623
2008-02-25,888.4179365088283
2008-02-26,893.863815042667
2008-02-27,880.7070157490673
2008-02-28,870.9276421209084
2008-02-29,847.8583641240383
2008-03-03,847.142934840167
2008-03-04,842.6460778604508
2008-03-05,847.0450011520143
2008-03-06,825.8706471891162
2008-03-07,819.4921915168261
2008-03-10,805.5276178402927
2008-03-11,838.182342897602
2008-03-12,825.2496461945019
2008-03-13,825.6575346771914
2008-03-14,808.7063639768327
2008-03-17,790.8056161437955
2008-03-18,819.4003042710012
2008-03-19,805.209454130413
2008-03-20,830.4010895058385
2008-03-21,830.4010895058385
2008-03-24,846.0804834006944
2008-03-25,841.0438973950627
2008-03-26,825.4870631066792
2008-03-27,814.7270151600824
