Date,AC FAR EAST ESG LEADERS
2007-09-28,1000.0
2007-10-01,997.589432533035
2007-10-02,1023.666308487585
2007-10-03,1025.4267609678911
2007-10-04,1020.9407530000573
2007-10-05,1022.1546779490344
2007-10-08,1024.2767073957161
2007-10-09,1029.3880562958075
2007-10-10,1027.459643385112
2007-10-11,1032.3589597916232
2007-10-12,1026.0203392032834
2007-10-15,1024.2940019253958
2007-10-16,1019.2451729868998
2007-10-17,1006.4445809329234
2007-10-18,1015.2302381618326
2007-10-19,1007.5735882114756
2007-10-22,998.3223872721844
2007-10-23,997.3233014397871
2007-10-24,999.3555309103537
2007-10-25,991.5796056325084
2007-10-26,1005.0204441690753
2007-10-29,1023.1313746717035
2007-10-30,1019.4559285693967
2007-10-31,1018.2668275493735
2007-11-01,1031.317393502849
2007-11-02,1006.3855979556547
2007-11-05,990.3748448894148
2007-11-06,987.8671532355244
2007-11-07,980.7490768894397
2007-11-08,958.7364289882852
2007-11-09,960.3605309732601
2007-11-12,950.3657407712883
2007-11-13,939.4009897948563
2007-11-14,956.1024881211897
2007-11-15,958.2238711029014
2007-11-16,940.3633213419118
2007-11-19,934.5376899861955
2007-11-20,933.2928017579325
2007-11-21,917.0545868886015
2007-11-22,911.990162935909
2007-11-23,919.5032231039002
2007-11-26,938.6851211167893
2007-11-27,938.371506451299
2007-11-28,934.7575931836017
2007-11-29,962.3352587730778
2007-11-30,969.4774775164684
2007-12-03,973.7218725422314
2007-12-04,968.9548336927636
2007-12-05,977.2321274508269
2007-12-06,991.2283843427697
2007-12-07,987.1245123952917
2007-12-10,978.5159267359169
2007-12-11,989.3277567193093
2007-12-12,976.0565133816656
2007-12-13,959.6737798822044
2007-12-14,954.795466841251
2007-12-17,938.2574996963145
2007-12-18,935.6012996656311
2007-12-19,932.92246353275
2007-12-20,937.8126695468103
2007-12-21,943.6034086402886
2007-12-24,944.1308238782659
2007-12-25,957.0930200656692
2007-12-26,956.6846971979006
2007-12-27,948.1266281697405
2007-12-28,933.667853102907
2007-12-31,949.9446127186973
2008-01-01,949.9446127186973
2008-01-02,949.6414824616983
2008-01-03,947.0017863471934
2008-01-04,925.925392208329
2008-01-07,911.5728238979416
2008-01-08,912.1415380345305
2008-01-09,927.8018763902517
2008-01-10,910.0411189361106
2008-01-11,896.406661865728
2008-01-14,894.2152186216692
2008-01-15,890.058807119468
2008-01-16,866.3661432235289
2008-01-17,878.317836949872
2008-01-18,887.7429574381351
2008-01-21,871.0458589682195
2008-01-22,807.693654128866
2008-01-23,839.6948617727219
2008-01-24,841.8081301083549
2008-01-25,875.3780219801126
2008-01-28,837.9674995690846
2008-01-29,859.3923602209566
2008-01-30,846.3717111199074
2008-01-31,862.5403691572413
2008-02-01,862.6737186857085
2008-02-04,878.2537378148395
2008-02-05,882.8878838272366
2008-02-06,848.7813263701827
2008-02-07,860.8869548394108
2008-02-08,846.4126600466425
2008-02-11,842.8534961239294
2008-02-12,836.5197537102855
2008-02-13,836.9536882779292
2008-02-14,864.5489302541949
2008-02-15,863.7720370951484
2008-02-18,860.0632476272579
2008-02-19,868.4037251834039
2008-02-20,847.6898832942423
2008-02-21,859.4283381715425
2008-02-22,852.4957650763314
2008-02-25,862.1731144997641
