Date,ACWI ESG LEADERS SELECT SUSTAINABILITY
2019-11-26,1000.0
2019-11-27,1005.3481642779394
2019-11-28,1004.2170305298075
2019-11-29,998.2685356971936
2019-12-02,987.3409399256689
2019-12-03,981.9611786535496
2019-12-04,986.5404932917673
2019-12-05,989.6783755827287
2019-12-06,1001.1235365788308
2019-12-09,997.6220736218492
2019-12-10,994.8688348134552
2019-12-11,998.6572734234005
2019-12-12,1002.5984695407778
2019-12-13,1007.9224791130323
2019-12-16,1014.2607345875339
2019-12-17,1013.8138765502564
2019-12-18,1015.283135344133
2019-12-19,1018.3909273578709
2019-12-20,1024.6669601638023
2019-12-23,1025.965629086388
2019-12-24,1026.1032826304552
2019-12-25,1025.9465116482672
2019-12-26,1028.9887144275324
2019-12-27,1025.7524240907333
2019-12-30,1017.7081962920694
2019-12-31,1016.9704104763302
2020-01-01,1017.0103825802676
2020-01-02,1027.7264434951671
2020-01-03,1024.855639735329
2020-01-06,1021.5753594730878
2020-01-07,1026.1653831319989
2020-01-08,1031.533846807936
2020-01-09,1041.1600114254052
2020-01-10,1040.5940375308144
2020-01-13,1045.91283270401
2020-01-14,1046.5510282100493
2020-01-15,1044.7723912467573
2020-01-16,1052.003023432042
2020-01-17,1061.8754754347485
2020-01-20,1062.9679847403395
2020-01-21,1057.5987474052897
2020-01-22,1062.0430397657117
2020-01-23,1062.6980231446917
2020-01-24,1060.4465453377093
2020-01-27,1044.372713798213
2020-01-28,1053.3917524809606
2020-01-29,1055.79257515558
2020-01-30,1050.154669214209
2020-01-31,1030.2909656281147
2020-02-03,1039.0750044238314
2020-02-04,1058.4719293758205
2020-02-05,1069.8101212152562
2020-02-06,1078.8524712998494
2020-02-07,1073.5097401913006
2020-02-10,1082.075425320162
2020-02-11,1086.565137825083
2020-02-12,1095.6354396194115
2020-02-13,1098.6783748948078
2020-02-14,1101.4363648278943
2020-02-17,1102.3429406701637
2020-02-18,1097.5784051898736
2020-02-19,1106.0965555415987
2020-02-20,1099.6310362119473
2020-02-21,1084.9749782467254
2020-02-24,1052.2171421953763
2020-02-25,1027.9061457653718
2020-02-26,1024.6550316808218
2020-02-27,977.8966402209995
2020-02-28,963.8045627160619
2020-03-02,983.5789528975465
2020-03-03,968.1890953203348
2020-03-04,997.7516506620093
2020-03-05,973.4351939088118
2020-03-06,944.858499851517
2020-03-09,875.7592895372442
2020-03-10,907.6325552704544
2020-03-11,879.2908630491027
2020-03-12,813.7846539318733
2020-03-13,859.4713636242916
2020-03-16,774.059475030111
2020-03-17,813.8209937342299
2020-03-18,786.931468309361
2020-03-19,797.4872095210777
2020-03-20,780.5110982740048
2020-03-23,752.9727687349248
2020-03-24,812.7741009399472
2020-03-25,828.2034792641425
2020-03-26,852.4690886535827
2020-03-27,830.1045865261807
2020-03-30,850.1239769048409
2020-03-31,847.4227262218482
2020-04-01,818.5607304765183
2020-04-02,832.8929211043858
2020-04-03,827.0863912992601
2020-04-06,876.9510557174103
2020-04-07,875.9340349007078
2020-04-08,895.6217685733596
2020-04-09,902.3774130461034
2020-04-10,902.7070854168722
2020-04-13,899.423220411123
2020-04-14,919.9213800464732
2020-04-15,907.7841521378683
2020-04-16,916.598001441261
2020-04-17,934.0387943176687
2020-04-20,924.7537518562632
2020-04-21,898.2860289891308
2020-04-22,917.3592069598022
2020-04-23,917.5238062353542
2020-04-24,924.8047800002697
2020-04-27,938.3326321203344
2020-04-28,937.9606022249264
2020-04-29,958.5860145597541
2020-04-30,944.5358580953261
2020-05-01,921.6148434173999
2020-05-04,924.5935842493668
2020-05-05,941.7852510240845
2020-05-06,943.1274030425053
2020-05-07,954.0435006423664
2020-05-08,962.404875989078
2020-05-11,969.950241013109
2020-05-12,952.7221019041964
2020-05-13,942.9209352408732
2020-05-14,944.974127302887
2020-05-15,949.2767299668496
