Date,ACWI ex SWITZERLAND ESG LEADERS
2007-09-28,1000.0
2007-10-01,1008.3902092165957
2007-10-02,1017.3906007057241
2007-10-03,1017.0108212853601
2007-10-04,1017.5085159845165
2007-10-05,1026.7853028728582
2007-10-08,1027.6678620022321
2007-10-09,1033.4407468398492
2007-10-10,1030.2174492277516
2007-10-11,1027.826919918438
2007-10-12,1030.5470188556
2007-10-15,1020.2429274106669
2007-10-16,1014.400715155263
2007-10-17,1015.751694409991
2007-10-18,1012.6569707244809
2007-10-19,998.7522233084138
2007-10-22,998.9802049555026
2007-10-23,1005.0216182557625
2007-10-24,1003.3538197623797
2007-10-25,1005.1012511461562
2007-10-26,1012.8971474745274
2007-10-29,1021.2335073391488
2007-10-30,1015.0503648585465
2007-10-31,1022.9176518008544
2007-11-01,1010.3562833096069
2007-11-02,1005.0272654751984
2007-11-05,998.8721744215802
2007-11-06,1003.2017393131587
2007-11-07,983.5484608327769
2007-11-08,973.0265657183721
2007-11-09,959.4571756889982
2007-11-12,955.3175961960515
2007-11-13,965.6302033182864
2007-11-14,965.878382485374
2007-11-15,957.6451552479747
2007-11-16,955.0021323784556
2007-11-19,940.8221321022821
2007-11-20,941.4817584325817
2007-11-21,921.3841658734251
2007-11-22,922.3339583370675
2007-11-23,935.4922250259553
2007-11-26,928.1545953105978
2007-11-27,930.281645234797
2007-11-28,954.2787437670459
2007-11-29,959.8750987710321
2007-11-30,970.4705495099398
2007-12-03,969.8297252025145
2007-12-04,958.607041715556
2007-12-05,974.5568091557765
2007-12-06,984.7831284899579
2007-12-07,985.5907911183909
2007-12-10,987.6227340869898
2007-12-11,977.5471083849337
2007-12-12,979.4469951218405
2007-12-13,970.9820892072456
2007-12-14,970.1877302733963
2007-12-17,955.4024761278487
2007-12-18,956.2125031700864
2007-12-19,955.1000579892055
2007-12-20,960.5503856428337
2007-12-21,973.4424920169331
2007-12-24,977.2254015764343
2007-12-25,979.3580691956444
2007-12-26,975.9056596392402
2007-12-27,967.4727988367625
2007-12-28,960.6353037688792
2007-12-31,962.5686113435015
2008-01-01,962.5527018866757
2008-01-02,947.8745762441843
2008-01-03,945.9177188986807
2008-01-04,922.9958821581167
2008-01-07,921.6681221009227
2008-01-08,917.6491847947277
2008-01-09,920.8027051491986
2008-01-10,915.8356268493865
2008-01-11,903.6420667656924
2008-01-14,906.4340805164974
2008-01-15,887.3380823782243
2008-01-16,880.7779280963773
2008-01-17,870.7420769951989
2008-01-18,868.2889553898378
2008-01-21,849.3608189330037
2008-01-22,838.1589737438517
2008-01-23,845.9575884102891
2008-01-24,862.6487308790082
2008-01-25,865.7601483738539
2008-01-28,859.2988041549116
2008-01-29,869.8154578201313
2008-01-30,862.8839922925821
2008-01-31,870.5702044391774
2008-02-01,883.175976574245
