Date,AC ASIA ESG LEADERS
2007-09-28,1000.0
2007-10-01,998.085535092256
2007-10-02,1023.241844993356
2007-10-03,1026.8953324388767
2007-10-04,1022.7658777452752
2007-10-05,1023.8514814101599
2007-10-08,1025.4812957313345
2007-10-09,1032.5178975031429
2007-10-10,1031.3429415738017
2007-10-11,1035.3357848895498
2007-10-12,1028.504730945317
2007-10-15,1028.1899669740117
2007-10-16,1023.4289314257308
2007-10-17,1010.5338874051374
2007-10-18,1017.0713302267528
2007-10-19,1008.4178877414887
2007-10-22,999.6104689429585
2007-10-23,1000.8806692174552
2007-10-24,1002.823128873842
2007-10-25,995.4027331265738
2007-10-26,1009.0069568049902
2007-10-29,1027.935402292512
2007-10-30,1024.0051686030056
2007-10-31,1022.7693591942906
2007-11-01,1034.1044800711234
2007-11-02,1010.6913079471544
2007-11-05,994.4894815389544
2007-11-06,991.6095461366937
2007-11-07,984.6236611114447
2007-11-08,963.3701231020926
2007-11-09,964.5111379396869
2007-11-12,954.5904611459115
2007-11-13,944.2271118127986
2007-11-14,962.6810272741765
2007-11-15,964.5108793717887
2007-11-16,947.5508002654042
2007-11-19,941.9631035256575
2007-11-20,939.2088473023957
2007-11-21,922.2354971282033
2007-11-22,917.2331065917997
2007-11-23,925.5380678576865
2007-11-26,944.444570538758
2007-11-27,943.7612385322926
2007-11-28,939.9918745493507
2007-11-29,966.396850027165
2007-11-30,974.7150846430993
2007-12-03,979.990420103909
2007-12-04,974.8799991568088
2007-12-05,983.3594394140054
2007-12-06,996.9500549053076
2007-12-07,993.4866400164932
2007-12-10,984.8801216351089
2007-12-11,996.0652756749524
2007-12-12,983.6273752169859
2007-12-13,967.8622908360968
2007-12-14,964.0644811999324
2007-12-17,946.3078168955722
2007-12-18,943.1681142672552
2007-12-19,940.3839563890275
2007-12-20,945.8480729882183
2007-12-21,951.2668265161758
2007-12-24,953.9346728164318
2007-12-25,966.2843575585307
2007-12-26,966.7508157459363
2007-12-27,958.2399791505226
2007-12-28,944.0446418777584
2007-12-31,959.6399320674661
2008-01-01,959.5477927527983
2008-01-02,959.5283250705992
2008-01-03,957.2144694417431
2008-01-04,938.007038331589
2008-01-07,924.5623480522346
2008-01-08,925.1455872729667
2008-01-09,940.3998138732285
2008-01-10,922.30692122363
2008-01-11,909.6502847052707
2008-01-14,907.6464505599305
2008-01-15,902.7016504531094
2008-01-16,879.6358517740646
2008-01-17,890.2811270469842
2008-01-18,897.0759854784893
2008-01-21,876.9934822403728
2008-01-22,813.7786859014116
2008-01-23,846.9016083849477
2008-01-24,847.6179455759543
2008-01-25,882.6954468590702
2008-01-28,846.0971608731372
2008-01-29,867.2448664233184
2008-01-30,853.5423067739821
2008-01-31,868.868396240538
2008-02-01,870.4512691050676
2008-02-04,886.219419950408
2008-02-05,891.0563808014464
2008-02-06,857.0645657947098
2008-02-07,867.4609952995122
2008-02-08,853.5183171984853
2008-02-11,847.6166559293677
2008-02-12,841.6474537798376
2008-02-13,842.8529294868595
2008-02-14,871.0687656120758
2008-02-15,871.1633022569666
2008-02-18,867.347419045541
2008-02-19,874.8295059600009
2008-02-20,853.8485146923114
2008-02-21,865.2606780417657
2008-02-22,857.2715857079617
2008-02-25,867.7369580858812
2008-02-26,868.4299770766428
