Date,AC ASEAN ESG LEADERS
2007-09-28,1000.0
2007-10-01,1020.7483508543658
2007-10-02,1052.9875664912133
2007-10-03,1056.438899191683
2007-10-04,1064.8030315930012
2007-10-05,1077.5683338534088
2007-10-08,1096.0932330095357
2007-10-09,1096.1900953753598
2007-10-10,1102.0494136510363
2007-10-11,1106.0401016090502
2007-10-12,1105.820775164807
2007-10-15,1102.7391478918705
2007-10-16,1098.7967796502571
2007-10-17,1090.3042983006649
2007-10-18,1081.5973424527808
2007-10-19,1068.58617664387
2007-10-22,1041.58649436765
2007-10-23,1054.8480691169837
2007-10-24,1046.8049461398748
2007-10-25,1071.6954300522339
2007-10-26,1082.37564248747
2007-10-29,1102.035344639955
2007-10-30,1100.1372298759065
2007-10-31,1084.4539371189392
2007-11-01,1094.779562172257
2007-11-02,1082.3924511689543
2007-11-05,1066.0806488077326
2007-11-06,1065.9931264589063
2007-11-07,1074.9691931564055
2007-11-08,1060.9659461434164
2007-11-09,1055.338607079406
2007-11-12,1040.2364903236014
2007-11-13,1033.2562297200413
2007-11-14,1038.1918532853217
2007-11-15,1030.8999127485574
2007-11-16,1017.0019609207039
2007-11-19,1011.984476638094
2007-11-20,991.6295760960315
2007-11-21,965.5285360416569
2007-11-22,960.7918951137104
2007-11-23,975.6005095044317
2007-11-26,988.8234543380377
2007-11-27,978.8334033920958
2007-11-28,988.9422694895095
2007-11-29,1008.6112114025746
2007-11-30,1013.4273784698365
2007-12-03,1032.954136914598
2007-12-04,1033.6593426493746
2007-12-05,1047.8555650235987
2007-12-06,1063.506943314648
2007-12-07,1061.0094020104177
2007-12-10,1057.1126057567985
2007-12-11,1059.4310538225882
2007-12-12,1049.8231388635886
2007-12-13,1045.0325005669408
2007-12-14,1044.5060587358007
2007-12-17,1018.7231240141585
2007-12-18,1007.2621878922218
2007-12-19,1008.7540283978049
2007-12-20,1009.193659725077
2007-12-21,1023.5006791406323
2007-12-24,1027.8623765268567
2007-12-25,1036.0303646979453
2007-12-26,1038.5723198233231
2007-12-27,1041.9055938717995
2007-12-28,1035.9800092897256
2007-12-31,1045.292422496056
2008-01-01,1045.292422496056
2008-01-02,1025.5357282530617
2008-01-03,1017.5134172439308
2008-01-04,1027.2613578966934
2008-01-07,1026.6091889983243
2008-01-08,1042.645615108558
2008-01-09,1052.5095657127113
2008-01-10,1039.6918413159958
2008-01-11,1043.5803098288775
2008-01-14,1031.962008557824
2008-01-15,1014.6980410211721
2008-01-16,988.3081184908905
2008-01-17,998.8858856535494
2008-01-18,994.7557218641027
2008-01-21,969.7185810657106
2008-01-22,913.4536567957284
2008-01-23,943.2890099304952
2008-01-24,956.7337567602781
2008-01-25,992.8075526119728
2008-01-28,962.9941001297515
2008-01-29,976.8426379708707
2008-01-30,976.5303030496843
2008-01-31,986.9295158407932
2008-02-01,994.0733055941976
2008-02-04,1017.4909812377394
2008-02-05,1033.7609853425788
2008-02-06,1009.8232746403637
2008-02-07,1020.2436489951841
2008-02-08,1025.0148532039482
2008-02-11,1005.3311863135552
2008-02-12,1009.5043360786622
2008-02-13,1023.9308643749471
2008-02-14,1038.4943610150592
2008-02-15,1036.1263227194493
2008-02-18,1033.7780081205524
2008-02-19,1040.2243342595325
2008-02-20,1039.5153956743557
2008-02-21,1028.5402073105176
2008-02-22,1020.8488171547737
2008-02-25,1029.3363401637523
2008-02-26,1025.476964673504
2008-02-27,1016.0434781993571
2008-02-28,1015.0248201957538
2008-02-29,1008.9270251643744
2008-03-03,987.6208654261472
2008-03-04,971.1639791300386
2008-03-05,957.1441515688032
2008-03-06,965.0969030437547
2008-03-07,955.2391383947037
2008-03-10,889.3492192880401
2008-03-11,906.9558884885718
2008-03-12,917.2849450704545
2008-03-13,883.7749074014805
2008-03-14,876.7660950212287
2008-03-17,848.0742418217637
2008-03-18,860.3748479950442
2008-03-19,874.9433054908487
2008-03-20,881.9425672960303
2008-03-21,885.164990799157
2008-03-24,893.2976821746813
2008-03-25,908.074095077394
2008-03-26,904.7611080417759
2008-03-27,903.0932985596386
2008-03-28,909.2073413367094
2008-03-31,898.9394047492965
2008-04-01,908.2441375802256
2008-04-02,907.6340100933052
2008-04-03,895.9841541395938
2008-04-04,888.1709989688412
2008-04-07,889.6212641983157
2008-04-08,885.2898440924713
2008-04-09,871.6329003412543
2008-04-10,885.4024850957302
2008-04-11,892.1086821382752
2008-04-14,880.0369688411996
2008-04-15,886.9570213807251
2008-04-16,890.966940252421
2008-04-17,899.8359766820091
2008-04-18,911.2017455496217
2008-04-21,898.0868863662756
2008-04-22,888.0568271794848
2008-04-23,890.0626550435034
2008-04-24,899.1814726014991
2008-04-25,891.1113404690933
2008-04-28,894.1929341727695
2008-04-29,897.2594592973993
2008-04-30,897.2319037658422
2008-05-01,903.9636018975389
2008-05-02,917.058309807804
2008-05-05,922.2696205807772
2008-05-06,914.4813215204671
2008-05-07,920.8353893722388
2008-05-08,902.6891632633561
2008-05-09,903.0542484614664
2008-05-12,899.8783725492129
2008-05-13,905.4246585809932
2008-05-14,902.2328246463752
2008-05-15,905.289334890549
2008-05-16,910.0886912321961
2008-05-19,917.1168829755293
