Date,KUKJE (ACWI ex KOREA) VALUE
2002-05-31,1000.0
2002-06-03,982.4251511074976
2002-06-04,970.266946520436
2002-06-05,974.6809595635685
2002-06-06,956.3649527818518
2002-06-07,954.2613800010333
2002-06-10,954.9792255960639
2002-06-11,949.7382860742609
2002-06-12,944.9776577715319
2002-06-13,936.3540724507159
2002-06-14,923.7632301833953
2002-06-17,946.956010462588
2002-06-18,945.8085181700552
2002-06-19,925.8445583289011
2002-06-20,909.1238129519216
2002-06-21,898.2440008069308
2002-06-24,885.7388412015604
2002-06-25,889.5131501317868
2002-06-26,864.8731844105699
2002-06-27,879.5585286858467
2002-06-28,890.8906916290442
2002-07-01,883.3193659264429
2002-07-02,867.7970128643473
2002-07-03,865.434129267268
2002-07-04,869.7958887559732
2002-07-05,899.5169162508091
2002-07-08,886.5050183394578
2002-07-09,870.0174595674118
2002-07-10,850.2205041635383
2002-07-11,839.0877268019216
2002-07-12,834.8003735802471
2002-07-15,807.3635447409605
2002-07-16,795.57449956742
2002-07-17,805.9911632292218
2002-07-18,798.9679710677236
2002-07-19,768.3121895513
2002-07-22,744.4771625954899
2002-07-23,735.4951237504885
2002-07-24,752.2301410019991
2002-07-25,755.9523120731847
2002-07-26,769.3851136719452
2002-07-29,812.0866808292685
2002-07-30,810.3900354573502
2002-07-31,823.7127186785577
2002-08-01,799.2465181034551
2002-08-02,787.0786587076817
2002-08-05,764.7706232358297
2002-08-06,795.3367462441122
2002-08-07,800.3430886650032
2002-08-08,824.9892698122823
2002-08-09,831.3733053772326
2002-08-12,820.5409499250077
2002-08-13,812.950816080621
2002-08-14,818.7078673607601
2002-08-15,835.0069482935212
2002-08-16,830.1422945482199
2002-08-19,850.5600418820618
2002-08-20,841.2260146417893
2002-08-21,846.4214305421427
2002-08-22,863.7180163124631
2002-08-23,849.8610904658627
2002-08-26,855.3224142675695
2002-08-27,852.4537580924621
2002-08-28,833.1828472814506
2002-08-29,825.6602064261255
2002-08-30,830.6603124894716
2002-09-02,824.0858684291346
2002-09-03,785.852590002763
2002-09-04,791.8202171278926
