Date,GOLDEN DRAGON VALUE
2000-12-29,100.0
2001-01-01,100.3653197070429
2001-01-02,100.5997222185529
2001-01-03,99.23783440571893
2001-01-04,104.0632481740545
2001-01-05,105.86146820867836
2001-01-08,106.27491162593849
2001-01-09,108.00237888007686
2001-01-10,107.9282961644833
2001-01-11,104.39982958121989
2001-01-12,105.09996778238543
2001-01-15,106.45126655831216
2001-01-16,108.4884485455822
2001-01-17,110.14664237145702
2001-01-18,110.64658970376357
2001-01-19,113.35514834651472
2001-01-22,114.00207357458807
2001-01-23,112.88589162747176
2001-01-24,114.89241382100138
2001-01-25,115.26755657189935
2001-01-26,115.04166368707317
2001-01-29,114.09726149221376
2001-01-30,113.68609084348687
2001-01-31,114.79012648209556
2001-02-01,114.20502185613624
2001-02-02,115.94338143889608
2001-02-05,112.91533807087657
2001-02-06,113.13345388126834
2001-02-07,112.31930968013756
2001-02-08,113.71666042015947
2001-02-09,113.78663586940009
2001-02-12,112.93963396874668
2001-02-13,116.01334991257836
2001-02-14,115.57679599088671
2001-02-15,118.66345434963176
2001-02-16,116.12195240510776
2001-02-19,115.44481646538307
2001-02-20,117.8238747727067
2001-02-21,116.84309561569795
2001-02-22,115.89807970798365
2001-02-23,117.2541453512037
2001-02-26,118.73402227026007
2001-02-27,117.39261552091831
2001-02-28,116.48473484117457
2001-03-01,111.46362305295165
2001-03-02,110.11366140211844
2001-03-05,112.98522808984016
2001-03-06,114.42291965282624
2001-03-07,114.45767074752648
2001-03-08,113.41969551421532
2001-03-09,112.07292431729405
2001-03-12,108.29088870492608
2001-03-13,108.10615200522882
2001-03-14,108.28648368093555
2001-03-15,110.75759670868787
2001-03-16,112.34539060760281
2001-03-19,111.91384615263328
2001-03-20,110.0411590451053
2001-03-21,109.58505287217795
2001-03-22,109.70775111389008
2001-03-23,109.87912994577863
2001-03-26,112.35931160110992
2001-03-27,110.99915020343506
2001-03-28,111.74150997813146
2001-03-29,112.02575137579696
2001-03-30,111.98266048118009
2001-04-02,110.02518218434703
2001-04-03,107.73238863344942
2001-04-04,103.45477609395657
2001-04-05,104.31926956778607
2001-04-06,104.3594244060635
2001-04-09,101.68456572926647
2001-04-10,102.51269301536956
2001-04-11,105.2545233097055
2001-04-12,105.48366965743801
2001-04-13,105.44822551237318
2001-04-16,105.98476394933284
2001-04-17,104.87943439347386
2001-04-18,107.7452681655229
2001-04-19,108.19814338915629
2001-04-20,106.1183639650779
2001-04-23,106.2472426511939
2001-04-24,106.37813446736934
2001-04-25,105.54026051562532
2001-04-26,105.17341914948761
2001-04-27,105.82894745976473
2001-04-30,105.90074466209724
2001-05-01,105.37292783095725
2001-05-02,105.44097038882495
2001-05-03,105.9558096275789
2001-05-04,103.51586972764056
2001-05-07,104.5926048200113
2001-05-08,104.59431496518425
2001-05-09,105.9313079978707
2001-05-10,105.43868057989302
2001-05-11,108.12042200189055
2001-05-14,106.08907389261826
2001-05-15,105.84596224354155
2001-05-16,105.47064482020414
2001-05-17,107.324979998678
2001-05-18,107.12044834665618
2001-05-21,107.14245232994192
2001-05-22,109.48430702170772
2001-05-23,112.25971665059815
2001-05-24,112.37722978074068
2001-05-25,111.20352000580064
2001-05-28,110.50940301429817
2001-05-29,110.01061873997126
2001-05-30,108.43265917142679
2001-05-31,108.54766187104369
2001-06-01,108.52535249499098
2001-06-04,109.13661505722229
2001-06-05,111.39854852393151
2001-06-06,112.75241308003214
2001-06-07,112.18011311382443
2001-06-08,112.97798551221413
2001-06-11,113.63316995350154
2001-06-12,111.9765372335034
2001-06-13,109.96135276735568
2001-06-14,106.27376268341335
2001-06-15,105.12792721930504
2001-06-18,104.39004376479731
2001-06-19,105.38214720656168
2001-06-20,105.53920795674354
2001-06-21,106.12975053362717
2001-06-22,105.21602633448369
2001-06-25,104.41644841798184
2001-06-26,103.13206697993549
2001-06-27,103.5777409956167
2001-06-28,103.07807590634688
2001-06-29,104.96222015796073
2001-07-02,104.74308198185783
2001-07-03,104.91621674880068
2001-07-04,104.48124607535208
2001-07-05,104.469835525763
2001-07-06,103.69395197186506
2001-07-09,101.18186214597374
2001-07-10,100.53826108541786
2001-07-11,98.39272743987298
2001-07-12,100.89982851448693
2001-07-13,99.10148723766582
2001-07-16,96.49048341523557
