Date,AC AMERICAS VALUE
2000-12-29,100.0
2001-01-01,100.0
2001-01-02,97.8312736556346
2001-01-03,100.42705826347253
2001-01-04,99.67653328182875
2001-01-05,96.97747618726608
2001-01-08,97.31877276584594
2001-01-09,98.25904585659738
2001-01-10,98.93237954177368
2001-01-11,98.08646008474021
2001-01-12,97.74488381906953
2001-01-15,98.48378277814005
2001-01-16,99.4723281247947
2001-01-17,100.5078614282721
2001-01-18,99.37710609035355
2001-01-19,99.82652641848065
2001-01-22,99.89845025192781
2001-01-23,100.60893053903843
2001-01-24,102.81867665897342
2001-01-25,103.28494789043701
2001-01-26,102.56882003068945
2001-01-29,103.6159401295092
2001-01-30,103.78808374630596
2001-01-31,102.90184898374694
2001-02-01,102.0891896459733
2001-02-02,101.71522191889325
2001-02-05,101.78411656349894
2001-02-06,102.39411012494662
2001-02-07,101.79837586694939
2001-02-08,103.44497989225027
2001-02-09,102.24330340501129
2001-02-12,102.52705961179502
2001-02-13,103.15329234965985
2001-02-14,102.38396720456313
2001-02-15,104.54698347556642
2001-02-16,102.4419187824304
2001-02-19,101.88106528630004
2001-02-20,101.87600847391204
2001-02-21,99.77302774426508
2001-02-22,100.3663884984256
2001-02-23,99.49397441509429
2001-02-26,101.24355263297313
2001-02-27,100.17484184343303
2001-02-28,98.95512434665415
2001-03-01,97.50640621687074
2001-03-02,97.38528507553873
2001-03-05,98.61570715437176
2001-03-06,99.32012751442231
2001-03-07,100.5627481239306
2001-03-08,100.73955244849857
2001-03-09,99.02209180319966
2001-03-12,95.62978012301528
2001-03-13,97.72561378949105
2001-03-14,95.5365750794193
2001-03-15,97.2508761202872
2001-03-16,96.38266840152089
2001-03-19,97.90810655219688
2001-03-20,95.45383044779868
2001-03-21,93.9591653486273
2001-03-22,93.636338170662
2001-03-23,94.51447884661005
2001-03-26,96.2787011818729
2001-03-27,98.3398185366507
2001-03-28,97.18324073935244
2001-03-29,97.80388984609964
2001-03-30,98.85254239736032
2001-04-02,98.19121369910751
2001-04-03,94.52309667156092
2001-04-04,92.52542388424477
2001-04-05,96.58797735521485
2001-04-06,94.19177262656306
2001-04-09,95.13809287347114
2001-04-10,98.93306021967061
2001-04-11,99.08945478266321
2001-04-12,98.99221846028401
2001-04-13,98.99210842313813
2001-04-16,100.337799758873
2001-04-17,101.3652834801495
2001-04-18,105.79465114722728
2001-04-19,104.22405188270949
2001-04-20,101.80018638520984
2001-04-23,101.38806995455113
2001-04-24,101.22370290764168
2001-04-25,102.14505709814695
2001-04-26,102.53893885656542
2001-04-27,104.72499507079881
2001-04-30,104.86306648905416
2001-05-01,105.3994489707509
2001-05-02,105.01715056280906
2001-05-03,103.68629618427458
2001-05-04,104.67938734392531
2001-05-07,104.87623077425543
