Date,AC PACIFIC ex JAPAN VALUE
2000-12-29,100.0
2001-01-01,100.13155495894095
2001-01-02,100.18025010061614
2001-01-03,99.57952966334176
2001-01-04,103.47911977122314
2001-01-05,105.15563940457419
2001-01-08,105.02719039659726
2001-01-09,106.27360295573233
2001-01-10,105.09195119269623
2001-01-11,102.75296987259686
2001-01-12,103.80763316975289
2001-01-15,104.68555592705654
2001-01-16,105.48076873532182
2001-01-17,106.44739386871902
2001-01-18,106.0715702199923
2001-01-19,108.81169411190102
2001-01-22,109.80379372850184
2001-01-23,108.76523795414528
2001-01-24,110.15507783814195
2001-01-25,111.05521912043957
2001-01-26,110.0155509448561
2001-01-29,110.31614906604642
2001-01-30,109.93207324553073
2001-01-31,111.56497857478526
2001-02-01,110.94901584073946
2001-02-02,111.92599565835624
2001-02-05,108.61647037471776
2001-02-06,109.6808444051798
2001-02-07,108.65642217988362
2001-02-08,110.31164072837237
2001-02-09,110.03529249715402
2001-02-12,110.0348570672238
2001-02-13,111.86387672160663
2001-02-14,111.82311196488286
2001-02-15,113.54366891384083
2001-02-16,111.92484601295698
2001-02-19,110.53121344104882
2001-02-20,112.86113137510335
2001-02-21,112.0386779483508
2001-02-22,111.4342107660797
2001-02-23,111.80515364615839
2001-02-26,112.62394072662478
2001-02-27,111.26349217140493
2001-02-28,111.15407990730901
2001-03-01,108.4273286091166
2001-03-02,106.98849693252728
2001-03-05,107.89427317897344
2001-03-06,107.94592813406754
2001-03-07,108.02871949742038
2001-03-08,107.35289940665052
2001-03-09,106.59575391608799
2001-03-12,103.93463183970592
2001-03-13,102.58064384648377
2001-03-14,102.99704349999236
2001-03-15,103.74137837931222
2001-03-16,104.55384262368602
2001-03-19,103.77857218024394
2001-03-20,102.70115950038293
2001-03-21,102.25186636623701
2001-03-22,101.85512614383565
2001-03-23,101.5941252563761
2001-03-26,103.18629985839804
2001-03-27,102.17332402077602
2001-03-28,102.94720817637646
2001-03-29,102.82848165760232
2001-03-30,102.28348109984
2001-04-02,101.40999020494883
2001-04-03,99.85107211173337
2001-04-04,96.68490599107396
2001-04-05,97.92754683767376
2001-04-06,98.46557143216822
2001-04-09,96.0908261085663
2001-04-10,97.43442227666466
2001-04-11,100.41300460941218
2001-04-12,100.38404825411105
2001-04-13,100.51704791423217
2001-04-16,101.13909917204086
2001-04-17,100.39028556820018
2001-04-18,102.41406447543238
2001-04-19,103.85488420090023
2001-04-20,102.26331665870647
2001-04-23,102.5285808905701
2001-04-24,102.5517486675783
2001-04-25,102.21560184558123
2001-04-26,101.99063448301936
2001-04-27,103.00240978010355
2001-04-30,104.65723555789818
2001-05-01,104.49927222390978
2001-05-02,105.57682401871513
2001-05-03,106.04676520859057
2001-05-04,104.39874456518896
2001-05-07,105.36566955579428
2001-05-08,105.2927822876927
2001-05-09,105.71832795749891
2001-05-10,106.55098847407649
2001-05-11,108.1794057054743
2001-05-14,107.20556667269639
2001-05-15,106.72752131920096
2001-05-16,105.69182504193157
2001-05-17,107.99166223866905
2001-05-18,108.14286520061617
2001-05-21,109.50999982841361
2001-05-22,110.75372956286259
2001-05-23,112.47307096939282
2001-05-24,112.73644126873384
2001-05-25,112.78705915398304
2001-05-28,111.88774133138162
2001-05-29,112.54025304269122
2001-05-30,111.27100203185732
2001-05-31,111.11129045900019
2001-06-01,111.20872542399596
2001-06-04,111.94370596019031
2001-06-05,112.45047008319435
2001-06-06,113.59533014616504
2001-06-07,113.7327908499962
2001-06-08,115.06766148820591
2001-06-11,115.49149965231513
2001-06-12,114.57698226195956
2001-06-13,114.2417025362109
2001-06-14,112.40964015814009
2001-06-15,112.12831315556781
2001-06-18,110.80413070456846
2001-06-19,111.1205935955651
2001-06-20,111.5909797982658
2001-06-21,111.78582988829221
2001-06-22,111.889432768087
2001-06-25,110.72431845180776
2001-06-26,110.53690668103803
2001-06-27,110.51179847681986
2001-06-28,110.61693542962277
2001-06-29,112.64605615143284
2001-07-02,111.64323079762676
2001-07-03,111.99017616210973
2001-07-04,112.06328459159899
2001-07-05,112.23140425313234
2001-07-06,110.01540749105143
2001-07-09,108.16631770411182
2001-07-10,107.83314418895037
2001-07-11,106.07470955522847
2001-07-12,107.77120695554726
2001-07-13,107.28560531534767
2001-07-16,106.7615058385934
2001-07-17,106.15431172557332
2001-07-18,103.67982279704445
2001-07-19,103.71477359637133
2001-07-20,102.5786086731449
2001-07-23,102.51466505518165
2001-07-24,101.27517932619782
2001-07-25,100.69683525391368
2001-07-26,101.09049643145154
2001-07-27,101.80260866181149
2001-07-30,101.85111989237376
2001-07-31,102.60269262082039
2001-08-01,103.7593697793577
2001-08-02,104.5822460375676
2001-08-03,103.9035203288231
2001-08-06,103.55985833876574
2001-08-07,103.51776386682991
2001-08-08,103.78126806912886
2001-08-09,101.4406911794771
2001-08-10,101.44531896483527
2001-08-13,101.21608957215132
2001-08-14,102.3654048236262
2001-08-15,101.60822853842723
2001-08-16,101.43262848854779
2001-08-17,101.44758807663257
2001-08-20,100.79810633489892
2001-08-21,101.44909532179382
2001-08-22,100.78321891267605
2001-08-23,100.97912443098656
2001-08-24,100.67277531337982
2001-08-27,101.97929753191636
2001-08-28,101.3144060418402
2001-08-29,101.1892205350857
2001-08-30,100.85370824278331
2001-08-31,99.46158882749131
2001-09-03,99.09377136857991
2001-09-04,101.2811840307454
2001-09-05,101.00021458136769
2001-09-06,99.66055388667546
2001-09-07,96.93074857675789
2001-09-10,96.85257645721384
2001-09-11,95.90524784611151
2001-09-12,90.53692290116672
2001-09-13,90.03169852275474
2001-09-14,86.4417848369817
2001-09-17,81.98257608919778
2001-09-18,81.65873910607549
2001-09-19,81.79520950053254
2001-09-20,80.61370829676154
2001-09-21,79.13766491130495
2001-09-24,80.28663065879249
2001-09-25,79.4780489041523
2001-09-26,79.70365524600805
2001-09-27,80.40122668305726
2001-09-28,82.84863936093045
2001-10-01,82.81234134260204
2001-10-02,82.92504230335626
2001-10-03,82.73955788406658
2001-10-04,85.1485983147824
2001-10-05,85.70206806055751
2001-10-08,83.96340060710365
2001-10-09,85.2145851932001
2001-10-10,85.38129981136946
2001-10-11,87.97148086674153
2001-10-12,87.67581978255491
2001-10-15,87.7830404987189
2001-10-16,88.34821475326356
2001-10-17,89.55856480231502
2001-10-18,88.47648234936918
2001-10-19,88.33936099097276
2001-10-22,89.09480062279596
2001-10-23,90.534767119277
2001-10-24,91.410054825923
2001-10-25,90.8746271247294
2001-10-26,91.60650384571221
2001-10-29,89.25845124803428
2001-10-30,88.14607096415085
2001-10-31,89.14560700054652
2001-11-01,88.81374260608365
2001-11-02,88.60655009181372
2001-11-05,89.86249974212039
2001-11-06,90.72588380957461
2001-11-07,90.09002991662457
2001-11-08,91.74022114975038
2001-11-09,93.27539541866494
2001-11-12,94.2968678673575
2001-11-13,95.39905196750883
2001-11-14,96.6181853868455
2001-11-15,98.43485228102055
2001-11-16,98.5555417074301
2001-11-19,100.09671992530143
2001-11-20,99.81207699314157
2001-11-21,100.78018185738715
2001-11-22,100.65829511032679
2001-11-23,102.18135276389532
2001-11-26,103.64289055029153
2001-11-27,102.8914677325949
2001-11-28,99.8325399718456
2001-11-29,99.54623317134903
2001-11-30,99.57673644681809
2001-12-03,100.55485091642498
2001-12-04,101.26707339816737
2001-12-05,104.3930225617924
2001-12-06,105.21218593968428
2001-12-07,106.6751506850761
2001-12-10,106.0221509950082
2001-12-11,105.12668696698493
2001-12-12,105.61068788174791
2001-12-13,104.1406665364822
2001-12-14,102.77330535239008
2001-12-17,102.05681466957617
2001-12-18,102.14001406975875
2001-12-19,102.30819032190962
2001-12-20,102.97307915575422
2001-12-21,102.89323927607273
2001-12-24,104.31068374775757
2001-12-25,104.74465422020327
2001-12-26,104.74347602699298
2001-12-27,104.72043308167059
2001-12-28,106.5420639966658
2001-12-31,106.31455712411557
2002-01-01,106.31455712411557
2002-01-02,105.67887897943136
2002-01-03,106.5704259637564
2002-01-04,109.3766870913003
2002-01-07,111.48248741798217
2002-01-08,110.75793971995449
2002-01-09,111.23165466523982
2002-01-10,109.92764675136274
2002-01-11,109.31234115026038
2002-01-14,108.63643345818961
2002-01-15,107.93195395793654
2002-01-16,108.31741422663893
2002-01-17,108.42796957921954
2002-01-18,107.92755913063641
2002-01-21,109.37245566349569
2002-01-22,109.28033693707641
2002-01-23,109.61230950682534
2002-01-24,110.96277974191247
2002-01-25,114.48643573458897
2002-01-28,115.67344742900568
2002-01-29,115.9283473311339
2002-01-30,113.7913337989926
2002-01-31,115.03322418219089
2002-02-01,114.16576652946632
2002-02-04,113.46173586077502
2002-02-05,112.53568658026218
2002-02-06,112.28599877917208
2002-02-07,110.96466513979581
2002-02-08,111.82868147283845
2002-02-11,112.13090847524614
2002-02-12,112.02651508941872
2002-02-13,112.36221121356188
2002-02-14,115.24099438990278
2002-02-15,115.44048485793104
2002-02-18,116.43884721446821
2002-02-19,114.87496796934269
2002-02-20,114.11143600352108
2002-02-21,114.1833030814749
2002-02-22,112.2167035385923
2002-02-25,111.84085171005871
2002-02-26,112.37688265409099
2002-02-27,114.38363132463485
2002-02-28,114.22130903142157
2002-03-01,114.39596172386334
2002-03-04,116.07528053048716
2002-03-05,117.34993080977797
2002-03-06,117.21474169136324
2002-03-07,117.61662429928782
2002-03-08,117.71284937689393
2002-03-11,118.17638039729746
2002-03-12,118.65403579341026
2002-03-13,118.14498447968285
2002-03-14,117.71825871817208
2002-03-15,117.15915762601607
2002-03-18,118.51784260478797
2002-03-19,118.56732900293552
2002-03-20,118.77717790993785
2002-03-21,118.3075893899683
2002-03-22,119.21402972765878
2002-03-25,118.97069372112603
2002-03-26,118.22253841324128
2002-03-27,119.96701683110311
2002-03-28,120.4097154915177
2002-03-29,120.14315013730312
2002-04-01,118.51063055618053
2002-04-02,118.19988951852065
2002-04-03,118.32544928486026
2002-04-04,118.33383592209013
2002-04-05,119.4192878355465
2002-04-08,119.13283474511579
2002-04-09,117.83523976277164
2002-04-10,116.57048408282283
2002-04-11,116.8819224085875
2002-04-12,118.07113082518241
2002-04-15,118.68695867029585
2002-04-16,119.07581174333228
2002-04-17,121.2456647911873
2002-04-18,121.67755951660466
2002-04-19,122.29799085768703
2002-04-22,122.99110688288434
2002-04-23,123.01838838889935
2002-04-24,122.63127252780528
2002-04-25,120.33884185698307
2002-04-26,120.57005432782915
2002-04-29,118.37636654859794
2002-04-30,118.36063272314051
2002-05-01,118.02628401800008
2002-05-02,119.94455936239096
2002-05-03,119.31751905243387
2002-05-06,116.97076716879111
2002-05-07,117.33020994620189
2002-05-08,118.37357283126742
2002-05-09,118.17461409267331
2002-05-10,117.41207853014917
2002-05-13,117.59417275251701
2002-05-14,118.94871565759044
2002-05-15,121.15615389441977
2002-05-16,120.69262426229749
2002-05-17,120.61032006952559
2002-05-20,119.86139285720918
2002-05-21,118.5710951454535
2002-05-22,118.94097102360573
2002-05-23,118.54367870577497
2002-05-24,119.03163869182735
2002-05-27,119.418281815584
2002-05-28,118.46014011264405
2002-05-29,117.71365904113532
2002-05-30,116.86589293275452
2002-05-31,115.76067652645412
2002-06-03,115.8656989599171
2002-06-04,115.144082640235
2002-06-05,115.83952127682059
2002-06-06,115.37123726452913
2002-06-07,114.85372559959133
2002-06-10,115.39437972660417
2002-06-11,114.90268165982296
2002-06-12,114.47384384628147
2002-06-13,114.67130695586418
2002-06-14,112.78700359807775
2002-06-17,112.68395531985351
2002-06-18,112.24567195722891
2002-06-19,109.47768323339324
2002-06-20,109.58595303247463
2002-06-21,108.64151255828497
2002-06-24,107.15868298757827
2002-06-25,106.83888972947818
2002-06-26,101.26245637510667
2002-06-27,102.48385346887714
2002-06-28,103.01481538677048
2002-07-01,102.66763701818665
