Date,ACWI VALUE
2000-12-29,100.0
2001-01-01,100.00505211273524
2001-01-02,98.43458363819244
2001-01-03,99.62887952632778
2001-01-04,99.81360695670503
2001-01-05,98.31550217365583
2001-01-08,98.42952652901315
2001-01-09,98.748945599356
2001-01-10,98.68236724632052
2001-01-11,97.90012708958326
2001-01-12,97.7133382699168
2001-01-15,98.29085903384232
2001-01-16,98.80956660604916
2001-01-17,100.22626858348956
2001-01-18,99.30727150373987
2001-01-19,99.71058093947269
2001-01-22,99.88491789827867
2001-01-23,100.18803642006431
2001-01-24,101.943206802897
2001-01-25,102.51619298333378
2001-01-26,102.02796418958975
2001-01-29,102.89120936588478
2001-01-30,103.02370995190046
2001-01-31,102.5469247747463
2001-02-01,101.76883300317448
2001-02-02,101.4829826922767
2001-02-05,101.182900627802
2001-02-06,101.81368869881203
2001-02-07,101.11774009445548
2001-02-08,102.22000809877242
2001-02-09,101.24965790609885
2001-02-12,101.52359840241698
2001-02-13,102.15090634592367
2001-02-14,101.77290270261301
2001-02-15,103.53003648641433
2001-02-16,101.55274016254195
2001-02-19,100.92169931539028
2001-02-20,101.11262624352744
2001-02-21,99.42017813060463
2001-02-22,99.8205756662581
2001-02-23,99.11563366493064
2001-02-26,100.27301216827912
2001-02-27,99.47651249402591
2001-02-28,98.61610951281091
2001-03-01,97.3695876272364
2001-03-02,96.73807250062342
2001-03-05,97.77861211783473
2001-03-06,98.73096930557898
2001-03-07,99.50615782473761
2001-03-08,99.54710540599888
2001-03-09,98.33281570230878
2001-03-12,95.65954517032954
2001-03-13,96.2584518256066
2001-03-14,94.46709034210575
2001-03-15,95.99971424574419
2001-03-16,94.98511354336799
2001-03-19,95.55180333650276
2001-03-20,94.49746411398917
2001-03-21,93.76805549228425
2001-03-22,92.30129244847865
2001-03-23,93.13622954847398
2001-03-26,95.33335023826973
2001-03-27,97.04535570881627
2001-03-28,96.47264610814
2001-03-29,96.67082287611393
2001-03-30,97.12316671130682
2001-04-02,96.52345941059933
2001-04-03,93.94512830057273
2001-04-04,92.86429610258703
2001-04-05,95.79024923905196
2001-04-06,94.44977592370199
2001-04-09,95.01073662469956
2001-04-10,97.83240884820889
2001-04-11,98.36884554167035
2001-04-12,98.33586031468168
2001-04-13,98.31188050943419
2001-04-16,99.13369442654526
2001-04-17,99.56278516314735
2001-04-18,103.09308124107343
2001-04-19,102.19130626516153
2001-04-20,100.3164309759889
2001-04-23,100.09802437027301
2001-04-24,100.24034829573225
2001-04-25,100.67824732640203
2001-04-26,101.00600924266551
2001-04-27,102.73934341950036
2001-04-30,103.19724389738606
2001-05-01,103.72826113299803
2001-05-02,103.45843451574791
2001-05-03,102.22176241347849
2001-05-04,102.92109429149436
2001-05-07,103.39270723869019
2001-05-08,103.15878726506602
2001-05-09,103.06524614101615
2001-05-10,103.7522666709785
2001-05-11,103.86679752965073
2001-05-14,103.6820296522143
2001-05-15,103.7523459207638
2001-05-16,104.44130028811549
2001-05-17,105.3736399523965
2001-05-18,106.1017179026773
2001-05-21,107.164762872297
2001-05-22,108.04145627395856
2001-05-23,107.77611970586902
2001-05-24,108.18845535132698
2001-05-25,107.55464762989254
2001-05-28,107.11227735440156
2001-05-29,107.33043458682513
2001-05-30,105.89975266264555
2001-05-31,107.42712113126657
