Date,AC FAR EAST ex JAPAN VALUE
2000-12-29,100.0
2001-01-01,100.18780980013156
2001-01-02,99.74299304536437
2001-01-03,98.78968325658589
2001-01-04,103.23627403686879
2001-01-05,105.73762164131853
2001-01-08,106.51484455046769
2001-01-09,108.25917329242155
2001-01-10,106.65404133389809
2001-01-11,103.90116901245479
2001-01-12,105.26308478387742
2001-01-15,106.55808035780063
2001-01-16,107.59661941676332
2001-01-17,108.59861162777189
2001-01-18,107.94610531707932
2001-01-19,111.00200748319658
2001-01-22,112.56803334864098
2001-01-23,111.72862783179116
2001-01-24,113.73773272845145
2001-01-25,114.32641482428954
2001-01-26,113.04392326474265
2001-01-29,113.45276545776774
2001-01-30,112.73712503210989
2001-01-31,114.87164800450093
2001-02-01,113.72336024509856
2001-02-02,115.01933699529711
2001-02-05,111.34127826943381
2001-02-06,112.2360088994221
2001-02-07,111.23266989706724
2001-02-08,113.42859787806985
2001-02-09,113.63541777957843
2001-02-12,113.31816166941374
2001-02-13,115.60379024212916
2001-02-14,115.7287991067042
2001-02-15,118.06538556938176
2001-02-16,115.96503786168712
2001-02-19,114.57042498855242
2001-02-20,117.7508219335765
2001-02-21,116.31071076213028
2001-02-22,115.79074387185368
2001-02-23,116.51346494733431
2001-02-26,117.46925444567013
2001-02-27,115.77131567192785
2001-02-28,115.19034936121155
2001-03-01,111.29004487982704
2001-03-02,109.62654844721527
2001-03-05,111.20487309078251
2001-03-06,112.08729487483104
2001-03-07,111.97504272990274
2001-03-08,111.45236993941117
2001-03-09,110.32744357113928
2001-03-12,106.7852766687448
2001-03-13,105.89948157368627
2001-03-14,106.41130490909605
2001-03-15,107.59430032083647
2001-03-16,108.30212076795496
2001-03-19,107.32436691187118
2001-03-20,105.85349241714565
2001-03-21,105.69497336755012
2001-03-22,105.39972057441194
2001-03-23,105.71169167650974
2001-03-26,107.30044560982729
2001-03-27,105.97420834826023
2001-03-28,106.60312410688627
2001-03-29,106.40705302828412
2001-03-30,106.47928684755125
2001-04-02,104.8929280776336
2001-04-03,103.14596888697389
2001-04-04,98.79966710716913
2001-04-05,100.05295805419331
2001-04-06,100.35574839810648
2001-04-09,97.51816648329027
2001-04-10,98.56001515604085
2001-04-11,101.35513570141345
2001-04-12,101.0583084016109
2001-04-13,101.24842862879511
2001-04-16,101.56490172712948
2001-04-17,100.86311870007128
2001-04-18,103.99202323854897
2001-04-19,104.4108295173155
2001-04-20,102.46107483390797
2001-04-23,103.12114585175743
2001-04-24,103.33606313546468
2001-04-25,102.90737347894482
2001-04-26,102.372526053278
2001-04-27,103.37191428734845
2001-04-30,104.84224778927565
2001-05-01,104.40473390041778
2001-05-02,105.49467033028645
2001-05-03,105.6495077819998
2001-05-04,103.9535512410617
2001-05-07,105.00511300624207
2001-05-08,104.60689020195362
2001-05-09,105.03960838940772
2001-05-10,104.96515327375079
2001-05-11,107.35436987695611
2001-05-14,106.11597027635104
2001-05-15,105.66396490199351
2001-05-16,104.67060960132218
2001-05-17,106.96309080148258
2001-05-18,107.27563963631025
2001-05-21,108.09820387153395
2001-05-22,109.89910127572013
2001-05-23,112.49863550285254
2001-05-24,113.22122508937315
2001-05-25,112.67564438593112
2001-05-28,111.70549477783919
2001-05-29,112.75214159204769
2001-05-30,111.62016820838925
2001-05-31,111.99354915529132
2001-06-01,111.63981351036327
2001-06-04,112.16718661197909
2001-06-05,112.88304890024281
2001-06-06,113.60020374178117
2001-06-07,113.04807922301681
2001-06-08,114.56448256706621
2001-06-11,114.89366804364006
2001-06-12,113.59637586374866
2001-06-13,112.90267787480202
2001-06-14,110.60179376900513
2001-06-15,110.10133857055351
2001-06-18,109.2331293606461
2001-06-19,109.75760747237815
2001-06-20,109.89948797117539
2001-06-21,110.14579068372672
2001-06-22,110.05945094801659
2001-06-25,109.18818759358956
2001-06-26,108.35047212129776
2001-06-27,108.77935776469893
2001-06-28,108.88403186591351
2001-06-29,110.9103536557593
2001-07-02,110.03270954608027
2001-07-03,109.93150790230548
2001-07-04,109.80697027836882
2001-07-05,110.87861168116791
2001-07-06,109.40041500089312
2001-07-09,107.22641637479819
2001-07-10,106.67788858210241
2001-07-11,104.62627762794796
2001-07-12,106.69746626489693
2001-07-13,105.35367801029443
2001-07-16,103.84212545819261
2001-07-17,103.45383467936783
2001-07-18,100.27552581903612
2001-07-19,100.23730953434539
2001-07-20,99.83685751740195
2001-07-23,99.26341461488894
2001-07-24,97.81257867127499
2001-07-25,97.69782692501725
2001-07-26,98.83327931919935
2001-07-27,99.95935816232883
2001-07-30,99.50616653666673
2001-07-31,100.32358047222208
2001-08-01,100.74287702794358
2001-08-02,101.07203682537998
2001-08-03,100.58948167484648
2001-08-06,100.22533230017834
2001-08-07,100.08923654561927
2001-08-08,100.27816928031903
2001-08-09,97.4204376509139
2001-08-10,97.69868854778491
2001-08-13,97.72035240806758
2001-08-14,99.60010442693243
2001-08-15,98.56298050349687
2001-08-16,99.07194314936535
2001-08-17,98.55458719563339
2001-08-20,98.17257432205726
2001-08-21,98.62508825863364
2001-08-22,97.77057419735047
2001-08-23,98.19160519821067
2001-08-24,97.69001573987731
2001-08-27,99.31984739210792
2001-08-28,98.4921096123391
2001-08-29,98.64263198185847
2001-08-30,98.52796761656978
2001-08-31,97.91283898592137
2001-09-03,97.77308597208426
2001-09-04,100.22949837628079
2001-09-05,99.70864499974853
2001-09-06,98.32369188576861
2001-09-07,95.96738936932373
2001-09-10,95.83182005309868
2001-09-11,94.33750092818785
2001-09-12,89.16211368869601
2001-09-13,88.47106254711176
2001-09-14,84.37971510966625
2001-09-17,80.86790493027722
2001-09-18,80.56799038171587
2001-09-19,81.12909439703478
2001-09-20,80.1174990632575
2001-09-21,78.28426490642858
2001-09-24,79.47358986926639
2001-09-25,77.9645528791454
2001-09-26,78.48072399769903
2001-09-27,79.71324216649518
2001-09-28,81.89786638267901
2001-10-01,81.24806250784252
2001-10-02,80.49589543278529
2001-10-03,80.47999000687436
2001-10-04,83.512281817807
2001-10-05,83.26588008221266
2001-10-08,81.28046693625083
2001-10-09,83.3484089439946
2001-10-10,83.52561670403135
2001-10-11,86.01086133915561
2001-10-12,84.81856127392027
2001-10-15,84.43159898276755
2001-10-16,85.08808512885783
2001-10-17,85.9509116499517
2001-10-18,85.10432035127477
2001-10-19,85.41941975122357
2001-10-22,86.11146029465121
2001-10-23,87.28895052907018
2001-10-24,87.88795303219896
2001-10-25,87.63656247684287
2001-10-26,88.66226177165497
2001-10-29,86.37314294846566
2001-10-30,84.89401419551587
2001-10-31,85.88291396613474
2001-11-01,85.15305951418091
2001-11-02,85.45049751714431
2001-11-05,87.0627587926747
2001-11-06,86.88728736119775
2001-11-07,86.37316550423002
2001-11-08,88.31084779625809
2001-11-09,90.03322327961091
2001-11-12,90.92071034796497
2001-11-13,91.9401423783138
2001-11-14,93.4028673208621
2001-11-15,95.87960869770785
2001-11-16,95.79043125788684
2001-11-19,97.65018443630898
2001-11-20,97.02768379481446
2001-11-21,98.8679269043162
2001-11-22,98.82500949888718
2001-11-23,100.67709182543175
2001-11-26,102.58724024282996
2001-11-27,101.13000427034684
2001-11-28,97.36424221643915
2001-11-29,97.67872487468289
2001-11-30,97.73675158727674
2001-12-03,99.40683738357156
2001-12-04,101.16973924464463
2001-12-05,104.87374219610602
2001-12-06,105.77151298018269
2001-12-07,107.73904275620986
2001-12-10,107.04175170499158
2001-12-11,105.72278072917454
2001-12-12,106.79041665592543
2001-12-13,104.8802789258398
2001-12-14,103.57784638987239
2001-12-17,102.63497271768932
2001-12-18,102.3929419796876
2001-12-19,102.77801125186755
2001-12-20,103.94610643505712
2001-12-21,102.616131537852
2001-12-24,103.88157001565911
2001-12-25,104.5264315754563
2001-12-26,104.60164422737701
2001-12-27,104.84721225539373
2001-12-28,106.92468894482897
2001-12-31,106.9132073811494
2002-01-01,106.9132073811494
2002-01-02,106.3008545861608
2002-01-03,107.70888998135827
2002-01-04,110.85333100656136
2002-01-07,113.60426344440424
2002-01-08,112.40466379221816
2002-01-09,113.19242426426061
2002-01-10,111.49470401860594
2002-01-11,110.5069502965248
2002-01-14,110.14418990381938
2002-01-15,108.79617901913024
2002-01-16,108.85670921989512
2002-01-17,109.54250140718759
2002-01-18,109.01575273545562
2002-01-21,110.96969869725598
2002-01-22,110.17653523497351
2002-01-23,110.59762046408477
2002-01-24,112.29719824194282
2002-01-25,116.51497077209223
2002-01-28,118.24161243414142
2002-01-29,118.47184644130688
2002-01-30,116.50435492952104
2002-01-31,117.66515517735685
2002-02-01,116.53176091353721
2002-02-04,115.53338814649244
2002-02-05,114.81009734605502
2002-02-06,115.2513928613401
2002-02-07,113.66208746759716
2002-02-08,113.83028921056248
2002-02-11,114.01894837565717
2002-02-12,114.20299393203022
2002-02-13,114.78337971130237
2002-02-14,118.1850988226875
2002-02-15,118.24955502739921
2002-02-18,119.46673057801247
2002-02-19,117.35670945939458
2002-02-20,116.69950271960225
2002-02-21,116.94145467480053
2002-02-22,115.02281385853586
2002-02-25,114.13912620922379
2002-02-26,114.35649967724859
2002-02-27,117.30194097259655
2002-02-28,116.89933858542864
2002-03-01,116.87978484401765
2002-03-04,119.33216929651492
2002-03-05,121.10163454131207
2002-03-06,120.8516321991377
2002-03-07,120.35966436790733
2002-03-08,120.93521562866128
2002-03-11,121.929347787455
2002-03-12,122.89734768603506
2002-03-13,122.33509407848625
2002-03-14,121.67477968448384
2002-03-15,121.39872522555754
2002-03-18,122.31258069999876
2002-03-19,122.52909541594975
2002-03-20,122.0807632508163
2002-03-21,121.63938594158604
2002-03-22,122.856903012408
2002-03-25,122.68776425138793
2002-03-26,122.42240227819704
2002-03-27,124.47746369299502
2002-03-28,124.47077813367417
2002-03-29,124.07492288617551
2002-04-01,121.99232320705971
2002-04-02,122.39537909935066
2002-04-03,123.23553978245624
2002-04-04,123.51955691282615
2002-04-05,124.35123060019058
2002-04-08,124.0387484895424
2002-04-09,122.65080003909729
2002-04-10,120.54642653379757
2002-04-11,120.96919968951623
2002-04-12,122.77137299700244
2002-04-15,123.8114333612999
2002-04-16,124.17489533802113
2002-04-17,126.83747528728098
2002-04-18,127.24116129005446
2002-04-19,128.0175656168091
2002-04-22,128.85543515371376
2002-04-23,129.00231546730072
2002-04-24,128.4400439738087
2002-04-25,125.19327717641946
2002-04-26,125.27043715750888
2002-04-29,123.05448011549086
2002-04-30,123.4298515254319
2002-05-01,122.77042080712408
2002-05-02,125.21085344461771
2002-05-03,124.43214428345607
2002-05-06,121.69967031014279
2002-05-07,121.93490942494195
2002-05-08,123.07582128168659
2002-05-09,122.89313389532262
2002-05-10,121.82316070642564
2002-05-13,122.22632128732748
2002-05-14,123.54147659667396
2002-05-15,125.34841620297045
2002-05-16,124.79009203762813
2002-05-17,124.52110817766092
2002-05-20,123.57806830716589
2002-05-21,121.57944296224764
2002-05-22,122.16363347968006
2002-05-23,121.51869953080573
2002-05-24,122.21807131132257
2002-05-27,122.55819814128942
2002-05-28,121.114963454645
2002-05-29,119.77903132215876
2002-05-30,118.7369095615702
2002-05-31,117.2177534245133
2002-06-03,116.94248947965474
2002-06-04,116.14672373371141
2002-06-05,117.23864372211017
2002-06-06,116.46868520443384
2002-06-07,115.64177486933569
2002-06-10,116.96826397829467
2002-06-11,116.69109636948818
2002-06-12,116.11619782928096
2002-06-13,116.98472777721115
2002-06-14,115.64685659837119
2002-06-17,115.08020009811497
2002-06-18,113.96578517289095
2002-06-19,110.03581411393677
2002-06-20,110.28488733728362
2002-06-21,109.34912320202537
2002-06-24,108.00961071245709
2002-06-25,107.6957309275426
2002-06-26,101.98445201792843
2002-06-27,103.08563977362884
2002-06-28,104.5175316168275
2002-07-01,103.62757496308478
2002-07-02,103.87394313145735
2002-07-03,105.68973397430842
2002-07-04,107.76113698448034
2002-07-05,110.01024003578905
2002-07-08,108.51956931058238
2002-07-09,109.1640500851768
2002-07-10,109.23465085217332
2002-07-11,106.80238078866385
2002-07-12,109.0090750991574
2002-07-15,106.9372005231866
2002-07-16,105.05215294323125
2002-07-17,104.86724562559652
2002-07-18,105.12828359032804
2002-07-19,103.22460035431101
2002-07-22,101.15431806285291
2002-07-23,104.58936441264015
2002-07-24,101.6829247967258
2002-07-25,100.43383564165447
2002-07-26,98.49114236120562
2002-07-29,100.03575724135332
2002-07-30,101.88833574914207
2002-07-31,102.38068229330288
2002-08-01,101.80314287795323
2002-08-02,100.43062748198214
2002-08-05,96.5438253984312
2002-08-06,97.15076607383051
2002-08-07,98.39396576039942
2002-08-08,98.28481830315914
2002-08-09,98.86508986913675
2002-08-12,98.18793983759561
2002-08-13,99.63935070119219
2002-08-14,99.23351006178149
