Date,AC ASIA ex JAPAN VALUE
2000-12-29,99.99999999999999
2001-01-01,100.26244210086531
2001-01-02,99.9984968538475
2001-01-03,99.4010941143882
2001-01-04,103.18710001591349
2001-01-05,105.48827877108444
2001-01-08,105.96195754756039
2001-01-09,107.55035253714648
2001-01-10,106.03997192291475
2001-01-11,103.44352786910403
2001-01-12,104.63869751282812
2001-01-15,105.83203303921796
2001-01-16,106.80770067423195
2001-01-17,107.7721308109152
2001-01-18,107.17550500347427
2001-01-19,110.15252415594418
2001-01-22,111.75767132021437
2001-01-23,111.01365892194976
2001-01-24,113.14667679122874
2001-01-25,113.70794759432783
2001-01-26,112.56547240450975
2001-01-29,112.71460654658301
2001-01-30,112.3619228715373
2001-01-31,114.05986144718678
2001-02-01,112.73641061426065
2001-02-02,114.27736621519831
2001-02-05,111.21656312773793
2001-02-06,112.16461740882153
2001-02-07,111.021592944243
2001-02-08,113.45730679860525
2001-02-09,113.62818732764279
2001-02-12,113.24133206431931
2001-02-13,115.21046953771605
2001-02-14,115.4015845161465
2001-02-15,117.84945052998141
2001-02-16,115.45747518345576
2001-02-19,114.25156986190316
2001-02-20,117.21445137067786
2001-02-21,115.72860105732808
2001-02-22,115.25067730348692
2001-02-23,115.26685707812156
2001-02-26,116.10028666550026
2001-02-27,114.35060416297567
2001-02-28,114.09176241475343
2001-03-01,110.93268710997762
2001-03-02,109.04217519795165
2001-03-05,110.15843487523317
2001-03-06,110.93128828226175
2001-03-07,110.77267738028418
2001-03-08,110.19437521210602
2001-03-09,108.66540562347488
2001-03-12,105.28585698603376
2001-03-13,103.92799905032024
2001-03-14,104.7859295656843
2001-03-15,106.11617374687546
2001-03-16,106.65130532199557
2001-03-19,105.82543227212471
2001-03-20,104.30289167275441
2001-03-21,104.55274311230924
2001-03-22,104.26216406390607
2001-03-23,104.13149549397328
2001-03-26,105.51672966407808
2001-03-27,104.45182359485601
2001-03-28,105.34536040509543
2001-03-29,105.21227454748454
2001-03-30,104.79100705136528
2001-04-02,103.14292212724976
2001-04-03,101.70895649447556
2001-04-04,97.59145582790784
2001-04-05,98.76904922769509
2001-04-06,98.959490584712
2001-04-09,96.35205592968805
2001-04-10,97.0950669790618
2001-04-11,99.40942068996257
2001-04-12,98.68567446693798
2001-04-13,98.8587555034022
2001-04-16,99.49358224163355
2001-04-17,99.2070164030735
2001-04-18,102.4534887096732
2001-04-19,102.97896375411109
2001-04-20,101.04443914208774
2001-04-23,101.77379150740565
2001-04-24,102.01218206940648
2001-04-25,101.76463220631996
2001-04-26,101.0721726651491
2001-04-27,101.65264046431795
2001-04-30,103.15858788840904
2001-05-01,102.71643195323828
2001-05-02,103.76503835255987
2001-05-03,103.76390888292832
2001-05-04,102.40849151764377
2001-05-07,103.47638876864674
2001-05-08,103.34784646786383
2001-05-09,103.67248442771226
2001-05-10,103.66021956508396
2001-05-11,105.79024199401763
2001-05-14,104.75731214448993
2001-05-15,104.33745268843312
2001-05-16,103.42515990652912
2001-05-17,105.83288356206113
2001-05-18,106.15046524822273
2001-05-21,106.87280803198269
2001-05-22,108.53734980210157
2001-05-23,110.97370670680301
2001-05-24,111.75616564353504
2001-05-25,111.19224978921187
2001-05-28,110.50068336476589
2001-05-29,111.65823996811763
2001-05-30,110.40307332375275
2001-05-31,110.7989852753928
2001-06-01,110.26799294164925
2001-06-04,110.60397962112687
2001-06-05,111.06885458516103
2001-06-06,111.67142284379445
2001-06-07,111.07459062542412
2001-06-08,112.56541550454855
2001-06-11,113.01582623954967
2001-06-12,111.6523395474058
2001-06-13,111.03368472394406
2001-06-14,108.70937108939069
2001-06-15,108.00128515478544
2001-06-18,107.09854946427826
2001-06-19,107.73777032615294
2001-06-20,107.9545964913088
2001-06-21,108.0904741900096
2001-06-22,107.84991979681473
2001-06-25,106.85759629232238
2001-06-26,106.36475814737403
2001-06-27,106.86704161854789
2001-06-28,107.04479705169935
2001-06-29,108.9658341663849
2001-07-02,108.10173316099721
2001-07-03,107.64149351209471
2001-07-04,107.51994367410558
2001-07-05,108.63042287821041
2001-07-06,107.06433408581437
2001-07-09,105.0996919524413
2001-07-10,104.64100670227464
2001-07-11,102.83197061137142
2001-07-12,104.8833824997845
2001-07-13,103.62124940804418
2001-07-16,102.18664367574364
2001-07-17,101.844837308924
2001-07-18,98.69230904569737
2001-07-19,98.6691269256824
2001-07-20,98.07315039735917
2001-07-23,97.62035725584394
2001-07-24,96.1930072757191
2001-07-25,95.87434285065143
2001-07-26,96.84207743056632
2001-07-27,97.91315527096188
2001-07-30,97.6133345364749
2001-07-31,98.36179938613647
2001-08-01,98.61092943600725
2001-08-02,98.91574678071315
2001-08-03,98.4694245028816
2001-08-06,98.2650015679288
2001-08-07,98.23402869968412
2001-08-08,98.35451712113104
2001-08-09,95.71566928328032
2001-08-10,95.94323764692174
2001-08-13,95.82386442416346
2001-08-14,97.51636050265675
2001-08-15,96.4620199741369
2001-08-16,96.94377959560043
2001-08-17,96.37400642693723
2001-08-20,96.02043283943445
2001-08-21,96.40343340703349
2001-08-22,95.55817541540306
2001-08-23,96.00711681291362
2001-08-24,95.53755400286839
2001-08-27,96.97449378208711
2001-08-28,96.25561543846638
2001-08-29,96.40491713941542
2001-08-30,96.28001976099343
2001-08-31,95.63197039817081
2001-09-03,95.48248761991381
2001-09-04,97.799808622003
2001-09-05,97.3776897588261
2001-09-06,96.09543182910603
2001-09-07,93.82978764638456
2001-09-10,93.735960863129
2001-09-11,92.26273108236815
2001-09-12,87.36361547099747
2001-09-13,86.57570128376797
2001-09-14,82.28434583163471
2001-09-17,78.87897836037698
2001-09-18,78.68007532645099
2001-09-19,79.2489610183108
2001-09-20,78.23608486908772
2001-09-21,76.38415638324176
2001-09-24,77.59215496520626
2001-09-25,76.1297244262561
2001-09-26,76.73189993210111
2001-09-27,78.01611892810234
2001-09-28,80.35235669494226
2001-10-01,79.65560609023053
2001-10-02,78.98674347931505
2001-10-03,78.82508629967718
2001-10-04,81.66465070354542
2001-10-05,81.47467259852294
2001-10-08,79.63690986508135
2001-10-09,81.54403213480087
2001-10-10,81.79535859553222
2001-10-11,84.16788512878823
2001-10-12,83.08323922213508
2001-10-15,82.8985777705054
2001-10-16,83.47638417612241
2001-10-17,84.40254372743213
2001-10-18,83.615025525392
2001-10-19,84.03374450675535
2001-10-22,84.77586500607553
2001-10-23,85.99086686186563
2001-10-24,86.44199605121986
2001-10-25,86.13836380746504
2001-10-26,87.10628212108124
2001-10-29,84.98079577879002
2001-10-30,83.47854165983469
2001-10-31,84.48925717935441
2001-11-01,83.92391674899248
2001-11-02,84.31093656163752
2001-11-05,85.82659456592883
2001-11-06,85.74728294377994
2001-11-07,85.14677125550142
2001-11-08,87.07864197544205
2001-11-09,88.66104363391936
2001-11-12,89.47360578612158
2001-11-13,90.48077891799572
2001-11-14,91.75912200404416
2001-11-15,94.21335731891061
2001-11-16,94.09043933676746
2001-11-19,96.0748478076831
2001-11-20,95.33878529364176
2001-11-21,97.19142264829227
2001-11-22,97.16410587488011
2001-11-23,98.78689552984123
2001-11-26,100.59258915234372
2001-11-27,99.20403270556037
2001-11-28,95.8477086456588
2001-11-29,96.08370433707407
2001-11-30,96.04530643180192
2001-12-03,97.61969502782436
2001-12-04,99.29675401425075
2001-12-05,102.86415533133773
2001-12-06,103.67470563703715
2001-12-07,105.46963357885788
2001-12-10,104.95460374431683
2001-12-11,103.70102193999385
2001-12-12,104.51449081243095
2001-12-13,102.68156388027839
2001-12-14,101.39489929963335
2001-12-17,100.5290805427183
2001-12-18,100.28662992947584
2001-12-19,100.52992259749703
2001-12-20,101.5624344003079
2001-12-21,100.36408540979276
2001-12-24,101.53421654385747
2001-12-25,102.11826331055607
2001-12-26,102.07623789169
2001-12-27,102.04763287416571
2001-12-28,104.03084998916981
2001-12-31,104.12738595526226
2002-01-01,104.12675748405886
2002-01-02,103.49402964259356
2002-01-03,104.84482148427729
2002-01-04,107.89344638684726
2002-01-07,110.43049124347189
2002-01-08,109.36425345381966
2002-01-09,110.20665047387074
2002-01-10,108.6375724347312
2002-01-11,107.80087245519756
2002-01-14,107.57640748063588
2002-01-15,106.32706747572726
2002-01-16,106.44715832910452
2002-01-17,107.16922595970365
2002-01-18,106.641890056867
2002-01-21,108.43554016787444
2002-01-22,107.67753581105352
2002-01-23,108.04144533561706
2002-01-24,109.56159699666848
2002-01-25,113.48004031882915
2002-01-28,115.07544650922404
2002-01-29,115.2368850849155
2002-01-30,113.41261347211285
2002-01-31,114.44330476494713
2002-02-01,113.55434192106505
2002-02-04,112.62753752944388
2002-02-05,111.95516826860482
2002-02-06,112.64707315909132
2002-02-07,111.37354444071885
2002-02-08,111.55216836004983
2002-02-11,111.64907388790971
2002-02-12,111.79177910246152
2002-02-13,112.40861875684897
2002-02-14,115.71150006362389
2002-02-15,115.88372176188165
2002-02-18,117.05059907421416
2002-02-19,115.0005194582378
2002-02-20,114.32620281253445
2002-02-21,114.55695124145619
2002-02-22,112.83872089022901
2002-02-25,112.08726415229336
2002-02-26,112.57801365315399
2002-02-27,115.2362150041748
2002-02-28,114.47850400519445
2002-03-01,114.72733802486668
2002-03-04,116.90276465603709
2002-03-05,118.442862288592
2002-03-06,118.0713822380989
2002-03-07,117.66874197604079
2002-03-08,118.19612915317886
2002-03-11,118.98354957257
2002-03-12,119.77445094503089
2002-03-13,119.30810080192407
2002-03-14,118.67989600035216
2002-03-15,118.5721894492368
2002-03-18,119.40341392252137
2002-03-19,119.48053073033469
2002-03-20,119.10121372025496
2002-03-21,118.63491089576684
2002-03-22,119.71622686946885
2002-03-25,119.58546785280478
2002-03-26,119.28298968595692
2002-03-27,121.1833711460813
2002-03-28,121.23672893817911
2002-03-29,120.87995311630904
2002-04-01,119.0397324045084
2002-04-02,119.40551973574102
2002-04-03,120.065989532354
2002-04-04,120.34554345541673
2002-04-05,121.12995829579323
2002-04-08,120.81223505177694
2002-04-09,119.49637156517954
2002-04-10,117.53692477598612
2002-04-11,117.91750888263263
2002-04-12,119.64965318957748
2002-04-15,120.43499180105381
2002-04-16,120.6865976375916
2002-04-17,123.0511889243254
2002-04-18,123.41994944899034
