Date,EAFE + EM VALUE
2000-12-29,100.0
2001-01-01,100.01067176838494
2001-01-02,99.12313892647674
2001-01-03,98.79400903438689
2001-01-04,100.0826924430023
2001-01-05,99.91767494776275
2001-01-08,99.79611063047864
2001-01-09,99.4632491870336
2001-01-10,98.53669211626601
2001-01-11,97.85133133458477
2001-01-12,97.837835108925
2001-01-15,98.23994255783289
2001-01-16,98.17103061153206
2001-01-17,100.06715122522273
2001-01-18,99.43691159417885
2001-01-19,99.82353553871528
2001-01-22,100.11110653662315
2001-01-23,99.97346536985303
2001-01-24,101.2001539577348
2001-01-25,101.88817596620939
2001-01-26,101.7020982118518
2001-01-29,102.338266778375
2001-01-30,102.40467077486775
2001-01-31,102.42908773254537
2001-02-01,101.62357336234032
2001-02-02,101.43868676021596
2001-02-05,100.67215247138178
2001-02-06,101.34809502648464
2001-02-07,100.51136574534677
2001-02-08,101.03424218495228
2001-02-09,100.32307029385633
2001-02-12,100.56674916728433
2001-02-13,101.21179734300628
2001-02-14,101.30872542450456
2001-02-15,102.59481227260322
2001-02-16,100.70431347782252
2001-02-19,99.98081804868364
2001-02-20,100.41090578894969
2001-02-21,99.17359720014879
2001-02-22,99.37201980782251
2001-02-23,98.87557855054153
2001-02-26,99.33137782644388
2001-02-27,98.84463855128324
2001-02-28,98.4065462315188
2001-03-01,97.42273208443086
2001-03-02,96.31019980461082
2001-03-05,97.15610745145773
2001-03-06,98.33895738731664
2001-03-07,98.62387805412015
2001-03-08,98.52993956188497
2001-03-09,97.8458066206594
2001-03-12,95.90929520054252
2001-03-13,94.98598951631375
2001-03-14,93.60508212512195
2001-03-15,94.90927903826513
2001-03-16,93.79990223278169
2001-03-19,93.31698087173177
2001-03-20,93.7552586685394
2001-03-21,93.85803478779386
2001-03-22,91.1553736826234
2001-03-23,91.89969152207614
2001-03-26,94.56244485826268
2001-03-27,95.90275023834077
2001-03-28,95.94363221620674
2001-03-29,95.6862287189613
2001-03-30,95.52913532436637
2001-04-02,95.00466609621225
2001-04-03,93.54445426171527
2001-04-04,93.39815117969414
2001-04-05,95.14637705995129
2001-04-06,94.92919118815519
2001-04-09,95.11974897184956
2001-04-10,96.94735283778546
2001-04-11,97.86155295192874
2001-04-12,97.86066379571703
2001-04-13,97.81244425438686
2001-04-16,98.04307137050206
2001-04-17,97.87620031983083
2001-04-18,100.50000547410222
2001-04-19,100.18996374329399
2001-04-20,98.81042463909426
2001-04-23,98.76917157972206
2001-04-24,99.26670005602372
2001-04-25,99.17421993587057
2001-04-26,99.49792014795544
2001-04-27,100.77010774065482
2001-04-30,101.60320980384125
2001-05-01,102.08717667390769
2001-05-02,101.93901287128683
2001-05-03,100.8207351896795
2001-05-04,101.21648302987892
2001-05-07,101.94571692519993
2001-05-08,101.4333244589831
2001-05-09,101.1031403597893
2001-05-10,102.00393488253133
2001-05-11,102.2003916268301
2001-05-14,100.86029125801599
2001-05-15,101.51986547589306
2001-05-16,101.09332121989564
2001-05-17,102.43622389949957
2001-05-18,102.92641070779071
2001-05-21,103.79384976992726
2001-05-22,104.48229000743709
2001-05-23,104.59979724438114
2001-05-24,104.89554073714817
2001-05-25,104.49077486183198
2001-05-28,104.01998538515743
2001-05-29,104.22252678059228
2001-05-30,102.86249663219557
2001-05-31,103.62514684714833
2001-06-01,103.41108400695495
2001-06-04,103.58311950815339
2001-06-05,104.10793227539868
2001-06-06,103.67182923837147
2001-06-07,103.49964018095179
2001-06-08,103.55647482892542
2001-06-11,103.10569862823536
2001-06-12,101.38939784489644
2001-06-13,101.8556622160145
2001-06-14,100.65252562068949
2001-06-15,99.801191874344
2001-06-18,98.90648243344604
2001-06-19,99.26453774909378
2001-06-20,99.13859368099197
2001-06-21,99.4127577586675
2001-06-22,99.83052935358346
2001-06-25,99.48728409110443
2001-06-26,98.61783525953469
2001-06-27,98.56967233431132
2001-06-28,99.39815963969406
2001-06-29,100.46428932816919
2001-07-02,101.28337382628135
2001-07-03,100.60448466700217
2001-07-04,100.22822024079836
2001-07-05,100.26966378024684
2001-07-06,97.89891699625183
