Date,ACWI ex AUSTRALIA VALUE
2000-12-29,1000.0
2001-01-01,1000.0511067193876
2001-01-02,984.0177561209805
2001-01-03,996.0678224978967
2001-01-04,997.6286253375591
2001-01-05,982.5115176336709
2001-01-08,983.9311945775835
2001-01-09,987.1564646232887
2001-01-10,986.5038319674479
2001-01-11,978.7579426705702
2001-01-12,976.8293023500803
2001-01-15,982.6852337475151
2001-01-16,987.9082376437432
2001-01-17,1002.1391313297746
2001-01-18,992.8062698063079
2001-01-19,996.6639783650201
2001-01-22,998.4732177483536
2001-01-23,1001.7048795146828
2001-01-24,1019.4582869480431
2001-01-25,1025.056467384232
2001-01-26,1020.1739635617014
2001-01-29,1028.8974513313706
2001-01-30,1030.1961747183457
2001-01-31,1025.303602305341
2001-02-01,1017.3671208333933
2001-02-02,1014.4462812637804
2001-02-05,1011.6973217752934
2001-02-06,1017.9095589333334
2001-02-07,1011.0080665413585
2001-02-08,1022.113837241669
2001-02-09,1012.462988087479
2001-02-12,1015.1512644916394
2001-02-13,1021.4108943958312
2001-02-14,1017.6252291061629
2001-02-15,1035.3655371871926
2001-02-16,1015.4295305174913
2001-02-19,1009.2081286466291
2001-02-20,1011.108331454757
2001-02-21,993.923140782814
2001-02-22,998.0679080987823
2001-02-23,990.9967713909009
2001-02-26,1002.6374173802091
2001-02-27,994.6502310289543
2001-02-28,985.8284059026179
2001-03-01,973.2152497669124
2001-03-02,966.9065661187285
2001-03-05,977.572927845007
2001-03-06,987.4614555020918
2001-03-07,995.2451270196588
2001-03-08,995.788496591923
2001-03-09,983.4733622634081
2001-03-12,956.4852773441428
2001-03-13,962.8607521671688
2001-03-14,944.7043775600986
2001-03-15,960.2589122314349
2001-03-16,949.8547309494204
2001-03-19,955.6365152816228
2001-03-20,944.9913609796895
2001-03-21,937.7500396060531
2001-03-22,922.9737520935889
2001-03-23,931.6448607167519
2001-03-26,953.6783024680138
2001-03-27,971.0415601661568
2001-03-28,965.098990982533
2001-03-29,967.0923587807698
2001-03-30,971.9201985564041
2001-04-02,965.703455319386
2001-04-03,939.789951534298
2001-04-04,928.8933792872763
2001-04-05,958.365443154804
2001-04-06,944.654326188524
2001-04-09,950.5026833457816
2001-04-10,978.8154393923669
2001-04-11,983.811315132708
2001-04-12,983.4013562771136
2001-04-13,983.1585497629724
2001-04-16,991.3134391237872
2001-04-17,995.7584893826186
2001-04-18,1031.577302672204
2001-04-19,1021.9663868425487
2001-04-20,1003.0797175210602
2001-04-23,1000.9398950454154
2001-04-24,1002.4344317442147
2001-04-25,1006.8847179808812
2001-04-26,1010.1407618268792
2001-04-27,1027.5697262661843
2001-04-30,1031.9447144170908
2001-05-01,1037.235482569542
2001-05-02,1034.3970773882284
2001-05-03,1021.7227270486848
2001-05-04,1028.9965952856423
2001-05-07,1033.6709166042517
2001-05-08,1031.2148976676945
2001-05-09,1030.2164460243796
2001-05-10,1036.805184937496
2001-05-11,1037.9798173556694
2001-05-14,1036.1535602276244
2001-05-15,1036.9339365809367
2001-05-16,1044.0562824884428
2001-05-17,1053.2098950930615
2001-05-18,1060.6118860193865
2001-05-21,1071.0362879113848
2001-05-22,1079.9251571868278
2001-05-23,1077.2748184935022
2001-05-24,1081.5535427592486
2001-05-25,1074.9509849576311
2001-05-28,1070.5644796603453
2001-05-29,1072.806747783587
2001-05-30,1058.5191210990197
2001-05-31,1074.1609042278822
