Date,ACWI ex JAPAN VALUE
2000-12-29,100.0
2001-01-01,100.0056581909186
2001-01-02,98.38631143817139
2001-01-03,99.69179780950917
2001-01-04,100.08142589094477
2001-01-05,98.43460705439487
2001-01-08,98.54270677876653
2001-01-09,98.98936073463756
2001-01-10,99.06673497854335
2001-01-11,98.65951613187057
2001-01-12,98.52107266009445
2001-01-15,99.13288792159872
2001-01-16,99.43157101997431
2001-01-17,100.76040252904316
2001-01-18,99.7754627044288
2001-01-19,100.14035992286385
2001-01-22,100.29108801197565
2001-01-23,100.68660937187877
2001-01-24,102.56409008462161
2001-01-25,103.11368908567785
2001-01-26,102.63805699187596
2001-01-29,103.45982439018722
2001-01-30,103.63052980033076
2001-01-31,103.12348226800913
2001-02-01,102.27331651103096
2001-02-02,102.01771370767426
2001-02-05,101.89420434637887
2001-02-06,102.54836062565252
2001-02-07,101.82150619411486
2001-02-08,103.01573939476103
2001-02-09,101.95338594342354
2001-02-12,102.32465431817205
2001-02-13,102.89086784845279
2001-02-14,102.34282407196127
2001-02-15,103.99904158242899
2001-02-16,102.04375030480216
2001-02-19,101.55418046688837
2001-02-20,101.50253085295245
2001-02-21,99.77836993779005
2001-02-22,100.01246553866802
2001-02-23,99.09159802970257
2001-02-26,100.30052801624947
2001-02-27,99.5693637323842
2001-02-28,98.75877636480372
2001-03-01,97.52087011936884
2001-03-02,97.28957900101585
2001-03-05,98.39665275227877
2001-03-06,99.28099190015442
2001-03-07,100.1085023732418
2001-03-08,100.15741359874718
2001-03-09,98.81099271048059
2001-03-12,96.12206171992538
2001-03-13,96.8863109033981
2001-03-14,95.09626155174027
2001-03-15,96.59627864879634
2001-03-16,95.43278521773831
2001-03-19,96.01948568793694
2001-03-20,94.93775250841418
2001-03-21,93.4699145293131
2001-03-22,91.95591622998387
2001-03-23,92.80577760066724
2001-03-26,94.95082630228657
2001-03-27,96.8803693283721
2001-03-28,95.9069622695778
2001-03-29,96.4681349153309
2001-03-30,97.18134668569593
2001-04-02,96.6754753647414
2001-04-03,93.54255737346766
2001-04-04,92.33045932993174
2001-04-05,95.33897923613425
2001-04-06,93.97103454467964
