Date,AC ASIA VALUE
2000-12-29,100.0
2001-01-01,100.0600214466163
2001-01-02,99.10262762991529
2001-01-03,99.17246989894167
2001-01-04,98.86212946516376
2001-01-05,99.1896088996758
2001-01-08,99.42398936984897
2001-01-09,99.2151064895187
2001-01-10,97.89246472412592
2001-01-11,94.28301602611207
2001-01-12,94.10121520961528
2001-01-15,94.59501494874706
2001-01-16,96.66353666021702
2001-01-17,98.55528611114113
2001-01-18,98.14194770336873
2001-01-19,99.38662711415526
2001-01-22,100.04347070002831
2001-01-23,99.50038925990879
2001-01-24,100.54035900874317
2001-01-25,101.26500391871082
2001-01-26,100.54379900834249
2001-01-29,101.51723988960849
2001-01-30,101.28799436308081
2001-01-31,101.5069023594914
2001-02-01,101.07666659870257
2001-02-02,101.00974664731265
2001-02-05,98.91806828565531
2001-02-06,99.46865274030408
2001-02-07,98.8725796037354
2001-02-08,99.67738112023027
2001-02-09,99.57097969418993
2001-02-12,99.05511606642736
2001-02-13,100.39181321621811
2001-02-14,101.26165592188201
2001-02-15,103.84239127782055
2001-02-16,101.62319240115426
2001-02-19,99.9281532811113
2001-02-20,102.35154843582198
2001-02-21,100.91326103659652
2001-02-22,102.20952020928861
2001-02-23,103.09252423293356
2001-02-26,103.83717809038906
2001-02-27,102.38954994062887
2001-02-28,101.33668994713902
2001-03-01,99.55426642749852
2001-03-02,95.90598171392539
2001-03-05,96.51418791298094
2001-03-06,97.87878928613256
2001-03-07,98.06456741352416
2001-03-08,97.89619737616964
2001-03-09,97.4975200964334
2001-03-12,94.75814970200568
2001-03-13,93.7483481179361
2001-03-14,92.61661801634077
2001-03-15,94.31537981211885
2001-03-16,94.69675398308631
2001-03-19,94.77780474984486
2001-03-20,93.79310551382895
2001-03-21,98.29547772687171
2001-03-22,97.44521485903533
2001-03-23,97.93583767954289
2001-03-26,100.27674028272703
2001-03-27,99.80733954968069
2001-03-28,102.33665925383966
2001-03-29,99.97873263274063
2001-03-30,98.43273071715046
2001-04-02,96.93425880332384
2001-04-03,98.41134040442651
2001-04-04,97.45949926362943
2001-04-05,99.37863851715444
2001-04-06,98.61274143501994
2001-04-09,95.35930689543044
2001-04-10,96.00028835434445
2001-04-11,98.0033969289736
2001-04-12,98.42014317822286
2001-04-13,98.22976379454468
2001-04-16,98.41851723298183
2001-04-17,98.84569342002654
2001-04-18,102.82481638049146
2001-04-19,102.28725074289133
2001-04-20,100.07389879238292
2001-04-23,101.11329794469626
2001-04-24,101.25078939344155
2001-04-25,101.76466751304518
2001-04-26,102.16135505305294
2001-04-27,103.1879091818085
2001-04-30,104.2497612228707
2001-05-01,106.92824710442207
2001-05-02,107.8917853012755
2001-05-03,108.34933545385505
2001-05-04,107.88494708818111
2001-05-07,108.83881682644166
2001-05-08,107.14576096423215
2001-05-09,106.23846486734587
2001-05-10,105.21434124574915
2001-05-11,106.49744328211857
2001-05-14,105.37350713919461
2001-05-15,105.46466411727475
2001-05-16,103.6239160649703
2001-05-17,105.29488444229877
2001-05-18,104.98274600937341
2001-05-21,106.51156339920418
2001-05-22,107.6472436333686
2001-05-23,109.76475811405449
2001-05-24,110.47409208431141
2001-05-25,109.34016291439697
