Date,ACWI ex EMU VALUE
2000-12-29,1000.0
2001-01-01,1000.0599400012895
2001-01-02,982.4729803127166
2001-01-03,997.2249045616827
2001-01-04,997.9833679774321
2001-01-05,980.5412792859928
2001-01-08,982.0767238690044
2001-01-09,987.2042430967259
2001-01-10,987.6714666020457
2001-01-11,976.6012600558736
2001-01-12,973.7756800129714
2001-01-15,979.1909508688333
2001-01-16,986.9394889854674
2001-01-17,1001.8138765859782
2001-01-18,992.2857014519973
2001-01-19,997.9958961187963
2001-01-22,998.3869052701616
2001-01-23,1001.9896974185147
2001-01-24,1021.4382934170154
2001-01-25,1026.4453308569607
2001-01-26,1020.9114973213342
2001-01-29,1030.9955306673069
2001-01-30,1032.626913373168
2001-01-31,1025.7917979689141
2001-02-01,1018.4147211307636
2001-02-02,1015.8312355599433
2001-02-05,1011.622442311475
2001-02-06,1017.6998420198473
2001-02-07,1010.9774823411644
2001-02-08,1022.7905474130224
2001-02-09,1012.3106533264504
2001-02-12,1014.4564288612987
2001-02-13,1021.567035724981
2001-02-14,1017.520954130685
2001-02-15,1038.4508282627303
2001-02-16,1016.8055282482976
2001-02-19,1008.7650287838375
2001-02-20,1011.871143057542
2001-02-21,993.4725438635286
2001-02-22,1000.3087357122395
2001-02-23,994.2807492567327
2001-02-26,1006.0737504818154
2001-02-27,995.9532610630705
2001-02-28,986.0079109580669
2001-03-01,972.415267333641
2001-03-02,964.9822041691064
2001-03-05,976.6347718126863
2001-03-06,986.1103225964314
2001-03-07,994.3338899049219
2001-03-08,995.1375600473581
2001-03-09,981.186937992614
2001-03-12,952.7306535068793
2001-03-13,962.422535943321
2001-03-14,944.4026630883797
2001-03-15,960.9177517570529
2001-03-16,952.1314304441297
2001-03-19,960.5850250501778
2001-03-20,945.6819357655869
2001-03-21,940.6347215751626
2001-03-22,931.0432835321618
2001-03-23,938.3936880735386
2001-03-26,959.4522182270097
2001-03-27,975.1067538266482
2001-03-28,970.1646629654674
2001-03-29,971.2337376464127
2001-03-30,975.3057837433114
2001-04-02,967.822445844328
2001-04-03,942.3734277091035
2001-04-04,928.4884712091471
2001-04-05,960.8298827063276
2001-04-06,945.0920291753436
2001-04-09,949.1354005437013
2001-04-10,979.0307580650702
2001-04-11,985.0651868821618
2001-04-12,983.855678604614
2001-04-13,983.5656523793418
2001-04-16,993.5051655990736
2001-04-17,999.8011076967542
2001-04-18,1038.2197333109586
2001-04-19,1028.1837206270711
2001-04-20,1007.0408571163483
2001-04-23,1005.6609362434482
2001-04-24,1004.939664744641
2001-04-25,1010.3741065884578
2001-04-26,1013.3484241014089
2001-04-27,1031.8738795551178
2001-04-30,1036.0980049721284
2001-05-01,1042.3909426431314
2001-05-02,1040.4773503104684
2001-05-03,1028.919847000426
2001-05-04,1037.2487704032103
2001-05-07,1041.7002971606257
2001-05-08,1038.8468814885446
2001-05-09,1038.3783758410452
2001-05-10,1042.9973445594271
2001-05-11,1045.0020716059798
2001-05-14,1043.7628180473312
2001-05-15,1043.6575968911452
2001-05-16,1051.9873684840686
2001-05-17,1061.4445823159363
2001-05-18,1068.1156071616415
2001-05-21,1080.4606558010564
2001-05-22,1090.2172825249054
2001-05-23,1088.2916486374684
2001-05-24,1092.1186206265475
2001-05-25,1086.306126307217
2001-05-28,1080.1727222176612
2001-05-29,1084.2275624991012
2001-05-30,1068.9249629666472
2001-05-31,1086.5921348966442
2001-06-01,1087.0856092649628
2001-06-04,1090.1518265787545
2001-06-05,1095.9365442414055
2001-06-06,1087.3589744082055
2001-06-07,1082.8307274194112
2001-06-08,1080.7605343192072
2001-06-11,1082.4362158020438
2001-06-12,1067.8487310678972
2001-06-13,1063.3178343243771
2001-06-14,1040.4805431758666
2001-06-15,1033.7217110331148
2001-06-18,1027.6383982779491
2001-06-19,1033.921182243421
2001-06-20,1042.0791543346859
2001-06-21,1051.2574989551133
2001-06-22,1047.491224712021
2001-06-25,1034.184715462392
2001-06-26,1030.5474113526088
2001-06-27,1030.5510113706255
2001-06-28,1048.4751955492425
2001-06-29,1057.0248704512976
2001-07-02,1065.5517112010698
2001-07-03,1062.1212126685257
2001-07-04,1060.664468872213
2001-07-05,1063.1958988658362
2001-07-06,1035.7659361143765
2001-07-09,1032.249186127534
2001-07-10,1020.3576629998854
2001-07-11,1007.9911204030159
2001-07-12,1034.3387632846427
2001-07-13,1037.2903844768482
2001-07-16,1028.9992261880695
2001-07-17,1033.4230735428596
2001-07-18,1005.2615102457332
2001-07-19,1009.7840168760034
2001-07-20,1003.3896924079273
2001-07-23,996.5346780810235
2001-07-24,975.8606406950303
2001-07-25,980.6228418697292
2001-07-26,991.5290003621793
2001-07-27,999.6375511443259
2001-07-30,997.1841670664476
2001-07-31,1002.8744778550947
2001-08-01,1003.3002837148833
2001-08-02,1007.7796299117059
2001-08-03,998.5240562798663
2001-08-06,996.1162745067569
2001-08-07,1003.0122012522268
2001-08-08,993.450073717418
2001-08-09,974.437208041073
2001-08-10,972.7908561861757
2001-08-13,967.4156323650651
2001-08-14,972.6932685319683
2001-08-15,958.5440331176983
2001-08-16,955.0178424505754
2001-08-17,940.6980057538938
2001-08-20,945.4810563830707
2001-08-21,945.3918274696497
2001-08-22,941.1966045119703
2001-08-23,945.4063848568259
2001-08-24,954.5145073299765
2001-08-27,956.4111896297069
2001-08-28,947.4799053453424
2001-08-29,938.2740268010424
2001-08-30,926.5980116300865
2001-08-31,931.1296729743304
2001-09-03,928.2249618501121
2001-09-04,949.5980839798012
2001-09-05,944.63534662225
2001-09-06,926.8215030161168
2001-09-07,898.6590501675063
2001-09-10,898.9648473421956
2001-09-11,883.5574509089063
2001-09-12,876.4669133498953
2001-09-13,878.5173293867543
2001-09-14,864.0490233850484
2001-09-17,831.9667315865122
2001-09-18,829.0251836552202
2001-09-19,816.1069074509795
2001-09-20,795.620548919646
2001-09-21,788.4423280671339
2001-09-24,812.3751913412132
2001-09-25,812.0282422693925
2001-09-26,812.188919321362
2001-09-27,818.7556803881864
2001-09-28,848.3185965204945
2001-10-01,839.9228157648748
2001-10-02,849.3048014135926
2001-10-03,853.4515872621528
2001-10-04,865.4496003212092
2001-10-05,856.2187221979234
2001-10-08,848.676563564034
2001-10-09,846.7928903527335
2001-10-10,864.5442241515042
2001-10-11,884.3034670434209
2001-10-12,876.3407458034039
2001-10-15,870.8355273528439
2001-10-16,875.7329580973678
2001-10-17,873.9942321910211
2001-10-18,864.6546989589929
2001-10-19,866.4738589480771
2001-10-22,878.6747455939186
2001-10-23,885.1492696011101
2001-10-24,879.4164271318974
2001-10-25,881.243742367526
2001-10-26,892.0165381758532
2001-10-29,864.5709124213153
2001-10-30,846.8180906972422
2001-10-31,853.3129466651992
2001-11-01,859.0826409963803
2001-11-02,862.5657497962364
2001-11-05,878.7053832759235
2001-11-06,886.513851329475
2001-11-07,881.1116230381975
2001-11-08,895.0606400202041
2001-11-09,893.3060034043921
2001-11-12,887.2021400430075
2001-11-13,911.248413466334
2001-11-14,910.3727028592758
2001-11-15,914.7929368708849
2001-11-16,910.1715121305417
2001-11-19,925.0437066784093
2001-11-20,917.1953302341093
2001-11-21,918.9693331748348
2001-11-22,917.4419157398562
2001-11-23,926.0106094059599
2001-11-26,929.4272241458538
2001-11-27,922.7905115277093
2001-11-28,903.2468468554799
2001-11-29,906.4392212650137
2001-11-30,899.0591542082245
2001-12-03,893.000242571134
2001-12-04,904.9523943078445
2001-12-05,932.8291871014965
2001-12-06,933.2385712876358
2001-12-07,924.6158197694187
2001-12-10,909.4825809828941
2001-12-11,907.0317373011409
2001-12-12,903.4349395874583
2001-12-13,883.7634206034847
2001-12-14,877.4882173197644
2001-12-17,882.2766559162093
2001-12-18,889.614320956396
2001-12-19,892.780875863822
2001-12-20,887.1008699122777
2001-12-21,897.9828654322674
2001-12-24,907.9035059981901
2001-12-25,908.0703141558575
2001-12-26,910.4438576520646
2001-12-27,912.86846487894
2001-12-28,924.1716740169371
2001-12-31,910.3233647086372
2002-01-01,910.3440438068966
2002-01-02,901.3088018422509
2002-01-03,918.6130852562609
2002-01-04,935.8679307025777
2002-01-07,936.1580043929247
2002-01-08,928.5659883612724
2002-01-09,926.4079772934635
2002-01-10,918.0341728470224
2002-01-11,912.7745128864301
2002-01-14,900.532905611
2002-01-15,907.2030885967832
2002-01-16,900.4313867143247
2002-01-17,910.1035365932601
2002-01-18,901.7937581379036
2002-01-21,902.4011460307912
2002-01-22,892.2733131963138
2002-01-23,897.9399264621841
2002-01-24,911.4331835923294
2002-01-25,926.2059191369048
2002-01-28,932.8556033583096
2002-01-29,908.662389717921
2002-01-30,909.4415754068391
2002-01-31,923.0215358044609
2002-02-01,916.025686089329
2002-02-04,891.7395348414018
2002-02-05,880.1022289790524
2002-02-06,873.3122402472172
2002-02-07,874.5279581420584
2002-02-08,884.395110436485
2002-02-11,891.6349683523883
2002-02-12,889.5052877782148
2002-02-13,900.2250396018868
2002-02-14,905.1901017957675
2002-02-15,893.906611396422
2002-02-18,895.9727345416818
2002-02-19,874.1487249665843
2002-02-20,878.6022775117018
2002-02-21,874.2479332373623
2002-02-22,871.7722768948972
2002-02-25,891.3411831848524
2002-02-26,894.777960199227
