Date,EURO
1996-12-31,579.68230823
1997-01-31,588.65309524
1997-02-28,591.56606618
1997-03-31,616.16621354
1997-04-30,606.36085339
1997-05-30,624.31444218
1997-06-30,667.1406225
1997-07-31,705.97641084
1997-08-29,649.44977493
1997-09-30,716.04907407
1997-10-31,670.2808485
1997-11-28,685.08233097
1997-12-31,711.89094315
1998-01-30,741.05153754
1998-02-27,801.38483429
1998-03-31,874.99491106
1998-04-30,904.41741854
1998-05-29,950.71369544
1998-06-30,967.90550032
1998-07-31,1002.87905121
1998-08-31,856.15927377
1998-09-30,824.13034053
1998-10-30,889.13658938
1998-11-30,945.7803195
1998-12-31,1000.0
1999-01-29,999.6199913620334
1999-02-26,950.4689732796957
1999-03-31,954.3325998481696
1999-04-30,979.9294372922034
1999-05-31,933.6927529456673
1999-06-30,961.1931617438795
1999-07-30,957.2839549118905
1999-08-31,979.1486399741611
1999-09-30,974.7852894132881
1999-10-29,1020.6103185471874
1999-11-30,1065.6499353719319
1999-12-31,1217.7191931943908
2000-01-31,1141.9093372716625
2000-02-29,1252.3627817758831
2000-03-31,1247.456914299352
2000-04-28,1187.4201170254955
2000-05-31,1183.8632591796002
2000-06-30,1217.63101680233
2000-07-31,1179.7371569368163
2000-08-31,1150.595165272475
2000-09-29,1091.5581607189217
2000-10-31,1081.1453686772008
2000-11-30,1039.8573998601
2000-12-29,1112.1936671412655
2001-01-01,1112.1936671412655
2001-01-02,1103.899087650183
2001-01-03,1091.440146812823
2001-01-04,1111.3677223518391
2001-01-05,1115.6941278148824
2001-01-08,1108.1995900329314
2001-01-09,1086.2018659800224
2001-01-10,1080.5369665172293
2001-01-11,1110.5371365892236
2001-01-12,1123.775272478889
2001-01-15,1117.9216855549373
2001-01-16,1101.4844226638015
2001-01-17,1112.7635489395434
2001-01-18,1124.4824649893314
2001-01-19,1108.0773090029854
2001-01-22,1111.7752194718375
2001-01-23,1114.0432391120073
2001-01-24,1102.7881366462939
2001-01-25,1101.688080649076
2001-01-26,1101.1256508272415
2001-01-29,1095.669243117937
2001-01-30,1099.5144995929002
2001-01-31,1117.0910534783977
2001-02-01,1113.4161385745015
2001-02-02,1094.0944111197757
2001-02-05,1099.5607367965897
2001-02-06,1098.1578877342267
2001-02-07,1081.4475417781343
2001-02-08,1070.0016658919646
2001-02-09,1059.0624042549034
2001-02-12,1076.3875773642067
2001-02-13,1064.3163512507315
2001-02-14,1042.7905461753633
2001-02-15,1039.0119632525711
2001-02-16,1032.6748111247332
2001-02-19,1036.7125206999724
2001-02-20,1016.185813714145
2001-02-21,1005.1778336816136
2001-02-22,987.0461093878474
2001-02-23,964.2716250027096
2001-02-26,983.0653110711054
2001-02-27,997.4979300761979
2001-02-28,996.5390695051752
2001-03-01,996.8073252427786
2001-03-02,1004.1077994806254
2001-03-05,1008.0237100490606
2001-03-06,1025.5404213609586
2001-03-07,1023.8176620682535
2001-03-08,1018.5596397876484
2001-03-09,1008.5497767466226
2001-03-12,978.7740735485114
2001-03-13,959.328640203571
2001-03-14,939.1625353046105
2001-03-15,949.282441241189
2001-03-16,918.0122694860906
2001-03-19,912.8911130059732
2001-03-20,934.9889310498321
2001-03-21,908.5754993223326
2001-03-22,857.1196203018787
2001-03-23,890.5439359979395
2001-03-26,923.4576531899726
2001-03-27,946.8238955655831
2001-03-28,922.4771362503957
2001-03-29,917.160502491072
2001-03-30,923.1536872258405
2001-04-02,920.9845557254785
2001-04-03,892.6102946153602
2001-04-04,916.8765736217188
2001-04-05,933.3051517789368
2001-04-06,934.0914530005954
2001-04-09,946.5754281529461
2001-04-10,957.3363666293764
2001-04-11,955.5191441786035
2001-04-12,967.0559209122127
2001-04-13,967.0559209122127
2001-04-16,957.1521079665009
2001-04-17,946.6758104855268
2001-04-18,968.5557169868656
2001-04-19,983.7213810641255
2001-04-20,989.5855609953793
2001-04-23,973.1356147699878
2001-04-24,978.336326986282
2001-04-25,980.1584221636722
2001-04-26,993.9577493702666
2001-04-27,998.5202098805927
2001-04-30,1004.4821940146622
2001-05-01,1010.2543243617215
2001-05-02,1003.527077879616
2001-05-03,985.0942839886366
2001-05-04,988.3693685436127
2001-05-07,989.2081904885673
2001-05-08,981.2946978390905
2001-05-09,974.051968998693
2001-05-10,993.3329496034755
2001-05-11,978.6257627696177
2001-05-14,966.1923916946266
2001-05-15,976.3345351248353
2001-05-16,980.9394868448551
2001-05-17,989.256449892656
2001-05-18,991.906346170831
2001-05-21,992.6918724564789
2001-05-22,989.894614062475
2001-05-23,974.7491452958699
2001-05-24,975.621266089953
2001-05-25,963.135663519104
2001-05-28,970.0787885570793
2001-05-29,954.74872071819
2001-05-30,942.9589181501098
2001-05-31,935.6361943298205
2001-06-01,931.446433994527
2001-06-04,935.818380297196
2001-06-05,949.1469864789656
2001-06-06,943.5411014755891
2001-06-07,943.6257959843209
2001-06-08,942.8020271927711
2001-06-11,930.1715670520133
2001-06-12,912.356166550454
2001-06-13,924.0537175093647
2001-06-14,919.4926765531394
2001-06-15,912.3517262647254
2001-06-18,900.4024373802248
2001-06-19,901.7316654559914
2001-06-20,890.745650504459
2001-06-21,890.9791300808993
2001-06-22,898.0588129010114
2001-06-25,907.2201816122131
2001-06-26,893.1847015210598
2001-06-27,888.2248271877961
2001-06-28,887.7535256764012
2001-06-29,900.4244155078958
2001-07-02,912.1992584014412
2001-07-03,901.2904281939008
2001-07-04,894.0742547710236
2001-07-05,879.5838541184843
2001-07-06,865.2214929803639
2001-07-09,871.0949665820389
2001-07-10,870.1100407059391
2001-07-11,864.4736643337933
2001-07-12,863.4150378857629
2001-07-13,868.7400955004965
2001-07-16,866.5829938965534
2001-07-17,857.5801613246911
2001-07-18,861.307057898201
2001-07-19,876.4727301312838
2001-07-20,870.8401388286655
2001-07-23,872.3885786634456
2001-07-24,869.3195192795844
2001-07-25,858.7935215828694
2001-07-26,867.0379605509378
2001-07-27,879.2050088372899
2001-07-30,893.288694419795
