Date,WORLD ex EUROPE
1983-10-31,279.77298136
1983-11-30,286.73094025
1983-12-30,290.68036184
1984-01-31,291.02257488
1984-02-29,283.11245639000003
1984-03-30,297.90993139
1984-04-30,297.44537208
1984-05-31,274.95899153
1984-06-29,277.93499452000003
1984-07-31,270.00617337
1984-08-31,297.96206036
1984-09-28,297.47172793
1984-10-31,301.10652572
1984-11-30,299.85443672
1984-12-31,306.90483639999997
1985-01-31,324.34559717
1985-02-28,327.83747346
1985-03-29,333.83974941
1985-04-30,330.51069486
1985-05-31,347.33947182
1985-06-28,353.9202361
1985-07-31,355.10058605
1985-08-30,354.04954279000003
1985-09-30,355.73843761
1985-10-31,369.27014468
1985-11-29,387.39209281
1985-12-31,405.77631136
1986-01-31,411.12818003
1986-02-28,444.47509916
1986-03-31,489.98293607
1986-04-30,493.33101414000004
1986-05-30,505.99968362
1986-06-30,525.60229616
1986-07-31,532.31697566
1986-08-29,574.7785443
1986-09-30,555.87155205
1986-10-31,542.28488775
1986-11-28,563.16805192
1986-12-31,573.27925816
1987-01-30,653.74498926
1987-02-27,674.57118674
1987-03-31,718.63029192
1987-04-30,764.63131028
1987-05-29,766.99702222
1987-06-30,759.94460071
1987-07-31,771.79622792
1987-08-31,829.17635913
1987-09-30,808.79072036
1987-10-30,676.12316214
1987-11-30,663.28239918
1987-12-31,688.9893928500001
1988-01-29,718.6386438999999
1988-02-29,759.92831559
1988-03-31,783.1677916
1988-04-29,791.532713
1988-05-31,775.17754209
1988-06-30,775.6539616700001
1988-07-29,793.41938909
1988-08-31,747.5786576300001
1988-09-30,776.65638573
1988-10-31,822.63385883
1988-11-30,856.12757284
1988-12-30,864.43675181
1989-01-31,895.41464413
1989-02-28,890.7215912500001
1989-03-31,881.44603354
1989-04-28,900.3578882200001
1989-05-31,884.6033905200001
1989-06-30,861.9785982999999
1989-07-31,957.95629067
1989-08-31,931.24092596
1989-09-29,960.2639490600001
1989-10-31,936.92630696
1989-11-30,969.96643324
1989-12-29,980.02106382
1990-01-31,920.46273272
1990-02-28,874.85866829
1990-03-30,799.36566646
1990-04-30,791.18824069
1990-05-31,881.1973288400001
1990-06-29,861.16396662
1990-07-31,857.78577246
1990-08-31,779.05493344
1990-09-28,700.35575684
1990-10-31,767.83155642
1990-11-30,747.00301656
1990-12-31,772.90015981
1991-01-31,801.6504955300001
1991-02-28,877.04773392
1991-03-29,863.46963114
1991-04-30,875.61810967
1991-05-31,892.96731119
1991-06-28,844.62387739
1991-07-31,877.626843
1991-08-30,867.72587625
1991-09-30,888.91097953
1991-10-31,915.2892799800001
1991-11-29,868.49472762
1991-12-31,929.63019165
1992-01-31,905.80977611
1992-02-28,882.55573522
1992-03-31,836.42056946
1992-04-30,833.90921465
1992-05-29,860.65964405
1992-06-30,825.9064105
1992-07-31,841.6219171700001
1992-08-31,871.40279864
1992-09-30,865.6046677100001
1992-10-30,856.48007739
1992-11-30,877.3189854
1992-12-31,879.27414312
1993-01-29,882.41522988
1993-02-26,907.00547733
1993-03-31,961.41322914
1993-04-30,1014.1635768900001
1993-05-31,1041.5810754
1993-06-30,1034.72611556
1993-07-30,1061.87805022
1993-08-31,1095.01960832
1993-09-30,1068.3422036700001
1993-10-29,1091.84597324
1993-11-30,1015.1973706900001
1993-12-31,1053.97467585
1994-01-31,1129.6810666
1994-02-28,1124.98341731
1994-03-31,1069.59462708
1994-04-29,1098.1309197
1994-05-31,1119.45827405
1994-06-30,1119.1104601700001
1994-07-29,1126.67515487
1994-08-31,1159.5732681700001
1994-09-30,1134.57384388
1994-10-31,1160.18078667
1994-11-30,1107.30310196
1994-12-30,1119.34608021
1995-01-31,1099.15481844
1995-02-28,1111.4257461
1995-03-31,1165.40526814
1995-04-28,1206.93361278
1995-05-31,1211.32285971
1995-06-30,1205.92979207
1995-07-31,1264.87817497
1995-08-31,1244.6229793300001
1995-09-29,1279.97237489
1995-10-31,1253.8375970700001
1995-11-30,1310.98237537
1995-12-29,1347.6553502900001
1996-01-31,1377.78128261
1996-02-29,1379.27480102
1996-03-29,1404.37685603
1996-04-30,1446.01762934
1996-05-31,1443.03796661
1996-06-28,1446.59210492
1996-07-31,1382.1425853800001
1996-08-30,1387.43474978
1996-09-30,1451.80793569
1996-10-31,1451.9885064
1996-11-29,1536.17586685
1996-12-31,1488.31043107
1997-01-31,1511.98196915
1997-02-28,1527.85900781
1997-03-31,1462.71594359
1997-04-30,1535.89804262
1997-05-30,1643.27358552
1997-06-30,1724.72684011
1997-07-31,1803.1692339147514
1997-08-29,1674.8101736846445
1997-09-30,1735.1386816278696
1997-10-31,1640.7101010664699
1997-11-28,1671.0530449245264
1997-12-31,1672.4056766284614
1998-01-30,1707.7519342220278
1998-02-27,1814.2288115228266
1998-03-31,1864.4498901319846
1998-04-30,1873.0303628311008
1998-05-29,1817.0438722476106
1998-06-30,1872.844876730025
1998-07-31,1847.281937084773
1998-08-31,1592.5321350413226
1998-09-30,1673.320851664856
1998-10-30,1833.2580789600866
1998-11-30,1947.7620669001344
1998-12-31,2047.8138910767818
1999-01-29,2123.888334982097
1999-02-26,2065.592617911834
1999-03-31,2184.0433734292887
1999-04-30,2280.0933729926555
1999-05-31,2209.1440832052954
1999-06-30,2343.5001218849457
1999-07-30,2322.463199241058
1999-08-31,2304.5724821962785
1999-09-30,2279.6510448952167
1999-10-29,2413.630145024431
1999-11-30,2482.3494694521964
1999-12-31,2657.791497481877
2000-01-31,2523.022547457208
2000-02-29,2470.5353378221093
2000-03-31,2697.403772886875
2000-04-28,2585.359365804422
2000-05-31,2498.114115532362
2000-06-30,2596.5126049057817
2000-07-31,2507.8993954948733
2000-08-31,2642.773363976776
2000-09-29,2494.455341669927
2000-10-31,2442.182005343766
2000-11-30,2269.537732356064
2000-12-29,2249.560659481261
2001-01-01,2249.560659481261
2001-01-02,2200.930577755687
2001-01-03,2287.0506850846577
2001-01-04,2266.4218384598166
2001-01-05,2220.673213488419
2001-01-08,2215.2838188411392
2001-01-09,2216.7306136812945
2001-01-10,2228.806156976636
2001-01-11,2236.5727872187317
2001-01-12,2227.11233278337
2001-01-15,2227.171237273962
2001-01-16,2248.130815748473
2001-01-17,2253.486537348126
2001-01-18,2282.0821710862756
2001-01-19,2283.820786756853
2001-01-22,2283.7165871028233
2001-01-23,2304.0773890460337
2001-01-24,2307.069540973595
2001-01-25,2299.058301320386
2001-01-26,2293.3343595001584
2001-01-29,2307.742843579112
2001-01-30,2322.0229483227536
2001-01-31,2314.2998286273837
2001-02-01,2327.7230033451424
2001-02-02,2288.3238766246936
2001-02-05,2289.766094579542
2001-02-06,2286.4073598159866
2001-02-07,2268.9625803582394
2001-02-08,2252.877572438687
2001-02-09,2224.9065599941932
2001-02-12,2246.910605425321
2001-02-13,2230.4642422710367
2001-02-14,2225.4560528564357
2001-02-15,2242.6390917013214
2001-02-16,2207.957408248846
2001-02-19,2203.4676368536475
2001-02-20,2176.2165654118567
2001-02-21,2139.090706330043
2001-02-22,2137.3355835119783
2001-02-23,2131.4554524674595
2001-02-26,2165.6301366948537
2001-02-27,2151.180029851687
2001-02-28,2122.1087382559595
2001-03-01,2118.8556288871955
2001-03-02,2093.52008296823
2001-03-05,2103.137692661763
2001-03-06,2125.883395195649
2001-03-07,2137.491319359087
2001-03-08,2141.1128180314213
2001-03-09,2099.647953170173
2001-03-12,2013.3389926315667
2001-03-13,2030.1027111915446
2001-03-14,1982.4163939408359
2001-03-15,1996.169323530554
2001-03-16,1962.852759126599
2001-03-19,1993.0919866703466
2001-03-20,1953.5353079557494
2001-03-21,1941.8908875923846
2001-03-22,1924.8385410705648
2001-03-23,1965.205320874019
2001-03-26,1998.98480216078
2001-03-27,2038.7985424070855
2001-03-28,2004.0664863161471
2001-03-29,1980.49553116597
2001-03-30,1991.4283818096485
2001-04-02,1967.1395014888735
2001-04-03,1919.4460264100237
2001-04-04,1919.488303079715
2001-04-05,1990.490558218017
2001-04-06,1962.4678227026034
2001-04-09,1961.611693178483
2001-04-10,1998.9641504922197
2001-04-11,2002.6523601019892
2001-04-12,2032.120468888966
2001-04-13,2030.7005514416794
2001-04-16,2022.71980295393
2001-04-17,2039.6157340804868
2001-04-18,2113.6991921635413
2001-04-19,2145.5913833719355
2001-04-20,2129.004787669885
2001-04-23,2103.6104817762607
2001-04-24,2080.252613744053
2001-04-25,2110.4402068483423
2001-04-26,2122.7918716888685
2001-04-27,2143.778376086543
2001-04-30,2140.7489417426964
2001-05-01,2180.348375656651
2001-05-02,2187.3180149009445
2001-05-03,2164.9684736832437
2001-05-04,2188.497558112602
2001-05-07,2187.0441030625993
2001-05-08,2174.365648463113
2001-05-09,2161.9457751970003
2001-05-10,2158.5889154290253
2001-05-11,2145.7104450999
2001-05-14,2143.701245149747
2001-05-15,2146.166732723511
2001-05-16,2187.688459566159
2001-05-17,2200.097356257653
2001-05-18,2199.5118854765415
2001-05-21,2230.7361438547305
2001-05-22,2226.8545514113202
2001-05-23,2205.672586504866
2001-05-24,2210.0717206514173
2001-05-25,2186.8928282209718
2001-05-28,2183.4715990078826
2001-05-29,2174.6154018744505
2001-05-30,2140.707950597655
2001-05-31,2149.4560231598657
2001-06-01,2157.0770991098734
2001-06-04,2166.4009867568075
2001-06-05,2183.4488174512194
2001-06-06,2165.6397822819335
2001-06-07,2176.8313057636824
2001-06-08,2160.500000949238
2001-06-11,2142.1939361515874
2001-06-12,2134.600184963137
2001-06-13,2116.5455205425665
2001-06-14,2088.843639018091
2001-06-15,2074.9435128784207
2001-06-18,2063.645737174995
2001-06-19,2067.981269572834
2001-06-20,2084.240692231957
2001-06-21,2106.874851383893
2001-06-22,2094.0000528034784
2001-06-25,2081.7011464794405
2001-06-26,2078.2081190392987
2001-06-27,2068.0772394075216
2001-06-28,2084.1420772891797
2001-06-29,2088.005695380084
2001-07-02,2104.492965232621
2001-07-03,2102.7818916296387
2001-07-04,2099.682293310448
2001-07-05,2072.6751593124686
2001-07-06,2026.2159021717314
2001-07-09,2037.334448770471
2001-07-10,2019.117453792185
2001-07-11,2014.5922004789004
2001-07-12,2058.543303028726
2001-07-13,2065.7568212885626
2001-07-16,2048.8653718944843
2001-07-17,2061.1114214470344
2001-07-18,2048.23630316876
2001-07-19,2058.4276520273197
2001-07-20,2052.8949581780353
2001-07-23,2015.013484715006
2001-07-24,1993.0461936849936
2001-07-25,2021.0762503979915
2001-07-26,2034.4895313802542
2001-07-27,2035.8839515067996
2001-07-30,2028.8244833664744
2001-07-31,2045.3148524954775
2001-08-01,2055.5206466656537
2001-08-02,2072.5336657848225
2001-08-03,2060.664881301774
2001-08-06,2041.3395300827965
2001-08-07,2049.6238262349957
2001-08-08,2020.2181712584895
2001-08-09,2011.4069575990034
2001-08-10,2022.1855464981807
2001-08-13,2016.9746842809548
2001-08-14,2019.371301947199
2001-08-15,2012.2651952434856
2001-08-16,2011.64057374083
2001-08-17,1982.9253505626227
2001-08-20,1989.725230569884
2001-08-21,1973.3103991432336
2001-08-22,1987.418783052241
2001-08-23,1978.126009672644
2001-08-24,2008.7039150299547
2001-08-27,2003.7607740779567
2001-08-28,1977.0898630116333
2001-08-29,1954.0537563100654
2001-08-30,1921.1666211568822
2001-08-31,1926.1226121446637
2001-09-03,1918.735564348974
2001-09-04,1928.5497291304277
2001-09-05,1921.5290629247584
2001-09-06,1885.4677813470937
2001-09-07,1855.6041216469885
2001-09-10,1857.6681631844785
2001-09-11,1861.8713423152255
2001-09-12,1837.4737660729543
2001-09-13,1841.6134526286423
2001-09-14,1850.2667141242441
2001-09-17,1760.245236444641
2001-09-18,1755.9531765405616
2001-09-19,1741.7908520583162
2001-09-20,1695.8158725669903
2001-09-21,1660.037299650844
2001-09-24,1712.0177309788653
2001-09-25,1726.7204616255406
2001-09-26,1715.8399451399425
2001-09-27,1728.5195444189374
2001-09-28,1766.5956476605427
2001-10-01,1768.1166706822924
2001-10-02,1790.3907087691382
2001-10-03,1812.9582697854366
2001-10-04,1815.7077468160535
2001-10-05,1819.1648209560767
2001-10-08,1807.3047278189513
2001-10-09,1792.1959076988403
2001-10-10,1821.3643041522282
2001-10-11,1851.392512653798
2001-10-12,1849.7993694676968
2001-10-15,1845.6401663246224
2001-10-16,1857.0377164295596
2001-10-17,1832.736281633756
2001-10-18,1814.7720827566377
2001-10-19,1821.3340803452616
2001-10-22,1843.088488373383
2001-10-23,1840.8895930243323
2001-10-24,1841.2873764824717
2001-10-25,1862.0956375535743
2001-10-26,1864.1243850912708
2001-10-29,1823.3336335982028
2001-10-30,1795.5627008256315
2001-10-31,1789.8873591366114
2001-11-01,1825.0718155529275
2001-11-02,1827.7724049089622
2001-11-05,1848.9119596305723
2001-11-06,1876.5622184235815
2001-11-07,1864.072122297764
2001-11-08,1873.8414855622432
2001-11-09,1875.6788218027875
2001-11-12,1869.979514804526
2001-11-13,1893.3065487419658
2001-11-14,1899.9299785632973
2001-11-15,1908.6547808547552
2001-11-16,1904.9797173040658
2001-11-19,1926.5223300606947
2001-11-20,1914.9928801151007
2001-11-21,1906.0294516435777
2001-11-22,1905.330853904927
2001-11-23,1922.4973204542969
2001-11-26,1938.0082292834554
2001-11-27,1926.7967130046486
2001-11-28,1892.6380288295356
2001-11-29,1907.5683532164899
2001-11-30,1911.4857488505772
2001-12-03,1890.5214402456968
2001-12-04,1910.6762529552043
2001-12-05,1952.2312614297
2001-12-06,1950.5202756075278
2001-12-07,1934.060089220287
2001-12-10,1901.7726803233018
2001-12-11,1895.0669453793923
2001-12-12,1902.5683551071884
2001-12-13,1870.4212559939745
2001-12-14,1872.3925211872997
2001-12-17,1884.3648498867751
2001-12-18,1897.5449157103924
2001-12-19,1907.917005967397
2001-12-20,1896.1632896084377
2001-12-21,1898.230357064333
2001-12-24,1896.5527974636916
2001-12-25,1895.6915002535402
2001-12-26,1899.6933005263365
2001-12-27,1915.6475562694868
2001-12-28,1925.2816885728305
2001-12-31,1907.4366511116948
2002-01-01,1907.4366511116948
2002-01-02,1916.0358827687232
2002-01-03,1933.3783120151588
2002-01-04,1951.9697764845287
2002-01-07,1942.6277177532602
2002-01-08,1929.4519487102702
2002-01-09,1919.7704591274464
2002-01-10,1917.7642879433129
2002-01-11,1901.54215937981
2002-01-14,1891.843338557019
2002-01-15,1898.9111293758453
2002-01-16,1873.270784139912
2002-01-17,1887.642812831228
2002-01-18,1874.3685788401817
2002-01-21,1874.439506039883
2002-01-22,1855.2044755142172
2002-01-23,1865.405350500042
2002-01-24,1872.1191719972928
2002-01-25,1875.8363382158384
2002-01-28,1879.4549602857737
2002-01-29,1831.4065728253586
2002-01-30,1842.898229601029
2002-01-31,1867.7722312135656
2002-02-01,1852.05062381785
2002-02-04,1812.0942560590604
2002-02-05,1801.393896131992
2002-02-06,1791.9661429871012
2002-02-07,1791.068091127041
2002-02-08,1815.6918440083755
2002-02-11,1840.2747341741203
2002-02-12,1839.5599079772696
2002-02-13,1855.9317328302636
2002-02-14,1856.0954500710052
2002-02-15,1836.9147761146598
2002-02-18,1837.4843111461064
2002-02-19,1801.6353099431883
2002-02-20,1819.700712131196
2002-02-21,1802.856708766213
2002-02-22,1815.7012783609957
2002-02-25,1841.100451229474
2002-02-26,1839.2935437677147
2002-02-27,1845.998791437594
2002-02-28,1844.4916516593146
2002-03-01,1886.50518178512
2002-03-04,1933.3574727608523
2002-03-05,1922.4072197416522
2002-03-06,1947.2269656441865
2002-03-07,1953.0992086953054
2002-03-08,1961.857600376023
2002-03-11,1971.5335507624825
2002-03-12,1958.994795545752
2002-03-13,1936.94780228926
2002-03-14,1938.7175428412652
2002-03-15,1959.2314499664037
2002-03-18,1952.8683844940742
2002-03-19,1964.3899724790447
2002-03-20,1935.5629705879876
2002-03-21,1936.1254191090188
2002-03-22,1923.858791721978
2002-03-25,1898.2352497027118
2002-03-26,1905.2818093462245
2002-03-27,1916.5180806419814
2002-03-28,1922.99483780218
2002-03-29,1917.714680126958
2002-04-01,1913.986170887352
2002-04-02,1903.4696930707105
2002-04-03,1892.4087290631182
2002-04-04,1895.4295622975403
2002-04-05,1890.1063360576927
2002-04-08,1892.2776414740924
2002-04-09,1877.1353773341239
2002-04-10,1896.4370048455826
2002-04-11,1855.7631845420392
2002-04-12,1862.3327153039631
2002-04-15,1853.7718284202392
2002-04-16,1893.821178381528
2002-04-17,1896.0242863426095
2002-04-18,1897.0798727142915
2002-04-19,1896.3537787513083
2002-04-22,1875.7588393247254
2002-04-23,1865.4373301798473
2002-04-24,1854.6375210614096
2002-04-25,1855.9079714644515
2002-04-26,1832.3049296960553
2002-04-29,1815.2477226229616
2002-04-30,1830.5561585133648
2002-05-01,1847.726846994528
2002-05-02,1843.8295855051074
2002-05-03,1829.6599160459539
2002-05-06,1798.9917384575529
2002-05-07,1790.4031862633963
2002-05-08,1848.6548336595383
2002-05-09,1827.9674856595984
2002-05-10,1804.2639427231727
2002-05-13,1829.1348259637896
2002-05-14,1858.9199617407103
2002-05-15,1859.0927291137693
2002-05-16,1872.5333394292263
2002-05-17,1890.9924482404426
2002-05-20,1872.3171275944123
2002-05-21,1857.2435450807188
2002-05-22,1868.5748987842592
2002-05-23,1883.2531289607778
2002-05-24,1866.3173063584943
2002-05-27,1864.4027303860553
2002-05-28,1852.747407026972
2002-05-29,1841.2227942459767
2002-05-30,1839.089541344938
2002-05-31,1837.5008531105184
2002-06-03,1803.2109220837506
2002-06-04,1799.7723903838094
2002-06-05,1809.8363046872582
2002-06-06,1779.83598393208
2002-06-07,1774.3758182074632
2002-06-10,1776.7757961456145
2002-06-11,1750.025644733891
2002-06-12,1758.4678948949172
2002-06-13,1740.7394923430509
2002-06-14,1732.928217706733
2002-06-17,1767.101105705841
2002-06-18,1772.166252088904
2002-06-19,1742.1889719763196
2002-06-20,1725.131951910835
2002-06-21,1698.2515860370422
2002-06-24,1706.0581610834265
2002-06-25,1681.5596722088364
2002-06-26,1672.5891072569075
2002-06-27,1698.651183259266
2002-06-28,1705.5653359239898
2002-07-01,1674.197623674839
2002-07-02,1645.5035477456163
2002-07-03,1657.0547462337909
2002-07-04,1654.5611274289654
2002-07-05,1706.8960042927345
2002-07-08,1691.9524337375763
2002-07-09,1663.0613705143292
2002-07-10,1615.567669266491
2002-07-11,1622.0959345420795
2002-07-12,1615.4552931521748
2002-07-15,1607.7637510336442
2002-07-16,1581.974934237431
2002-07-17,1589.029496548717
2002-07-18,1558.360034466725
2002-07-19,1508.3970397772246
2002-07-22,1465.8704926819944
2002-07-23,1431.0029148026692
2002-07-24,1491.146891245803
2002-07-25,1480.4591400558215
2002-07-26,1490.8688690174263
2002-07-29,1557.547686638864
2002-07-30,1570.6747354536728
2002-07-31,1581.6368006019438
2002-08-01,1541.242388349711
2002-08-02,1511.9737970855313
2002-08-05,1469.2194076089197
2002-08-06,1495.7126978948975
2002-08-07,1529.1446864716795
2002-08-08,1570.0122478993205
2002-08-09,1580.4503257410327
2002-08-12,1571.3526542017896
2002-08-13,1542.298954534098
2002-08-14,1595.4196971302997
2002-08-15,1611.4657699832835
2002-08-16,1610.44299095426
2002-08-19,1635.7347836421807
2002-08-20,1617.4970361160047
2002-08-21,1636.4640814916033
2002-08-22,1657.273891205867
2002-08-23,1626.1923291995836
2002-08-26,1640.7054934594628
2002-08-27,1619.853797417477
2002-08-28,1592.542495550315
2002-08-29,1588.6908749224842
2002-08-30,1585.6124492371976
2002-09-02,1584.1099700965576
2002-09-03,1524.697798795265
2002-09-04,1540.2532464754652
2002-09-05,1522.967551944597
2002-09-06,1541.1302518241223
2002-09-09,1556.7349324695751
2002-09-10,1565.5195755377895
2002-09-11,1566.525053416121
2002-09-12,1535.4649458453564
2002-09-13,1534.0137448911196
2002-09-16,1533.9652674665192
2002-09-17,1514.1250963953146
2002-09-18,1507.4328047216247
2002-09-19,1474.201525328527
2002-09-20,1467.958446414969
2002-09-23,1449.7861513391842
2002-09-24,1426.7751306193184
2002-09-25,1453.4807318039152
2002-09-26,1478.2953817320017
2002-09-27,1443.3761647096162
2002-09-30,1425.190880971879
2002-10-01,1466.187563720542
2002-10-02,1435.4103193250467
2002-10-03,1420.1092593611165
2002-10-04,1395.4188219804896
2002-10-07,1364.7149089023108
2002-10-08,1382.8544181345633
2002-10-09,1349.2668979034388
2002-10-10,1385.8866750660673
2002-10-11,1433.5823453114192
2002-10-14,1442.4451752542527
2002-10-15,1506.7748588259362
2002-10-16,1478.613887858454
2002-10-17,1507.52050538413
2002-10-18,1516.5545057333125
2002-10-21,1536.7246912674423
2002-10-22,1517.7352384576577
2002-10-23,1528.6702161309038
2002-10-24,1508.476444772727
2002-10-25,1532.3329091898656
2002-10-28,1524.2412022700257
2002-10-29,1510.3336140010013
2002-10-30,1524.2490111249756
2002-10-31,1517.0379321660753
2002-11-01,1539.7184929844288
2002-11-04,1552.9189399565566
2002-11-05,1568.3570974665856
2002-11-06,1580.3702437296906
2002-11-07,1550.6954450347228
2002-11-08,1536.6722005131908
2002-11-11,1503.6545089630736
2002-11-12,1513.1957539176276
2002-11-13,1510.3414932553057
2002-11-14,1538.5479292808805
2002-11-15,1551.356690423773
2002-11-18,1534.3907474939042
2002-11-19,1527.7839666775046
2002-11-20,1553.8543016289718
2002-11-21,1586.9970761763739
2002-11-22,1584.8921046689024
2002-11-25,1592.2022519897093
2002-11-26,1562.341975250914
2002-11-27,1599.3704060023308
2002-11-28,1605.088741100688
2002-11-29,1601.523141872424
2002-12-02,1597.0429039320784
2002-12-03,1577.5635919179203
2002-12-04,1567.4347760101302
2002-12-05,1549.2836836240008
2002-12-06,1558.4994399821805
2002-12-09,1528.7655831828295
2002-12-10,1546.3416677685848
2002-12-11,1546.4063235345418
2002-12-12,1543.3251280839302
2002-12-13,1526.4979591226304
2002-12-16,1553.6263706454338
2002-12-17,1544.9752267417446
2002-12-18,1523.1766490839439
2002-12-19,1515.9326523497994
2002-12-20,1531.652834742059
2002-12-23,1535.942795868204
2002-12-24,1530.6220085148057
2002-12-25,1530.011122779124
2002-12-26,1528.871305018811
2002-12-27,1509.3973479772799
2002-12-30,1514.541313764542
2002-12-31,1515.5424995934306
2003-01-01,1515.5424995934306
2003-01-02,1555.9534222351049
2003-01-03,1557.0393680588425
2003-01-06,1592.7545005247239
2003-01-07,1580.7224077346325
2003-01-08,1558.5521652678635
2003-01-09,1584.2342320762236
2003-01-10,1585.4678913308971
2003-01-13,1585.4304284774596
2003-01-14,1597.1757445841297
2003-01-15,1581.274878621796
2003-01-16,1575.7840979963248
2003-01-17,1558.0262818890023
2003-01-20,1555.2508352548105
2003-01-21,1537.1249926619946
2003-01-22,1522.971716108558
2003-01-23,1540.6462249101717
2003-01-24,1502.6201072452
2003-01-27,1477.0482861080518
2003-01-28,1489.9154220623548
2003-01-29,1495.6405153305307
2003-01-30,1466.2599597996875
2003-01-31,1480.1153453100144
2003-02-03,1488.9925778307756
2003-02-04,1474.3457194609018
2003-02-05,1467.4792236853966
2003-02-06,1458.4694891286842
2003-02-07,1446.0354995356531
2003-02-10,1453.6913932588068
2003-02-11,1443.0922982691907
2003-02-12,1432.015011264413
2003-02-13,1429.4142237460007
2003-02-14,1454.595935381999
2003-02-17,1457.277222541389
2003-02-18,1481.5162283387112
2003-02-19,1474.117594253614
2003-02-20,1462.5219955501616
2003-02-21,1475.1863375487003
2003-02-24,1456.4870538784392
2003-02-25,1459.6629626377992
2003-02-26,1445.4685776183824
