Date,MSCI EAFE Expanded ADR Index
2016-02-29,1000.0
2016-03-01,1025.8196603981362
2016-03-02,1035.5664153368703
2016-03-03,1044.29547209398
2016-03-04,1054.361196441063
2016-03-07,1054.5587489621614
2016-03-08,1040.3725588974448
2016-03-09,1046.1675028630202
2016-03-10,1045.7855303270478
2016-03-11,1072.8056594904426
2016-03-14,1068.4120841047431
2016-03-15,1054.8347554730844
2016-03-16,1060.944173326095
2016-03-17,1071.5349084506784
2016-03-18,1069.5021545165714
2016-03-21,1066.3793542972007
2016-03-22,1060.936562186968
2016-03-23,1048.6204062978477
2016-03-24,1041.8051492850686
2016-03-25,1041.8051492850686
2016-03-28,1045.7953996293675
2016-03-29,1054.2194351131768
2016-03-30,1060.164803533697
2016-03-31,1051.3022742092392
2016-04-01,1040.7176325241915
2016-04-04,1042.2500495854206
2016-04-05,1022.3970184694705
2016-04-06,1039.461750589433
2016-04-07,1026.6941074205427
2016-04-08,1042.9280400564164
2016-04-11,1045.1420655051327
2016-04-12,1062.5170661996842
2016-04-13,1081.971982672543
2016-04-14,1084.7480067733986
2016-04-15,1081.9583164893893
2016-04-18,1089.6888432872724
2016-04-19,1108.9586566280796
2016-04-20,1110.7050486002524
2016-04-21,1101.5967578171865
2016-04-22,1106.8648929775927
2016-04-25,1098.6927716122839
2016-04-26,1105.4488051386634
2016-04-27,1108.1046438642657
2016-04-28,1094.2361710853063
2016-04-29,1087.5679236239253
2016-05-02,1093.9586075057127
2016-05-03,1074.1731670109339
2016-05-04,1057.5229979059147
2016-05-05,1056.8497087573223
2016-05-06,1057.901364424689
2016-05-09,1056.708611683533
2016-05-10,1071.5571423806562
2016-05-11,1060.4708712074735
2016-05-12,1060.2953927241933
2016-05-13,1048.9324637567981
2016-05-16,1062.9645512733778
2016-05-17,1058.9520570605237
2016-05-18,1064.6970114902613
2016-05-19,1056.616781547727
2016-05-20,1062.1885586801104
2016-05-23,1059.4289094697126
2016-05-24,1080.1355791463325
2016-05-25,1098.251979651611
2016-05-26,1097.521423779741
2016-05-27,1095.4110154112952
2016-05-30,1095.4110154112952
2016-05-31,1087.221846307839
2016-06-01,1084.4094941275366
2016-06-02,1085.1356270358735
2016-06-03,1089.9903720820632
2016-06-06,1097.4297723515613
2016-06-07,1104.0416344203009
2016-06-08,1106.6286611517544
2016-06-09,1091.4806021738652
2016-06-10,1058.7375637342477
2016-06-13,1041.8115008184075
2016-06-14,1024.4948697220116
2016-06-15,1028.7927393833147
2016-06-16,1036.3745659760764
2016-06-17,1047.6752672735647
2016-06-20,1074.0565511076038
2016-06-21,1087.3522900831738
2016-06-22,1087.16591634303
2016-06-23,1115.625028759251
2016-06-24,1025.1840548986283
2016-06-27,995.4077154392974
2016-06-28,1025.7603356025145
2016-06-29,1050.46652127303
2016-06-30,1064.952736867155
2016-07-01,1067.3457552241823
2016-07-04,1067.3457552241823
2016-07-05,1047.5411001601024
2016-07-06,1044.3542272498032
2016-07-07,1040.0938166079059
2016-07-08,1054.4683434976932
2016-07-11,1068.0553096496046
2016-07-12,1084.6248754791798
2016-07-13,1083.8103784429256
2016-07-14,1090.0318956476879
2016-07-15,1086.5164433647942
2016-07-18,1091.0612936739683
2016-07-19,1079.2809622960374
2016-07-20,1089.3663636307226
2016-07-21,1086.3936530930796
2016-07-22,1090.96982678143
2016-07-25,1085.2881822748977
2016-07-26,1098.0998077325726
2016-07-27,1101.3737876005455
2016-07-28,1100.4344206842648
2016-07-29,1114.2672857624243
2016-08-01,1102.692710806666
2016-08-02,1099.0019072505565
2016-08-03,1098.5857891585968
2016-08-04,1103.822030280601
2016-08-05,1107.6987554914795
2016-08-08,1107.2416960709133
2016-08-09,1113.4056708676908
2016-08-10,1112.9979281660071
2016-08-11,1122.1223818817737
2016-08-12,1117.9428553594153
2016-08-15,1120.5430183733629
2016-08-16,1121.6719424185178
2016-08-17,1125.0733527094083
2016-08-18,1129.6899302630181
2016-08-19,1122.7319520708284
2016-08-22,1123.7635196994281
2016-08-23,1127.7010642065106
2016-08-24,1122.98661041982
2016-08-25,1120.912507024714
2016-08-26,1116.159303419702
2016-08-29,1119.7276054214824
2016-08-30,1119.1664692210777
2016-08-31,1116.9686608138024
2016-09-01,1121.9706347572787
2016-09-02,1139.2917566114968
2016-09-05,1139.2917566114968
2016-09-06,1141.8796680611856
2016-09-07,1140.3746340197558
2016-09-08,1140.2636787608787
2016-09-09,1116.7388716188873
2016-09-12,1129.1896540793612
2016-09-13,1103.7665900488184
2016-09-14,1101.7106594844977
2016-09-15,1111.6646710479115
2016-09-16,1096.351993236468
2016-09-19,1102.8913104164565
2016-09-20,1107.110426040916
2016-09-21,1126.9311258498867
2016-09-22,1138.9827985554373
2016-09-23,1126.7367783487998
2016-09-26,1116.1615084901748
2016-09-27,1118.4833894908938
2016-09-28,1128.6069934088168
2016-09-29,1112.4901583931194
2016-09-30,1118.7244366663092
2016-10-03,1117.1574493432977
2016-10-04,1116.1956117115167
2016-10-05,1121.4217116078335
2016-10-06,1114.3845478054814
2016-10-07,1107.6669441078557
2016-10-10,1111.529827799103
2016-10-11,1093.7245661792447
2016-10-12,1088.6660263473138
2016-10-13,1082.7743274471934
2016-10-14,1082.632498322065
2016-10-17,1078.7011223766997
2016-10-18,1093.116989398684
2016-10-19,1092.9118683155218
2016-10-20,1097.0406124592864
2016-10-21,1092.9104383284064
2016-10-24,1091.6018215139577
2016-10-25,1089.4114588492646
2016-10-26,1085.0061797345988
2016-10-27,1085.6246016699379
2016-10-28,1080.2784251247156
2016-10-31,1079.8439121715112
2016-11-01,1074.3172978099528
2016-11-02,1066.6185743245878
2016-11-03,1061.9981127618196
2016-11-04,1054.305793860184
2016-11-07,1070.8612951947841
2016-11-08,1075.3049660747351
2016-11-09,1084.193747436286
2016-11-10,1078.5359231543086
2016-11-11,1072.4754951465738
2016-11-14,1068.112330432197
2016-11-15,1071.901638484886
2016-11-16,1063.0029526127028
2016-11-17,1069.7831042504088
2016-11-18,1058.0419057196036
2016-11-21,1068.52496340052
2016-11-22,1070.4841678291996
2016-11-23,1068.4798530570977
2016-11-24,1068.4798530570977
2016-11-25,1073.4102799860952
2016-11-28,1064.8860772452294
2016-11-29,1068.2600744767972
2016-11-30,1070.8873629890074
2016-12-01,1068.070123330451
2016-12-02,1073.0451061440442
2016-12-05,1084.3944104721763
2016-12-06,1093.2419531030826
2016-12-07,1107.978048752593
2016-12-08,1109.122663358812
2016-12-09,1113.903185858032
2016-12-12,1111.5061624495913
2016-12-13,1123.9694995414095
2016-12-14,1107.0149347279273
2016-12-15,1107.8808999533676
2016-12-16,1109.8448714995782
2016-12-19,1106.44258762795
2016-12-20,1109.6560372248173
2016-12-21,1108.3209971137028
2016-12-22,1105.856083814151
2016-12-23,1107.4031227293453
2016-12-26,1107.4031227293453
2016-12-27,1107.2290054054372
2016-12-28,1100.918110986188
2016-12-29,1104.5551711899204
2016-12-30,1108.3295134950845
2017-01-02,1108.3295134950845
2017-01-03,1119.3302258623576
2017-01-04,1129.8848367723133
2017-01-05,1140.4921209277754
2017-01-06,1132.587212090668
2017-01-09,1127.5160245581178
2017-01-10,1130.4961661890375
2017-01-11,1135.6114703636906
2017-01-12,1137.1884521363452
2017-01-13,1139.9806337217253
2017-01-16,1139.9806337217253
2017-01-17,1135.6755811827002
2017-01-18,1132.6565160585988
2017-01-19,1128.8945842528376
2017-01-20,1132.4405768296774
2017-01-23,1134.0373513800728
2017-01-24,1134.569393148298
2017-01-25,1146.9550714126915
2017-01-26,1141.3399553379254
2017-01-27,1138.8526144868938
2017-01-30,1129.0397295554417
2017-01-31,1135.442503056391
2017-02-01,1137.6381957839767
2017-02-02,1135.0105468119764
2017-02-03,1143.1312791020418
2017-02-06,1135.3695186117482
2017-02-07,1132.9273627918553
2017-02-08,1134.6454133443842
2017-02-09,1142.286382223192
2017-02-10,1144.0876210873462
2017-02-13,1150.6118785282927
2017-02-14,1150.5695794906464
2017-02-15,1156.952273266984
2017-02-16,1160.1361030110274
2017-02-17,1162.0304400909365
2017-02-20,1162.0304400909365
2017-02-21,1162.6668521888919
2017-02-22,1161.291325625406
2017-02-23,1163.303389376156
2017-02-24,1155.0717723236016
2017-02-27,1157.3541259857
2017-02-28,1154.7411001501075
2017-03-01,1168.1137705044937
2017-03-02,1160.462430517376
2017-03-03,1168.139548478784
2017-03-06,1162.6306897633156
2017-03-07,1158.9579355524813
2017-03-08,1154.9251705548381
2017-03-09,1160.131744825788
2017-03-10,1169.8243598643076
2017-03-13,1174.5129944725531
2017-03-14,1167.3295152630922
2017-03-15,1182.6983153763988
2017-03-16,1190.478002617146
2017-03-17,1192.3074108837861
2017-03-20,1190.6003856954399
2017-03-21,1184.606668258344
2017-03-22,1184.8324280537186
2017-03-23,1187.0885641951227
2017-03-24,1190.6836924601678
2017-03-27,1195.4166597392568
2017-03-28,1198.5820270607605
2017-03-29,1198.2564161997218
2017-03-30,1194.6003669506165
2017-03-31,1192.4822840578856
2017-04-03,1189.559658685735
2017-04-04,1189.3212557162558
2017-04-05,1183.0548236361983
2017-04-06,1182.96334081362
2017-04-07,1181.716579912662
2017-04-10,1181.630976158956
2017-04-11,1186.8047537873992
2017-04-12,1185.8893086723413
2017-04-13,1175.745100230989
2017-04-14,1175.745100230989
2017-04-17,1184.996759241314
2017-04-18,1177.130154017598
2017-04-19,1173.3010370595064
2017-04-20,1184.072115697973
2017-04-21,1183.4491797530836
2017-04-24,1216.052365561267
2017-04-25,1225.9768713430333
2017-04-26,1222.072852581526
2017-04-27,1223.7839623370185
2017-04-28,1223.6647611308306
2017-05-01,1226.3523885385346
2017-05-02,1232.9832904739335
2017-05-03,1228.9798246948922
2017-05-04,1239.9873467633158
2017-05-05,1252.586961607253
2017-05-08,1243.5646102146427
2017-05-09,1240.0761690659808
2017-05-10,1241.610238565429
2017-05-11,1239.5232729366664
2017-05-12,1246.694459686574
2017-05-15,1252.8051807459822
2017-05-16,1262.6755186748396
2017-05-17,1247.4743538365385
2017-05-18,1248.3449931706987
2017-05-19,1262.8545940253468
