Date,WORLD ex CANADA
1997-05-30,1769.2768370371384
1997-06-30,1858.6889898768497
1997-07-31,1943.0994324764383
1997-08-29,1812.0973950583018
1997-09-30,1910.0426044534304
1997-10-31,1808.93215633931
1997-11-28,1842.90445285548
1997-12-31,1864.4519239830709
1998-01-30,1918.2411396952396
1998-02-27,2046.8913584782688
1998-03-31,2131.3747929826804
1998-04-30,2152.1385453794123
1998-05-29,2124.816950679047
1998-06-30,2178.2602193438775
1998-07-31,2177.886019874378
1998-08-31,1890.9948629444918
1998-09-30,1923.8111245532127
1998-10-30,2096.9835286418
1998-11-30,2222.296152794542
1998-12-31,2332.1302789840543
1999-01-29,2380.232463487096
1999-02-26,2317.999538610318
1999-03-31,2414.189050846011
1999-04-30,2506.1413401191853
1999-05-31,2413.7598448401545
1999-06-30,2526.245316458361
1999-07-30,2517.7924740749318
1999-08-31,2513.719414368599
1999-09-30,2487.095347381282
1999-10-29,2615.2558641365176
1999-11-30,2687.8358195657984
1999-12-31,2901.5269621182033
2000-01-31,2731.225336648223
2000-02-29,2734.727110057065
2000-03-31,2922.0646470626966
2000-04-28,2797.7580865945024
2000-05-31,2726.1816595722635
2000-06-30,2811.4600139045747
2000-07-31,2727.6058553375683
2000-08-31,2811.6930609750825
2000-09-29,2665.772036763591
2000-10-31,2626.0365747786836
2000-11-30,2468.2367605177737
2000-12-29,2507.356096742958
2001-01-01,2507.356096742958
2001-01-02,2468.611995344443
2001-01-03,2520.256990614115
2001-01-04,2519.792715007642
2001-01-05,2488.485178125221
2001-01-08,2478.943476166537
2001-01-09,2465.9301247798708
2001-01-10,2470.365610751316
2001-01-11,2491.6475748229777
2001-01-12,2489.819969006261
2001-01-15,2486.8565093201487
2001-01-16,2490.6144167059256
2001-01-17,2504.889934284325
2001-01-18,2534.795170337897
2001-01-19,2524.1707799605274
2001-01-22,2524.8584588587555
2001-01-23,2541.306993372016
2001-01-24,2537.592190369513
2001-01-25,2533.090992388369
2001-01-26,2528.9345775619026
2001-01-29,2537.2415634480913
2001-01-30,2551.9219333738306
2001-01-31,2553.84702444263
2001-02-01,2564.337602434327
2001-02-02,2524.3996568034336
2001-02-05,2529.7594535499425
2001-02-06,2524.9347047870615
2001-02-07,2503.6415416440186
2001-02-08,2480.394678053236
2001-02-09,2453.2399191500717
2001-02-12,2481.4147825698415
2001-02-13,2462.7574400480385
2001-02-14,2447.8313988446284
2001-02-15,2457.775094792956
2001-02-16,2428.8833671907414
2001-02-19,2426.9037211376835
2001-02-20,2392.3452451603403
2001-02-21,2361.125491803614
2001-02-22,2352.174690311873
2001-02-23,2336.079552451966
2001-02-26,2367.3693111676425
2001-02-27,2365.6698245725356
2001-02-28,2342.4983245999247
2001-03-01,2341.1874615098736
2001-03-02,2327.5584455211338
2001-03-05,2338.29265936876
2001-03-06,2365.957415250519
2001-03-07,2372.3026839058666
2001-03-08,2374.798644029128
2001-03-09,2335.2494339044233
2001-03-12,2251.1913667562535
2001-03-13,2246.326777822259
2001-03-14,2196.2053383321595
2001-03-15,2215.007924738807
2001-03-16,2163.8639281737974
2001-03-19,2181.8503325714123
2001-03-20,2167.3729975238916
2001-03-21,2141.8815546688897
2001-03-22,2089.0078032455845
2001-03-23,2141.950733487612
2001-03-26,2192.2477215598565
2001-03-27,2240.007035276774
2001-03-28,2198.8270906014313
2001-03-29,2177.8332881784386
2001-03-30,2189.621657036998
2001-04-02,2166.71180309519
2001-04-03,2113.616776570427
2001-04-04,2128.165084358306
2001-04-05,2193.222335180181
2001-04-06,2173.8142026315923
2001-04-09,2183.5586903819294
2001-04-10,2218.4894068033514
2001-04-11,2219.6033426458825
2001-04-12,2246.8312291612147
2001-04-13,2245.753663806037
2001-04-16,2233.9665002218157
2001-04-17,2241.2684746021264
2001-04-18,2308.9817171845493
2001-04-19,2342.7607959661455
2001-04-20,2333.3721081263043
2001-04-23,2306.0126423269444
2001-04-24,2289.4698886221013
2001-04-25,2312.9665577577994
2001-04-26,2330.3810058202516
2001-04-27,2350.4649761801975
2001-04-30,2351.146164751919
2001-05-01,2382.707259516563
2001-05-02,2384.049285480273
2001-05-03,2353.8991590585224
2001-05-04,2378.365187741348
2001-05-07,2379.2323437579034
2001-05-08,2364.515283529233
2001-05-09,2349.5697600637764
2001-05-10,2359.739018582453
2001-05-11,2341.779586486304
2001-05-14,2325.997878682261
2001-05-15,2339.3798543510975
2001-05-16,2375.21215559232
2001-05-17,2388.9498631002457
2001-05-18,2389.724016043849
2001-05-21,2416.5046745447808
2001-05-22,2411.6187526092845
2001-05-23,2385.1738217785987
2001-05-24,2386.8030600002226
2001-05-25,2364.919725001378
2001-05-28,2365.2705145682653
2001-05-29,2349.721192757786
2001-05-30,2317.7054984669817
2001-05-31,2318.891264615299
2001-06-01,2321.1919678726035
2001-06-04,2331.618490010182
2001-06-05,2353.4590534323997
2001-06-06,2333.9752659179003
2001-06-07,2343.1897078967263
2001-06-08,2328.3941530027682
2001-06-11,2302.5025866303513
2001-06-12,2288.265721852011
2001-06-13,2283.0634936779234
2001-06-14,2259.5527643473033
2001-06-15,2246.488151750695
2001-06-18,2231.871397259506
2001-06-19,2234.699251718946
2001-06-20,2240.289458588043
2001-06-21,2258.5877048795537
2001-06-22,2251.8735958480124
2001-06-25,2247.1128752617415
2001-06-26,2234.2268800016595
2001-06-27,2225.958299930479
2001-06-28,2239.066518586436
2001-06-29,2246.2743822297452
2001-07-02,2268.8049816435214
2001-07-03,2258.4613035556795
2001-07-04,2250.926908127584
2001-07-05,2219.2965304970403
2001-07-06,2176.0105530240153
2001-07-09,2187.058511832757
2001-07-10,2174.3626251903115
2001-07-11,2165.9205534786097
2001-07-12,2201.0344101734927
2001-07-13,2209.8341157089253
2001-07-16,2196.74175422375
2001-07-17,2196.893984692788
2001-07-18,2193.593505656647
2001-07-19,2210.8630786886174
2001-07-20,2203.478863112937
2001-07-23,2174.0747335314295
2001-07-24,2152.1940747474287
2001-07-25,2167.51523132792
2001-07-26,2181.599431619954
2001-07-27,2192.4406080683248
2001-07-30,2196.0774370221425
2001-07-31,2215.8145673889335
2001-08-01,2228.7245350788266
2001-08-02,2244.383038270639
2001-08-03,2231.530097671445
2001-08-06,2212.6909428282183
2001-08-07,2217.7438743021366
2001-08-08,2187.311294694061
2001-08-09,2176.108715606366
2001-08-10,2184.2803179757466
2001-08-13,2186.177615969416
2001-08-14,2196.101769143541
2001-08-15,2196.583434038032
2001-08-16,2189.34453064651
2001-08-17,2159.7895351877437
2001-08-20,2162.543747862568
2001-08-21,2158.2975576241383
2001-08-22,2172.249048265902
2001-08-23,2161.3012470321205
2001-08-24,2194.3996302587534
2001-08-27,2188.8807770139865
2001-08-28,2160.835989033404
2001-08-29,2143.363219287312
2001-08-30,2104.6892725161615
2001-08-31,2109.4444668564097
2001-09-03,2095.145730054666
2001-09-04,2100.0784904863294
2001-09-05,2084.3852111167266
2001-09-06,2043.8116760663088
2001-09-07,2014.2271944148235
2001-09-10,2007.3134042027887
2001-09-11,1978.4548633450609
2001-09-12,1968.889718697876
2001-09-13,1980.0872638473243
2001-09-14,1964.0852568048665
2001-09-17,1910.700652187942
2001-09-18,1902.9388696830508
2001-09-19,1883.8358570834832
2001-09-20,1825.1648359120268
2001-09-21,1776.74018293773
2001-09-24,1843.8039444130497
2001-09-25,1866.540297637502
2001-09-26,1866.2187165518822
2001-09-27,1883.0659769419183
2001-09-28,1923.5275633132107
2001-10-01,1915.0178904808447
2001-10-02,1936.3774341864541
2001-10-03,1958.0197346656053
2001-10-04,1976.7422535909889
2001-10-05,1979.2983132440659
2001-10-08,1970.0796558942275
2001-10-09,1956.8282331453781
2001-10-10,1989.1832460818323
2001-10-11,2013.4588575484963
2001-10-12,2011.6197809308119
2001-10-15,1996.6815099131468
2001-10-16,2011.7911518986991
2001-10-17,2006.4996892069698
2001-10-18,1981.4157707141671
2001-10-19,1973.0249108575017
2001-10-22,1994.8508522169018
2001-10-23,2005.556296021587
2001-10-24,2009.8442563933597
2001-10-25,2016.4683487746051
2001-10-26,2029.9781696491846
2001-10-29,1994.0461108990214
2001-10-30,1960.9389696659184
2001-10-31,1961.0141223739504
2001-11-01,1994.8858136297436
2001-11-02,1997.7928005711453
2001-11-05,2023.7098837197693
2001-11-06,2044.2948416929648
2001-11-07,2042.1147948376013
2001-11-08,2056.915604960811
2001-11-09,2051.4252199294724
2001-11-12,2033.3803507145412
2001-11-13,2061.4560566628315
2001-11-14,2066.926186558837
2001-11-15,2074.046773723984
2001-11-16,2077.906932096465
2001-11-19,2096.4071320539115
2001-11-20,2082.4506305183986
2001-11-21,2071.4074761500187
2001-11-22,2077.9062221104564
2001-11-23,2085.3831303561738
2001-11-26,2098.1726459154575
2001-11-27,2083.5475074751243
2001-11-28,2053.2454656927553
2001-11-29,2064.6896513525185
2001-11-30,2075.3559567580496
2001-12-03,2053.245760946811
2001-12-04,2076.786905136914
2001-12-05,2124.2677304522667
2001-12-06,2127.603637600944
2001-12-07,2108.059041503576
2001-12-10,2072.229253062723
2001-12-11,2067.5454171609117
2001-12-12,2071.1592376568233
2001-12-13,2038.221104899029
2001-12-14,2037.6161586043097
2001-12-17,2062.186794749243
2001-12-18,2070.83121403904
2001-12-19,2071.8635651847985
2001-12-20,2058.7168498989404
2001-12-21,2064.4782532496415
2001-12-24,2059.5671459040814
2001-12-25,2058.8976513860252
2001-12-26,2063.506331817363
2001-12-27,2088.6697906622785
2001-12-28,2097.308045509365
2001-12-31,2087.7665612242995
2002-01-01,2087.7665612242995
2002-01-02,2095.5227753668064
2002-01-03,2117.602572039462
2002-01-04,2129.5178098441097
2002-01-07,2114.4783376221203
2002-01-08,2098.7087870587966
2002-01-09,2090.145525058615
2002-01-10,2085.190637663611
2002-01-11,2074.65816784871
2002-01-14,2056.4858340938213
2002-01-15,2064.7409923499577
2002-01-16,2033.6557158654505
2002-01-17,2050.6278062144497
2002-01-18,2039.9798794355522
2002-01-21,2036.9545946534624
2002-01-22,2022.1639471049957
2002-01-23,2034.096225018227
2002-01-24,2043.68597780602
2002-01-25,2035.3282295523302
2002-01-28,2040.9470538927292
2002-01-29,1995.2650978326792
2002-01-30,1997.3023218742426
2002-01-31,2023.2374156047501
2002-02-01,2012.45338759271
2002-02-04,1978.8345773051522
2002-02-05,1962.493747271584
2002-02-06,1949.4531436696254
2002-02-07,1954.7624647540135
2002-02-08,1974.9501906967268
2002-02-11,2001.9906676533774
2002-02-12,2000.2484663762625
2002-02-13,2015.3230135193814
2002-02-14,2020.944292521116
2002-02-15,2002.8213134186833
2002-02-18,1997.5140281317892
2002-02-19,1961.2959750683176
2002-02-20,1970.4502071542852
2002-02-21,1962.6499224221022
2002-02-22,1970.5922883494193
2002-02-25,1995.2123438916722
2002-02-26,1996.316106594202
2002-02-27,2006.98495546369
2002-02-28,2005.527596887307
2002-03-01,2043.1223508283197
2002-03-04,2093.8993466343773
2002-03-05,2082.76880368624
2002-03-06,2106.727829912123
2002-03-07,2118.457055666426
2002-03-08,2126.6876494935495
2002-03-11,2130.6195451093363
2002-03-12,2113.9271472587993
2002-03-13,2098.8108356523476
2002-03-14,2105.941136974867
2002-03-15,2127.6021099605427
2002-03-18,2124.321697045319
2002-03-19,2135.818342424058
2002-03-20,2108.662184572474
2002-03-21,2106.5388596056555
2002-03-22,2098.084177261996
2002-03-25,2073.225623789849
2002-03-26,2080.045265952755
2002-03-27,2086.5138822730087
2002-03-28,2098.3602757220456
2002-03-29,2094.252807538871
2002-04-01,2097.290984878291
2002-04-02,2085.9278271395933
2002-04-03,2076.101329713726
2002-04-04,2073.727846029865
2002-04-05,2067.9389234525
2002-04-08,2058.4625412355745
2002-04-09,2049.0868943566547
2002-04-10,2070.565870727416
2002-04-11,2031.9980242706836
2002-04-12,2037.4842619879887
2002-04-15,2036.0486201172569
2002-04-16,2077.8631472603906
2002-04-17,2083.2697939655236
2002-04-18,2081.7160824977077
2002-04-19,2080.8363187440004
2002-04-22,2060.4008885304447
2002-04-23,2051.103245038483
2002-04-24,2042.1694763470243
2002-04-25,2041.0708976770118
2002-04-26,2020.345867244197
2002-04-29,2007.5614555322318
2002-04-30,2021.8522388605943
2002-05-01,2036.5174721229832
2002-05-02,2031.1287849519206
2002-05-03,2022.6535014425137
2002-05-06,1999.3968772445837
2002-05-07,1983.4570122923087
2002-05-08,2038.9105776335978
2002-05-09,2021.036223187655
2002-05-10,1998.4076177827185
2002-05-13,2021.9471045859723
2002-05-14,2045.94408601081
2002-05-15,2052.938628593418
2002-05-16,2062.416341097344
2002-05-17,2080.3456244823956
2002-05-20,2062.4282908043047
2002-05-21,2047.6772291267735
2002-05-22,2053.6041550868167
2002-05-23,2062.0420710913468
2002-05-24,2050.386640446891
2002-05-27,2047.7185107199637
2002-05-28,2038.395690527053
2002-05-29,2030.188101270762
2002-05-30,2023.305235896679
2002-05-31,2024.3068567199653
2002-06-03,1994.9382019441475
2002-06-04,1984.5229248339579
2002-06-05,1985.7503225949658
2002-06-06,1964.1782452253183
2002-06-07,1952.1768049704742
2002-06-10,1955.0515169032617
2002-06-11,1939.0450458032894
2002-06-12,1935.3385236580832
2002-06-13,1914.41436656392
2002-06-14,1895.6193817550802
2002-06-17,1937.8835201909897
2002-06-18,1941.6591663048746
2002-06-19,1912.9447863758342
2002-06-20,1892.1445331283983
2002-06-21,1872.550912406306
2002-06-24,1869.0132047177217
2002-06-25,1859.2095791501845
2002-06-26,1852.0932056282702
2002-06-27,1875.5465592214682
2002-06-28,1900.9515105899075
2002-07-01,1877.5466878056654
2002-07-02,1837.4945348616786
2002-07-03,1828.374392195919
2002-07-04,1836.7509285361084
2002-07-05,1895.7073318371395
2002-07-08,1889.0514708776984
2002-07-09,1863.3856903761666
2002-07-10,1805.8344978574698
2002-07-11,1791.5093154776919
2002-07-12,1787.5941860151354
2002-07-15,1762.9246310640306
2002-07-16,1744.0113790266132
2002-07-17,1765.9401625931514
2002-07-18,1749.646124722414
2002-07-19,1688.3980934273204
2002-07-22,1627.3029970110003
2002-07-23,1585.7899823429545
2002-07-24,1626.0796500236354
2002-07-25,1639.061212316579
2002-07-26,1646.9594055794687
2002-07-29,1721.5850050783263
2002-07-30,1733.5625598067
2002-07-31,1741.7827112030047
2002-08-01,1690.0277541024689
2002-08-02,1668.1591850147872
2002-08-05,1619.427327558366
2002-08-06,1649.9128095063672
2002-08-07,1673.7576184529605
2002-08-08,1722.794020048664
2002-08-09,1739.6961979435312
2002-08-12,1724.4438216221
2002-08-13,1706.9294688364632
2002-08-14,1741.421056743474
2002-08-15,1766.1652194963808
2002-08-16,1769.556645862825
2002-08-19,1799.9928593949694
2002-08-20,1777.235154281259
2002-08-21,1799.2982754952227
2002-08-22,1821.4008826675183
2002-08-23,1790.635081732953
2002-08-26,1797.590399412807
2002-08-27,1794.7426286900509
2002-08-28,1754.007390264723
2002-08-29,1743.9965999930423
2002-08-30,1744.3481725896286
2002-09-02,1735.7935445600226
2002-09-03,1675.0887947237584
2002-09-04,1688.2245804581225
2002-09-05,1671.5209716153252
2002-09-06,1697.499613440204
2002-09-09,1701.1853537266086
2002-09-10,1717.01810891009
2002-09-11,1725.9950317892133
2002-09-12,1686.363510706369
2002-09-13,1676.899308387573
2002-09-16,1672.702965542023
2002-09-17,1651.9222709763853
2002-09-18,1633.9797865473972
2002-09-19,1601.9603979120595
2002-09-20,1598.4679310422898
2002-09-23,1569.9027185679306
2002-09-24,1543.7310486837107
2002-09-25,1570.0394287988054
2002-09-26,1608.6864502910973
2002-09-27,1581.2211296723606
2002-09-30,1551.142469783521
2002-10-01,1588.39918685962
2002-10-02,1577.6079191318504
2002-10-03,1561.0249248066962
2002-10-04,1530.123015543196
2002-10-07,1500.619553177159
2002-10-08,1506.1606973698276
2002-10-09,1480.398654850214
2002-10-10,1517.9099550731844
2002-10-11,1576.806794726142
2002-10-14,1579.794255641164
2002-10-15,1654.3603223317257
2002-10-16,1624.5768879158454
2002-10-17,1657.4756468683129
2002-10-18,1661.5798431419148
2002-10-21,1678.8640630472603
2002-10-22,1661.4046028354771
2002-10-23,1654.8997847712055
2002-10-24,1649.8140015334072
2002-10-25,1667.542409667053
2002-10-28,1668.5555018057344
2002-10-29,1639.9815456743204
2002-10-30,1661.9507203896255
2002-10-31,1667.0073971512795
2002-11-01,1681.4338608028124
2002-11-04,1707.2787405491977
2002-11-05,1723.9474246092943
2002-11-06,1726.5604362017918
2002-11-07,1699.149523290564
2002-11-08,1684.914219726748
2002-11-11,1655.4934024571965
2002-11-12,1669.3524841679068
2002-11-13,1662.6760167537823
2002-11-14,1691.7580296968558
2002-11-15,1705.6682982651912
2002-11-18,1697.8545632137289
2002-11-19,1691.5987549568824
2002-11-20,1707.3220754845856
2002-11-21,1747.219179790018
2002-11-22,1745.8695609455067
2002-11-25,1744.240283762235
2002-11-26,1712.0202384223587
2002-11-27,1749.9476655576368
2002-11-28,1760.56697318478
2002-11-29,1756.4619799887093
2002-12-02,1751.9903882998576
2002-12-03,1726.7978856924121
2002-12-04,1718.039504387741
2002-12-05,1698.7134441116616
2002-12-06,1707.2184713526362
2002-12-09,1673.1119541254545
2002-12-10,1688.5275419574207
2002-12-11,1693.4998797905737
2002-12-12,1686.8171335070206
2002-12-13,1669.911269363615
2002-12-16,1703.666821263547
2002-12-17,1694.3371595843014
2002-12-18,1667.0027004064307
2002-12-19,1659.2360427571891
2002-12-20,1677.3176335520163
2002-12-23,1681.2715257424265
2002-12-24,1679.2329378883946
2002-12-25,1678.7482725718842
2002-12-26,1678.615031663697
2002-12-27,1651.6981607179505
2002-12-30,1663.3609344763042
2002-12-31,1669.5242937818596
2003-01-01,1669.5242937818596
2003-01-02,1709.9456020647576
2003-01-03,1715.0707059427823
2003-01-06,1747.846718285023
2003-01-07,1732.2184151622641
2003-01-08,1706.059954622934
2003-01-09,1733.1230511634853
2003-01-10,1737.5309104689711
2003-01-13,1737.7671117927198
2003-01-14,1750.6128019089617
2003-01-15,1730.396784640978
2003-01-16,1725.1977023031077
2003-01-17,1703.7526513191517
2003-01-20,1695.2700964921585
2003-01-21,1676.4022110000112
2003-01-22,1657.1198089078578
2003-01-23,1669.6076709672666
2003-01-24,1637.8791219989996
2003-01-27,1602.4996579459369
2003-01-28,1613.8076924501413
2003-01-29,1621.4361209047215
2003-01-30,1605.6055135835031
2003-01-31,1616.3614084795024
2003-02-03,1631.1728608604508
2003-02-04,1609.7865910167006
2003-02-05,1611.7774676555441
2003-02-06,1594.304262760756
2003-02-07,1579.4538232229263
2003-02-10,1581.0834776795232
2003-02-11,1581.0544684182214
2003-02-12,1564.2561160367227
2003-02-13,1563.482225211842
2003-02-14,1588.820303129426
2003-02-17,1596.672735727178
2003-02-18,1617.9994466560306
2003-02-19,1603.591561621325
2003-02-20,1594.5417537552437
2003-02-21,1608.4261255847346
2003-02-24,1586.1223972338225
2003-02-25,1574.3773735589436
2003-02-26,1561.6943767621776
2003-02-27,1572.8086978278359
2003-02-28,1585.9641718853197
2003-03-03,1586.0572008150682
2003-03-04,1564.1976375812815
2003-03-05,1571.713423169078
2003-03-06,1557.7155968732063
2003-03-07,1554.999410477331
2003-03-10,1519.3497736778213
2003-03-11,1508.4811014413813
2003-03-12,1498.060855884865
2003-03-13,1544.4300237347832
2003-03-14,1561.952828124294
2003-03-17,1604.1064984614425
2003-03-18,1609.7640498134929
2003-03-19,1623.1806903353765
2003-03-20,1627.2482339364037
2003-03-21,1659.8119809921614
2003-03-24,1615.048836035962
2003-03-25,1629.9846303866054
2003-03-26,1627.2847566455891
