Date,NORTH AMERICA
1977-02-28,121.641115
1977-03-31,120.489196
1977-04-29,120.570094
1977-05-31,118.316879
1977-06-30,123.663536
1977-07-29,122.230193
1977-08-31,119.83713
1977-09-30,119.961641
1977-10-31,115.355853
1977-11-30,118.385548
1977-12-30,119.637543
1978-01-31,113.519734
1978-02-28,111.890522
1978-03-31,114.736349
1978-04-28,124.997023
1978-05-31,126.10156
1978-06-30,124.87154
1978-07-31,131.858229
1978-08-31,135.123631
1978-09-29,135.216619
1978-10-31,125.47615
1978-11-30,128.179849
1978-12-29,131.797612
1979-01-31,140.544133
1979-02-28,139.288573
1979-03-30,150.247249
1979-04-30,150.746155
1979-05-31,148.024719
1979-06-29,153.567699
1979-07-31,154.33262
1979-08-31,162.539881
1979-09-28,162.986593
1979-10-31,151.583606
1979-11-30,158.459129
1979-12-31,161.523133
1980-01-31,172.128278
1980-02-29,172.573036
1980-03-31,154.602759
1980-04-30,160.794066
1980-05-30,169.035388
1980-06-30,174.736578
1980-07-31,185.393682
1980-08-29,186.655886
1980-09-30,190.297026
1980-10-31,193.923725
1980-11-28,212.706156
1980-12-31,205.061041
1981-01-30,197.925792
1981-02-27,200.936287
1981-03-31,207.960109
1981-04-30,203.842869
1981-05-29,203.522568
1981-06-30,202.701432
1981-07-31,202.409347
1981-08-31,191.588339
1981-09-30,180.746933
1981-10-30,188.197205
1981-11-30,197.346399
1981-12-31,191.596083
1982-01-29,187.833232
1982-02-26,177.157582
1982-03-31,175.271052
1982-04-30,181.940458
1982-05-31,175.715795
1982-06-30,171.998752
1982-07-30,169.404954
1982-08-31,190.23378
1982-09-30,192.304305
1982-10-29,213.406988
1982-11-30,221.093384
1982-12-31,225.727246
1983-01-31,234.416473
1983-02-28,239.380013
1983-03-31,247.276689
1983-04-29,266.89705
1983-05-31,263.295427
1983-06-30,272.982547
1983-07-29,264.676101
1983-08-31,269.509698
1983-09-30,272.872581
1983-10-31,268.610134
1983-11-30,275.351089
1983-12-30,273.770705
1984-01-31,269.867005
1984-02-29,259.134763
1984-03-30,262.640242
1984-04-30,264.35151
1984-05-31,249.54473
1984-06-29,253.878696
1984-07-31,251.289823
1984-08-31,278.993278
1984-09-28,278.998877
1984-10-31,279.643514
1984-11-30,276.87538
1984-12-31,283.3352
1985-01-31,305.756441
1985-02-28,307.959466
1985-03-29,308.987269
1985-04-30,308.175628
1985-05-31,326.220711
1985-06-28,330.221597
1985-07-31,330.080194
1985-08-30,326.850597
1985-09-30,315.509881
1985-10-31,328.908655
1985-11-29,351.356074
1985-12-31,367.994852
1986-01-31,368.985046
1986-02-28,395.027
1986-03-31,417.532
1986-04-30,412.218
1986-05-30,431.277994
1986-06-30,435.579927
1986-07-31,412.298443
1986-08-29,441.628592
1986-09-30,405.852438
1986-10-31,427.667655
1986-11-28,437.089742
1986-12-31,426.930154
1987-01-30,483.526312
1987-02-27,501.154718
1987-03-31,516.6281
1987-04-30,511.305954
1987-05-29,513.732865
1987-06-30,539.394566
1987-07-31,566.577236
1987-08-31,587.606568
1987-09-30,575.453223
1987-10-30,451.683431
1987-11-30,413.583178
1987-12-31,442.312892
1988-01-29,459.07831
1988-02-29,478.642291
1988-03-31,464.865938
1988-04-29,468.961293
1988-05-31,470.909745
1988-06-30,493.749184
1988-07-29,491.177262
1988-08-31,473.54904
1988-09-30,492.574635
1988-10-31,507.335106
1988-11-30,499.509078
1988-12-30,507.718288
1989-01-31,546.154726
1989-02-28,529.249468
1989-03-31,540.246371
1989-04-28,567.964878
1989-05-31,588.04675
1989-06-30,586.611149
1989-07-31,639.232618
1989-08-31,648.44529
1989-09-29,645.865115
1989-10-31,631.912292
1989-11-30,643.938
1989-12-29,657.829963
1990-01-31,613.203021
1990-02-28,621.191888
1990-03-30,634.668209
1990-04-30,618.564395
1990-05-31,674.392055
1990-06-29,671.395837
1990-07-31,670.938086
1990-08-31,611.04418
1990-09-28,582.295551
1990-10-31,578.758241
1990-11-30,614.578365
1990-12-31,631.836549
1991-01-31,659.223888
1991-02-28,704.171236
1991-03-29,719.530354
1991-04-30,722.188426
1991-05-31,751.398208
1991-06-28,717.573584
1991-07-31,749.082278
1991-08-30,766.06598
1991-09-30,752.063177
1991-10-31,765.90126
1991-11-29,735.253351
1991-12-31,812.8561649999999
1992-01-31,800.3472339
1992-02-28,807.9103951999999
1992-03-31,790.5259016
1992-04-30,810.956096
1992-05-29,813.7697716
1992-06-30,801.7080744
1992-07-31,833.6275241999999
1992-08-31,813.1891647
1992-09-30,817.224881
1992-10-30,822.5136936
1992-11-30,845.5754519999999
1992-12-31,855.0194882999999
1993-01-29,860.6762729999999
1993-02-26,873.361377
1993-03-31,891.0752669999999
1993-04-30,873.670859
1993-05-31,894.868618
1993-06-30,896.5456829999999
1993-07-30,894.6869019999999
1993-08-31,924.951203
1993-09-30,913.2389109999999
1993-10-29,932.4858927471172
1993-11-30,924.7506507245798
1993-12-31,937.2250174674928
1994-01-31,972.3068469705217
1994-02-28,943.1628170602543
1994-03-31,901.7855461755709
1994-04-29,912.6984765890728
1994-05-31,927.1158490389874
1994-06-30,898.560969164656
1994-07-29,929.0478013638402
1994-08-31,966.0516949964928
1994-09-30,947.5802266769
1994-10-31,966.8467490156446
1994-11-30,932.1647251302529
1994-12-30,945.5144712237146
1995-01-31,966.8364143578884
1995-02-28,1005.3267566336345
1995-03-31,1032.6923491392618
1995-04-28,1063.8761713409015
1995-05-31,1105.1300509302628
1995-06-30,1131.427055382777
1995-07-31,1168.408443359696
1995-08-31,1168.0922673665907
1995-09-29,1216.932162571079
1995-10-31,1215.4196829855896
1995-11-30,1267.9920445633304
1995-12-29,1286.3408904723635
1996-01-31,1332.8413457719187
1996-02-29,1344.9391595818784
1996-03-29,1358.7548766592056
1996-04-30,1380.2341091214616
1996-05-31,1415.8272080698491
1996-06-28,1421.2421812023563
1996-07-31,1359.208352427631
1996-08-30,1390.7152117025678
1996-09-30,1466.9428675895977
1996-10-31,1508.0097736469556
1996-11-29,1621.2972833310232
1996-12-31,1588.6856025321733
1997-01-31,1695.3058436600838
1997-02-28,1705.414057307175
1997-03-31,1628.0930538528635
1997-04-30,1731.1016073926767
1997-05-30,1831.1304670728323
1997-06-30,1911.4376471736098
1997-07-31,2060.7601463456476
1997-08-29,1938.6715222865212
1997-09-30,2040.0529938419168
1997-10-31,1981.9051504824633
1997-11-28,2069.5943271596348
1997-12-31,2100.749259706124
1998-01-30,2124.320980765487
1998-02-27,2274.309734901284
1998-03-31,2394.2269931500837
1998-04-30,2421.0531443782274
1998-05-29,2372.887158609183
1998-06-30,2465.1666657072096
1998-07-31,2433.8065391703967
1998-08-31,2086.8583697724184
1998-09-30,2220.400180605181
1998-10-30,2393.6253928687033
1998-11-30,2552.915371546446
1998-12-31,2698.6571564433216
1999-01-29,2818.162489223855
1999-02-26,2735.7013760625755
1999-03-31,2848.618052463407
1999-04-30,2957.4218920116878
1999-05-31,2887.3115989870885
1999-06-30,3040.481098956895
1999-07-30,2945.5758077853593
1999-08-31,2924.9955868487823
1999-09-30,2843.609020211791
1999-10-29,3028.9800007330805
1999-11-30,3095.274460702651
1999-12-31,3319.37831560662
2000-01-31,3148.5632487634152
2000-02-29,3084.2246589845395
2000-03-31,3389.771241705247
2000-04-28,3278.6466393946885
2000-05-31,3192.319124059112
2000-06-30,3283.107193320151
2000-07-31,3231.4438328921988
2000-08-31,3404.690165210898
2000-09-29,3210.5395956497205
2000-10-31,3174.114959915508
2000-11-30,2921.054872638148
2000-12-29,2918.9016589323874
2001-01-01,2918.9016589323874
2001-01-02,2840.8504288994204
2001-01-03,2982.0719380323194
2001-01-04,2948.9766420451274
2001-01-05,2869.775721992933
2001-01-08,2863.5447131814235
2001-01-09,2877.705626428126
2001-01-10,2904.385557172198
2001-01-11,2934.696794270733
2001-01-12,2917.757305011218
2001-01-15,2918.073749554247
2001-01-16,2938.9424308552134
2001-01-17,2943.033119419899
2001-01-18,2981.391860582699
2001-01-19,2976.3902816370733
2001-01-22,2974.1026850577205
2001-01-23,3011.3972942007445
2001-01-24,3023.7926285814224
2001-01-25,3006.5471845194074
2001-01-26,3000.8859276453654
2001-01-29,3020.9470571936117
2001-01-30,3043.517118062068
2001-01-31,3026.444440269779
2001-02-01,3042.0195241753513
2001-02-02,2987.1733414718174
2001-02-05,2999.4165920214405
2001-02-06,2996.7331137081137
2001-02-07,2969.9865725932386
2001-02-08,2950.5615264849393
2001-02-09,2905.128982799411
2001-02-12,2940.078062559514
2001-02-13,2913.4008377786727
2001-02-14,2905.305096189501
2001-02-15,2929.452084618191
2001-02-16,2875.5022716871904
2001-02-19,2876.2988221745645
2001-02-20,2825.9730330979437
2001-02-21,2774.0392440472456
2001-02-22,2768.7749869551417
2001-02-23,2752.2909515429164
2001-02-26,2804.6196495202466
2001-02-27,2783.664098584606
2001-02-28,2745.378951203862
2001-03-01,2747.3618776272633
2001-03-02,2726.5619487798886
2001-03-05,2742.7018493578903
2001-03-06,2767.70636024983
2001-03-07,2784.8258559724823
2001-03-08,2789.7955702027443
2001-03-09,2723.1092528112067
2001-03-12,2603.347471018891
2001-03-13,2646.293268973073
2001-03-14,2577.406858885566
2001-03-15,2591.1322277695313
2001-03-16,2538.4014315216646
2001-03-19,2583.678502307787
2001-03-20,2521.8409785565173
2001-03-21,2474.6778934896633
2001-03-22,2463.515614548405
2001-03-23,2511.570726289985
2001-03-26,2544.288889348137
2001-03-27,2611.9100516146846
2001-03-28,2547.4181799272797
2001-03-29,2537.43269712951
2001-03-30,2566.4641619637696
2001-04-02,2536.339089689957
2001-04-03,2446.451755630265
2001-04-04,2440.3663280141645
2001-04-05,2546.3948382571057
2001-04-06,2498.3908918437232
2001-04-09,2520.2271019651494
2001-04-10,2586.981323615462
2001-04-11,2578.90179413577
2001-04-12,2615.5994102877876
2001-04-13,2615.5994102877876
2001-04-16,2608.8711448314034
2001-04-17,2637.5723387713715
2001-04-18,2737.7852529686484
2001-04-19,2775.3942205849576
2001-04-20,2753.942015615294
2001-04-23,2711.721118143685
2001-04-24,2677.7311928070358
2001-04-25,2722.5567073875127
2001-04-26,2735.9094978653893
2001-04-27,2772.4642309130077
2001-04-30,2765.0231150165064
2001-05-01,2803.446211833463
2001-05-02,2807.7969770192285
2001-05-03,2766.1752107511275
2001-05-04,2806.3144980565676
2001-05-07,2800.5022518450587
2001-05-08,2794.6827592621858
2001-05-09,2782.6041084315248
2001-05-10,2782.0897257429488
2001-05-11,2759.875993385355
2001-05-14,2768.1334240755805
2001-05-15,2768.2023231492644
2001-05-16,2845.895198135557
2001-05-17,2853.139210866249
2001-05-18,2858.449925440904
2001-05-21,2897.9101488498236
2001-05-22,2891.937447255655
2001-05-23,2849.367868267755
2001-05-24,2859.5825195320353
2001-05-25,2827.231574624126
2001-05-28,2827.4754534498315
2001-05-29,2806.2258135075376
2001-05-30,2764.6430993089725
2001-05-31,2781.8198090682477
2001-06-01,2795.156521104035
2001-06-04,2810.477083457682
2001-06-05,2842.5726727918227
2001-06-06,2813.5524209805385
2001-06-07,2827.077827887361
2001-06-08,2801.267924914487
2001-06-11,2781.279015726948
2001-06-12,2783.7704224654076
2001-06-13,2754.696825986329
2001-06-14,2708.8671751473453
2001-06-15,2692.7229807520016
2001-06-18,2679.972441543557
2001-06-19,2689.229856919989
2001-06-20,2717.163917227489
2001-06-21,2746.006138221282
2001-06-22,2720.3356564633764
2001-06-25,2704.5703892454085
2001-06-26,2696.9877764202206
2001-06-27,2685.335954371651
2001-06-28,2720.0229636027957
2001-06-29,2715.910126062454
2001-07-02,2745.800492179463
2001-07-03,2740.3656768607407
2001-07-04,2739.8797097925667
2001-07-05,2704.361068015353
2001-07-06,2642.918711845857
2001-07-09,2663.928950205513
2001-07-10,2627.6336078521995
2001-07-11,2624.9368052844907
2001-07-12,2686.553033974197
2001-07-13,2703.470136983719
2001-07-16,2676.6217417260746
2001-07-17,2704.2871831260913
2001-07-18,2689.4844266460473
2001-07-19,2705.079714974329
2001-07-20,2695.338565415729
2001-07-23,2651.0671309289987
2001-07-24,2609.239279800916
2001-07-25,2649.6383128300427
2001-07-26,2672.8395884269967
2001-07-27,2677.6533110328473
2001-07-30,2676.398184849893
2001-07-31,2690.2891669216397
2001-08-01,2699.590677680151
2001-08-02,2711.0051965600874
2001-08-03,2698.1636814048416
2001-08-06,2668.4585551865666
2001-08-07,2679.176730447884
2001-08-08,2633.14825406123
2001-08-09,2632.921283992125
2001-08-10,2646.9923669880623
2001-08-13,2647.308037680047
2001-08-14,2635.039672601651
2001-08-15,2615.8345863576014
2001-08-16,2625.0651020177766
2001-08-17,2579.4827233377396
2001-08-20,2599.5063163944515
2001-08-21,2567.5047686439507
2001-08-22,2585.0825315946895
2001-08-23,2577.6787678587143
2001-08-24,2628.33013750525
2001-08-27,2615.8219361657852
2001-08-28,2576.5424065772495
2001-08-29,2545.3229767504567
2001-08-30,2500.64334313233
2001-08-31,2511.7437569942804
2001-09-03,2511.647330644336
2001-09-04,2515.6991622052333
2001-09-05,2515.1450645597224
2001-09-06,2459.535317939937
2001-09-07,2413.5519742484744
2001-09-10,2431.7518223565207
2001-09-11,2427.5398832716623
2001-09-12,2428.3243198160562
2001-09-13,2428.4881470262494
2001-09-14,2425.727279656902
2001-09-17,2306.9368680419925
2001-09-18,2294.4682696101445
2001-09-19,2258.669399951619
2001-09-20,2188.86036338408
2001-09-21,2150.235125972672
2001-09-24,2236.039841370436
2001-09-25,2253.959604345158
2001-09-26,2244.2860166513988
2001-09-27,2267.639332607784
2001-09-28,2317.3223877207915
2001-10-01,2313.7966771415213
2001-10-02,2341.4389859512876
2001-10-03,2386.1934881644574
2001-10-04,2378.763338439684
2001-10-05,2382.048025329707
2001-10-08,2363.5207171956117
2001-10-09,2349.4517444185867
2001-10-10,2403.219537062359
2001-10-11,2439.8385002821597
2001-10-12,2427.4918494580975
2001-10-15,2424.094900998608
2001-10-16,2440.846365671234
2001-10-17,2394.7857190565414
2001-10-18,2377.4737112078633
2001-10-19,2388.912984775494
2001-10-22,2425.3780539279624
2001-10-23,2413.76058372659
2001-10-24,2412.0333143419534
2001-10-25,2442.2505372533624
2001-10-26,2451.163712511235
2001-10-29,2392.016838480757
2001-10-30,2351.47777845373
2001-10-31,2349.314474573937
2001-11-01,2402.392617811418
2001-11-02,2407.58884008874
2001-11-05,2439.7587684838954
2001-11-06,2476.324635041979
2001-11-07,2469.561326273245
2001-11-08,2477.662591207812
2001-11-09,2482.839125200641
2001-11-12,2477.4880696945966
2001-11-13,2524.0164772255466
2001-11-14,2532.5687062447773
2001-11-15,2536.135970652642
2001-11-16,2528.5172956695824
2001-11-19,2557.405501971681
2001-11-20,2537.5637070973453
2001-11-21,2523.7201863636556
2001-11-22,2524.679538730594
2001-11-23,2553.7864308598855
2001-11-26,2568.4795349740743
2001-11-27,2550.9818845139207
2001-11-28,2505.727332642506
2001-11-29,2531.1110324388665
2001-11-30,2530.5540291918273
2001-12-03,2508.494850233312
2001-12-04,2541.365914207139
2001-12-05,2597.5230226487915
2001-12-06,2591.674066064748
2001-12-07,2572.053418517349
2001-12-10,2531.1151718313754
2001-12-11,2523.609813606952
2001-12-12,2525.9380766632944
2001-12-13,2486.0769832808023
2001-12-14,2493.047906577489
2001-12-17,2519.9487150804084
2001-12-18,2538.3204704224
2001-12-19,2553.2306780197882
2001-12-20,2532.135530778786
2001-12-21,2541.185129647726
2001-12-24,2538.862289120661
2001-12-25,2538.862289120661
2001-12-26,2548.995902335912
2001-12-27,2567.772010501764
2001-12-28,2575.666366078317
2001-12-31,2546.607680385213
2002-01-01,2546.607680385213
2002-01-02,2562.578513230718
2002-01-03,2588.863153265088
2002-01-04,2605.91028746848
2002-01-07,2589.6368006995613
2002-01-08,2579.863415864796
2002-01-09,2567.558382449893
2002-01-10,2569.483850489172
2002-01-11,2546.197382375527
2002-01-14,2529.84549573681
2002-01-15,2548.5812217947537
2002-01-16,2508.143559371451
2002-01-17,2533.3980215412785
2002-01-18,2506.69407997596
2002-01-21,2506.2882835109353
2002-01-22,2487.414619036211
2002-01-23,2506.4667161309744
2002-01-24,2515.5088789600845
2002-01-25,2518.219742088666
2002-01-28,2517.7577326278806
2002-01-29,2448.577480289855
2002-01-30,2473.5394200859164
2002-01-31,2510.5708338912114
2002-02-01,2492.822668698126
2002-02-04,2431.1168371589056
2002-02-05,2422.9041552078006
2002-02-06,2408.955191870304
2002-02-07,2401.736607834133
2002-02-08,2438.432020048205
2002-02-11,2472.8791451128313
2002-02-12,2462.490847479598
2002-02-13,2486.6460984571286
2002-02-14,2482.854120446203
2002-02-15,2453.3552060400934
2002-02-18,2453.976561024057
2002-02-19,2408.5759901281417
2002-02-20,2439.9417097490273
2002-02-21,2403.2411468018395
2002-02-22,2422.791933191004
2002-02-25,2465.5384503749265
2002-02-26,2465.133307741229
2002-02-27,2467.77942101052
2002-02-28,2461.2485510683323
2002-03-01,2519.5616102541358
2002-03-04,2570.253422369584
2002-03-05,2553.699023953307
2002-03-06,2590.421623075066
2002-03-07,2578.427523008907
2002-03-08,2592.2849859684975
2002-03-11,2601.3448907682505
2002-03-12,2594.608541742969
2002-03-13,2569.8451240070417
2002-03-14,2566.145657080719
2002-03-15,2596.0103299043517
2002-03-18,2595.3336758148494
2002-03-19,2604.899298830685
2002-03-20,2564.0301947739176
2002-03-21,2567.823338450315
2002-03-22,2558.08625912504
2002-03-25,2520.2592603465077
2002-03-26,2533.5778311750055
2002-03-27,2546.419322771651
2002-03-28,2552.249453131
2002-03-29,2552.249453131
2002-04-01,2550.504996567105
2002-04-02,2528.4654104499587
2002-04-03,2504.547541635339
2002-04-04,2505.4015261568866
2002-04-05,2497.650434299452
2002-04-08,2501.2480485415686
2002-04-09,2483.6072364733227
2002-04-10,2510.632472656093
2002-04-11,2449.8100627544254
2002-04-12,2466.4809729607505
2002-04-15,2447.302609259552
2002-04-16,2504.990328552463
2002-04-17,2500.593667270239
2002-04-18,2497.147587147651
2002-04-19,2499.6632646521643
2002-04-22,2459.96972239044
2002-04-23,2442.5214240132655
2002-04-24,2426.6354361355375
2002-04-25,2424.5628949085135
2002-04-26,2390.1232534047126
2002-04-29,2365.2928078727045
2002-04-30,2391.5490331470314
2002-05-01,2413.80940298977
2002-05-02,2408.427089756995
2002-05-03,2382.3848453038377
2002-05-06,2335.89519846921
2002-05-07,2327.821216907596
2002-05-08,2418.751734524454
2002-05-09,2382.7009870286133
2002-05-10,2344.3375921052098
2002-05-13,2387.890263591565
2002-05-14,2439.094882832228
2002-05-15,2427.5737765882695
2002-05-16,2443.9034967502585
2002-05-17,2463.162522789004
2002-05-20,2431.1109646400255
2002-05-21,2404.146648606043
2002-05-22,2416.738425938173
2002-05-23,2442.7194708256875
2002-05-24,2412.923603631288
2002-05-27,2412.9526226296957
2002-05-28,2393.5630459911454
2002-05-29,2377.0596178003584
2002-05-30,2371.1880259385143
2002-05-31,2375.4147622603655
2002-06-03,2316.2489755428555
2002-06-04,2316.610923667398
2002-06-05,2335.5093499253567
2002-06-06,2289.6853364791436
2002-06-07,2284.4499647257576
2002-06-10,2290.936111926328
2002-06-11,2250.7693688213703
2002-06-12,2266.400924616671
2002-06-13,2244.031896286093
2002-06-14,2238.966614015856
2002-06-17,2302.4789445878137
2002-06-18,2304.3519466118364
2002-06-19,2266.8768923428315
2002-06-20,2234.356658536852
2002-06-21,2195.1564581994185
2002-06-24,2203.8902520302204
2002-06-25,2166.771928318327
2002-06-26,2159.177796779232
2002-06-27,2196.3082484830134
2002-06-28,2195.2817078733724
2002-07-01,2146.8097292568877
2002-07-02,2102.2090478937575
2002-07-03,2114.914390407315
2002-07-04,2114.9701105462836
2002-07-05,2192.325708485683
2002-07-08,2165.9362356250504
2002-07-09,2112.465051927069
2002-07-10,2044.4465932071305
2002-07-11,2060.5666613443595
2002-07-12,2048.423928245511
2002-07-15,2040.9307681422295
2002-07-16,2007.533427022339
2002-07-17,2020.8944976350165
2002-07-18,1965.99423984886
2002-07-19,1893.9539663999378
2002-07-22,1831.0611516529661
2002-07-23,1778.703051631528
2002-07-24,1880.1582446368866
2002-07-25,1867.3696360396004
2002-07-26,1900.906280197663
2002-07-29,2003.8863877484082
2002-07-30,2013.4081165622317
2002-07-31,2033.3128248267826
2002-08-01,1972.6090230839368
2002-08-02,1928.766255296677
2002-08-05,1864.206556221513
2002-08-06,1917.959670716698
2002-08-07,1955.8665317709363
2002-08-08,2020.8101522219208
2002-08-09,2028.4708131543164
2002-08-12,2017.5687715904437
2002-08-13,1973.6838256925248
2002-08-14,2051.043870045123
2002-08-15,2073.545761393359
2002-08-16,2071.5639858841014
2002-08-19,2119.9893787988676
2002-08-20,2090.7513253490074
2002-08-21,2118.3211550810647
2002-08-22,2148.31687458831
2002-08-23,2098.6625432645856
2002-08-26,2115.3041906991893
2002-08-27,2085.015535446195
2002-08-28,2047.3141353505036
2002-08-29,2046.7649569124867
2002-08-30,2042.6371306969513
2002-09-02,2042.8622551356127
2002-09-03,1957.3725191088868
2002-09-04,1991.1531656396578
2002-09-05,1959.0604179405118
2002-09-06,1991.4115579377947
2002-09-09,2010.8750632685549
2002-09-10,2025.1202435441442
2002-09-11,2025.8687353203431
2002-09-12,1975.1727748384035
2002-09-13,1980.0521259460857
2002-09-16,1983.5836519261056
2002-09-17,1944.2002745330306
2002-09-18,1934.1794633497707
2002-09-19,1875.9223277603317
2002-09-20,1879.2397332646237
2002-09-23,1853.3515486863855
2002-09-24,1821.6304851951545
2002-09-25,1867.4826899497511
2002-09-26,1900.013116081014
2002-09-27,1838.6817692822124
2002-09-30,1813.8097628772948
2002-10-01,1885.6780391396896
2002-10-02,1841.874588630605
2002-10-03,1821.4130204569708
2002-10-04,1780.3630149679636
2002-10-07,1746.4979666256734
2002-10-08,1774.2751464331436
2002-10-09,1726.6857263341549
2002-10-10,1787.4794866124275
2002-10-11,1857.6628500858149
2002-10-14,1871.0203315198055
2002-10-15,1961.0997443644785
2002-10-16,1914.032573870198
2002-10-17,1958.2631227503189
2002-10-18,1969.7062414763209
2002-10-21,2002.8144003656041
2002-10-22,1982.236285291801
2002-10-23,1994.987315383498
2002-10-24,1965.6462904705108
2002-10-25,1998.4755161823057
2002-10-28,1983.597089098339
2002-10-29,1963.3534378617423
2002-10-30,1983.991382975287
2002-10-31,1973.4484857593013
2002-11-01,2007.7975100038532
2002-11-04,2026.676944100247
2002-11-05,2042.923454866578
2002-11-06,2061.7699520739507
2002-11-07,2015.1185682314274
2002-11-08,1996.925570866018
2002-11-11,1954.5188439052024
2002-11-12,1969.930129200103
2002-11-13,1967.7547824966446
2002-11-14,2015.8504971811956
2002-11-15,2028.2294182764228
2002-11-18,2008.6777239200592
2002-11-19,2000.540760279872
2002-11-20,2039.4240017655802
2002-11-21,2084.5569930540864
2002-11-22,2076.953429795997
2002-11-25,2083.5604445066506
2002-11-26,2039.2820861155599
2002-11-27,2096.5790393791367
2002-11-28,2096.947287908286
2002-11-29,2091.0479066908924
2002-12-02,2088.9891086919097
2002-12-03,2058.460498731982
2002-12-04,2050.8326911379713
2002-12-05,2026.1664382346519
2002-12-06,2039.0022824996277
2002-12-09,1993.9154555782607
2002-12-10,2022.458344802611
2002-12-11,2024.1750294438307
2002-12-12,2017.9199480032223
2002-12-13,1991.945619519839
2002-12-16,2038.1557292893672
2002-12-17,2021.0392329874953
2002-12-18,1994.1691724778375
2002-12-19,1979.3351638966146
2002-12-20,2004.094773526825
2002-12-23,2009.2095005145661
2002-12-24,1997.884763241389
2002-12-25,1997.884763241389
2002-12-26,1990.9181765629628
2002-12-27,1959.059590235513
2002-12-30,1966.494250229441
2002-12-31,1967.851315622463
2003-01-01,1967.851315622463
2003-01-02,2033.3843040570728
2003-01-03,2033.5169112777526
2003-01-06,2079.7129352863963
2003-01-07,2066.5956116360035
2003-01-08,2036.930737675021
2003-01-09,2075.8587598674326
2003-01-10,2077.608026007275
2003-01-13,2075.312987786367
2003-01-14,2088.3804251076335
2003-01-15,2059.5044740801122
2003-01-16,2051.4959284089387
2003-01-17,2022.511205105628
2003-01-20,2022.3374238353767
2003-01-21,1991.7212092497937
2003-01-22,1972.9722272458112
2003-01-23,1993.3133396350997
2003-01-24,1936.6422168351075
2003-01-27,1904.4619130044496
2003-01-28,1928.2857920602792
2003-01-29,1941.9640459351115
2003-01-30,1898.8892181946906
2003-01-31,1923.6051799581735
2003-02-03,1934.1844645627102
2003-02-04,1907.078229181944
2003-02-05,1896.9254042443642
2003-02-06,1885.5021624370136
2003-02-07,1866.9727502807461
2003-02-10,1879.9470979100574
2003-02-11,1864.9851510650403
2003-02-12,1841.820292523032
2003-02-13,1839.3333930776334
2003-02-14,1877.362079454648
2003-02-17,1878.3680775098999
2003-02-18,1915.4254332049163
2003-02-19,1902.7708877436148
2003-02-20,1885.9427722703665
2003-02-21,1909.9212551826736
2003-02-24,1876.527577961742
2003-02-25,1889.196408724598
2003-02-26,1865.9439819508852
2003-02-27,1888.2357736789836
2003-02-28,1897.2099428891395
2003-03-03,1883.0888431987862
2003-03-04,1855.5703426857315
2003-03-05,1874.083936028148
2003-03-06,1856.691150792837
2003-03-07,1872.2751496735323
2003-03-10,1824.7587213515144
2003-03-11,1810.4108862973183
2003-03-12,1816.749439073917
2003-03-13,1876.89715338481
2003-03-14,1879.9479257105636
2003-03-17,1945.6076231018353
2003-03-18,1954.2652343056204
2003-03-19,1970.0745074069152
2003-03-20,1975.0712259538107
2003-03-21,2018.37100764203
2003-03-24,1948.1918075958206
2003-03-25,1971.1281930111656
2003-03-26,1960.3396733287827
2003-03-27,1957.5385049899355
2003-03-28,1946.8416085607205
2003-03-31,1912.2944958549965
2003-04-01,1934.6283840837032
