Date,EU
2000-12-29,100.0
2001-01-01,100.00000006045293
2001-01-02,99.4060520059586
2001-01-03,97.96855909000368
2001-01-04,99.84340533787949
2001-01-05,100.18499266024008
2001-01-08,99.49439712137543
2001-01-09,97.69897651406546
2001-01-10,97.25512500203526
2001-01-11,99.40158290584475
2001-01-12,100.1156030777814
2001-01-15,99.78396474217357
2001-01-16,98.21460074882529
2001-01-17,99.5781480826034
2001-01-18,100.48840241146192
2001-01-19,99.41032625689976
2001-01-22,99.47345776219788
2001-01-23,99.67090068092344
2001-01-24,98.98911046233212
2001-01-25,99.04516358089126
2001-01-26,98.97745685658883
2001-01-29,98.8036615083068
2001-01-30,99.30580292050685
2001-01-31,100.2516499642103
2001-02-01,100.30095645650161
2001-02-02,98.97533322420327
2001-02-05,99.4259685008043
2001-02-06,99.16146434993469
2001-02-07,97.98439379883818
2001-02-08,96.76965090490673
2001-02-09,95.88228049163736
2001-02-12,97.36863102883781
2001-02-13,96.57961318703819
2001-02-14,95.23913416022522
2001-02-15,94.9598898350033
2001-02-16,94.10234750238567
2001-02-19,94.26360745886507
2001-02-20,92.47662695697518
2001-02-21,91.94594105050818
2001-02-22,91.06458402392002
2001-02-23,89.56038977930962
2001-02-26,90.29870684982929
2001-02-27,91.34361680451848
2001-02-28,91.20527155079195
2001-03-01,91.39820363414307
2001-03-02,91.96534472997698
2001-03-05,92.46824743227006
2001-03-06,93.8622300433195
2001-03-07,93.62717750722449
2001-03-08,93.56901670375602
2001-03-09,92.49852477070273
2001-03-12,90.10487325215088
2001-03-13,88.03525070499482
2001-03-14,86.31335533901508
2001-03-15,87.36266366692585
2001-03-16,84.2622624731368
2001-03-19,83.81242412188027
2001-03-20,85.61684869525757
2001-03-21,83.51667007435624
2001-03-22,79.05324935076855
2001-03-23,81.63975848361657
2001-03-26,84.55050799656804
2001-03-27,86.7546823238575
2001-03-28,84.73702298849851
2001-03-29,84.22119879638146
2001-03-30,84.61265802459644
2001-04-02,84.25997684481793
2001-04-03,82.03706237410326
2001-04-04,83.82876818692642
2001-04-05,85.21164364691761
2001-04-06,85.39743672420887
2001-04-09,86.63086235905028
2001-04-10,87.65302569770489
2001-04-11,87.30880698559376
2001-04-12,87.97547353701535
2001-04-13,87.97547353701535
2001-04-16,87.26849474728864
2001-04-17,86.65491627833825
2001-04-18,88.39974481304698
2001-04-19,89.6417646846751
2001-04-20,89.98640401015939
2001-04-23,88.94542512697055
2001-04-24,88.91866470700863
2001-04-25,89.11211771722135
2001-04-26,90.13048546584183
2001-04-27,90.7120859342016
2001-04-30,91.04542719041586
2001-05-01,91.23307662944431
2001-05-02,90.75674674434418
2001-05-03,89.06947652332505
2001-05-04,89.84844420361514
2001-05-07,89.96628024052298
2001-05-08,89.41666506536083
2001-05-09,88.82043002740738
2001-05-10,90.32396096790723
2001-05-11,89.15389786104483
2001-05-14,87.36210826658368
2001-05-15,88.73094361987776
2001-05-16,89.32388021190559
2001-05-17,89.94459132245392
2001-05-18,90.19242211812833
2001-05-21,90.57424457510496
2001-05-22,90.42801333353619
2001-05-23,89.07006959738045
2001-05-24,88.86065474514044
2001-05-25,88.32567644158362
2001-05-28,88.71010730512208
2001-05-29,87.64307339868886
2001-05-30,86.74425236378296
2001-05-31,86.21144050509324
2001-06-01,85.88196070190372
2001-06-04,86.3309386050626
2001-06-05,87.32221000681574
2001-06-06,86.58421854098356
2001-06-07,86.65297596675364
2001-06-08,86.38384942924729
2001-06-11,84.93639891532918
2001-06-12,83.87338769978804
2001-06-13,84.82428592135085
2001-06-14,84.4753630756398
2001-06-15,84.04229777221143
2001-06-18,83.1863783422896
2001-06-19,83.2074635626275
2001-06-20,82.41797762380037
2001-06-21,82.57133355746866
2001-06-22,83.06377036795728
2001-06-25,83.59054350716856
2001-06-26,82.33376332113019
2001-06-27,82.31032847449518
2001-06-28,82.36565818096047
2001-06-29,82.984366872494
2001-07-02,84.20954930911198
2001-07-03,83.16652159026678
2001-07-04,82.53098127789733
2001-07-05,81.1990799713904
2001-07-06,80.11031965340122
2001-07-09,80.44218965160745
2001-07-10,80.56359025518324
2001-07-11,79.91396184582104
2001-07-12,80.14713195989076
2001-07-13,80.62246632363754
2001-07-16,80.44138949239913
2001-07-17,79.40349343295789
2001-07-18,79.98323736573208
2001-07-19,81.06617048114042
2001-07-20,80.68669830576818
2001-07-23,80.62792659945781
2001-07-24,80.09478465794861
2001-07-25,79.46529135623832
2001-07-26,79.9673363875615
2001-07-27,81.24428434463083
2001-07-30,82.32603120175851
2001-07-31,83.28261725079484
2001-08-01,83.84293024385411
2001-08-02,84.11487007141638
2001-08-03,83.65244105691684
2001-08-06,83.16384698012887
2001-08-07,83.05289448157477
2001-08-08,81.92901076573804
2001-08-09,81.43816801035106
2001-08-10,81.48439228498292
2001-08-13,82.10734959108747
2001-08-14,82.99191100160309
2001-08-15,83.62231987396247
2001-08-16,82.83901175519027
2001-08-17,81.76669112864714
2001-08-20,81.5438742271893
2001-08-21,82.40374623728786
2001-08-22,82.93946266605674
2001-08-23,82.57820974294707
2001-08-24,83.82687402715493
2001-08-27,83.58636689021853
2001-08-28,82.63026994451513
2001-08-29,82.66037469328744
2001-08-30,80.87836765345224
2001-08-31,80.91278188718508
2001-09-03,79.9566712282217
2001-09-04,79.69485742689471
2001-09-05,78.33906707904785
2001-09-06,76.72664658208953
2001-09-07,75.84474432437659
2001-09-10,74.94248933880621
2001-09-11,70.94077252415036
2001-09-12,71.98612475561504
2001-09-13,72.9372309579369
2001-09-14,70.05807907824811
2001-09-17,71.67921475680188
2001-09-18,71.04443965283738
2001-09-19,69.89734533672139
2001-09-20,67.00445985093135
2001-09-21,64.58133639909897
2001-09-24,67.94105390809463
2001-09-25,69.17260656286241
2001-09-26,70.10737546861479
2001-09-27,70.92925295512988
2001-09-28,72.33145157094245
2001-10-01,71.20327846904958
