Date,EAFE + CANADA
1981-04-30,296.232456
1981-05-29,285.689664
1981-06-30,287.270194
1981-07-31,274.626396
1981-08-31,280.29164
1981-09-30,250.961625
1981-10-30,253.925622
1981-11-30,282.37711
1981-12-31,278.502707
1982-01-29,274.451677
1982-02-26,256.503268
1982-03-31,243.657327
1982-04-30,257.908897
1982-05-31,254.220927
1982-06-30,233.879572
1982-07-30,232.232519
1982-08-31,235.259689
1982-09-30,233.467463
1982-10-29,236.468283
1982-11-30,253.69475
1982-12-31,274.156531
1983-01-31,272.658467
1983-02-28,280.307948
1983-03-31,290.691743
1983-04-29,308.501765
1983-05-31,307.783123
1983-06-30,314.626871
1983-07-29,315.334515
1983-08-31,310.87873
1983-09-30,321.978861
1983-10-31,319.610705
1983-11-30,329.118944
1983-12-30,341.251843
1984-01-31,353.198934
1984-02-29,355.658792
1984-03-30,384.994127
1984-04-30,378.270701
1984-05-31,341.65578
1984-06-29,340.696775
1984-07-31,319.843483
1984-08-31,348.659693
1984-09-28,345.557978
1984-10-31,352.785627
1984-11-30,354.010358
1984-12-31,360.997196
1985-01-31,370.957124
1985-02-28,367.503057
1985-03-29,394.248791
1985-04-30,393.190245
1985-05-31,409.499952
1985-06-28,418.88662
1985-07-31,440.362446
1985-08-30,452.903328
1985-09-30,474.921231
1985-10-31,505.490898
1985-11-29,527.052838
1985-12-31,550.425108
1986-01-31,561.679376
1986-02-28,620.444768
1986-03-31,705.888585
1986-04-30,750.308144
1986-05-30,719.111794
1986-06-30,764.868824
1986-07-31,808.047376
1986-08-29,885.631853
1986-09-30,876.60487
1986-10-31,821.349442
1986-11-28,866.870925
1986-12-31,911.42531
1987-01-30,1009.584526
1987-02-27,1040.655627
1987-03-31,1126.516573
1987-04-30,1238.898587
1987-05-29,1238.629403
1987-06-30,1202.237976
1987-07-31,1204.41995
1987-08-31,1290.694076
1987-09-30,1270.46325
1987-10-30,1088.190778
1987-11-30,1097.465404
1987-12-31,1131.870654
1988-01-29,1150.735712
1988-02-29,1227.443761
1988-03-31,1302.143266
1988-04-29,1321.100779
1988-05-31,1278.520649
1988-06-30,1250.058759
1988-07-29,1286.69914
1988-08-31,1203.67344
1988-09-30,1255.193103
1988-10-31,1360.05052
1988-11-30,1437.835533
1988-12-30,1446.950673
1989-01-31,1475.716874
1989-02-28,1481.31541
1989-03-31,1453.842505
1989-04-28,1468.23365
1989-05-31,1391.623314
1989-06-30,1370.481051
1989-07-31,1539.801117
1989-08-31,1474.282375
1989-09-29,1537.524262
1989-10-31,1478.241827
1989-11-30,1550.056195
1989-12-29,1606.23746
1990-01-31,1542.985363
1990-02-28,1439.397958
1990-03-30,1295.870484
1990-04-30,1281.765498
1990-05-31,1425.918293
1990-06-29,1413.617661
1990-07-31,1433.874832
1990-08-31,1297.253857
1990-09-28,1121.576026
1990-10-31,1286.667487
1990-11-30,1215.029928
1990-12-31,1236.162634
1991-01-31,1274.358584
1991-02-28,1408.795959
1991-03-29,1327.490566
1991-04-30,1340.601637
1991-05-31,1356.058995
1991-06-28,1259.292017
1991-07-31,1319.243921
1991-08-30,1294.271569
1991-09-30,1362.380015
1991-10-31,1383.396544
1991-11-29,1320.11071
1991-12-31,1385.4813563999999
1992-01-31,1357.9374168
1992-02-28,1310.9711111
1992-03-31,1225.0640902
1992-04-30,1229.8106068
1992-05-29,1308.7249342999999
1992-06-30,1249.4895204
1992-07-31,1220.1735952
1992-08-31,1291.9113963
1992-09-30,1263.400973
1992-10-30,1201.0834054
1992-11-30,1209.5293351999999
1992-12-31,1216.8302187
1993-01-29,1215.702325
1993-02-26,1253.6884129999999
1993-03-31,1359.785958
1993-04-30,1485.604705
1993-05-31,1516.602337
1993-06-30,1493.403075
1993-07-30,1543.320495
1993-08-31,1624.051196
1993-09-30,1586.007934
1993-10-29,1638.1897950004964
1993-11-30,1498.6988343479832
1993-12-31,1605.4043767172418
1994-01-31,1739.8100537908306
1994-02-28,1731.975320088903
1994-03-31,1657.3425182733529
1994-04-29,1724.374329969844
1994-05-31,1715.5369697192195
1994-06-30,1734.9928568474536
1994-07-29,1753.7333202064913
1994-08-31,1797.1877914083814
1994-09-30,1743.9332803436732
1994-10-31,1799.08365267135
1994-11-30,1712.1466770390775
1994-12-30,1723.5069007257914
1995-01-31,1656.5249124220372
1995-02-28,1655.10336621363
1995-03-31,1757.119371605705
1995-04-28,1821.9161426717455
1995-05-31,1803.6300019214614
1995-06-30,1774.326831158583
1995-07-31,1881.7552435384528
1995-08-31,1812.639232814106
1995-09-29,1846.384718845648
1995-10-31,1798.0155538390566
1995-11-30,1848.6791542499307
1995-12-29,1920.9999422544154
1996-01-31,1932.2578997914125
1996-02-29,1937.8751446284532
1996-03-29,1978.9028453189883
1996-04-30,2037.346709659482
1996-05-31,2002.543433919002
1996-06-28,2011.2242740932181
1996-07-31,1952.3336590867368
1996-08-30,1959.7364664978031
1996-09-30,2012.811706677429
1996-10-31,1999.3682155817817
1996-11-29,2081.7972841285005
1996-12-31,2052.9179784040634
1997-01-31,1988.9352183906965
1997-02-28,2019.0750528781225
1997-03-31,2021.1089438284748
1997-04-30,2033.5147923741793
1997-05-30,2167.594797261961
1997-06-30,2283.343056508024
1997-07-31,2325.2923592998427
1997-08-29,2154.029379757286
1997-09-30,2274.9324794562194
1997-10-31,2103.3147159146956
1997-11-28,2079.7819389750584
1997-12-31,2099.572465739115
1998-01-30,2189.062389057996
1998-02-27,2331.6074252509743
1998-03-31,2408.1810859135844
1998-04-30,2426.8805214138065
1998-05-29,2414.254884941843
1998-06-30,2427.0750558771088
1998-07-31,2442.938523789885
1998-08-31,2130.946560083013
1998-09-30,2070.0806323199113
1998-10-30,2285.6059408557744
1998-11-30,2401.40140248219
1998-12-31,2493.5373096088088
1999-01-29,2494.013899547438
1999-02-26,2431.266057413969
1999-03-31,2532.6932184018146
1999-04-30,2641.2949781791217
1999-05-31,2507.8691574025506
1999-06-30,2605.9116005112637
1999-07-30,2680.92273079976
1999-08-31,2688.5426158139444
1999-09-30,2717.570512425785
1999-10-29,2822.5658125088653
1999-11-30,2921.2694589153407
1999-12-31,3189.875398562289
2000-01-31,2996.060623259442
2000-02-29,3080.994321631477
2000-03-31,3207.446544016423
2000-04-28,3041.0753130585013
2000-05-31,2967.387868463733
2000-06-30,3095.6414684774745
2000-07-31,2977.3069982635734
2000-08-31,3016.192721841989
2000-09-29,2859.9317603662817
2000-10-31,2781.977510901157
2000-11-30,2669.884541868468
2000-12-29,2763.358220371166
2001-01-01,2763.358220371166
2001-01-02,2749.6474029997203
2001-01-03,2729.217988725342
2001-01-04,2760.8891864488987
2001-01-05,2765.160325347291
2001-01-08,2751.1022704498196
2001-01-09,2705.1661270650484
2001-01-10,2688.23815320943
2001-01-11,2710.103813405659
2001-01-12,2720.203548768475
2001-01-15,2714.0766628618962
2001-01-16,2700.6976611212626
2001-01-17,2730.276888452008
2001-01-18,2757.4453783565746
2001-01-19,2748.1053084632103
2001-01-22,2751.160430640645
2001-01-23,2754.2824323120767
2001-01-24,2733.2750989839915
2001-01-25,2737.378245586771
2001-01-26,2733.9616435367757
2001-01-29,2737.361026374466
2001-01-30,2748.391317394911
2001-01-31,2768.444281620462
2001-02-01,2775.7140008328843
2001-02-02,2742.0488888339723
2001-02-05,2741.877389086849
2001-02-06,2732.9445070035226
2001-02-07,2707.4439864265664
2001-02-08,2674.7006429826192
2001-02-09,2658.06245416516
2001-02-12,2683.4360233425564
2001-02-13,2667.564704736806
2001-02-14,2641.8748375207924
2001-02-15,2640.452194821194
2001-02-16,2612.1281410286215
2001-02-19,2608.626258346511
2001-02-20,2577.7886603011048
2001-02-21,2557.5988758260823
2001-02-22,2546.4567583130133
2001-02-23,2524.9546360463096
2001-02-26,2544.3347328143554
2001-02-27,2560.1572889069025
2001-02-28,2549.1927513948967
2001-03-01,2543.8798646068512
2001-03-02,2530.754217559296
2001-03-05,2540.4821855471832
2001-03-06,2579.585702313422
2001-03-07,2576.8541493707344
2001-03-08,2574.738423727877
2001-03-09,2552.9348528908304
2001-03-12,2485.1039750829686
2001-03-13,2432.05691664956
2001-03-14,2387.95670542475
2001-03-15,2415.1922664674303
2001-03-16,2353.991864311567
2001-03-19,2351.1349186024163
2001-03-20,2378.961400851703
2001-03-21,2367.2830683607467
2001-03-22,2265.046033746691
2001-03-23,2330.830600301292
2001-03-26,2409.72219974639
2001-03-27,2445.681549774631
2001-03-28,2413.252369535468
2001-03-29,2375.6610429698167
2001-03-30,2376.3458736857215
2001-04-02,2358.3519579937124
2001-04-03,2327.2643384580297
2001-04-04,2366.166677077923
2001-04-05,2403.2279793260104
2001-04-06,2407.994796807926
2001-04-09,2409.7729813567435
2001-04-10,2425.2075390121067
2001-04-11,2433.7397590881806
2001-04-12,2459.5703696439027
2001-04-13,2457.2145684584707
2001-04-16,2436.189676704485
2001-04-17,2424.782438547409
2001-04-18,2478.298239389855
2001-04-19,2517.172865949289
2001-04-20,2518.376189553102
2001-04-23,2497.280755360504
2001-04-24,2493.118782229015
2001-04-25,2501.273338353562
2001-04-26,2525.6016814148616
2001-04-27,2532.925361203601
2001-04-30,2541.67362561042
2001-05-01,2572.1324933270694
2001-05-02,2573.199157214471
2001-05-03,2547.7467889529867
2001-05-04,2560.494755866968
2001-05-07,2568.5568539504584
2001-05-08,2542.8168161217664
2001-05-09,2523.430845577491
2001-05-10,2547.63871273369
2001-05-11,2526.960389012783
2001-05-14,2482.9776538004835
2001-05-15,2513.9771605025076
2001-05-16,2516.646212410159
2001-05-17,2542.397273696658
2001-05-18,2539.8818567812664
2001-05-21,2558.42356733942
2001-05-22,2555.674572779173
2001-05-23,2539.5094444984247
2001-05-24,2532.117938359027
2001-05-25,2516.0742379792696
2001-05-28,2517.091935615067
2001-05-29,2504.3832932276528
2001-05-30,2472.4871136043953
2001-05-31,2458.008697385148
2001-06-01,2454.297871871636
2001-06-04,2462.6873754541202
2001-06-05,2476.267622770733
2001-06-06,2462.352904263463
2001-06-07,2468.906201119134
2001-06-08,2461.6354486070445
2001-06-11,2424.9998687345405
2001-06-12,2390.0242065087373
2001-06-13,2406.7185793600643
2001-06-14,2399.296300693468
2001-06-15,2383.261945532774
2001-06-18,2360.4905789013937
2001-06-19,2357.047187794089
2001-06-20,2340.044483305374
2001-06-21,2351.772944877439
2001-06-22,2364.736474328817
2001-06-25,2370.0712413166125
2001-06-26,2347.5353231446943
2001-06-27,2339.4912523270664
2001-06-28,2333.1498785095546
2001-06-29,2357.7675198569314
2001-07-02,2376.8381366533135
2001-07-03,2361.454248948895
2001-07-04,2344.46876493285
2001-07-05,2309.70406101768
2001-07-06,2273.8171754839223
2001-07-09,2277.7923248915895
2001-07-10,2284.6698770956345
2001-07-11,2268.2853460890556
2001-07-12,2285.27799806487
2001-07-13,2288.7901058421135
2001-07-16,2283.6312310179173
2001-07-17,2257.78849385949
2001-07-18,2263.8398970694902
2001-07-19,2286.2200587732295
2001-07-20,2279.7241403451076
2001-07-23,2259.6423560848534
2001-07-24,2254.5733235937128
2001-07-25,2248.498633563715
2001-07-26,2255.1977595709614
2001-07-27,2276.8790287591896
2001-07-30,2285.4827852317117
2001-07-31,2316.363166491281
2001-08-01,2335.4345413075857
2001-08-02,2357.690226595039
2001-08-03,2342.5391802450995
2001-08-06,2332.878092887874
2001-08-07,2333.154027597184
2001-08-08,2310.2702540104915
2001-08-09,2286.540822992402
2001-08-10,2288.190322221121
2001-08-13,2292.1377915179305
2001-08-14,2325.589878507523
2001-08-15,2345.36115873565
2001-08-16,2321.5754487867366
2001-08-17,2300.2158719610825
2001-08-20,2285.611631867098
2001-08-21,2306.917224729947
2001-08-22,2322.377600491682
2001-08-23,2306.1951753125645
2001-08-24,2329.8476521464922
2001-08-27,2330.9874576323796
2001-08-28,2307.4285817425553
2001-08-29,2298.1634577964314
2001-08-30,2256.339424388538
2001-08-31,2254.505017211204
2001-09-03,2223.0062190247413
2001-09-04,2231.8697469637273
2001-09-05,2195.924013841178
2001-09-06,2163.6201629185825
2001-09-07,2143.881363598165
2001-09-10,2109.4222721817073
2001-09-11,2041.80893577077
2001-09-12,2021.6386768888544
2001-09-13,2046.361582424738
2001-09-14,2008.4383902242291
2001-09-17,2012.6215969705959
2001-09-18,2005.6987898668797
2001-09-19,1997.4244109747665
2001-09-20,1935.4789720618637
2001-09-21,1868.5934317194267
2001-09-24,1932.1104021471322
2001-09-25,1964.967370333303
2001-09-26,1972.192553246264
2001-09-27,1985.057244529041
2001-09-28,2026.9698351953543
2001-10-01,2011.5911834536096
2001-10-02,2032.6522965963957
2001-10-03,2035.9999872911492
2001-10-04,2084.5582933070414
2001-10-05,2087.174897560794
2001-10-08,2086.2342820055205
2001-10-09,2070.4292915366495
2001-10-10,2088.4349954939917
2001-10-11,2107.417308077418
2001-10-12,2115.287242753981
2001-10-15,2084.6063003667473
2001-10-16,2101.932139602296
2001-10-17,2134.077960088785
2001-10-18,2093.992030670674
2001-10-19,2064.3457459981355
2001-10-22,2075.0391438298852
2001-10-23,2111.722713897156
2001-10-24,2122.2336181172855
2001-10-25,2106.360761918076
2001-10-26,2128.7634098029093
2001-10-29,2107.251215453767
2001-10-30,2073.273880013675
2001-10-31,2076.6177538838247
2001-11-01,2098.499473099224
2001-11-02,2100.4509930187764
2001-11-05,2125.8079509973822
2001-11-06,2135.397467140555
2001-11-07,2137.688775767938
2001-11-08,2161.1900564634325
2001-11-09,2145.463916278614
2001-11-12,2111.264929482464
2001-11-13,2129.1919643750516
2001-11-14,2133.880865571034
2001-11-15,2143.4049926311504
2001-11-16,2161.29100666079
2001-11-19,2176.141902080856
2001-11-20,2163.4651993678076
2001-11-21,2150.19801926992
2001-11-22,2165.496954035068
2001-11-23,2153.2659468312504
2001-11-26,2166.7489910403738
2001-11-27,2153.4817577306217
2001-11-28,2131.7593149034647
2001-11-29,2132.318758318695
2001-11-30,2158.238641734847
2001-12-03,2129.520841719249
2001-12-04,2149.992589016309
2001-12-05,2201.8106984560327
2001-12-06,2215.3163823443674
2001-12-07,2192.519923776502
2001-12-10,2153.123217500992
2001-12-11,2150.226863837447
2001-12-12,2158.3816244494974
2001-12-13,2122.707238688931
2001-12-14,2113.1805237628428
2001-12-17,2142.816149905649
2001-12-18,2142.957033871991
2001-12-19,2125.576774515255
2001-12-20,2116.9123613981174
2001-12-21,2121.0440462428105
2001-12-24,2111.1393296176384
2001-12-25,2109.5859639649066
2001-12-26,2108.7342148947455
2001-12-27,2148.99141016805
2001-12-28,2160.915969777629
2001-12-31,2172.0787155038292
2002-01-01,2172.0787155038292
2002-01-02,2170.6442386086555
2002-01-03,2196.156939822203
2002-01-04,2206.119716208716
2002-01-07,2190.7860881657894
2002-01-08,2162.2182568848266
2002-01-09,2155.814409789635
2002-01-10,2139.7162455169523
2002-01-11,2141.812524152296
2002-01-14,2115.308002494632
2002-01-15,2114.801224646824
2002-01-16,2086.7032700706213
2002-01-17,2096.9083402645065
2002-01-18,2100.7987277918833
2002-01-21,2093.3176377183554
2002-01-22,2080.4318005414066
2002-01-23,2087.928915890789
2002-01-24,2102.5816160492204
2002-01-25,2079.5782866522622
2002-01-28,2091.8932242348974
2002-01-29,2064.6749272083757
2002-01-30,2040.2221256244213
2002-01-31,2061.597239105022
2002-02-01,2057.635473849841
2002-02-04,2045.9618730993977
2002-02-05,2014.7339730957872
2002-02-06,1999.3238861428688
2002-02-07,2019.0130659530168
2002-02-08,2026.872488158219
2002-02-11,2053.7049938764076
2002-02-12,2059.3340429636687
2002-02-13,2067.28667741591
2002-02-14,2083.567734838976
2002-02-15,2074.3435865509323
2002-02-18,2062.724521090995
2002-02-19,2027.4546046325784
2002-02-20,2012.019592354602
2002-02-21,2035.2291075890103
2002-02-22,2031.6839711183961
2002-02-25,2042.0598456668622
2002-02-26,2045.719846310097
2002-02-27,2070.0557933735904
2002-02-28,2074.166594857165
2002-03-01,2098.8188536054713
2002-03-04,2164.6768290596115
2002-03-05,2156.97526911472
2002-03-06,2174.3606454517876
2002-03-07,2216.6784178369817
2002-03-08,2217.373690419336
2002-03-11,2216.450393254059
2002-03-12,2183.423430996552
2002-03-13,2175.816912773317
2002-03-14,2195.0430718343905
2002-03-15,2213.424057974117
2002-03-18,2208.210318819702
2002-03-19,2225.2916570915536
2002-03-20,2208.3097668749474
2002-03-21,2197.218094232131
2002-03-22,2189.0075248334906
2002-03-25,2169.703906295755
2002-03-26,2170.2695027558825
2002-03-27,2172.8066573820665
2002-03-28,2193.984719807015
2002-03-29,2184.4210761039153
2002-04-01,2193.8051390057067
2002-04-02,2192.986386077593
2002-04-03,2196.562642946805
2002-04-04,2187.745797021075
2002-04-05,2183.605148423677
2002-04-08,2155.5030285524435
2002-04-09,2153.221415920337
2002-04-10,2175.1874729666
2002-04-11,2151.8408044364587
2002-04-12,2147.12137715997
2002-04-15,2166.3296976388656
2002-04-16,2202.0491563357173
2002-04-17,2220.7423994464107
2002-04-18,2219.3866599231405
2002-04-19,2217.0926841156383
2002-04-22,2212.2903811041024
2002-04-23,2207.5903850688183
2002-04-24,2205.4154045455043
2002-04-25,2205.4923977487024
2002-04-26,2194.683345257609
2002-04-29,2191.593941113094
2002-04-30,2197.3203856440473
2002-05-01,2207.476684333845
2002-05-02,2200.988947849607
2002-05-03,2210.286320744196
2002-05-06,2206.0284596115
2002-05-07,2177.1247918448717
2002-05-08,2207.338308225313
2002-05-09,2204.910329425085
2002-05-10,2196.0302726201453
2002-05-13,2202.868909713543
2002-05-14,2202.5014280238233
2002-05-15,2231.8806222907015
2002-05-16,2236.71827495626
2002-05-17,2257.9110690729563
2002-05-20,2253.018589135616
2002-05-21,2248.0402378266426
2002-05-22,2246.291454637434
2002-05-23,2239.026102473054
2002-05-24,2244.3990605991958
2002-05-27,2238.2007997400565
2002-05-28,2238.893481229005
2002-05-29,2236.0645125333476
2002-05-30,2226.0796605906185
2002-05-31,2226.11363534379
2002-06-03,2225.9621902576814
2002-06-04,2198.685367486776
2002-06-05,2176.3952574846658
2002-06-06,2179.8057543206883
2002-06-07,2156.610770908677
2002-06-10,2154.734487868009
2002-06-11,2163.4723937139756
2002-06-12,2134.1721077948177
2002-06-13,2108.6696140441536
2002-06-14,2066.4193931316245
2002-06-17,2095.113548027233
2002-06-18,2101.482115033224
2002-06-19,2076.442641630531
2002-06-20,2066.0752712115304
2002-06-21,2065.012340714246
2002-06-24,2046.2317066028893
2002-06-25,2068.30236832304
2002-06-26,2057.052476758226
2002-06-27,2071.0011842762024
2002-06-28,2135.563433351417
2002-07-01,2139.0385192093386
2002-07-02,2091.442930384713
2002-07-03,2052.620149112971
2002-07-04,2073.238342860443
2002-07-05,2124.946818425107
2002-07-08,2141.521388922213
2002-07-09,2143.841447753261
2002-07-10,2083.006967503207
2002-07-11,2025.648420857501
2002-07-12,2028.8941927662975
2002-07-15,1972.7697331246552
2002-07-16,1969.1959961352666
2002-07-17,2005.2772795032201
2002-07-18,2033.8026895429919
2002-07-19,1969.1382242577142
2002-07-22,1890.6727614469232
2002-07-23,1845.136567809662
2002-07-24,1824.5124073684467
2002-07-25,1870.526185168109
2002-07-26,1848.6045237779235
2002-07-29,1909.0033565744639
2002-07-30,1927.0305107008353
2002-07-31,1923.2633774591602
2002-08-01,1870.2220630916686
2002-08-02,1870.0606956724962
2002-08-05,1830.4773573872226
2002-08-06,1837.6489633282556
2002-08-07,1849.169023690354
2002-08-08,1892.7156430240755
2002-08-09,1926.6762769022807
2002-08-12,1900.262067738326
2002-08-13,1911.3529626888771
2002-08-14,1901.1639974816421
2002-08-15,1933.9476234366998
2002-08-16,1944.9363901931667
2002-08-19,1961.438999154394
2002-08-20,1941.135109182125
2002-08-21,1962.8826439738548
2002-08-22,1982.6775794261682
2002-08-23,1965.1090208584103
2002-08-26,1963.742628376403
2002-08-27,1993.1687841629023
2002-08-28,1937.6865530284754
2002-08-29,1913.2377861752657
2002-08-30,1920.2786132103543
2002-09-02,1899.586307913187
2002-09-03,1852.6052887497456
2002-09-04,1843.6750156202643
2002-09-05,1840.817323529982
2002-09-06,1864.5157459740499
2002-09-09,1850.9344617799582
2002-09-10,1872.2739236358448
2002-09-11,1894.9729276857636
2002-09-12,1856.8834039548542
2002-09-13,1826.88099370606
2002-09-16,1812.7808085007925
2002-09-17,1807.819231176707
2002-09-18,1772.786395112757
2002-09-19,1764.8904546688655
2002-09-20,1752.5939929243393
2002-09-23,1710.073443990946
2002-09-24,1685.108678079502
2002-09-25,1696.312558698303
2002-09-26,1751.507813141799
2002-09-27,1758.1450540060184
2002-09-30,1716.6175621474467
2002-10-01,1719.6019708706965
2002-10-02,1744.3163443680708
2002-10-03,1726.2347363490057
2002-10-04,1699.0884886304304
2002-10-07,1666.3153934006064
2002-10-08,1645.8316573278057
2002-10-09,1637.9921367169409
2002-10-10,1657.9039346500897
2002-10-11,1719.79358515419
2002-10-14,1710.7701544063946
2002-10-15,1788.7337101456926
2002-10-16,1772.725502199895
2002-10-17,1802.9631960075176
2002-10-18,1800.244072285349
2002-10-21,1803.5314633891896
2002-10-22,1783.6372570190476
2002-10-23,1752.9859830686462
2002-10-24,1777.675991403998
2002-10-25,1781.5221046137601
2002-10-28,1804.2067671577192
2002-10-29,1754.9003940173977
2002-10-30,1783.8130027208888
2002-10-31,1806.790072640051
2002-11-01,1802.1496849071596
2002-11-04,1845.5699402675832
2002-11-05,1865.6993381220752
2002-11-06,1849.7359691835304
2002-11-07,1839.3420826088736
2002-11-08,1825.7862539666223
2002-11-11,1803.10884069851
2002-11-12,1818.8294367133503
2002-11-13,1803.73793829607
2002-11-14,1817.7335825625773
2002-11-15,1838.3983925630175
2002-11-18,1843.741615892874
2002-11-19,1837.2310054145557
2002-11-20,1829.6034200121255
2002-11-21,1874.3643111026288
2002-11-22,1879.7919789289292
2002-11-25,1869.404109534111
2002-11-26,1842.1818194355114
2002-11-27,1867.3131184859803
2002-11-28,1893.8342545584155
2002-11-29,1889.9721422146415
2002-12-02,1885.516225079453
2002-12-03,1861.1429593833645
2002-12-04,1848.1821984365013
2002-12-05,1828.8497514251012
2002-12-06,1834.2752682505688
2002-12-09,1805.214314238686
2002-12-10,1810.9418386572895
2002-12-11,1821.1387468407738
2002-12-12,1814.0251047203517
2002-12-13,1804.7683343862566
2002-12-16,1831.556940517944
2002-12-17,1828.1672800105066
2002-12-18,1792.1669539406405
2002-12-19,1791.1329477112836
2002-12-20,1804.3805665692885
2002-12-23,1810.7488896807579
2002-12-24,1819.32933055992
2002-12-25,1818.1439733960913
2002-12-26,1826.0300653275865
2002-12-27,1797.13490480453
2002-12-30,1815.9141914725224
2002-12-31,1828.8899730017747
2003-01-01,1828.8899730017747
2003-01-02,1851.305850398583
2003-01-03,1865.6217277912697
2003-01-06,1891.5906407981433
2003-01-07,1868.3765533810304
2003-01-08,1838.0914161832065
2003-01-09,1858.485393045378
2003-01-10,1869.2582257165736
2003-01-13,1873.8323181733426
2003-01-14,1889.5290953083422
2003-01-15,1876.0257895997916
2003-01-16,1873.8458674575836
2003-01-17,1855.4307229931374
2003-01-20,1834.478377809718
2003-01-21,1824.589853871037
2003-01-22,1801.7346966570537
2003-01-23,1808.6186726363826
2003-01-24,1799.564484439264
2003-01-27,1749.2548938224766
2003-01-28,1746.7957913797848
2003-01-29,1749.8859966848947
2003-01-30,1763.0820722678388
2003-01-31,1759.205371333528
2003-02-03,1784.7081923001674
2003-02-04,1764.7910879741123
2003-02-05,1781.2356058483294
2003-02-06,1751.6053718025407
2003-02-07,1738.0661443623828
2003-02-10,1724.2340742543843
2003-02-11,1743.3175521277708
2003-02-12,1730.6674938206584
2003-02-13,1732.7232644808137
2003-02-14,1748.5974310392621
2003-02-17,1769.0392595226674
2003-02-18,1776.513871071454
2003-02-19,1756.3793142882912
2003-02-20,1756.4991350713692
2003-02-21,1760.7061900647316
2003-02-24,1747.2716616455336
2003-02-25,1703.0444286392153
2003-02-26,1701.1782935619954
2003-02-27,1703.4312391150465
2003-02-28,1724.5271279682597
2003-03-03,1740.5105763771617
2003-03-04,1720.6961462413672
2003-03-05,1716.1304909569137
2003-03-06,1701.4794547517165
2003-03-07,1678.0495396091228
2003-03-10,1647.4477323942444
2003-03-11,1638.330433402629
2003-03-12,1602.5031267078216
2003-03-13,1642.3584057016042
2003-03-14,1680.8323008434886
2003-03-17,1706.846048880479
2003-03-18,1710.6190056565763
2003-03-19,1723.752921155671
2003-03-20,1728.8027602334566
2003-03-21,1755.1794956600172
2003-03-24,1728.8117207414496
