Date,MSCI Emerging Markets Top 100 Select Index
1997-01-01,1030.089416529096
1997-01-02,1024.342568945539
1997-01-03,1028.4177946068091
1997-01-06,1039.0728559332597
1997-01-07,1053.448656807182
1997-01-08,1065.8358737548283
1997-01-09,1066.2494042300625
1997-01-10,1067.7216487163291
1997-01-13,1063.377367102248
1997-01-14,1066.8906317656176
1997-01-15,1076.1558127140997
1997-01-16,1073.7549897680155
1997-01-17,1082.4712929444534
1997-01-20,1088.21768077294
1997-01-21,1085.9251084415152
1997-01-22,1089.8716082942672
1997-01-23,1092.325937978801
1997-01-24,1086.9592410638431
1997-01-27,1086.0071734382045
1997-01-28,1086.9922897452175
1997-01-29,1073.104624494698
1997-01-30,1075.2363613543243
1997-01-31,1080.3122843535705
1997-02-03,1085.1024461448806
1997-02-04,1088.6044284495083
1997-02-05,1095.363904526213
1997-02-06,1098.65886836249
1997-02-07,1107.4306661267703
1997-02-10,1112.282217410759
1997-02-11,1114.715099940224
1997-02-12,1129.7384668543318
1997-02-13,1129.510820539985
1997-02-14,1125.800243572971
1997-02-17,1130.5632668597948
1997-02-18,1130.857183533847
1997-02-19,1133.5670126079203
1997-02-20,1132.5695075665824
1997-02-21,1132.3927573121573
1997-02-24,1143.4517048569712
1997-02-25,1150.0512953293683
1997-02-26,1140.0487787242373
1997-02-27,1128.2020535732956
1997-02-28,1132.9892171502224
1997-03-03,1131.8469089814491
1997-03-04,1128.1144522020813
1997-03-05,1127.2843705559478
1997-03-06,1128.6365269398868
1997-03-07,1133.3544104699897
1997-03-10,1142.0096661258287
1997-03-11,1150.9378695145226
1997-03-12,1140.6751612774906
1997-03-13,1138.6169817373466
1997-03-14,1137.3646387641525
1997-03-17,1131.746266038593
1997-03-18,1128.478839480738
1997-03-19,1131.854290181012
1997-03-20,1132.1952653499477
1997-03-21,1123.5857009876652
1997-03-24,1121.3417036094268
1997-03-25,1124.0461552647166
1997-03-26,1122.12953303959
1997-03-27,1124.4271885454482
1997-03-28,1121.8573410928782
1997-03-31,1106.9517751650899
1997-04-01,1101.3536802408075
1997-04-02,1104.3766561533978
1997-04-03,1101.4397757884294
1997-04-04,1112.2212983785355
1997-04-07,1121.6685713483992
1997-04-08,1122.6353104373673
1997-04-09,1129.8712334141874
1997-04-10,1123.8987348901774
1997-04-11,1113.1178646648316
1997-04-14,1101.7904885977239
1997-04-15,1102.6644451314003
1997-04-16,1105.752978643106
1997-04-17,1100.4895483387422
1997-04-18,1097.824481664398
1997-04-21,1102.3590897989302
1997-04-22,1105.7483834157329
1997-04-23,1112.3819716926198
1997-04-24,1113.257949130755
1997-04-25,1108.3917867538528
1997-04-28,1104.9985820016514
1997-04-29,1101.2898318600296
1997-04-30,1109.6799544548553
1997-05-01,1107.7402539197346
1997-05-02,1112.8696173972323
1997-05-05,1112.9192619182875
1997-05-06,1118.6762439980014
1997-05-07,1120.7249452225317
1997-05-08,1125.6406585024988
1997-05-09,1128.193546722557
1997-05-12,1124.2628402205585
1997-05-13,1123.024465434469
1997-05-14,1111.8314591648252
1997-05-15,1102.9154386845637
1997-05-16,1109.4553756984594
1997-05-19,1110.1522322947512
1997-05-20,1114.865490070832
1997-05-21,1119.346325252896
1997-05-22,1119.4548604742197
1997-05-23,1119.434667784461
1997-05-26,1124.8846494009356
1997-05-27,1125.2746487276481
1997-05-28,1129.3388831007424
1997-05-29,1136.3240613013422
1997-05-30,1141.386575698298
1997-06-02,1150.7214601058222
1997-06-03,1152.3039294448238
1997-06-04,1152.176933818218
1997-06-05,1149.5037062534745
1997-06-06,1160.9284746391463
1997-06-09,1163.829923668528
1997-06-10,1162.718627654757
1997-06-11,1166.7703209247563
1997-06-12,1178.3566765215771
1997-06-13,1176.9845990057806
1997-06-16,1188.091562397011
1997-06-17,1192.375045422855
1997-06-18,1199.2459705614033
1997-06-19,1202.1451843853743
1997-06-20,1210.305207998235
1997-06-23,1215.7328264393436
1997-06-24,1220.737900165015
1997-06-25,1227.9479740384093
1997-06-26,1222.3601169864407
1997-06-27,1222.7834765933583
1997-06-30,1219.0744983107488
1997-07-01,1232.984143415754
1997-07-02,1241.9733289562312
1997-07-03,1245.6731056428334
1997-07-04,1254.2146870965448
1997-07-07,1255.1577806036917
1997-07-08,1266.0992871012825
1997-07-09,1265.03930400094
1997-07-10,1266.053357187541
1997-07-11,1253.171987388353
1997-07-14,1236.5629915444658
1997-07-15,1204.0350043598412
1997-07-16,1226.120013510722
1997-07-17,1205.8951455344395
1997-07-18,1185.5231569751643
1997-07-21,1186.8056434721163
1997-07-22,1207.555052951538
1997-07-23,1217.4685772347464
1997-07-24,1227.715410163152
1997-07-25,1233.4883415171153
1997-07-28,1244.9312752329954
1997-07-29,1249.577359301847
1997-07-30,1249.0559637029219
1997-07-31,1243.3453534574294
1997-08-01,1218.4085589880508
1997-08-04,1212.110758011779
1997-08-05,1200.663788303627
1997-08-06,1217.772671373287
1997-08-07,1200.90420386976
1997-08-08,1189.3818957831807
1997-08-11,1172.7944290946398
1997-08-12,1165.8031185031998
1997-08-13,1161.532103015178
1997-08-14,1154.8187808154266
1997-08-15,1129.9925691522778
1997-08-18,1114.598607525023
1997-08-19,1120.889354717455
1997-08-20,1127.5617736442764
1997-08-21,1135.2556980852376
1997-08-22,1125.0086863898578
1997-08-25,1123.3610591565216
1997-08-26,1120.827923571735
1997-08-27,1118.5354165320414
1997-08-28,1083.1457056816073
1997-08-29,1052.4801378435245
1997-09-01,1027.9329170429103
1997-09-02,1049.0518152464565
1997-09-03,1055.9260920769268
1997-09-04,1056.2145934911125
1997-09-05,1100.6338654402232
1997-09-08,1105.829102310964
1997-09-09,1105.1414940329635
1997-09-10,1081.864858153758
1997-09-11,1058.1880961249171
1997-09-12,1068.6681773243927
1997-09-15,1052.1915796803082
1997-09-16,1056.5751425439164
1997-09-17,1074.1398043178624
1997-09-18,1078.8416335430593
1997-09-19,1082.2265884651624
1997-09-22,1076.9309525450103
1997-09-23,1071.6696805853192
1997-09-24,1070.679409110913
1997-09-25,1064.8621586824313
1997-09-26,1068.9838929626096
1997-09-29,1072.5620090697125
1997-09-30,1078.8366184290114
1997-10-01,1079.7128532864283
1997-10-02,1086.4292876215627
1997-10-03,1085.511807341367
1997-10-06,1082.1281029108375
1997-10-07,1080.776857317699
1997-10-08,1086.7755463975946
1997-10-09,1096.9448061482005
1997-10-10,1103.3075569454377
1997-10-13,1102.1061374053854
1997-10-14,1108.4073638582915
1997-10-15,1095.211011893478
1997-10-16,1081.7541769917132
1997-10-17,1066.7651881553788
1997-10-20,1053.5163681574625
1997-10-21,1072.1558892384573
1997-10-22,1064.5504795517468
1997-10-23,1014.9809301875562
1997-10-24,990.8264787656954
1997-10-27,893.4186307544701
1997-10-28,887.7189742286397
1997-10-29,891.2254457791986
1997-10-30,852.9775685451691
1997-10-31,864.8387598456916
1997-11-03,928.8811374287113
1997-11-04,941.1790735766498
1997-11-05,938.5817057205202
1997-11-06,922.1132107603574
1997-11-07,879.0105225549281
1997-11-10,879.9485410847128
1997-11-11,873.7789677913238
1997-11-12,833.8044955201342
1997-11-13,837.494982391838
1997-11-14,854.2852406627658
1997-11-17,868.5130863223097
1997-11-18,852.8391869037425
1997-11-19,854.6737182113388
1997-11-20,835.4879338817175
1997-11-21,860.0637631389235
1997-11-24,846.4400631333307
1997-11-25,842.2458706845896
1997-11-26,847.8960820736505
1997-11-27,865.2141796523214
1997-11-28,855.5181214575421
1997-12-01,853.8172173093418
1997-12-02,871.4158922662016
1997-12-03,876.313258800643
1997-12-04,888.9050852873993
1997-12-05,890.9793011121939
1997-12-08,911.3254909667129
1997-12-09,897.4230748249938
1997-12-10,882.3200771510129
1997-12-11,849.6765707340902
1997-12-12,849.0585057448915
1997-12-15,867.9703228854302
1997-12-16,875.7483415495973
1997-12-17,893.1934849691172
1997-12-18,883.4268431940942
1997-12-19,858.5732464679188
1997-12-22,868.9315370830433
1997-12-23,867.6791008022323
1997-12-24,870.587195918087
1997-12-25,870.587195918087
1997-12-26,881.3164164672627
1997-12-29,895.6801170060772
1997-12-30,911.8726786749087
1997-12-31,913.5838241855637
1998-01-01,913.5838241855637
1998-01-02,914.7244668390865
1998-01-05,908.3739366205559
1998-01-06,876.4950790340982
1998-01-07,857.8657622866672
1998-01-08,831.9136463591586
1998-01-09,797.6055412738411
1998-01-12,774.2604490067273
1998-01-13,792.9168589194097
1998-01-14,804.0216054581462
1998-01-15,790.9643553276794
1998-01-16,813.4350984707343
1998-01-19,834.7860590169662
1998-01-20,828.8871850461248
1998-01-21,820.4131193147113
1998-01-22,816.6132066227385
1998-01-23,803.4466712150274
1998-01-26,804.872983186803
1998-01-27,812.0312981238707
1998-01-28,813.6174312671396
1998-01-29,814.8869567012359
1998-01-30,827.1042554316472
1998-02-02,854.5656912062927
1998-02-03,874.6753939983461
1998-02-04,866.7122046406688
1998-02-05,879.1156487325634
1998-02-06,882.6295563356562
1998-02-09,889.8394201069427
1998-02-10,897.2876244329476
1998-02-11,906.6585605307132
1998-02-12,890.1772051567917
1998-02-13,882.0257764017308
1998-02-16,874.1633614101669
1998-02-17,885.8618452256142
1998-02-18,887.2949660666999
1998-02-19,894.6359871286282
1998-02-20,895.5239101357917
1998-02-23,891.5517100932772
1998-02-24,893.8954335517822
1998-02-25,902.8334309793945
1998-02-26,915.1998938347488
1998-02-27,924.6080969544149
1998-03-02,940.2104212131158
1998-03-03,931.334071685738
1998-03-04,921.5747836898686
1998-03-05,904.1309779954468
1998-03-06,916.4880959913783
1998-03-09,913.04651108661
1998-03-10,920.7125786297489
1998-03-11,930.826953337555
1998-03-12,933.5220422553492
1998-03-13,944.5935460969275
1998-03-16,944.3383324164262
1998-03-17,945.4615025868812
1998-03-18,943.4178550374254
1998-03-19,949.5450044108346
1998-03-20,955.8000183861536
1998-03-23,965.4601132344044
1998-03-24,960.6589535782017
1998-03-25,961.7934445907483
1998-03-26,963.1512071614717
1998-03-27,969.1313732066808
1998-03-30,961.9465987445291
1998-03-31,963.6558898214936
1998-04-01,960.8206257511935
1998-04-02,959.0114695138788
1998-04-03,947.298000194816
1998-04-06,960.0844177774574
1998-04-07,955.9020366519346
1998-04-08,958.2004642765454
1998-04-09,959.0195492467176
1998-04-10,958.0274181142687
1998-04-13,955.5215660115712
1998-04-14,961.9020536282028
1998-04-15,967.4590094188479
1998-04-16,958.3366515035029
1998-04-17,954.3806203746444
1998-04-20,958.4154261345182
1998-04-21,956.9687386943692
1998-04-22,951.2434230679332
1998-04-23,946.3172786321771
1998-04-24,946.7515670819909
1998-04-27,917.5576218067147
1998-04-28,924.8141610736561
1998-04-29,930.1966999278781
1998-04-30,940.215092171631
1998-05-01,941.6747495336978
1998-05-04,939.8608487715691
1998-05-05,932.846709377271
1998-05-06,911.3916786330825
1998-05-07,905.8376351507634
1998-05-08,906.841403542765
1998-05-11,898.9608670400413
1998-05-12,876.6327598812177
1998-05-13,866.275620495274
1998-05-14,864.2971806198227
1998-05-15,870.9705500008301
1998-05-18,835.8627485747705
1998-05-19,842.124890863153
1998-05-20,842.9282004915394
1998-05-21,844.9600669688236
1998-05-22,840.0728882322624
1998-05-25,821.8987796269203
1998-05-26,794.726126675862
1998-05-27,785.4916459387857
1998-05-28,796.3823973302375
1998-05-29,793.563956473766
1998-06-01,763.1009838538835
1998-06-02,789.2347881710044
1998-06-03,790.7173077443219
1998-06-04,795.6278853900169
1998-06-05,796.9293765043201
1998-06-08,793.734082409211
1998-06-09,784.7507716201234
1998-06-10,750.7786884084886
1998-06-11,738.7570455136503
1998-06-12,722.6981411531649
1998-06-15,693.6298493363786
1998-06-16,700.7674559170755
1998-06-17,741.7162923282855
1998-06-18,734.3929301971169
1998-06-19,734.6442571176855
1998-06-22,720.4678489657206
1998-06-23,734.3141345507046
1998-06-24,738.2979413918636
1998-06-25,720.0772070380162
1998-06-26,701.4449784290199
1998-06-29,694.7025448139942
1998-06-30,704.1412274290989
1998-07-01,713.7132718311102
1998-07-02,714.0331050437396
1998-07-03,718.2990123174478
1998-07-06,714.2153337042283
1998-07-07,730.5954157509873
1998-07-08,732.0846338731182
1998-07-09,726.9430924156162
1998-07-10,722.5187714429707
1998-07-13,734.1474732692424
1998-07-14,753.9007866859494
1998-07-15,759.8463909413305
1998-07-16,765.9261418393506
1998-07-17,778.4224206385027
1998-07-20,775.2756086141993
1998-07-21,761.2178013275075
1998-07-22,750.543751361238
1998-07-23,736.2734934610025
1998-07-24,732.4094509160915
1998-07-27,721.3395889136519
1998-07-28,711.6062971111663
1998-07-29,716.2731275698022
1998-07-30,730.3720121665609
1998-07-31,720.7722567263122
1998-08-03,706.0935488120743
1998-08-04,693.4594977500019
1998-08-05,685.085099350515
1998-08-06,672.9263634461283
1998-08-07,654.8205374393032
1998-08-10,637.4045145358871
1998-08-11,608.0024421878002
1998-08-12,595.9876974098016
1998-08-13,597.9355785572553
1998-08-14,606.4971290514371
1998-08-17,594.3794242216986
1998-08-18,598.4796136112961
1998-08-19,597.1252240171824
1998-08-20,577.5190808503824
1998-08-21,553.4966120408073
1998-08-24,546.1096993573107
1998-08-25,544.7343759740064
1998-08-26,517.6841296917664
1998-08-27,479.83422613465905
1998-08-28,485.7710781348605
1998-08-31,470.84940426775415
1998-09-01,478.3668061334944
1998-09-02,494.36323690490025
1998-09-03,472.8810199688616
1998-09-04,467.6411332919115
1998-09-07,488.69113108286
1998-09-08,486.23316411274357
1998-09-09,479.48437694780756
1998-09-10,448.02564709274765
1998-09-11,459.20273888258527
1998-09-14,477.63001273094824
1998-09-15,516.4616463922767
