Date,EUROPE ex UK
2001-01-17,3176.557627779051
2001-01-18,3215.84700283117
2001-01-19,3171.493848362297
2001-01-22,3176.6472211892724
2001-01-23,3182.230348613077
2001-01-24,3151.9492688738083
2001-01-25,3155.9031206611744
2001-01-26,3149.7209131226255
2001-01-29,3140.065494150366
2001-01-30,3158.1670674532324
2001-01-31,3204.3719170108593
2001-02-01,3198.5837992956926
2001-02-02,3148.499558412106
2001-02-05,3162.791379007324
2001-02-06,3158.4296706590017
2001-02-07,3120.270431615753
2001-02-08,3079.4209232777694
2001-02-09,3052.815061818171
2001-02-12,3090.130104379937
2001-02-13,3057.23413565417
2001-02-14,2999.4810710320826
2001-02-15,2991.02912024217
2001-02-16,2975.4763930548556
2001-02-19,2988.4823579539966
2001-02-20,2933.4271762733815
2001-02-21,2908.487363429165
2001-02-22,2863.4081765407836
2001-02-23,2809.4193499677567
2001-02-26,2856.8961850421615
2001-02-27,2897.777295371918
2001-02-28,2894.2686170190655
2001-03-01,2889.6695766256266
2001-03-02,2906.886634097745
2001-03-05,2917.565853810239
2001-03-06,2963.261406057958
2001-03-07,2957.474912623332
2001-03-08,2946.2840692850905
2001-03-09,2916.9240606050002
2001-03-12,2832.544080887211
2001-03-13,2770.701360267551
2001-03-14,2709.4664043379753
2001-03-15,2734.2170220539947
2001-03-16,2641.7843975470278
2001-03-19,2625.386016187635
2001-03-20,2680.5289417743934
2001-03-21,2608.7166433160064
2001-03-22,2456.626508305954
2001-03-23,2548.273458113522
2001-03-26,2641.3739084682106
2001-03-27,2698.080106939096
2001-03-28,2635.220223845708
2001-03-29,2618.5273334724043
2001-03-30,2641.975448178652
2001-04-02,2624.682618045623
2001-04-03,2554.5035102244706
2001-04-04,2610.2483756599254
2001-04-05,2659.9844144885355
2001-04-06,2661.315893281823
2001-04-09,2698.2356282394526
2001-04-10,2722.992336002314
2001-04-11,2719.8208257018982
2001-04-12,2748.8143532106483
2001-04-13,2748.8143532106483
2001-04-16,2721.266484885244
2001-04-17,2696.781880203576
2001-04-18,2747.1790652730665
2001-04-19,2792.5475621165924
2001-04-20,2804.617869650797
2001-04-23,2759.3274290277245
2001-04-24,2772.5035781656393
2001-04-25,2778.8902095042613
2001-04-26,2812.5448437353407
2001-04-27,2821.8292688981155
2001-04-30,2839.509891521299
2001-05-01,2854.392999353654
2001-05-02,2841.5121559915938
2001-05-03,2797.5080705901005
2001-05-04,2807.155791238576
2001-05-07,2815.4097346601106
2001-05-08,2792.2994801896048
2001-05-09,2771.0936955580823
2001-05-10,2820.903053034374
2001-05-11,2788.5052535430887
2001-05-14,2757.21596844925
2001-05-15,2786.11420534912
2001-05-16,2799.4381084510755
2001-05-17,2821.87503566383
2001-05-18,2829.3494548994317
2001-05-21,2834.5313236308725
2001-05-22,2826.24548691018
2001-05-23,2788.3479373570203
2001-05-24,2787.9969359687257
2001-05-25,2760.27811339615
2001-05-28,2776.643541037972
2001-05-29,2736.558775781851
2001-05-30,2707.7866265595953
2001-05-31,2681.4790251235922
2001-06-01,2671.061640866299
2001-06-04,2681.2722798714085
2001-06-05,2716.546724840517
2001-06-06,2701.0966059785433
2001-06-07,2701.3379910373546
2001-06-08,2693.146860555838
2001-06-11,2655.192265093919
2001-06-12,2615.911135537081
2001-06-13,2647.7126532745283
2001-06-14,2633.4291586528425
2001-06-15,2619.335846463458
2001-06-18,2592.275593493627
2001-06-19,2588.575655745313
2001-06-20,2554.9875272657587
2001-06-21,2557.1226065921605
2001-06-22,2571.1497993209473
2001-06-25,2594.5153382184712
2001-06-26,2558.447152958202
2001-06-27,2543.9011868906828
2001-06-28,2546.187079397229
2001-06-29,2575.603721345851
2001-07-02,2605.4059215964717
2001-07-03,2580.7015856647445
2001-07-04,2560.5142369822647
2001-07-05,2516.3827339651366
2001-07-06,2479.4133039114063
2001-07-09,2493.260021574387
2001-07-10,2493.8571731926554
2001-07-11,2480.212465514366
2001-07-12,2480.962203070402
2001-07-13,2493.219684549302
2001-07-16,2492.22000473399
2001-07-17,2464.603442248873
2001-07-18,2486.345259618734
2001-07-19,2528.6146340711553
2001-07-20,2513.4947878854136
2001-07-23,2512.8762338229008
2001-07-24,2502.1967705256047
2001-07-25,2475.540234063087
2001-07-26,2492.6635742135745
2001-07-27,2525.5423756174764
2001-07-30,2561.0557087263905
2001-07-31,2583.8553588693485
2001-08-01,2602.00642688515
2001-08-02,2605.134845102059
2001-08-03,2593.1801950295207
2001-08-06,2586.360994743474
2001-08-07,2577.208872052513
2001-08-08,2545.485152681025
2001-08-09,2531.7376189765037
2001-08-10,2519.7311407863463
2001-08-13,2554.553675611081
2001-08-14,2580.7111029171433
2001-08-15,2603.27429094273
2001-08-16,2581.886158371143
2001-08-17,2546.9689621700995
2001-08-20,2529.808168323035
2001-08-21,2550.6167202685156
2001-08-22,2569.1767207175767
2001-08-23,2559.5622029747315
2001-08-24,2600.6661928028207
2001-08-27,2594.7011380109016
2001-08-28,2554.14405526487
2001-08-29,2552.069840519592
2001-08-30,2495.9765196394205
2001-08-31,2497.0579830789184
2001-09-03,2456.266954999823
2001-09-04,2436.7582628621763
2001-09-05,2387.6260532727456
2001-09-06,2343.4770550390044
2001-09-07,2324.646170542968
2001-09-10,2290.4316314557577
2001-09-11,2167.5106167946865
2001-09-12,2186.916531954484
2001-09-13,2211.174470494418
2001-09-14,2127.346614423096
2001-09-17,2176.475575478354
2001-09-18,2163.5966123002113
2001-09-19,2137.518382291028
2001-09-20,2041.8903826380565
2001-09-21,1961.4450501161682
2001-09-24,2070.0249136708067
2001-09-25,2117.0502279360303
2001-09-26,2143.287132322878
2001-09-27,2166.158298157322
2001-09-28,2208.0238641921173
2001-10-01,2176.0093247240375
2001-10-02,2201.850720023826
2001-10-03,2209.8708775854675
2001-10-04,2267.0529416389113
2001-10-05,2258.0434681143497
2001-10-08,2262.567217209342
2001-10-09,2261.565584141
2001-10-10,2301.22755176354
2001-10-11,2314.964178877281
2001-10-12,2310.860119181324
2001-10-15,2265.923169603295
2001-10-16,2298.0559163462303
2001-10-17,2333.8333209367315
2001-10-18,2292.714947421378
2001-10-19,2249.0903584294
2001-10-22,2274.313121579599
2001-10-23,2320.7517141275503
2001-10-24,2344.5834421075424
2001-10-25,2308.914953834739
2001-10-26,2349.223541294612
2001-10-29,2329.4787527943063
2001-10-30,2276.1905812793707
2001-10-31,2291.9646317053994
2001-11-01,2319.9589386027765
2001-11-02,2310.8154252277227
2001-11-05,2351.5641390583564
2001-11-06,2347.1798460385853
2001-11-07,2379.22399533576
2001-11-08,2411.2816277248976
2001-11-09,2382.5833971625957
2001-11-12,2332.8153514112764
2001-11-13,2375.5111665765658
2001-11-14,2385.4237127982183
2001-11-15,2391.573274310118
2001-11-16,2419.0294674211264
2001-11-19,2435.5582875742484
2001-11-20,2413.73399686928
2001-11-21,2387.39109380229
2001-11-22,2420.3939330901385
2001-11-23,2407.8510966181825
2001-11-26,2407.904777238281
2001-11-27,2383.1648359889605
2001-11-28,2363.2794033250907
2001-11-29,2366.235374276521
2001-11-30,2404.488323457229
2001-12-03,2383.395954532393
2001-12-04,2419.8090547833967
2001-12-05,2487.5971529515873
2001-12-06,2497.4672909618143
2001-12-07,2478.7633607618263
2001-12-10,2430.6091244965555
2001-12-11,2438.2841108357084
2001-12-12,2428.766721737004
2001-12-13,2388.4597733969904
2001-12-14,2375.2338472189144
2001-12-17,2444.2510842464667
2001-12-18,2431.999718189837
2001-12-19,2402.0352750645447
2001-12-20,2388.1567340680667
2001-12-21,2402.191284559689
2001-12-24,2374.1737296990323
2001-12-25,2374.1737296990323
2001-12-26,2375.3228610096367
2001-12-27,2439.53714154011
2001-12-28,2444.082998818564
2001-12-31,2468.4853233995327
2002-01-01,2468.4853233995327
2002-01-02,2481.6014731585474
2002-01-03,2515.214227134273
2002-01-04,2501.220995911743
2002-01-07,2469.080198044994
2002-01-08,2441.7194039434794
2002-01-09,2444.2039976519845
2002-01-10,2426.5188073656172
2002-01-11,2438.2334425815784
2002-01-14,2388.2041700034642
2002-01-15,2397.904927290873
2002-01-16,2346.5175964736645
2002-01-17,2378.395559613207
2002-01-18,2377.9046889469873
2002-01-21,2356.2484396827904
2002-01-22,2362.144081578708
2002-01-23,2382.0928187879704
2002-01-24,2400.181908406513
2002-01-25,2355.3631815584818
2002-01-28,2364.1202600300826
2002-01-29,2336.2214515259357
2002-01-30,2302.8870225079245
2002-01-31,2326.3494163238147
2002-02-01,2330.73062333472
2002-02-04,2314.297049243962
2002-02-05,2281.247882490694
2002-02-06,2255.8990657719232
2002-02-07,2277.7521458434753
2002-02-08,2281.0684563017376
2002-02-11,2319.1546747750135
2002-02-12,2309.011209979377
2002-02-13,2317.463653412509
2002-02-14,2337.3910171346347
2002-02-15,2319.5811339612483
2002-02-18,2298.538413650192
2002-02-19,2260.7734561478383
2002-02-20,2246.3724213793707
2002-02-21,2267.4461230148054
2002-02-22,2257.6943199657135
2002-02-25,2277.2390721278575
2002-02-26,2284.698058588917
2002-02-27,2314.6082130897757
2002-02-28,2331.704389190115
2002-03-01,2344.116734502486
2002-03-04,2413.359890644701
2002-03-05,2404.4007325794482
2002-03-06,2426.712026206582
2002-03-07,2457.5367285558495
2002-03-08,2463.204481855683
2002-03-11,2450.2428062288154
2002-03-12,2419.6141301700027
2002-03-13,2421.0385501420774
2002-03-14,2448.1278933149347
2002-03-15,2472.972524501522
2002-03-18,2483.1812748806365
2002-03-19,2495.796914879242
2002-03-20,2476.227395417205
2002-03-21,2461.190416478866
2002-03-22,2468.6338403962795
2002-03-25,2446.896019380649
2002-03-26,2455.1611340283293
2002-03-27,2444.0115605564047
2002-03-28,2467.8597428053354
2002-03-29,2467.8597428053354
2002-04-01,2489.6012405539436
2002-04-02,2475.781729152897
2002-04-03,2472.524713784402
2002-04-04,2451.546688404348
2002-04-05,2438.2428839646755
2002-04-08,2387.374657139877
2002-04-09,2401.26982267689
2002-04-10,2425.9554382819715
2002-04-11,2401.619378754433
2002-04-12,2401.17249062653
2002-04-15,2421.3342530160953
2002-04-16,2473.4371470642627
2002-04-17,2490.740345869329
2002-04-18,2479.6160994255547
2002-04-19,2477.409154438465
2002-04-22,2451.9564123961713
2002-04-23,2449.276135048155
2002-04-24,2439.0376059696887
2002-04-25,2426.2907743616124
2002-04-26,2420.621821789069
2002-04-29,2420.712041122222
2002-04-30,2435.0643319019287
2002-05-01,2450.527605014393
2002-05-02,2424.395040803416
2002-05-03,2429.3048766395036
2002-05-06,2429.7095762991967
2002-05-07,2399.3721196272527
2002-05-08,2444.805428744316
2002-05-09,2435.9550842782264
2002-05-10,2416.3844440061634
2002-05-13,2436.364182688723
2002-05-14,2446.474042617845
2002-05-15,2472.2310958176035
2002-05-16,2470.8788066498
2002-05-17,2494.5946764906735
2002-05-20,2479.7415190828024
2002-05-21,2466.1433076791013
2002-05-22,2457.5401552815842
2002-05-23,2443.90336926583
2002-05-24,2449.2731413132487
2002-05-27,2452.053784314035
2002-05-28,2462.204198368763
2002-05-29,2462.2381837430494
2002-05-30,2437.9388671323886
2002-05-31,2444.8333198918026
2002-06-03,2430.0217759265224
2002-06-04,2377.6031620662325
2002-06-05,2366.1974308213585
2002-06-06,2384.6600591234546
2002-06-07,2343.627027410199
2002-06-10,2344.7208487082153
2002-06-11,2368.4001686738343
2002-06-12,2319.540796568902
2002-06-13,2293.7362783118037
2002-06-14,2247.048186089688
2002-06-17,2312.115796768948
2002-06-18,2316.3894759991263
2002-06-19,2295.836082088579
2002-06-20,2262.10313628484
2002-06-21,2263.0718319965076
2002-06-24,2216.3648396234967
2002-06-25,2254.978901359439
2002-06-26,2256.2034197009407
2002-06-27,2276.843838210229
2002-06-28,2370.975368977484
2002-07-01,2368.039171971915
2002-07-02,2291.744329484038
2002-07-03,2225.3625687288677
2002-07-04,2270.1758866260175
2002-07-05,2347.3094872588445
2002-07-08,2372.1908327164215
2002-07-09,2360.632268669121
2002-07-10,2267.15288402491
2002-07-11,2194.7983551536863
2002-07-12,2201.057701133907
2002-07-15,2134.0185236827524
2002-07-16,2132.524276572473
2002-07-17,2187.23332632889
2002-07-18,2203.558832856935
2002-07-19,2114.6316024562607
2002-07-22,1996.0625583746064
2002-07-23,1915.2561398133132
2002-07-24,1893.3970677315397
2002-07-25,1969.0301669363573
2002-07-26,1959.6582607068478
2002-07-29,2054.5853299810597
2002-07-30,2060.4149533997493
2002-07-31,2045.3477405794295
2002-08-01,1982.896399204058
2002-08-02,1969.2159025611606
2002-08-05,1899.661638346136
2002-08-06,1943.206781472719
2002-08-07,1940.291124105401
2002-08-08,2011.7686937258045
2002-08-09,2049.9143581863204
2002-08-12,2019.8569115426196
2002-08-13,2039.0094176765965
2002-08-14,2006.5348385926306
2002-08-15,2045.3251238903124
2002-08-16,2067.53163497512
2002-08-19,2116.5254319573414
2002-08-20,2082.3643130577234
2002-08-21,2124.4130993347376
2002-08-22,2149.0600721148003
2002-08-23,2120.1650226260504
2002-08-26,2091.5595407305627
2002-08-27,2154.5458963381666
2002-08-28,2076.111415536274
2002-08-29,2041.2286031476085
2002-08-30,2058.375967680834
2002-09-02,2021.9914385022194
2002-09-03,1964.0995937500716
2002-09-04,1970.9361515388582
2002-09-05,1952.7758239688399
2002-09-06,2002.8993685651462
2002-09-09,1964.7126267990805
2002-09-10,1992.296452528643
2002-09-11,2040.3539609327931
2002-09-12,1971.2606188235015
2002-09-13,1935.4952155643061
2002-09-16,1911.7684678824048
2002-09-17,1889.9202894926934
2002-09-18,1840.6411366731136
2002-09-19,1814.383105937248
2002-09-20,1809.7530460016349
2002-09-23,1745.6723567035226
2002-09-24,1718.8418319634109
2002-09-25,1745.3887936458252
2002-09-26,1822.9155115234685
2002-09-27,1808.2160630435746
2002-09-30,1751.3770551581679
2002-10-01,1763.3245558526362
2002-10-02,1817.0334060219245
2002-10-03,1789.4156713506704
2002-10-04,1736.0485097965336
2002-10-07,1711.0573900382647
2002-10-08,1678.3496658672598
2002-10-09,1673.5002321777924
2002-10-10,1719.455007354355
2002-10-11,1807.7026472058546
2002-10-14,1790.4762273485635
2002-10-15,1892.0269125585373
2002-10-16,1865.3074223085612
2002-10-17,1903.2360472241965
2002-10-18,1899.2218434500137
2002-10-21,1911.4592256086066
2002-10-22,1896.8223707495913
2002-10-23,1833.2836133174753
2002-10-24,1876.2627409002616
2002-10-25,1879.193794121779
2002-10-28,1917.2686275680096
2002-10-29,1842.5243302588763
2002-10-30,1893.8140251197476
2002-10-31,1941.840758174547
2002-11-01,1936.3553994296346
2002-11-04,2004.1595952006212
2002-11-05,2024.7922568006654
2002-11-06,1996.819822473508
2002-11-07,1961.3230316190907
2002-11-08,1946.0176908296191
2002-11-11,1927.8222994478556
2002-11-12,1948.164089226854
2002-11-13,1934.3532043976722
2002-11-14,1979.1812818572955
2002-11-15,1994.421500038881
2002-11-18,2020.6469564989034
2002-11-19,2011.9660270297436
2002-11-20,1993.8267271014122
2002-11-21,2052.7811886118698
2002-11-22,2055.880244496269
2002-11-25,2039.0481559015946
2002-11-26,1999.2800389054928
2002-11-27,2048.99245470239
2002-11-28,2067.690019631937
2002-11-29,2060.8369766368387
2002-12-02,2065.1526592620044
2002-12-03,2016.819932648909
2002-12-04,2015.92010852078
2002-12-05,1986.5367154798691
2002-12-06,1997.2896817469943
2002-12-09,1951.2202317532474
2002-12-10,1971.1236717193701
2002-12-11,1984.2640996928487
2002-12-12,1970.5609863823104
2002-12-13,1955.690055923522
2002-12-16,2004.2707208015488
2002-12-17,2002.3600213815341
2002-12-18,1955.212157382416
2002-12-19,1939.88010653078
2002-12-20,1959.3225744200522
2002-12-23,1960.941845602467
2002-12-24,1969.4426144746892
2002-12-25,1969.4426144746892
2002-12-26,1973.98797356954
2002-12-27,1927.6446343762707
2002-12-30,1951.2191197061813
2002-12-31,1967.4255768275127
2003-01-01,1967.4255768275127
2003-01-02,2016.2179714446063
2003-01-03,2042.071085632565
2003-01-06,2068.477115970227
2003-01-07,2044.4842684765208
2003-01-08,2001.7305653089495
2003-01-09,2038.5630112169058
2003-01-10,2048.972075921288
2003-01-13,2061.9107255960103
2003-01-14,2082.9232701022142
2003-01-15,2056.147348842417
2003-01-16,2051.7953036352806
2003-01-17,2013.1304602404748
2003-01-20,1992.9759076785526
2003-01-21,1974.6239525274134
2003-01-22,1939.8530556016497
2003-01-23,1942.3183839691555
2003-01-24,1929.9453906981394
2003-01-27,1867.7037232387054
2003-01-28,1866.476053965885
2003-01-29,1883.7528066007633
2003-01-30,1899.66928716455
2003-01-31,1903.2445547731215
2003-02-03,1921.843525719229
2003-02-04,1883.9082831849987
2003-02-05,1903.1327569136486
2003-02-06,1866.3355421554998
2003-02-07,1839.8175054988133
2003-02-10,1816.9644696114572
2003-02-11,1851.054743019288
2003-02-12,1817.2062240275643
2003-02-13,1825.0393601849148
2003-02-14,1866.2957525177078
2003-02-17,1889.956059815697
2003-02-18,1899.3819700516142
2003-02-19,1862.191013583005
2003-02-20,1856.6050573465857
2003-02-21,1870.5038886809023
2003-02-24,1835.0031739164508
2003-02-25,1778.8002340291418
2003-02-26,1768.47056670074
2003-02-27,1787.5692229241167
2003-02-28,1821.9475431407934
2003-03-03,1837.606985739876
2003-03-04,1803.549845465685
2003-03-05,1798.388890509798
2003-03-06,1776.4424038662762
2003-03-07,1750.9045605002477
2003-03-10,1709.6516982820199
2003-03-11,1702.9923637747554
2003-03-12,1649.3931634436567
2003-03-13,1711.5389776551594
2003-03-14,1773.859317243197
2003-03-17,1815.6997592136895
2003-03-18,1811.5189630806674
2003-03-19,1832.2909908992228
2003-03-20,1823.9919332865877
2003-03-21,1875.0984475501975
2003-03-24,1805.564365220502
2003-03-25,1843.9399650851021
2003-03-26,1833.2396483775578
2003-03-27,1813.2465985789224
