Date,EMU ex GERMANY
1987-12-31,36.612912630000004
1988-01-29,34.27674572
1988-02-29,37.93150852
1988-03-31,38.619865770000004
1988-04-29,39.67072136
1988-05-31,39.11628978
1988-06-30,39.617934930000004
1988-07-29,39.34993684
1988-08-31,37.94001644
1988-09-30,40.04041469
1988-10-31,44.03013000000001
1988-11-30,44.737998510000004
1988-12-30,45.38256794
1989-01-31,45.34701012
1989-02-28,44.61920914
1989-03-31,45.38041092
1989-04-28,46.9883233
1989-05-31,45.12443752
1989-06-30,46.7422806
1989-07-31,50.98483628
1989-08-31,51.03473753
1989-09-29,53.019902290000005
1989-10-31,50.41533608
1989-11-30,52.73052854
1989-12-29,57.61395064
1990-01-31,55.8517277
1990-02-28,54.22970921
1990-03-30,56.115299470000004
1990-04-30,57.55780466
1990-05-31,59.52490946
1990-06-29,60.21750332
1990-07-31,61.92978105
1990-08-31,54.54537214
1990-09-28,48.339551560000004
1990-10-31,52.44011109
1990-11-30,51.16542522
1990-12-31,50.28527312
1991-01-31,51.14445546
1991-02-28,56.657684090000004
1991-03-29,53.19133465
1991-04-30,52.12711353
1991-05-31,53.76028523
1991-06-28,49.125962210000004
1991-07-31,50.815823720000004
1991-08-30,51.825389980000004
1991-09-30,53.70180214
1991-10-31,52.75959334
1991-11-29,52.40929594
1991-12-31,56.24377975
1992-01-31,56.61609818
1992-02-28,57.81074592
1992-03-31,56.20696005
1992-04-30,57.74008296
1992-05-29,60.39991961
1992-06-30,59.37120959
1992-07-31,56.97473911
1992-08-31,57.00883685
1992-09-30,55.94692285
1992-10-30,53.17503046
1992-11-30,52.46576702
1992-12-31,53.0265531
1993-01-29,54.0402475
1993-02-26,56.43212861
1993-03-31,58.54695542
1993-04-30,59.67400567
1993-05-31,59.3605526
1993-06-30,58.66188512
1993-07-30,58.66084596
1993-08-31,64.80705691
1993-09-30,63.823816040000004
1993-10-29,65.50284818
1993-11-30,62.49855938
1993-12-31,67.42620102000001
1994-01-31,71.74455917
1994-02-28,70.24563049
1994-03-31,69.40174935
1994-04-29,73.14889269
1994-05-31,70.08795979
1994-06-30,67.77627449
1994-07-29,72.68397916
1994-08-31,73.52839945
1994-09-30,70.59277722
1994-10-31,72.68621293
1994-11-30,70.23932494
1994-12-30,69.67875237
1995-01-31,69.77759686
1995-02-28,70.13291763000001
1995-03-31,73.89065205
1995-04-28,77.00448966
1995-05-31,78.16564393
1995-06-30,78.18357657
1995-07-31,82.56093456
1995-08-31,78.35117267
1995-09-29,78.93432991
1995-10-31,77.72603543
1995-11-30,78.15425947
1995-12-29,81.45512002
1996-01-31,83.61673433
1996-02-29,84.79580384
1996-03-29,85.67136557
1996-04-30,88.40515135
1996-05-31,89.38405882
1996-06-28,90.2859163
1996-07-31,87.54413366
1996-08-30,87.75501737
1996-09-30,91.21684645
1996-10-31,92.20316251
1996-11-29,97.80822002000001
1996-12-31,100.0
1997-01-31,102.33900293
1997-02-28,101.34174428
1997-03-31,104.00028008
1997-04-30,103.03110382
1997-05-30,105.55273942000001
1997-06-30,113.49483551
1997-07-31,117.53310261
1997-08-29,109.69480705000001
1997-09-30,121.769303
1997-10-31,114.61429191
1997-11-28,116.16660781
1997-12-31,120.16294009
1998-01-30,125.8552093
1998-02-27,136.9541114
1998-03-31,151.05354747
1998-04-30,155.97463399
1998-05-29,162.31721284169254
1998-06-30,162.21754571588488
1998-07-31,168.27970916509935
1998-08-31,145.41716641009413
1998-09-30,138.49287844290714
1998-10-30,151.41470368428475
1998-11-30,160.91159075031595
1998-12-31,171.96413496725003
1999-01-29,169.45221961366522
1999-02-26,163.47606823171154
1999-03-31,165.5991275315632
1999-04-30,168.01425001667678
1999-05-31,161.40556253841874
1999-06-30,164.20594776213488
1999-07-30,164.44094623801396
1999-08-31,168.2376229927269
1999-09-30,167.92200176722395
1999-10-29,174.12560766002903
1999-11-30,180.99368280225528
1999-12-31,203.34133911827206
2000-01-31,188.9168965102098
2000-02-29,204.86801329545509
2000-03-31,205.2543444315718
2000-04-28,197.84511371384173
2000-05-31,199.32639464789787
2000-06-30,206.96251533399774
2000-07-31,199.20878665019714
2000-08-31,195.6754670550726
2000-09-29,186.06217407881257
2000-10-31,182.64289740497927
2000-11-30,178.17203869887302
2000-12-29,189.57195537914282
2001-01-01,189.57195537914282
2001-01-02,188.7548824960438
2001-01-03,184.94201629703528
2001-01-04,189.6384950999942
2001-01-05,190.38219193657983
2001-01-08,188.89021512520299
2001-01-09,184.75163302881813
2001-01-10,184.21387731281504
2001-01-11,188.68076904611857
2001-01-12,191.3969487411422
2001-01-15,190.22389733676428
2001-01-16,187.04180536104002
2001-01-17,188.7523135121543
2001-01-18,190.71749281803667
2001-01-19,187.81084520011052
2001-01-22,188.23961779396853
2001-01-23,188.16511998285765
2001-01-24,186.62330343111185
2001-01-25,186.4355462966025
2001-01-26,186.38174579660827
2001-01-29,184.9442925348777
2001-01-30,185.72844509549998
2001-01-31,188.86480752927088
2001-02-01,188.5758434726651
2001-02-02,185.3077121494479
2001-02-05,186.18429473092522
2001-02-06,185.71176680898935
2001-02-07,183.15840849094874
2001-02-08,181.0319219568766
2001-02-09,179.68533297852292
2001-02-12,182.43287513615385
2001-02-13,180.38800959815228
2001-02-14,176.74616931912584
2001-02-15,175.9342631804337
2001-02-16,175.29235961833277
2001-02-19,175.69611387773364
2001-02-20,172.2278483059864
2001-02-21,170.6754033606195
2001-02-22,167.86528005775278
2001-02-23,164.82151756421877
2001-02-26,167.53294229366378
2001-02-27,169.942743630842
2001-02-28,169.2608775821365
2001-03-01,169.6020643677993
2001-03-02,170.51983559666357
2001-03-05,171.12700091811274
2001-03-06,174.13492520957038
2001-03-07,173.85033095764797
2001-03-08,173.05105680447514
2001-03-09,171.42218793597553
2001-03-12,166.65060238173675
2001-03-13,163.6517578408614
2001-03-14,160.8371928177401
2001-03-15,162.22844359773026
2001-03-16,157.421737546175
2001-03-19,156.9280808405019
2001-03-20,160.12908331396258
2001-03-21,155.94514333982391
2001-03-22,147.2634076678311
2001-03-23,152.73768068593762
2001-03-26,158.1380982511562
2001-03-27,161.29750998168944
2001-03-28,157.75860505370778
2001-03-29,156.52128237945496
2001-03-30,157.96966401854445
2001-04-02,158.0532903299334
2001-04-03,153.55764477726825
2001-04-04,157.51083452427693
2001-04-05,159.80475826628253
2001-04-06,160.33235858936598
2001-04-09,162.19110495842446
2001-04-10,163.86407700814027
2001-04-11,163.43484836623895
2001-04-12,165.15412128983098
2001-04-13,165.15412128983098
2001-04-16,163.46274492875656
2001-04-17,161.9740600731558
2001-04-18,164.95038428332646
2001-04-19,167.29965394921922
2001-04-20,168.45070850437227
2001-04-23,165.70328455306262
2001-04-24,166.3664179959268
2001-04-25,166.75077435555488
2001-04-26,169.4383836154245
2001-04-27,170.3946442712088
2001-04-30,171.30852937784866
2001-05-01,172.3217692231063
2001-05-02,171.3997154998333
2001-05-03,168.51023701041336
2001-05-04,168.65507045029534
2001-05-07,169.04370037705516
2001-05-08,167.93892789356565
2001-05-09,166.8743136654092
2001-05-10,170.09104783567003
2001-05-11,167.62240480320472
2001-05-14,165.7565929055846
2001-05-15,167.62263414844304
2001-05-16,167.76974276241364
2001-05-17,169.32410779296853
2001-05-18,169.97397013042792
2001-05-21,169.72325338353085
2001-05-22,169.33402401034078
2001-05-23,166.87511637433852
2001-05-24,166.6343694143354
2001-05-25,164.58221958531632
2001-05-28,166.02672232562043
2001-05-29,163.67511570551545
2001-05-30,161.7709957398659
2001-05-31,160.11334305681953
2001-06-01,159.20584807618587
2001-06-04,159.62597244090267
2001-06-05,161.84928425294942
2001-06-06,161.16207024545668
2001-06-07,161.23714410482813
2001-06-08,161.0481084430199
2001-06-11,158.75629679504678
2001-06-12,155.58064577588655
2001-06-13,157.44365751278858
2001-06-14,156.67375657057352
2001-06-15,155.6962018688502
2001-06-18,153.6837595372392
2001-06-19,153.6380729381231
2001-06-20,151.69694245472556
2001-06-21,151.31242879897528
2001-06-22,152.6365046029568
2001-06-25,154.42588457583204
2001-06-26,151.92662682221768
2001-06-27,151.11427004749402
2001-06-28,150.38079463028802
2001-06-29,152.35290636367384
2001-07-02,154.40501624975485
2001-07-03,152.71195012381676
2001-07-04,151.56572093596787
2001-07-05,149.0130906332493
2001-07-06,146.77532747664907
2001-07-09,147.65331341342343
2001-07-10,147.68854983954634
2001-07-11,146.39017060479176
2001-07-12,145.76991271224927
2001-07-13,146.5286746849301
2001-07-16,146.44781621240384
2001-07-17,144.82792795121443
2001-07-18,145.89478906198002
2001-07-19,148.2804326527937
2001-07-20,147.4763583010777
2001-07-23,147.72952583187995
2001-07-24,147.83714609543034
2001-07-25,146.16337153009115
2001-07-26,147.1696121050079
2001-07-27,149.2420628004283
2001-07-30,151.69342153939758
2001-07-31,153.02644082281367
2001-08-01,154.18900950652366
2001-08-02,154.32122214093826
2001-08-03,153.47538363571167
2001-08-06,153.26574774383877
2001-08-07,152.56657533794902
2001-08-08,150.75702985223134
2001-08-09,150.0915784952248
2001-08-10,149.55774920328628
2001-08-13,151.92302245531008
2001-08-14,153.28718030312953
2001-08-15,154.69647718262337
2001-08-16,153.60655570375232
2001-08-17,151.3490217364303
2001-08-20,150.72117447815648
2001-08-21,151.9422239165226
2001-08-22,153.18736480450943
2001-08-23,152.84140443164102
2001-08-24,155.10632780212774
2001-08-27,154.4193649427388
2001-08-28,151.99731721721184
2001-08-29,152.48603885547558
2001-08-30,149.00854429542972
2001-08-31,148.79606966859106
2001-09-03,146.73775477035576
2001-09-04,145.19514320131378
2001-09-05,142.04505041681944
2001-09-06,139.4020554893457
2001-09-07,138.69612344478685
2001-09-10,137.16574987002662
2001-09-11,130.38139505913807
2001-09-12,130.78296822518354
2001-09-13,132.0903847793387
2001-09-14,126.49832839769232
2001-09-17,129.2577542150265
2001-09-18,128.83675301237517
2001-09-19,127.33319407363763
2001-09-20,122.061051583593
2001-09-21,116.8782995474456
2001-09-24,123.42294665540227
2001-09-25,126.39336667248301
2001-09-26,128.059093922996
2001-09-27,129.14145973188684
2001-09-28,131.5454272706879
2001-10-01,129.37168563379356
2001-10-02,131.18931734159358
2001-10-03,131.03907301867008
2001-10-04,134.99230439617014
2001-10-05,134.3126887535624
2001-10-08,134.63832935182953
2001-10-09,134.86945273996014
2001-10-10,137.8308821876518
2001-10-11,137.76775966304052
2001-10-12,138.05632974177772
2001-10-15,134.56326126475744
