Date,WORLD ex USA
1969-12-31,100.0
1970-01-30,97.86321
1970-02-27,96.590188
1970-03-31,96.499555
1970-04-30,86.345725
1970-05-29,79.931465
1970-06-30,80.756497
1970-07-31,83.886301
1970-08-31,85.490663
1970-09-30,88.089161
1970-10-30,85.643921
1970-11-30,82.712206
1970-12-31,85.627573
1971-01-29,89.605052
1971-02-26,90.673581
1971-03-31,95.271985
1971-04-30,97.313266
1971-05-31,98.079281
1971-06-30,99.767115
1971-07-30,102.288767
1971-08-31,100.679055
1971-09-30,100.396395
1971-10-29,96.177636
1971-11-30,97.914583
1971-12-31,112.828802
1972-01-31,121.030676
1972-02-29,128.36235
1972-03-31,129.68435499999998
1972-04-28,134.66162
1972-05-31,143.829081
1972-06-30,138.923332
1972-07-31,147.572241
1972-08-31,149.33803
1972-09-29,142.096085
1972-10-31,141.870754
1972-11-30,153.593688
1972-12-29,156.93017
1973-01-31,164.024227
1973-02-28,180.827768
1973-03-30,184.8382
1973-04-30,172.16737
1973-05-31,175.132457
1973-06-29,177.536582
1973-07-31,177.635312
1973-08-31,167.96705
1973-09-28,171.054398
1973-10-31,174.296056
1973-11-30,145.720731
1973-12-31,139.057765
1974-01-31,145.320991
1974-02-28,151.15249
1974-03-29,147.122906
1974-04-30,149.479216
1974-05-31,141.5106
1974-06-28,134.210349
1974-07-31,130.322685
1974-08-30,116.655845
1974-09-30,109.833209
1974-10-31,109.6342
1974-11-29,113.099524
1974-12-31,111.864725
1975-01-31,130.634941
1975-02-28,146.43138
1975-03-31,144.71225
1975-04-30,150.171356
1975-05-30,149.746875
1975-06-30,144.946654
1975-07-31,139.408563
1975-08-29,138.568848
1975-09-30,131.608171
1975-10-31,140.804081
1975-11-28,144.229764
1975-12-31,146.562218
1976-01-30,154.547238
1976-02-27,154.140943
1976-03-31,151.158627
1976-04-30,150.874576
1976-05-31,147.194917
1976-06-30,148.922741
1976-07-30,146.766036
1976-08-31,146.247799
1976-09-30,143.850571
1976-10-29,135.219183
1976-11-30,134.846995
1976-12-31,149.97628
1977-01-31,148.559313
1977-02-28,151.53446
1977-03-31,151.811362
1977-04-29,155.236325
1977-05-31,154.3295
1977-06-30,157.92411
1977-07-29,155.67861
1977-08-31,161.234047
1977-09-30,165.879073
1977-10-31,168.336211
1977-11-30,167.803872
1977-12-30,174.177165
1978-01-31,175.274372
1978-02-28,176.953893
1978-03-31,189.153511
1978-04-28,187.86333
1978-05-31,192.198483
1978-06-30,199.863614
1978-07-31,216.883542
1978-08-31,221.201332
1978-09-29,227.584114
1978-10-31,238.531345
1978-11-30,218.480636
1978-12-29,228.911964
1979-01-31,230.55865
1979-02-28,230.0056
1979-03-30,236.351532
1979-04-30,235.867088
1979-05-31,232.468332
1979-06-29,237.2324
1979-07-31,238.408444
1979-08-31,246.003501
1979-09-28,257.696112
1979-10-31,236.233655
1979-11-30,241.280712
1979-12-31,250.476536
1980-01-31,265.806039
1980-02-29,268.901559
1980-03-31,235.327019
1980-04-30,256.162367
1980-05-30,269.325996
1980-06-30,286.41681
1980-07-31,286.216762
1980-08-29,295.617282
1980-09-30,306.136777
1980-10-31,316.447671
1980-11-28,311.575352
1980-12-31,309.25153
1981-01-30,303.037514
1981-02-27,298.751794
1981-03-31,310.358949
1981-04-30,316.791514
1981-05-29,305.779604
1981-06-30,305.687757
1981-07-31,293.110178
1981-08-31,299.776735
1981-09-30,268.909966
1981-10-30,271.882149
1981-11-30,301.721683
1981-12-31,297.319522
1982-01-29,292.248996
1982-02-26,272.132521
1982-03-31,258.521141
1982-04-30,273.106595
1982-05-31,269.05547
1982-06-30,247.498788
1982-07-30,246.136434
1982-08-31,249.805158
1982-09-30,248.550452
1982-10-29,252.125059
1982-11-30,270.938032
1982-12-31,293.44267
1983-01-31,292.995164
1983-02-28,299.345015
1983-03-31,310.386919
1983-04-29,329.860068
1983-05-31,329.429289
1983-06-30,336.831364
1983-07-29,337.741926
1983-08-31,333.216122
1983-09-30,343.475277
1983-10-31,339.498904
1983-11-30,350.481754
1983-12-30,363.38913
1984-01-31,375.286729
1984-02-29,380.279874
1984-03-30,410.333136
1984-04-30,403.175846
1984-05-31,365.149615
1984-06-29,363.459228
1984-07-31,339.700264
1984-08-31,370.943219
1984-09-28,367.161436
1984-10-31,373.851071
1984-11-30,368.566812
1984-12-31,374.098521
1985-01-31,384.626896
1985-02-28,380.955646
1985-03-29,409.431652
1985-04-30,408.288105
1985-05-31,424.581744
1985-06-28,433.952019
1985-07-31,454.839142
1985-08-30,467.281491
1985-09-30,489.87754
1985-10-31,518.34615
1985-11-29,541.000188
1985-12-31,564.118344
1986-01-31,577.215017
1986-02-28,636.988
1986-03-31,723.135
1986-04-30,767.676
1986-05-30,735.380586
1986-06-30,781.493337
1986-07-31,825.250902
1986-08-29,905.238087
1986-09-30,897.215588
1986-10-31,840.457522
1986-11-28,887.386734
1986-12-31,932.567856
1987-01-30,1033.24047
1987-02-27,1065.472837
1987-03-31,1155.327959
1987-04-30,1270.277996
1987-05-29,1269.301229
1987-06-30,1232.744329
1987-07-31,1237.66941
1987-08-31,1325.649726
1987-09-30,1305.688889
1987-10-30,1116.041678
1987-11-30,1124.418511
1987-12-31,1158.604618
1988-01-29,1176.533276
1988-02-29,1254.401001
1988-03-31,1330.906831
1988-04-29,1349.696711
1988-05-31,1306.301318
1988-06-30,1276.722893
1988-07-29,1314.037511
1988-08-31,1229.22915
1988-09-30,1281.323267
1988-10-31,1388.33733
1988-11-30,1467.844504
1988-12-30,1476.746771
1989-01-31,1506.107039
1989-02-28,1512.00107
1989-03-31,1484.281651
1989-04-28,1498.723539
1989-05-31,1420.30574
1989-06-30,1399.140152
1989-07-31,1571.567943
1989-08-31,1504.845875
1989-09-29,1569.689648
1989-10-31,1509.52661
1989-11-30,1583.416507
1989-12-29,1641.221488
1990-01-31,1577.870798
1990-02-28,1470.910799
1990-03-30,1324.462309
1990-04-30,1309.459899
1990-05-31,1456.029016
1990-06-29,1443.070676
1990-07-31,1463.973022
1990-08-31,1325.313935
1990-09-28,1146.338337
1990-10-31,1314.029123
1990-11-30,1241.023329
1990-12-31,1262.361651
1991-01-31,1300.892865
1991-02-28,1437.7872
1991-03-29,1354.676469
1991-04-30,1368.124908
1991-05-31,1384.5572
1991-06-28,1286.316424
1991-07-31,1347.281924
1991-08-30,1321.166114
1991-09-30,1390.812579
1991-10-31,1412.494022
1991-11-29,1348.302227
1991-12-31,1414.369992
1992-01-31,1386.5191782
1992-02-28,1338.3028677
1992-03-31,1250.7554719
1992-04-30,1255.3377779999998
1992-05-29,1335.9400123
1992-06-30,1275.3951075999998
1992-07-31,1245.3735106
1992-08-31,1318.1751686
1992-09-30,1288.7935124
1992-10-30,1225.0172126999998
1992-11-30,1233.5170781
1992-12-31,1240.7964574
1993-01-29,1239.957483
1993-02-26,1278.9069800000002
1993-03-31,1387.540857
1993-04-30,1516.191449
1993-05-31,1548.822535
1993-06-30,1525.1631559999998
1993-07-30,1576.641216
1993-08-31,1657.884715
1993-09-30,1619.0134300000002
1993-10-29,1672.977367118277
1993-11-30,1530.8752554738753
1993-12-31,1640.457298232378
1994-01-31,1776.7378642145877
1994-02-28,1768.6554102938019
1994-03-31,1692.5198888517095
1994-04-29,1760.9832203138901
1994-05-31,1751.721244584388
1994-06-30,1771.8808233964699
1994-07-29,1791.3317422392893
1994-08-31,1836.0131148686903
1994-09-30,1782.4049300926617
1994-10-31,1838.4965468005112
1994-11-30,1749.1357088389784
1994-12-30,1760.974542537743
1995-01-31,1691.4598837915494
1995-02-28,1690.2742580963375
1995-03-31,1794.493586956433
1995-04-28,1860.6685959014644
1995-05-31,1841.9935059577563
1995-06-30,1812.0670519778987
1995-07-31,1921.7804841941856
1995-08-31,1851.1943646595118
1995-09-29,1885.6576226776567
1995-10-31,1836.2596376497838
1995-11-30,1888.00086109686
1995-12-29,1961.8599240466274
1996-01-31,1973.3573401748822
1996-02-29,1979.0940647249183
1996-03-29,2020.994431294467
1996-04-30,2080.681406152714
1996-05-31,2045.137859066158
1996-06-28,2054.003342125393
1996-07-31,1993.8601141416955
1996-08-30,2001.420380472658
1996-09-30,2055.6245396593363
1996-10-31,2041.8951033175115
1996-11-29,2126.0774515837584
1996-12-31,2096.583878320777
1997-01-31,2031.240194576151
1997-02-28,2062.021108254309
1997-03-31,2064.0982603965904
1997-04-30,2076.7679833623524
1997-05-30,2213.6998918019813
1997-06-30,2331.910135382996
1997-07-31,2374.751706680695
1997-08-29,2199.845935656543
1997-09-30,2323.3206639868245
1997-10-31,2148.052562650237
1997-11-28,2124.019239710508
1997-12-31,2144.230714203636
1998-01-30,2235.624102773591
1998-02-27,2381.2010951136263
1998-03-31,2459.4034900159486
1998-04-30,2478.5006655562706
1998-05-29,2465.606479739245
1998-06-30,2478.6993377993076
1998-07-31,2494.9002242594884
1998-08-31,2176.272140646533
1998-09-30,2114.111584682013
1998-10-30,2334.221151649556
1998-11-30,2452.479601613246
1998-12-31,2546.5752544976826
1999-01-29,2547.0619815819655
1999-02-26,2482.979482621769
1999-03-31,2586.5640158510405
1999-04-30,2697.4757527551014
1999-05-31,2561.2119430293233
1999-06-30,2661.339764878643
1999-07-30,2737.946394131185
1999-08-31,2745.7283553412544
1999-09-30,2775.3736800440274
1999-10-29,2882.602247268505
1999-11-30,2983.405336317473
1999-12-31,3257.724568069143
2000-01-31,3059.78732091414
2000-02-29,3146.527572890209
2000-03-31,3275.669454650244
2000-04-28,3105.759480500216
2000-05-31,3030.5046919517968
2000-06-30,3161.4862669363206
2000-07-31,3040.6348032587666
2000-08-31,3080.3476325139923
2000-09-29,2920.7629749255016
2000-10-31,2841.150625871871
2000-11-30,2726.673421122686
2000-12-29,2822.1352999983583
2001-01-01,2822.1352999983583
2001-01-02,2808.1328513072904
2001-01-03,2787.2689000623923
2001-01-04,2819.613749322244
2001-01-05,2823.9757360409726
2001-01-08,2809.6186640251194
2001-01-09,2762.7054513854146
2001-01-10,2745.417416767531
2001-01-11,2767.748163119069
2001-01-12,2778.06272149877
2001-01-15,2771.805515730603
2001-01-16,2758.141940442883
2001-01-17,2788.350322758788
2001-01-18,2816.0966908706387
2001-01-19,2806.5579561687096
2001-01-22,2809.67806129268
2001-01-23,2812.866468448383
2001-01-24,2791.412305717335
2001-01-25,2795.6027269169495
2001-01-26,2792.1134531846274
2001-01-29,2795.585141449193
2001-01-30,2806.8500485569916
2001-01-31,2827.3295425991832
2001-02-01,2834.7538899238302
2001-02-02,2800.372715507085
2001-02-05,2800.197567932395
2001-02-06,2791.0746819915735
2001-02-07,2765.0317611867217
2001-02-08,2731.5919614923046
2001-02-09,2714.5998756875615
2001-02-12,2740.5131448158986
2001-02-13,2724.304240677226
2001-02-14,2698.0679457994506
2001-02-15,2696.6150432578174
2001-02-16,2667.688532225768
2001-02-19,2664.112163928389
2001-02-20,2632.618645147674
2001-02-21,2611.999420667011
2001-02-22,2600.6203084988683
2001-02-23,2578.6608325878537
2001-02-26,2598.4531471720775
2001-02-27,2614.6122516109453
2001-02-28,2603.414496599425
2001-03-01,2597.988603843681
2001-03-02,2584.5837721446446
2001-03-05,2594.5186555967734
2001-03-06,2634.4539105364165
2001-03-07,2631.6642570175404
2001-03-08,2629.503529545509
2001-03-09,2607.23619320394
2001-03-12,2537.962541572292
2001-03-13,2483.787163562166
2001-03-14,2438.7489336586236
2001-03-15,2466.5637995226243
2001-03-16,2404.061654840507
2001-03-19,2401.143941430593
2001-03-20,2429.5622974915527
2001-03-21,2417.6355649655693
2001-03-22,2313.223931966093
2001-03-23,2380.4077469706835
2001-03-26,2460.9773835910983
2001-03-27,2497.701594853895
2001-03-28,2464.5826406668193
2001-03-29,2426.1917404597366
2001-03-30,2426.89113763656
2001-04-02,2408.514488425734
2001-04-03,2376.7656301569045
2001-04-04,2416.495427858248
2001-04-05,2454.345030044167
2001-04-06,2459.2132385106597
2001-04-09,2461.02924533458
2001-04-10,2476.792098546282
2001-04-11,2485.5058003336703
2001-04-12,2511.8858321849234
2001-04-13,2509.479922724407
2001-04-16,2488.007828096879
2001-04-17,2476.3579561254314
2001-04-18,2531.0120467720153
2001-04-19,2570.713542972858
2001-04-20,2571.942461465801
2001-04-23,2550.3983239504964
2001-04-24,2546.1478249723214
2001-04-25,2554.475829834395
2001-04-26,2579.3216407168297
2001-04-27,2586.8010963680445
2001-04-30,2595.7354377842967
2001-05-01,2626.842170580449
2001-05-02,2627.931522582545
2001-05-03,2601.9377783007612
2001-05-04,2614.956896548241
2001-05-07,2623.1904767716587
2001-05-08,2596.9029441440985
2001-05-09,2577.1046308474674
2001-05-10,2601.8274032826694
2001-05-11,2580.709248246755
2001-05-14,2535.790993089652
2001-05-15,2567.449864350493
2001-05-16,2570.175687427133
2001-05-17,2596.4744779832445
2001-05-18,2593.9055577401837
2001-05-21,2612.841653503219
2001-05-22,2610.034187380736
2001-05-23,2593.5252241874027
