Date,PACIFIC ex JAPAN
1982-04-30,262.805638
1982-05-31,269.253293
1982-06-30,240.945055
1982-07-30,226.168103
1982-08-31,215.345948
1982-09-30,209.731517
1982-10-29,200.913498
1982-11-30,198.009293
1982-12-31,212.179357
1983-01-31,233.554723
1983-02-28,238.570752
1983-03-31,231.946676
1983-04-29,253.792997
1983-05-31,251.039047
1983-06-30,252.304287
1983-07-29,267.042712
1983-08-31,265.389736
1983-09-30,255.388831
1983-10-31,259.300188
1983-11-30,271.580066
1983-12-30,283.118166
1984-01-31,298.236173
1984-02-29,287.7127
1984-03-30,289.239427
1984-04-30,288.902764
1984-05-31,253.585189
1984-06-29,245.525722
1984-07-31,242.164075
1984-08-31,261.577854
1984-09-28,261.275053
1984-10-31,261.944166
1984-11-30,266.776349
1984-12-31,260.889035
1985-01-31,280.241308
1985-02-28,266.396636
1985-03-29,269.553759
1985-04-30,273.877977
1985-05-31,283.341595
1985-06-28,279.504881
1985-07-31,308.231961
1985-08-30,297.33889
1985-09-30,306.334485
1985-10-31,319.148908
1985-11-29,307.516384
1985-12-31,304.220738
1986-01-31,321.136881
1986-02-28,313.263851
1986-03-31,323.145171
1986-04-30,351.472478
1986-05-30,354.84269
1986-06-30,340.15337
1986-07-31,320.555068
1986-08-29,343.0339
1986-09-30,363.940381
1986-10-31,417.139206
1986-11-28,418.543891
1986-12-31,448.873499
1987-01-30,461.65785
1987-02-27,521.709117
1987-03-31,538.589376
1987-04-30,551.292166
1987-05-29,590.025087
1987-06-30,614.239379
1987-07-31,679.822914
1987-08-31,721.494107
1987-09-30,749.539822
1987-10-30,422.900234
1987-11-30,440.7023
1987-12-31,465.339874
1988-01-29,460.558328
1988-02-29,458.340868
1988-03-31,513.57397
1988-04-29,538.267412
1988-05-31,576.141726
1988-06-30,586.003533
1988-07-29,609.420886
1988-08-31,576.220835
1988-09-30,566.146746
1988-10-31,603.126004
1988-11-30,600.268791
1988-12-30,603.105936
1989-01-31,665.819125
1989-02-28,613.994092
1989-03-31,624.112544
1989-04-28,644.58585
1989-05-31,615.120551
1989-06-30,589.626029
1989-07-31,642.356057
1989-08-31,669.845646
1989-09-29,688.123891
1989-10-31,664.569048
1989-11-30,664.858281
1989-12-29,693.886611
1990-01-31,689.170579
1990-02-28,679.974933
1990-03-30,670.727583
1990-04-30,635.699548
1990-05-31,695.475981
1990-06-29,717.007761
1990-07-31,754.929052
1990-08-31,696.79907
1990-09-28,632.5492
1990-10-31,624.224894
1990-11-30,618.203611
1990-12-31,617.721326
1991-01-31,654.316284
1991-02-28,716.293311
1991-03-29,733.42678
1991-04-30,757.695977
1991-05-31,759.98842
1991-06-28,756.607024
1991-07-31,800.232232
1991-08-30,789.802695
1991-09-30,797.583619
1991-10-31,827.009561
1991-11-29,818.61595
1991-12-31,837.6263235
1992-01-31,856.3519888
1992-02-28,883.0550976999999
1992-03-31,876.5046073
1992-04-30,917.6798302
1992-05-29,979.5997372999999
1992-06-30,969.3850541999999
1992-07-31,944.5250969
1992-08-31,890.325378
1992-09-30,875.565332
1992-10-30,902.6260651
1992-11-30,884.865097
1992-12-31,891.7346762
1993-01-29,898.041222
1993-02-26,966.7791579999999
1993-03-31,982.874569
1993-04-30,1032.884701
1993-05-31,1072.135258
1993-06-30,1039.3022959999998
1993-07-30,1075.70597
1993-08-31,1156.690414
1993-09-30,1178.730806
1993-10-29,1369.02851076498
1993-11-30,1327.8418144622126
1993-12-31,1603.2388067752047
1994-01-31,1558.9037655681784
1994-02-28,1482.698036727549
1994-03-31,1324.9288436096163
1994-04-29,1386.0955643379182
1994-05-31,1431.4998473739884
1994-06-30,1367.702436062138
1994-07-29,1439.3917700130955
1994-08-31,1535.7285644787073
1994-09-30,1495.0223933631132
1994-10-31,1518.7292454112376
1994-11-30,1396.6020727995233
1994-12-30,1374.6295688154166
1995-01-31,1255.5821813003975
1995-02-28,1372.4411405591322
1995-03-31,1386.4995419695
1995-04-28,1404.4618358627033
1995-05-31,1499.3663433515758
1995-06-30,1470.596108168058
1995-07-31,1530.870515312901
1995-08-31,1489.9216540699715
1995-09-29,1508.6125966893403
1995-10-31,1481.6255901291706
1995-11-30,1494.320195290277
1995-12-29,1552.6323468631297
1996-01-31,1655.34771050629
1996-02-29,1680.0163827924612
1996-03-29,1701.4141377256412
1996-04-30,1747.8260439302662
1996-05-31,1729.8060455577238
1996-06-28,1697.1369457243077
1996-07-31,1611.547540760041
1996-08-30,1683.5845738214887
1996-09-30,1726.5355200103008
1996-10-31,1773.4198749129093
1996-11-29,1867.9904904398438
1996-12-31,1871.5468577816123
1997-01-31,1849.0329035039103
1997-02-28,1875.2095248732023
1997-03-31,1788.1129256352774
1997-04-30,1751.392333074491
1997-05-30,1860.2641754287154
1997-06-30,1900.8878593054303
1997-07-31,1895.7870228632266
1997-08-29,1632.692827752586
1997-09-30,1688.3059187950455
1997-10-31,1330.1355624142934
1997-11-28,1288.046027743337
1997-12-31,1291.3983694691321
1998-01-30,1211.537412118281
1998-02-27,1397.9271571439474
1998-03-31,1381.4086879173362
1998-04-30,1284.83803696472
1998-05-29,1140.6760479116897
1998-06-30,1071.9450418593449
1998-07-31,1035.1834274828773
1998-08-31,895.1942569936052
1998-09-30,976.9572358978643
1998-10-30,1165.6134881863313
1998-11-30,1219.8249515674524
1998-12-31,1205.6378720287544
1999-01-29,1213.898188303991
1999-02-26,1201.2248719039785
1999-03-31,1296.1060955575201
1999-04-30,1510.1448146037394
1999-05-31,1402.8756277272312
1999-06-30,1518.5120861999862
1999-07-30,1504.3831215950474
1999-08-31,1469.830342806749
1999-09-30,1442.6807937360895
1999-10-29,1469.2168286897327
1999-11-30,1591.1453195666716
1999-12-31,1718.992658939111
2000-01-31,1596.9921797406303
2000-02-29,1591.841120846614
2000-03-31,1605.459760662645
2000-04-28,1539.1465224301287
2000-05-31,1395.9808875611677
2000-06-30,1558.8632993056638
2000-07-31,1551.2461918875003
2000-08-31,1569.9369535192423
2000-09-29,1466.480608875101
2000-10-31,1386.0434144304388
2000-11-30,1379.5912098069705
2000-12-29,1451.4422381547013
2001-01-01,1451.4422381547013
2001-01-02,1455.566756025894
2001-01-03,1439.9684679084828
2001-01-04,1489.627499322085
2001-01-05,1512.3974235867602
2001-01-08,1489.5676043015167
2001-01-09,1484.1271574208633
2001-01-10,1473.335168737893
2001-01-11,1452.35670378042
2001-01-12,1464.4480561246676
2001-01-15,1461.0696302131755
2001-01-16,1460.0445995219557
2001-01-17,1454.086679446703
2001-01-18,1469.9450820200882
2001-01-19,1498.1233211585593
2001-01-22,1505.1527061892002
2001-01-23,1488.288610396611
2001-01-24,1477.0622668781207
2001-01-25,1483.3933997394292
2001-01-26,1479.551600276231
2001-01-29,1476.0890725205184
2001-01-30,1477.0018269525908
2001-01-31,1496.563539999595
2001-02-01,1513.5397961102913
2001-02-02,1501.0221759761694
2001-02-05,1475.9541486723103
2001-02-06,1479.1359929593189
2001-02-07,1475.9490283085192
2001-02-08,1469.4141924870535
2001-02-09,1461.9767838769328
2001-02-12,1469.977824767597
2001-02-13,1473.4874603326289
2001-02-14,1466.4742074153924
2001-02-15,1450.10430950959
2001-02-16,1457.2939426625326
2001-02-19,1448.1488448242108
2001-02-20,1444.3053276454261
2001-02-21,1449.5987684800757
2001-02-22,1435.2431724534306
2001-02-23,1436.0315968097445
2001-02-26,1445.166645765332
2001-02-27,1440.523383511028
2001-02-28,1445.5334989773648
2001-03-01,1437.3170199629972
2001-03-02,1435.0964303173312
2001-03-05,1430.6438181342746
2001-03-06,1432.68564415839
2001-03-07,1428.5104425329594
2001-03-08,1422.0086917934575
2001-03-09,1417.016560626348
2001-03-12,1389.4485731858065
2001-03-13,1349.4824786732308
2001-03-14,1341.8221723238983
2001-03-15,1343.9272049257536
2001-03-16,1338.1324460351898
2001-03-19,1339.499071965363
2001-03-20,1333.1593762636348
2001-03-21,1313.6307257113353
2001-03-22,1282.8991134054093
2001-03-23,1291.1528494561528
2001-03-26,1310.4084939063523
2001-03-27,1300.4327943112985
2001-03-28,1295.9822789444058
2001-03-29,1283.1733372455883
2001-03-30,1280.999300126545
2001-04-02,1279.424384633623
2001-04-03,1275.851855891944
2001-04-04,1267.624482472006
2001-04-05,1278.8673497467823
2001-04-06,1290.059888674329
2001-04-09,1264.6467803946425
2001-04-10,1270.0733113588128
2001-04-11,1301.9364616830946
2001-04-12,1318.0747943089204
2001-04-13,1318.0747943089204
2001-04-16,1320.1187638954334
2001-04-17,1299.9997700863976
2001-04-18,1305.0613671950464
2001-04-19,1355.541224537947
2001-04-20,1362.4789225015716
2001-04-23,1347.5246694422872
2001-04-24,1338.6107223979068
2001-04-25,1334.0553085502588
2001-04-26,1340.2234824652
2001-04-27,1341.4146932457502
2001-04-30,1354.5136449360934
2001-05-01,1362.7480824453276
2001-05-02,1375.8550749181436
2001-05-03,1382.1046562932718
2001-05-04,1362.4396741737678
2001-05-07,1371.0681248448245
2001-05-08,1367.9290348731536
2001-05-09,1369.9245486018935
2001-05-10,1389.4229395313473
2001-05-11,1388.6930154978206
2001-05-14,1368.4749200721567
2001-05-15,1372.9251881315895
2001-05-16,1375.229528743483
2001-05-17,1398.7686423096509
2001-05-18,1384.9788411654813
2001-05-21,1405.205825002978
2001-05-22,1402.4016147014818
2001-05-23,1395.957927927802
2001-05-24,1388.6097882514375
2001-05-25,1388.335074581489
2001-05-28,1388.176245158055
2001-05-29,1379.88702950949
2001-05-30,1365.851161220378
2001-05-31,1342.1109983575532
2001-06-01,1346.0470930828055
2001-06-04,1358.2727884992962
2001-06-05,1368.0450554410324
2001-06-06,1378.9845667410184
2001-06-07,1394.273342824742
2001-06-08,1404.909564524119
2001-06-11,1392.3926192067943
2001-06-12,1378.8660555360339
2001-06-13,1377.6396480806827
2001-06-14,1373.2309707853767
2001-06-15,1370.166497750121
2001-06-18,1355.0332266593475
2001-06-19,1352.646615069224
2001-06-20,1346.6544460581674
2001-06-21,1346.84505594707
2001-06-22,1349.4937675159117
2001-06-25,1342.0096902305897
2001-06-26,1345.7033491187474
2001-06-27,1336.9858936724313
2001-06-28,1326.3828382797963
2001-06-29,1341.8968056925237
2001-07-02,1332.86623951621
2001-07-03,1345.8774826219926
2001-07-04,1352.0242777781348
2001-07-05,1328.6650481663933
2001-07-06,1306.1870482454963
2001-07-09,1294.6241379046703
2001-07-10,1309.5821087886766
2001-07-11,1305.9846683800713
2001-07-12,1310.2931643849836
2001-07-13,1309.9918606367225
2001-07-16,1319.4834016692037
2001-07-17,1306.3261628703979
2001-07-18,1314.9251342146442
2001-07-19,1310.9677253701132
2001-07-20,1302.8390948662807
2001-07-23,1301.7851286345026
2001-07-24,1293.2855272293675
2001-07-25,1287.3612368002114
2001-07-26,1275.2832514047896
2001-07-27,1276.153769251219
2001-07-30,1283.9345058267857
2001-07-31,1304.26720472569
2001-08-01,1330.867625400084
2001-08-02,1339.0522544913395
2001-08-03,1326.0470648348191
2001-08-06,1321.3292760724
2001-08-07,1316.5284910750834
2001-08-08,1309.931306087998
2001-08-09,1297.4719458298307
2001-08-10,1304.2197638376338
2001-08-13,1295.0152007461822
2001-08-14,1301.670000978003
2001-08-15,1317.108946085833
2001-08-16,1308.299672506283
2001-08-17,1323.5976880847954
2001-08-20,1305.7832306756316
2001-08-21,1307.9802362619491
2001-08-22,1311.222990522619
2001-08-23,1310.4420603974509
2001-08-24,1309.7377132942775
2001-08-27,1318.566548927697
2001-08-28,1312.9418389263176
2001-08-29,1310.7470518166544
2001-08-30,1302.6046216329964
2001-08-31,1280.1206373239688
2001-09-03,1278.977865233575
2001-09-04,1277.917271314836
2001-09-05,1272.7215470646404
2001-09-06,1255.0728416487405
2001-09-07,1230.9164128161
2001-09-10,1222.139302346533
2001-09-11,1234.5567632826603
2001-09-12,1155.3519841903014
2001-09-13,1161.334396395605
2001-09-14,1149.8759524716752
2001-09-17,1083.7259091459207
2001-09-18,1077.448503768702
2001-09-19,1087.975190994168
2001-09-20,1065.8190758897147
2001-09-21,1024.7661179617462
2001-09-24,1042.0973091398816
2001-09-25,1056.2722440204655
2001-09-26,1053.0391721312901
2001-09-27,1068.055668635481
2001-09-28,1091.0491402776659
2001-10-01,1100.9067533032216
2001-10-02,1112.1664586991897
2001-10-03,1113.4241259812402
2001-10-04,1132.021861588153
2001-10-05,1156.8483225096725
2001-10-08,1134.723532094296
2001-10-09,1148.5950183982816
2001-10-10,1137.7984590141168
2001-10-11,1155.1879893061953
2001-10-12,1158.7955652104547
2001-10-15,1169.6163977077902
2001-10-16,1172.5772501906677
2001-10-17,1190.0011074133101
2001-10-18,1160.5509652244216
2001-10-19,1145.5994118137612
2001-10-22,1146.1901889000874
2001-10-23,1165.5727102801854
2001-10-24,1174.2684656415008
2001-10-25,1170.6555816324621
2001-10-26,1174.9662387068897
2001-10-29,1161.8393423625091
2001-10-30,1159.6670723130644
2001-10-31,1156.1428544362086
2001-11-01,1161.254621254212
2001-11-02,1154.4224438802732
2001-11-05,1161.1630185611386
2001-11-06,1176.7037886840963
2001-11-07,1169.104858437201
2001-11-08,1182.8347727280889
2001-11-09,1196.4495771261393
2001-11-12,1211.073249212661
2001-11-13,1208.1628490201074
2001-11-14,1230.0862046210198
2001-11-15,1248.9858416439247
2001-11-16,1248.5556821198948
2001-11-19,1256.01263172897
2001-11-20,1258.2667815463626
2001-11-21,1250.4117241822662
2001-11-22,1245.0911053406787
2001-11-23,1252.0921728774206
2001-11-26,1261.5407855242345
2001-11-27,1270.8928033604893
2001-11-28,1255.3505914256627
2001-11-29,1248.9937770708252
2001-11-30,1265.0696708577952
2001-12-03,1260.739860587058
2001-12-04,1271.002381943386
2001-12-05,1296.359493747018
2001-12-06,1303.8571082036842
2001-12-07,1310.6334513712357
2001-12-10,1304.5746412851524
2001-12-11,1298.0279255678008
2001-12-12,1301.5072612546842
2001-12-13,1288.265328694213
2001-12-14,1277.9043921069626
2001-12-17,1277.7373165693743
2001-12-18,1284.8515773172028
2001-12-19,1289.6847747585286
2001-12-20,1283.8838895412619
2001-12-21,1277.5484783894772
2001-12-24,1285.938738018628
2001-12-25,1285.938738018628
2001-12-26,1284.8758755528459
2001-12-27,1296.5387323213245
2001-12-28,1304.9582255754208
2001-12-31,1308.0710639816004
2002-01-01,1308.0710639816004
2002-01-02,1315.0163485860385
2002-01-03,1316.3689050158307
2002-01-04,1339.2459603681777
2002-01-07,1354.5809038457935
2002-01-08,1353.7270259071288
2002-01-09,1344.964876410794
2002-01-10,1342.1594373944572
2002-01-11,1335.3290483397616
2002-01-14,1334.3094048122327
2002-01-15,1324.5652918264418
2002-01-16,1319.2408391551799
2002-01-17,1310.184234303825
2002-01-18,1308.9684257783956
2002-01-21,1321.1237085642124
2002-01-22,1322.6539650919738
2002-01-23,1323.6138618537914
2002-01-24,1323.5567044625632
2002-01-25,1333.590279466734
2002-01-28,1336.495431741819
2002-01-29,1343.3771780693157
2002-01-30,1316.6335105063736
2002-01-31,1325.3988875617154
2002-02-01,1320.1981727023908
2002-02-04,1326.393657820254
2002-02-05,1314.6969525345892
2002-02-06,1311.070009766244
2002-02-07,1298.0769698389868
2002-02-08,1314.9005155371049
2002-02-11,1333.6280561309195
2002-02-12,1329.8776868580937
2002-02-13,1327.9881923518565
2002-02-14,1345.2317040893738
2002-02-15,1347.6239441213995
2002-02-18,1349.4924657875567
2002-02-19,1339.125072505651
2002-02-20,1331.4860027974419
2002-02-21,1329.0133828235528
2002-02-22,1312.3904996818887
2002-02-25,1302.9611432968634
2002-02-26,1306.5393228746632
2002-02-27,1308.2977961917338
2002-02-28,1306.7162145128461
2002-03-01,1308.7597737531155
2002-03-04,1335.281910687964
2002-03-05,1346.8498087571575
2002-03-06,1348.4147132372523
2002-03-07,1373.680285411969
2002-03-08,1365.3989582040401
2002-03-11,1364.112744203185
2002-03-12,1356.0737493614738
2002-03-13,1351.3114279171532
2002-03-14,1357.2463022203794
2002-03-15,1350.117392673527
2002-03-18,1362.0569900057822
2002-03-19,1365.327760294507
2002-03-20,1373.9246258525013
2002-03-21,1359.738263924285
2002-03-22,1359.9543148668379
2002-03-25,1354.337456736213
2002-03-26,1338.248532769145
2002-03-27,1352.4908116511047
2002-03-28,1364.0470821379997
2002-03-29,1364.0470821379997
2002-04-01,1363.5302093644507
2002-04-02,1350.0144474095023
2002-04-03,1340.4181381791432
2002-04-04,1340.6274555472432
2002-04-05,1345.6268124898222
2002-04-08,1333.9716502377228
2002-04-09,1327.7582296801054
2002-04-10,1327.2262116795432
2002-04-11,1337.213501094034
2002-04-12,1335.5884052700517
2002-04-15,1337.1513170220042
2002-04-16,1343.8863837036963
2002-04-17,1367.7916113345334
2002-04-18,1374.0007235275432
2002-04-19,1376.0182566418705
2002-04-22,1376.481863839131
2002-04-23,1381.92128456768
2002-04-24,1381.8513244228252
2002-04-25,1382.7676869521763
2002-04-26,1383.638769078485
2002-04-29,1366.6707004701373
2002-04-30,1370.7734112524563
2002-05-01,1376.8610606516988
2002-05-02,1385.7353473431501
2002-05-03,1390.7467262674927
2002-05-06,1379.8340842352427
2002-05-07,1380.31531435659
2002-05-08,1383.383822846213
2002-05-09,1382.4692825477382
2002-05-10,1384.3208646968317
2002-05-13,1381.7841602879798
2002-05-14,1382.2832472546074
2002-05-15,1409.9964337290737
2002-05-16,1411.8747901554138
2002-05-17,1426.7341032560862
2002-05-20,1420.560640952424
2002-05-21,1413.2551892680865
2002-05-22,1421.307436457504
2002-05-23,1407.824988867298
2002-05-24,1409.970214362858
2002-05-27,1408.4126630251214
2002-05-28,1413.7696740585425
2002-05-29,1410.5376251882765
2002-05-30,1411.1179312957245
2002-05-31,1400.7522820247802
2002-06-03,1409.2430719845001
2002-06-04,1407.1280441069955
2002-06-05,1403.6262353503587
2002-06-06,1408.4517917044752
2002-06-07,1407.7783598034498
2002-06-10,1405.319546611174
2002-06-11,1395.122983711688
2002-06-12,1393.8355153512844
2002-06-13,1389.6935263296887
2002-06-14,1360.2977216712247
2002-06-17,1354.1524070546056
2002-06-18,1365.0212894004706
2002-06-19,1352.1114252930226
2002-06-20,1364.377463826279
2002-06-21,1355.6960900305344
2002-06-24,1351.2001153970002
2002-06-25,1345.6042545581483
2002-06-26,1312.067939210862
2002-06-27,1326.6432383416866
2002-06-28,1326.616482967434
2002-07-01,1328.5773081586822
2002-07-02,1325.457861375245
2002-07-03,1318.966675189652
2002-07-04,1326.7949428107654
2002-07-05,1338.9433840826498
2002-07-08,1351.9057157670509
2002-07-09,1366.9316710875964
2002-07-10,1354.982879643294
2002-07-11,1321.6147133615823
2002-07-12,1326.417245151129
2002-07-15,1327.0264710561528
2002-07-16,1308.037898448716
2002-07-17,1283.4387375161643
2002-07-18,1295.310718975919
2002-07-19,1284.7153955919366
2002-07-22,1264.5215051197313
2002-07-23,1265.9194624370368
2002-07-24,1220.4808536705273
2002-07-25,1223.6458845878144
2002-07-26,1196.376652363209
2002-07-29,1214.9418325321699
2002-07-30,1244.6556931674952
2002-07-31,1246.26232791485
2002-08-01,1233.752464160006
2002-08-02,1221.7401467993566
2002-08-05,1191.7687173020147
2002-08-06,1170.0061273681695
2002-08-07,1213.0398980556697
2002-08-08,1212.771701991502
2002-08-09,1220.070822011759
2002-08-12,1223.3457593943351
2002-08-13,1232.504612092847
2002-08-14,1226.3576916141053
2002-08-15,1247.639066098238
2002-08-16,1253.269930959145
2002-08-19,1250.6250151429401
2002-08-20,1269.5236620408918
2002-08-21,1266.1224122271556
2002-08-22,1273.0655643839896
2002-08-23,1270.8618942862388
2002-08-26,1266.3263369168642
2002-08-27,1271.8870071887743
2002-08-28,1261.7779811479552
2002-08-29,1255.5684526068426
2002-08-30,1251.0807085805695
2002-09-02,1251.011373225304
2002-09-03,1246.3563566697676
2002-09-04,1232.593031412741
2002-09-05,1229.2328475145637
2002-09-06,1229.2366378494526
2002-09-09,1237.5292034541544
2002-09-10,1241.6795044543785
2002-09-11,1251.2264747504444
2002-09-12,1256.7016360511814
2002-09-13,1244.8155842557646
2002-09-16,1236.7050221095044
2002-09-17,1250.7791878034354
2002-09-18,1232.5066258157742
2002-09-19,1229.4360602739787
2002-09-20,1213.1302265885572
2002-09-23,1199.0196727092107
2002-09-24,1190.3209573654128
2002-09-25,1175.0996843776952
2002-09-26,1181.0556556433673
2002-09-27,1188.4846153621818
2002-09-30,1169.0012174699066
2002-10-01,1172.2300417337754
2002-10-02,1176.4736874663674
2002-10-03,1175.973412138378
2002-10-04,1176.3597575934193
2002-10-07,1165.4418981752344
2002-10-08,1166.2859406581542
2002-10-09,1158.7522200874357
2002-10-10,1143.5487610229338
2002-10-11,1157.8366847884784
2002-10-14,1165.641403026522
2002-10-15,1191.615289799642
2002-10-16,1197.2516758624945
2002-10-17,1207.6789687450234
2002-10-18,1213.2346357872987
2002-10-21,1210.653145882537
2002-10-22,1214.4649136229507
2002-10-23,1229.8206774410933
2002-10-24,1231.877113402176
2002-10-25,1228.0256089504549
2002-10-28,1246.0830667887994
2002-10-29,1228.500432577441
2002-10-30,1219.148168164531
2002-10-31,1233.2844861948317
2002-11-01,1221.0477311685202
2002-11-04,1247.8794740048877
2002-11-05,1246.3275555992102
2002-11-06,1256.9492996163883
2002-11-07,1252.8834283083786
2002-11-08,1242.4970551523502
2002-11-11,1217.8196280103934
2002-11-12,1223.8364104437471
2002-11-13,1217.4546476887622
2002-11-14,1223.6239458035486
2002-11-15,1243.8113080023638
2002-11-18,1240.5403606269615
2002-11-19,1236.9246312419114
2002-11-20,1237.7274089552318
2002-11-21,1249.0272081598678
2002-11-22,1260.6667213482237
2002-11-25,1256.3095415298908
2002-11-26,1248.9098133707967
2002-11-27,1236.408560939749
2002-11-28,1261.5438277749774
2002-11-29,1262.746593681901
2002-12-02,1271.1135058731134
2002-12-03,1264.732597570756
2002-12-04,1245.0387292578052
2002-12-05,1248.756972514392
2002-12-06,1245.2842075464189
2002-12-09,1240.7177383662572
2002-12-10,1228.5484845853205
2002-12-11,1221.327066081362
2002-12-12,1234.0978117973434
2002-12-13,1227.9026004288196
2002-12-16,1220.8308482628188
2002-12-17,1234.0117629327171
2002-12-18,1225.1566156559295
2002-12-19,1228.1084975488493
2002-12-20,1228.4706278203644
2002-12-23,1237.2028588005592
2002-12-24,1237.05081179613
2002-12-25,1237.05081179613
2002-12-26,1236.506485649723
2002-12-27,1229.3720220713512
2002-12-30,1217.3085239857505
2002-12-31,1224.083789865328
2003-01-01,1224.083789865328
2003-01-02,1228.056355793068
2003-01-03,1246.2697926865724
2003-01-06,1268.9499814965386
2003-01-07,1264.9882815803649
2003-01-08,1264.3804242063761
2003-01-09,1266.9464474320546
2003-01-10,1277.3400071402787
2003-01-13,1286.6741688642812
2003-01-14,1293.506352782292
2003-01-15,1295.931629483657
2003-01-16,1287.8907169736992
2003-01-17,1286.2820133570417
2003-01-20,1282.7953683364915
2003-01-21,1277.0025200522994
2003-01-22,1267.8970802336057
2003-01-23,1275.6687725113723
2003-01-24,1275.3808578565838
2003-01-27,1264.4226534213685
2003-01-28,1246.7337480110164
2003-01-29,1240.997330312726
2003-01-30,1238.9522352570477
2003-01-31,1235.010407255683
2003-02-03,1226.569386552228
2003-02-04,1238.0260085393254
2003-02-05,1226.7333183724772
2003-02-06,1215.402663972743
2003-02-07,1222.5759792497413
2003-02-10,1221.6973274126033
2003-02-11,1213.3456460084321
2003-02-12,1223.0308425633093
2003-02-13,1206.187326035084
2003-02-14,1196.2590089465696
2003-02-17,1213.1791285994195
2003-02-18,1214.5145544618588
2003-02-19,1226.3790240163828
2003-02-20,1217.312220027721
2003-02-21,1216.4781015995757
2003-02-24,1235.1303531434646
2003-02-25,1214.105315482356
2003-02-26,1223.8762872488023
2003-02-27,1214.1596007035153
2003-02-28,1218.9180078580073
2003-03-03,1238.8029085858052
2003-03-04,1235.0901696967371
2003-03-05,1226.845344436309
2003-03-06,1218.7345385480828
2003-03-07,1203.2237214219624
2003-03-10,1199.2846895195444
2003-03-11,1179.890504054825
2003-03-12,1167.2254662130613
2003-03-13,1159.376599983525
2003-03-14,1184.4588838207387
2003-03-17,1174.9214461267527
2003-03-18,1208.4086594340517
2003-03-19,1220.05970665167
2003-03-20,1230.4346305910706
2003-03-21,1227.7560904748136
