Date,EUROPE
1977-12-30,142.204
1978-01-31,142.018
1978-02-28,141.696
1978-03-31,146.598
1978-04-28,144.409
1978-05-31,147.96
1978-06-30,149.094
1978-07-31,160.357
1978-08-31,165.935
1978-09-29,172.736
1978-10-31,180.849
1978-11-30,165.006
1978-12-29,173.324
1979-01-31,174.099
1979-02-28,177.211
1979-03-30,188.564
1979-04-30,191.094
1979-05-31,181.461
1979-06-29,186.734
1979-07-31,189.494
1979-08-31,195.182
1979-09-28,205.013
1979-10-31,186.549
1979-11-30,194.22
1979-12-31,194.655
1980-01-31,204.225
1980-02-29,206.64
1980-03-31,177.041
1980-04-30,194.897
1980-05-30,199.957
1980-06-30,214.131
1980-07-31,217.236
1980-08-29,218.983
1980-09-30,222.448
1980-10-31,230.147
1980-11-28,227.138
1980-12-31,217.823
1981-01-30,209.279
1981-02-27,207.203
1981-03-31,211.099
1981-04-30,208.818
1981-05-29,191.989
1981-06-30,187.354
1981-07-31,181.98
1981-08-31,187.041
1981-09-30,169.374
1981-10-30,175.972
1981-11-30,197.372
1981-12-31,190.684
1982-01-29,193.407
1982-02-26,185.826
1982-03-31,185.211
1982-04-30,190.788
1982-05-31,190.547
1982-06-30,175.07
1982-07-30,178.67
1982-08-31,179.671
1982-09-30,183.688
1982-10-29,185.894
1982-11-30,188.805
1982-12-31,198.252
1983-01-31,198.556
1983-02-28,206.215
1983-03-31,216.559
1983-04-29,234.196
1983-05-31,231.745
1983-06-30,235.843
1983-07-29,232.563
1983-08-31,227.494
1983-09-30,231.421
1983-10-31,231.239
1983-11-30,238.031
1983-12-30,239.796
1984-01-31,249.427
1984-02-29,256.427
1984-03-30,263.155
1984-04-30,259.598
1984-05-31,240.66
1984-06-29,240.219
1984-07-31,224.418
1984-08-31,243.407
1984-09-28,239.752
1984-10-31,240.293
1984-11-30,239.592
1984-12-31,241.283
1985-01-31,252.392
1985-02-28,241.866
1985-03-29,269.782
1985-04-30,277.528
1985-05-31,291.99
1985-06-28,295.423
1985-07-31,323.249
1985-08-30,339.805
1985-09-30,345.376
1985-10-31,383.704
1985-11-29,413.706
1985-12-31,431.729584
1986-01-31,439.955242
1986-02-28,492.215767
1986-03-31,532.4916
1986-04-30,581.975437
1986-05-30,530.530629
1986-06-30,553.638129
1986-07-31,548.891327
1986-08-29,610.210993
1986-09-30,571.53668
1986-10-31,575.016997
1986-11-28,605.807804
1986-12-31,621.047544
1987-01-30,648.468082
1987-02-27,671.620096
1987-03-31,704.800818
1987-04-30,732.389108
1987-05-29,728.313782
1987-06-30,749.074634
1987-07-31,774.262036
1987-08-31,780.711987
1987-09-30,785.809741
1987-10-30,636.41484
1987-11-30,608.393167
1987-12-31,643.785447
1988-01-29,617.366299
1988-02-29,653.689492
1988-03-31,671.684225
1988-04-29,684.179797
1988-05-31,671.403959
1988-06-30,664.628426
1988-07-29,666.117112
1988-08-31,635.883592
1988-09-30,670.453109
1988-10-31,732.583002
1988-11-30,741.617293
1988-12-30,745.553403
1989-01-31,772.597555
1989-02-28,763.826677
1989-03-31,769.363038
1989-04-28,790.716667
1989-05-31,750.229755
1989-06-30,781.15243
1989-07-31,873.103242
1989-08-31,862.193539
1989-09-29,877.021228
1989-10-31,819.525875
1989-11-30,865.009708
1989-12-29,958.105149
1990-01-31,955.537666
1990-02-28,932.641292
1990-03-30,945.806203
1990-04-30,920.676076
1990-05-31,995.631629
1990-06-29,1030.600561
1990-07-31,1074.046607
1990-08-31,967.513835
1990-09-28,853.568527
1990-10-31,925.522871
1990-11-30,934.784711
1990-12-31,921.25894
1991-01-31,952.257727
1991-02-28,1035.56869
1991-03-29,966.138014
1991-04-30,955.981082
1991-05-31,984.206089
1991-06-28,901.574893
1991-07-31,964.046093
1991-08-30,981.630043
1991-09-30,1011.063724
1991-10-31,989.811245
1991-11-29,966.546241
1991-12-31,1042.0690898
1992-01-31,1041.7626705
1992-02-28,1045.8229086
1992-03-31,1009.2040738
1992-04-30,1064.8899985
1992-05-29,1125.5136502999999
1992-06-30,1104.5397960999999
1992-07-31,1065.0781121
1992-08-31,1061.6046966
1992-09-30,1044.0471297
1992-10-30,971.1998920999999
1992-11-30,970.7258525999999
1992-12-31,992.9947073999999
1993-01-29,994.662973
1993-02-26,1006.043323
1993-03-31,1057.796639
1993-04-30,1081.1268929999999
1993-05-31,1092.757741
1993-06-30,1076.7936829999999
1993-07-30,1080.490256
1993-08-31,1175.304342
1993-09-30,1171.6527389999999
1993-10-29,1220.4638349993068
1993-11-30,1194.1188286336976
1993-12-31,1283.7712264067331
1994-01-31,1349.1483820223084
1994-02-28,1301.3693025368798
1994-03-31,1264.5360249235018
1994-04-29,1316.8987523982123
1994-05-31,1260.9202609893107
1994-06-30,1247.681333483543
1994-07-29,1313.0721704837226
1994-08-31,1354.7187380295184
1994-09-30,1300.9995879058263
1994-10-31,1357.6762952954316
1994-11-30,1305.671331956526
1994-12-30,1313.093008024065
1995-01-31,1302.8128225879336
1995-02-28,1332.3310115927918
1995-03-31,1394.158375246284
1995-04-28,1438.7425885089303
1995-05-31,1468.2011435790907
1995-06-30,1482.0423082851091
1995-07-31,1559.2915824657132
1995-08-31,1499.0127745192578
1995-09-29,1544.2957541186715
1995-10-31,1537.0023598654986
1995-11-30,1547.9306456351865
1995-12-29,1596.9846748086497
1996-01-31,1607.4252295587137
1996-02-29,1636.7078925043763
1996-03-29,1656.278668629381
1996-04-30,1668.263152587241
1996-05-31,1681.1541625559025
1996-06-28,1699.6653904262917
1996-07-31,1678.3747924601523
1996-08-30,1728.1803154161448
1996-09-30,1764.5434246849686
1996-10-31,1805.50789045617
1996-11-29,1897.0013815777093
1996-12-31,1933.7466887885298
1997-01-31,1938.9933364611259
1997-02-28,1964.6150206071386
1997-03-31,2028.0649847832437
1997-04-30,2017.9779190790011
1997-05-30,2104.152975455983
1997-06-30,2209.426118613188
1997-07-31,2312.9651406593525
1997-08-29,2180.8084708049114
1997-09-30,2392.288766948872
1997-10-31,2274.650467226079
1997-11-28,2309.6026162754597
1997-12-31,2394.012341022127
1998-01-30,2493.667895336932
1998-02-27,2688.630599637911
1998-03-31,2880.106145211884
1998-04-30,2935.9646135251205
1998-05-29,2995.437128814804
1998-06-30,3028.25629987852
1998-07-31,3088.081510241629
1998-08-31,2699.6570151260735
1998-09-30,2591.719356883344
1998-10-30,2799.17726970436
1998-11-30,2948.1051741610577
1998-12-31,3077.003978409624
1999-01-29,3057.192998509276
1999-02-26,2979.6025751012194
1999-03-31,3012.11787627833
1999-04-30,3101.868849242861
1999-05-31,2952.8919655574714
1999-06-30,3002.732562139356
1999-07-30,3030.6221160141936
1999-08-31,3061.4100207365464
1999-09-30,3037.8102218390213
1999-10-29,3149.589827961678
1999-11-30,3234.5300430980196
1999-12-31,3566.05508168496
2000-01-31,3312.0678105654597
2000-02-29,3484.7889256747953
2000-03-31,3568.94536137885
2000-04-28,3411.399186207716
2000-05-31,3383.503610909296
2000-06-30,3456.1357585458304
2000-07-31,3400.9199069890465
2000-08-31,3360.894704499531
2000-09-29,3203.542177699196
2000-10-31,3179.250426814313
2000-11-30,3056.1414044819594
2000-12-29,3266.8061705654886
2001-01-01,3266.8061705654886
2001-01-02,3252.2377852331274
2001-01-03,3209.7532179604787
2001-01-04,3266.275639896695
2001-01-05,3272.0817697086595
2001-01-08,3251.7950716800665
2001-01-09,3195.655417057608
2001-01-10,3178.255088165948
2001-01-11,3241.8328424813008
2001-01-12,3259.309137464253
2001-01-15,3248.510005765896
2001-01-16,3202.3971168122457
2001-01-17,3243.314913800317
2001-01-18,3275.3187007681327
2001-01-19,3237.7733184853228
2001-01-22,3240.011048968048
2001-01-23,3248.3419888025896
2001-01-24,3225.4296379187554
2001-01-25,3228.2378256642824
2001-01-26,3228.814386166998
2001-01-29,3223.890494347679
2001-01-30,3240.19277680952
2001-01-31,3268.3015318438647
2001-02-01,3269.734172417897
2001-02-02,3229.5410305123173
2001-02-05,3246.1437711941653
2001-02-06,3236.5256490314096
2001-02-07,3200.554284422135
2001-02-08,3157.155580907761
2001-02-09,3131.4814698954583
2001-02-12,3174.507754745377
2001-02-13,3149.0712602872595
2001-02-14,3105.780773173325
2001-02-15,3095.4036463048433
2001-02-16,3068.009330650075
2001-02-19,3074.7771928216575
2001-02-20,3016.4215958029067
2001-02-21,3000.4492903215573
2001-02-22,2974.240362176479
2001-02-23,2927.4593332044146
2001-02-26,2951.6456729516876
2001-02-27,2985.1357068994052
2001-02-28,2981.3815892955354
2001-03-01,2985.390239884016
2001-03-02,3002.5911548364347
2001-03-05,3018.013428293197
2001-03-06,3061.1295180172233
2001-03-07,3052.563459454538
2001-03-08,3049.4441458114115
2001-03-09,3015.7553876010297
2001-03-12,2939.7011997569725
2001-03-13,2874.248211188101
2001-03-14,2817.103652127842
2001-03-15,2848.99403351073
2001-03-16,2748.0432184757888
2001-03-19,2732.77713267949
2001-03-20,2788.5034074656546
2001-03-21,2721.7975657495545
2001-03-22,2571.963798119875
2001-03-23,2655.896218902931
2001-03-26,2751.5556181604006
2001-03-27,2818.6807572290368
2001-03-28,2755.2435702397725
2001-03-29,2741.7769862519963
2001-03-30,2759.003983821173
2001-04-02,2743.1271699736626
2001-04-03,2673.0377832928125
2001-04-04,2728.848367736169
2001-04-05,2774.0681786995096
2001-04-06,2779.4733297290563
2001-04-09,2821.288558402513
2001-04-10,2852.6125756623014
2001-04-11,2844.365205388587
2001-04-12,2866.1433853722583
2001-04-13,2866.1433853722583
2001-04-16,2842.542278107285
2001-04-17,2823.2941224100773
2001-04-18,2873.7684584356402
2001-04-19,2913.120595311576
2001-04-20,2925.1010608185884
2001-04-23,2890.552228608096
2001-04-24,2892.681496027855
2001-04-25,2897.156734841087
2001-04-26,2927.5971909274435
2001-04-27,2944.052417151871
2001-04-30,2955.067527479439
2001-05-01,2961.385856658449
2001-05-02,2948.6249216334913
2001-05-03,2896.7361295288765
2001-05-04,2922.0794438976336
2001-05-07,2929.7536015898722
2001-05-08,2910.850202098954
2001-05-09,2890.7202231231263
2001-05-10,2940.258686322134
2001-05-11,2905.6110389527357
2001-05-14,2850.6047862047762
2001-05-15,2895.870187360153
2001-05-16,2915.5435559795924
2001-05-17,2934.638468388653
2001-05-18,2940.3337255350198
2001-05-21,2952.305554496105
2001-05-22,2946.5263929097373
2001-05-23,2905.5362885570894
2001-05-24,2898.609018361511
2001-05-25,2881.213097409485
2001-05-28,2892.8388448939354
2001-05-29,2858.941611223767
2001-05-30,2831.2803598193755
2001-05-31,2811.0031083883828
2001-06-01,2802.066207827986
2001-06-04,2815.863299090241
2001-06-05,2848.433793716533
2001-06-06,2824.9396374505927
2001-06-07,2827.9014372904976
2001-06-08,2817.639116456241
2001-06-11,2771.73274284221
2001-06-12,2738.4648923186214
2001-06-13,2769.212070821798
2001-06-14,2757.2558532882267
2001-06-15,2744.2491669313195
2001-06-18,2717.989424622164
2001-06-19,2716.098595933118
2001-06-20,2689.952352663397
2001-06-21,2695.281983980449
2001-06-22,2708.073717394672
2001-06-25,2725.0821052614556
2001-06-26,2684.43183175896
2001-06-27,2680.593583630067
2001-06-28,2684.486109644116
2001-06-29,2704.7393644550825
2001-07-02,2743.069174697729
2001-07-03,2710.213109134138
2001-07-04,2689.6816859916153
2001-07-05,2645.7645517799892
2001-07-06,2611.7531436676168
2001-07-09,2622.7910867002693
2001-07-10,2624.906397159283
2001-07-11,2605.315033752871
2001-07-12,2614.7964614880025
2001-07-13,2628.784043089839
2001-07-16,2624.3037919698877
2001-07-17,2591.4034449432816
2001-07-18,2614.4075073322297
2001-07-19,2651.1314573930404
2001-07-20,2638.753402952187
2001-07-23,2635.444965819232
2001-07-24,2615.633393850762
2001-07-25,2594.474685469217
2001-07-26,2608.991739065037
2001-07-27,2648.707552895293
2001-07-30,2682.40081082548
2001-07-31,2711.464728676005
2001-08-01,2731.368179560556
2001-08-02,2741.4609766854755
2001-08-03,2726.7207125353557
2001-08-06,2711.8838051159
2001-08-07,2707.3372801172127
2001-08-08,2673.557108697004
2001-08-09,2656.9162088029057
2001-08-10,2655.2739763443374
2001-08-13,2677.6673936905954
2001-08-14,2707.7260454994007
2001-08-15,2729.2356416565053
2001-08-16,2704.838933683792
2001-08-17,2672.4507097214637
2001-08-20,2663.197090284097
2001-08-21,2692.5774245614703
2001-08-22,2707.4167714251103
2001-08-23,2692.8090020390173
2001-08-24,2733.072447226127
2001-08-27,2726.695377083742
2001-08-28,2694.9806307622807
2001-08-29,2692.4931866832667
2001-08-30,2637.8465467274773
2001-08-31,2640.8698451676723
2001-09-03,2607.5799392093286
2001-09-04,2599.8630070588706
2001-09-05,2558.5853888182824
2001-09-06,2508.0192948558024
2001-09-07,2479.94930515432
2001-09-10,2447.1242867512747
2001-09-11,2317.7408941261356
2001-09-12,2353.1576805051827
2001-09-13,2384.0802768864896
2001-09-14,2293.361104752359
2001-09-17,2349.5973316296486
2001-09-18,2330.1403289063664
2001-09-19,2295.6879359107406
2001-09-20,2201.0289228790216
2001-09-21,2119.872430267229
2001-09-24,2228.74241898161
2001-09-25,2273.960213955591
2001-09-26,2302.3920849072238
2001-09-27,2329.754404284065
2001-09-28,2377.3254354886035
2001-10-01,2340.288536957379
2001-10-02,2359.463307136214
2001-10-03,2378.20063582876
2001-10-04,2441.3433771047953
2001-10-05,2441.4162067879884
2001-10-08,2440.8184142909195
2001-10-09,2433.0105491405525
2001-10-10,2473.8539914765224
2001-10-11,2482.3264947823154
2001-10-12,2479.2220930874314
2001-10-15,2433.176712536855
2001-10-16,2458.9502266174873
2001-10-17,2505.933065146479
2001-10-18,2459.945264558625
2001-10-19,2409.488697300117
2001-10-22,2429.93987057794
2001-10-23,2478.114970199886
2001-10-24,2492.6994923249877
2001-10-25,2458.3117469999816
2001-10-26,2505.5601096193054
2001-10-29,2483.70880961488
2001-10-30,2435.3639524548958
2001-10-31,2452.9052486184178
2001-11-01,2481.9625273017814
2001-11-02,2486.0167758001608
2001-11-05,2524.914282066402
2001-11-06,2525.05721301136
2001-11-07,2553.028736055865
2001-11-08,2580.5524699817306
2001-11-09,2555.761471399696
2001-11-12,2503.451199390557
2001-11-13,2546.51947948333
2001-11-14,2549.469361448123
2001-11-15,2549.2138532726963
2001-11-16,2575.90717567217
2001-11-19,2587.4636483332956
2001-11-20,2565.526723788206
2001-11-21,2546.562093710473
2001-11-22,2575.118264578598
2001-11-23,2555.0298381899156
2001-11-26,2559.2744106844716
2001-11-27,2536.723134567748
2001-11-28,2518.669139505698
2001-11-29,2520.3946326162936
2001-11-30,2551.3665669937945
2001-12-03,2525.9363995881677
2001-12-04,2560.295348723019
2001-12-05,2625.8862194479275
2001-12-06,2643.890671826932
2001-12-07,2617.0441213881168
2001-12-10,2571.622009124435
2001-12-11,2573.297638581449
2001-12-12,2566.427145646467
2001-12-13,2530.660325601809
2001-12-14,2521.88917895589
2001-12-17,2585.929684301113
2001-12-18,2580.2854852942833
2001-12-19,2549.554318679413
2001-12-20,2531.646282070519
2001-12-21,2549.217014891594
2001-12-24,2533.7419230707333
2001-12-25,2533.7419230707333
2001-12-26,2539.711708354045
2001-12-27,2593.698555943248
2001-12-28,2599.037795514699
2001-12-31,2616.7209100781424
2002-01-01,2616.7209100781424
2002-01-02,2619.8840245930724
2002-01-03,2657.9553876672
2002-01-04,2649.1994658000986
2002-01-07,2618.924802627986
2002-01-08,2594.0777595451877
2002-01-09,2589.4870141494416
2002-01-10,2573.759153741145
2002-01-11,2582.2113618102526
2002-01-14,2537.0048144535813
2002-01-15,2549.471861879385
2002-01-16,2503.0876960876326
2002-01-17,2525.9200951562043
2002-01-18,2523.1343133586724
2002-01-21,2509.965271706137
2002-01-22,2510.63938782945
2002-01-23,2527.942389604036
2002-01-24,2547.794162409763
2002-01-25,2502.160173385006
2002-01-28,2512.3486004149495
2002-01-29,2479.161787305039
2002-01-30,2450.7193819195463
2002-01-31,2479.9900284805103
2002-02-01,2486.566838925683
2002-02-04,2473.126912777107
2002-02-05,2438.637030551044
2002-02-06,2414.8573736224134
2002-02-07,2438.272292766292
2002-02-08,2444.7583594495295
2002-02-11,2479.3425672518083
2002-02-12,2472.7492993172286
2002-02-13,2482.4990924744984
2002-02-14,2503.6403415483387
2002-02-15,2490.1925373153404
2002-02-18,2468.314086858838
2002-02-19,2432.418145949307
2002-02-20,2411.850461643787
2002-02-21,2432.820249189704
2002-02-22,2424.7915424999856
2002-02-25,2445.8842102046256
2002-02-26,2456.5153240613004
2002-02-27,2480.6523556864818
2002-02-28,2479.5718716411297
2002-03-01,2502.470609230009
2002-03-04,2564.897649264537
2002-03-05,2553.8166220652893
2002-03-06,2575.535505910915
2002-03-07,2605.579373083892
2002-03-08,2608.9689076733516
2002-03-11,2594.7269381386086
2002-03-12,2565.172899913951
2002-03-13,2572.7878817887968
2002-03-14,2594.585933270319
2002-03-15,2619.2643211593554
2002-03-18,2627.39250623571
2002-03-19,2638.6622039314584
2002-03-20,2619.322006552617
2002-03-21,2607.423620737626
2002-03-22,2612.130098517485
2002-03-25,2588.376515307121
2002-03-26,2593.6446920491535
2002-03-27,2586.322697179919
2002-03-28,2613.9474098374885
2002-03-29,2613.9474098374885
2002-04-01,2638.14515887512
2002-04-02,2625.7802299655173
2002-04-03,2620.162883508048
2002-04-04,2599.134034520507
2002-04-05,2592.9332488771984
2002-04-08,2546.2844878186256
2002-04-09,2555.484035262776
2002-04-10,2583.899798958876
2002-04-11,2553.5238889273237
2002-04-12,2556.3385344321637
2002-04-15,2577.980651640184
2002-04-16,2624.461904096296
2002-04-17,2640.2810486569474
2002-04-18,2629.269068339809
2002-04-19,2630.270166113045
2002-04-22,2610.361007796251
2002-04-23,2602.713487983889
2002-04-24,2601.026105321046
2002-04-25,2592.847363986747
2002-04-26,2581.7806734206333
2002-04-29,2582.348574922816
2002-04-30,2593.996079974753
2002-05-01,2600.4405174808408
2002-05-02,2590.8787085671706
2002-05-03,2600.599192583127
2002-05-06,2600.383692591246
2002-05-07,2562.201080407713
2002-05-08,2607.1241939729684
2002-05-09,2598.3086575035663
2002-05-10,2581.507694090263
2002-05-13,2599.844859851967
2002-05-14,2604.990553504583
2002-05-15,2632.586964838452
2002-05-16,2629.799711637075
2002-05-17,2645.3474260560833
2002-05-20,2631.9454185747454
2002-05-21,2618.5674736028577
2002-05-22,2605.8204269942858
2002-05-23,2596.103350955506
2002-05-24,2601.0092205391484
2002-05-27,2596.309365567335
2002-05-28,2595.5589906269042
2002-05-29,2596.4654234212558
2002-05-30,2574.794229019908
2002-05-31,2586.0528944504763
2002-06-03,2575.232216055665
2002-06-04,2541.6683131902178
2002-06-05,2511.6532337456265
2002-06-06,2520.334393918154
2002-06-07,2487.6897248262685
2002-06-10,2491.076036532351
2002-06-11,2511.290210600837
2002-06-12,2466.731736408307
2002-06-13,2435.962853176133
2002-06-14,2380.6212629342654
2002-06-17,2448.3276706079346
2002-06-18,2446.8153654852163
2002-06-19,2424.8187763608994
2002-06-20,2394.1739374033173
2002-06-21,2399.852976861801
2002-06-24,2359.4056686516924
2002-06-25,2399.9805980606347
2002-06-26,2397.181179524536
2002-06-27,2411.2617819204506
2002-06-28,2496.275068068382
2002-07-01,2502.912407966967
2002-07-02,2425.5505471311626
2002-07-03,2347.7302842551953
2002-07-04,2391.62787374903
2002-07-05,2468.3937562796464
2002-07-08,2490.3655575560847
2002-07-09,2477.541448025666
2002-07-10,2389.6813666733838
2002-07-11,2305.4108013504897
2002-07-12,2309.1503835336002
2002-07-15,2226.4059451498033
2002-07-16,2233.9547842078637
2002-07-17,2302.0787929471135
2002-07-18,2336.06917038046
2002-07-19,2241.060958674332
2002-07-22,2119.3687101833343
2002-07-23,2053.073561212979
2002-07-24,2027.7610377425897
2002-07-25,2116.9655488078156
2002-07-26,2115.9195575545928
2002-07-29,2212.732035310006
2002-07-30,2219.766431802636
2002-07-31,2218.5193473303593
2002-08-01,2133.6546312768105
2002-08-02,2138.3646027675463
2002-08-05,2075.2655252134246
2002-08-06,2114.8208311758203
2002-08-07,2103.6954416568583
2002-08-08,2177.6101572054695
2002-08-09,2215.823081538931
2002-08-12,2179.6191699339042
2002-08-13,2202.465235204551
2002-08-14,2171.513913691487
2002-08-15,2222.4638902358415
2002-08-16,2240.424785242116
2002-08-19,2286.232131388245
2002-08-20,2250.35959744282
2002-08-21,2281.7544309878
2002-08-22,2307.96693928283
2002-08-23,2278.6875671472094
2002-08-26,2261.341998916889
2002-08-27,2318.208366575288
2002-08-28,2235.3082606857784
2002-08-29,2205.3853387657705
2002-08-30,2218.1128650021146
2002-09-02,2187.456722559282
2002-09-03,2126.0966304289213
2002-09-04,2130.2811122947646
2002-09-05,2116.0104340118173
2002-09-06,2165.2224622823946
2002-09-09,2129.802986251922
2002-09-10,2167.5361510074285
2002-09-11,2203.5489536715213
2002-09-12,2136.619936614531
2002-09-13,2100.8346009111888
2002-09-16,2083.753249871819
2002-09-17,2059.77377137345
2002-09-18,2003.2770798143138
2002-09-19,1977.6694357194465
2002-09-20,1984.2338438507247
2002-09-23,1920.2921551283623
2002-09-24,1886.554642106794
2002-09-25,1911.505383122136
2002-09-26,1992.531921619563
2002-09-27,1991.4469619483193
2002-09-30,1926.31978045988
2002-10-01,1947.3487393845467
2002-10-02,2002.089986520391
2002-10-03,1980.7934964904919
2002-10-04,1930.765781360761
2002-10-07,1906.791299897495
2002-10-08,1869.797364465566
2002-10-09,1870.1518669273962
2002-10-10,1909.0957018172073
2002-10-11,2002.3829178993155
2002-10-14,1985.5036263539894
2002-10-15,2091.351573541727
2002-10-16,2058.474391014932
2002-10-17,2104.663216873045
2002-10-18,2092.9542808477804
2002-10-21,2100.2255896972097
2002-10-22,2087.789192731797
2002-10-23,2024.54076235954
2002-10-24,2071.3714652478866
2002-10-25,2067.3655647274045
2002-10-28,2100.2628312679626
2002-10-29,2022.1876776175127
2002-10-30,2069.0821780780357
2002-10-31,2112.5075041922178
2002-11-01,2099.7799203999093
2002-11-04,2167.911918692939
2002-11-05,2186.1513895278335
2002-11-06,2157.81142061508
2002-11-07,2140.345637114683
2002-11-08,2126.0724186489106
2002-11-11,2109.5735634575676
2002-11-12,2136.998812778637
2002-11-13,2117.097694718914
2002-11-14,2147.71025262373
2002-11-15,2165.2470295188186
2002-11-18,2189.320963533422
2002-11-19,2183.9123577352007
2002-11-20,2164.827418776765
2002-11-21,2225.0882460105267
2002-11-22,2225.7961713997183
2002-11-25,2195.900755555396
2002-11-26,2156.9093431424412
2002-11-27,2196.1015691452694
2002-11-28,2222.6285053581137
2002-11-29,2216.238867687114
2002-12-02,2215.7575648633215
2002-12-03,2174.0569758803244
2002-12-04,2170.139508835041
2002-12-05,2147.0103683110574
2002-12-06,2152.543754710134
2002-12-09,2106.714722991045
2002-12-10,2115.944751331199
2002-12-11,2136.8583784055145
2002-12-12,2120.234749784117
2002-12-13,2105.065818092299
2002-12-16,2158.1090629669657
2002-12-17,2146.1111047279705
2002-12-18,2101.5606381502243
2002-12-19,2092.6286929415896
2002-12-20,2116.1214798824035
2002-12-23,2121.0780649591698
2002-12-24,2129.8473020166034
2002-12-25,2129.8473020166034
2002-12-26,2132.714265416884
2002-12-27,2082.0447525966974
2002-12-30,2113.5865902950873
2002-12-31,2135.875497179168
2003-01-01,2135.875497179168
2003-01-02,2175.461651152443
2003-01-03,2195.1215928612924
2003-01-06,2216.6459720032713
2003-01-07,2189.871229907541
2003-01-08,2150.982011603989
2003-01-09,2181.424815765447
2003-01-10,2197.7537515027843
2003-01-13,2199.8634948575395
2003-01-14,2215.195660470707
2003-01-15,2183.184622107158
2003-01-16,2180.1301304271556
2003-01-17,2147.385878491897
2003-01-20,2120.530743449842
2003-01-21,2100.0554639939537
2003-01-22,2066.9487719535523
2003-01-23,2061.888363773489
2003-01-24,2053.6694930967383
2003-01-27,1986.7521616472839
2003-01-28,1990.952913819453
2003-01-29,2005.210050831303
2003-01-30,2035.3703034570008
2003-01-31,2034.8312605931
2003-02-03,2069.700001439872
2003-02-04,2027.3767791556543
2003-02-05,2057.8628507457606
2003-02-06,2013.3581162687187
2003-02-07,1992.1119781967009
2003-02-10,1971.9013214023857
2003-02-11,2007.734159382243
2003-02-12,1973.6423890080844
2003-02-13,1979.8202749611423
2003-02-14,2003.4353327753706
2003-02-17,2029.733599444225
2003-02-18,2039.760320086867
2003-02-19,2003.2108000583357
2003-02-20,2004.998940750758
2003-02-21,2021.224723961026
2003-02-24,1989.3628788078775
2003-02-25,1929.3149898260685
2003-02-26,1923.5479926091896
2003-02-27,1929.5748716875212
2003-02-28,1968.4236018239976
2003-03-03,1987.649925624295
2003-03-04,1953.236078739856
2003-03-05,1946.907212372082
2003-03-06,1931.6548569502884
2003-03-07,1902.355123191957
2003-03-10,1860.7191197595066
2003-03-11,1862.222189862062
2003-03-12,1797.209657919906
2003-03-13,1876.2972480368337
2003-03-14,1932.4495533277213
2003-03-17,1980.6627706161357
2003-03-18,1977.476675104754
2003-03-19,1996.9059990274213
2003-03-20,1992.5098701047662
2003-03-21,2044.5193949072882
2003-03-24,1980.9460160783815
2003-03-25,2008.0818539998559
2003-03-26,2008.3953314870141
2003-03-27,1980.6052205769788
2003-03-28,1978.8212524651387
2003-03-31,1939.0569851429982
2003-04-01,1962.8854257075486
2003-04-02,2007.5722077835946
2003-04-03,2017.569619419551
2003-04-04,2035.3296168296868
2003-04-07,2089.324277435915
2003-04-08,2065.033840785961
2003-04-09,2068.148633208013
2003-04-10,2053.4077375685174
2003-04-11,2058.8726466973535
2003-04-14,2085.098029925715
2003-04-15,2120.9620170309317
2003-04-16,2110.8955011835983
2003-04-17,2135.739473362001
2003-04-18,2135.739473362001
