Date,WORLD WITH USA GROSS
2001-09-28,1000.0
2001-10-01,995.6334538072534
2001-10-02,1006.7988396648256
2001-10-03,1018.0461876210825
2001-10-04,1027.5534413440141
2001-10-05,1028.9421033297149
2001-10-08,1024.2869223808432
2001-10-09,1017.4189633793532
2001-10-10,1034.1476634703415
2001-10-11,1046.8902267844685
2001-10-12,1045.8609368816385
2001-10-15,1038.1079863498023
2001-10-16,1045.952094375167
2001-10-17,1042.8418639511017
2001-10-18,1029.7631761431103
2001-10-19,1025.563948359155
2001-10-22,1036.7031114713186
2001-10-23,1042.2838501120243
2001-10-24,1044.3831774384842
2001-10-25,1047.8403269136818
2001-10-26,1054.930390697322
2001-10-29,1036.2629770546046
2001-10-30,1019.0821697247931
2001-10-31,1019.2468654747834
2001-11-01,1036.7489175009548
2001-11-02,1038.3347200296478
2001-11-05,1051.701129198387
2001-11-06,1062.4087832726743
2001-11-07,1061.3744615719247
2001-11-08,1068.8349846717601
2001-11-09,1066.2389755545196
2001-11-12,1057.0517533679497
2001-11-13,1071.8448710693222
2001-11-14,1074.8400138223942
2001-11-15,1078.1834074460558
2001-11-16,1080.3419621891023
2001-11-19,1090.215185309329
2001-11-20,1082.8396997979921
2001-11-21,1076.8474666582797
2001-11-22,1080.3821017827906
2001-11-23,1084.352013800342
2001-11-26,1090.9183579482262
2001-11-27,1083.5766335973149
2001-11-28,1067.988108048814
2001-11-29,1074.0142581834393
2001-11-30,1079.6552503591395
2001-12-03,1068.1380278312042
2001-12-04,1080.464424112416
2001-12-05,1105.2709037404488
2001-12-06,1106.8758491815884
2001-12-07,1096.962829851212
2001-12-10,1078.4337498813168
2001-12-11,1076.0009925975255
2001-12-12,1078.131635339928
2001-12-13,1060.8818328547886
2001-12-14,1060.550559537911
2001-12-17,1073.4051933844848
2001-12-18,1077.9109528054057
2001-12-19,1078.1497718077198
2001-12-20,1071.2424723692673
2001-12-21,1074.2930876078203
2001-12-24,1071.6676470265093
2001-12-25,1071.3268266865316
2001-12-26,1073.667727899435
2001-12-27,1086.886857262767
2001-12-28,1091.3791430913689
2001-12-31,1086.559915774856
2002-01-01,1086.559915774856
2002-01-02,1090.3931534697901
2002-01-03,1102.0860421593604
2002-01-04,1108.3336186921767
2002-01-07,1100.79796273424
2002-01-08,1092.487697785454
2002-01-09,1088.0815733486668
2002-01-10,1085.2992093791015
2002-01-11,1079.9587103088556
2002-01-14,1070.3904353057933
2002-01-15,1074.7687609907293
2002-01-16,1058.7571073361262
2002-01-17,1067.3435471581513
2002-01-18,1061.7367356134682
2002-01-21,1060.095382420668
2002-01-22,1052.5674809167497
2002-01-23,1058.7992221528366
2002-01-24,1063.9746920647501
2002-01-25,1059.6617137369942
2002-01-28,1062.388806429077
2002-01-29,1039.1805106368959
2002-01-30,1040.1424032185648
2002-01-31,1053.7218951151854
2002-02-01,1048.3334454575
2002-02-04,1030.814294043768
2002-02-05,1022.211926603576
2002-02-06,1015.4805496645995
2002-02-07,1018.1334773095685
2002-02-08,1028.7010056342456
2002-02-11,1042.825979807708
2002-02-12,1041.7101545772166
2002-02-13,1049.4979535574878
2002-02-14,1052.2613575761497
2002-02-15,1042.9667770170045
2002-02-18,1040.416677490906
2002-02-19,1021.6752519950355
2002-02-20,1026.2310496733774
2002-02-21,1022.2184397809045
2002-02-22,1026.2814349047067
2002-02-25,1039.0164603907385
2002-02-26,1039.6627372116805
2002-02-27,1045.4562375359096
2002-02-28,1044.7251678157522
2002-03-01,1064.2695436411698
2002-03-04,1090.740085228127
2002-03-05,1084.9990691000348
2002-03-06,1097.616836892389
2002-03-07,1103.757579657568
2002-03-08,1107.6547565672074
2002-03-11,1109.6879177891185
2002-03-12,1100.9801513884906
2002-03-13,1093.2601515340803
2002-03-14,1096.7227485240835
2002-03-15,1107.9757149003747
2002-03-18,1106.4871472937803
2002-03-19,1112.4778158957718
2002-03-20,1098.6056157110252
2002-03-21,1097.3314222723113
2002-03-22,1093.0658109690976
2002-03-25,1079.9034253502925
2002-03-26,1083.3955665005042
2002-03-27,1086.9263812718127
2002-03-28,1092.989107098991
2002-03-29,1090.8960947597225
2002-04-01,1092.479416162468
2002-04-02,1086.7457227598304
2002-04-03,1081.6829320089296
2002-04-04,1080.2211699330257
2002-04-05,1077.3264163381168
2002-04-08,1072.3362260260117
2002-04-09,1067.5094191581375
2002-04-10,1078.763197587469
2002-04-11,1058.8029383392054
2002-04-12,1061.7634620107558
2002-04-15,1061.1068715905697
2002-04-16,1082.865060059953
2002-04-17,1085.752758315646
2002-04-18,1084.7813328060154
2002-04-19,1084.6212343757384
2002-04-22,1073.9361537475013
2002-04-23,1068.8752995037996
2002-04-24,1064.3804945055979
2002-04-25,1063.8537759146275
2002-04-26,1053.1089105082995
2002-04-29,1046.4171314024766
2002-04-30,1053.965419112678
2002-05-01,1061.6034802402055
2002-05-02,1058.8756125801433
2002-05-03,1054.4865732081782
2002-05-06,1042.2928759933395
2002-05-07,1034.0699989061402
2002-05-08,1062.883664498891
2002-05-09,1053.5987585038426
2002-05-10,1042.0711974506785
2002-05-13,1054.282539881265
2002-05-14,1066.7586246361843
2002-05-15,1070.365272625434
2002-05-16,1075.352186324175
2002-05-17,1084.6564445700678
2002-05-20,1075.5505570471994
2002-05-21,1067.8765916169675
2002-05-22,1070.7889505163446
2002-05-23,1075.3953624084088
2002-05-24,1069.2863079624904
2002-05-27,1067.9333775530663
2002-05-28,1063.2090005263217
2002-05-29,1058.7673642048042
2002-05-30,1055.2097050424932
2002-05-31,1055.9977655100959
2002-06-03,1040.8161112998991
2002-06-04,1035.3727228848059
2002-06-05,1035.8869048771767
2002-06-06,1024.7995493918904
2002-06-07,1018.6483702759998
2002-06-10,1020.0310689786326
2002-06-11,1011.6433492891116
2002-06-12,1009.7068355267911
2002-06-13,998.8194659001606
2002-06-14,988.9761614696029
2002-06-17,1010.9890361453201
2002-06-18,1012.8599663878022
2002-06-19,998.0744160805943
2002-06-20,987.4721223427159
2002-06-21,977.2745116696295
2002-06-24,975.5488462729587
2002-06-25,970.5305769278679
2002-06-26,966.6536465276153
2002-06-27,978.9095168626753
2002-06-28,991.9691141502034
2002-07-01,980.0682492211843
2002-07-02,959.147760151333
2002-07-03,954.4392244057794
2002-07-04,958.7303714036829
2002-07-05,989.1891042917548
2002-07-08,985.8344415147695
2002-07-09,972.6000627071455
2002-07-10,942.7647679142024
2002-07-11,935.2475548838689
2002-07-12,933.0099866728007
2002-07-15,919.9063197226459
2002-07-16,910.3753196949859
2002-07-17,921.4718882328142
2002-07-18,913.1598123478589
2002-07-19,881.455372271305
2002-07-22,849.5417798945522
2002-07-23,827.4169780799709
2002-07-24,848.7221939103266
2002-07-25,855.1604950641434
2002-07-26,859.2521169445561
2002-07-29,897.9617434300295
2002-07-30,904.1340175901892
2002-07-31,908.4401478337572
2002-08-01,881.8457710896411
2002-08-02,870.5550902112946
2002-08-05,845.6258215356208
2002-08-06,861.1919416011293
2002-08-07,873.3607531076982
2002-08-08,898.8393258787096
2002-08-09,907.7172973565831
2002-08-12,899.6662969167382
2002-08-13,890.6693692648167
2002-08-14,908.4911488240379
2002-08-15,921.1552929231663
2002-08-16,922.9256539895742
2002-08-19,938.7018443500709
2002-08-20,926.9849469602548
2002-08-21,938.4723589800851
2002-08-22,950.0703312695289
2002-08-23,933.9430920235743
2002-08-26,937.7394559885857
2002-08-27,936.1332424361517
2002-08-28,915.0970217668641
2002-08-29,909.9434767675519
2002-08-30,910.231593979186
2002-09-02,905.9241231642794
2002-09-03,874.4458724424385
2002-09-04,881.3120304573897
2002-09-05,872.5866271079815
2002-09-06,885.8913015421202
2002-09-09,887.9503055186929
2002-09-10,896.0626740641828
2002-09-11,900.8364119017479
2002-09-12,880.2093814881816
2002-09-13,875.3054735298219
2002-09-16,873.2305549554216
2002-09-17,862.2946361780357
2002-09-18,852.7784620071386
2002-09-19,836.2194737485493
2002-09-20,834.4801224463519
2002-09-23,819.402628702458
2002-09-24,806.0061617984793
2002-09-25,819.8803936343164
2002-09-26,839.743586408574
2002-09-27,825.4574832002136
2002-09-30,810.2361505804536
2002-10-01,829.3856164502185
2002-10-02,823.5467214654715
2002-10-03,814.7751155771884
2002-10-04,798.7283366040991
2002-10-07,783.3864634648484
2002-10-08,786.3369871964718
2002-10-09,772.7707396694954
2002-10-10,792.3332151327442
2002-10-11,822.9303052237535
2002-10-14,824.4905491468494
2002-10-15,863.3464555541074
2002-10-16,847.9737252887592
2002-10-17,865.2710404656111
2002-10-18,867.5236016441742
2002-10-21,876.5826875174201
2002-10-22,867.3807034500275
2002-10-23,864.1895289472816
2002-10-24,861.647433969314
2002-10-25,870.8409872278207
2002-10-28,871.5259040140398
2002-10-29,856.4870115490044
2002-10-30,867.8055386753861
2002-10-31,870.1419192093718
2002-11-01,877.807573547586
2002-11-04,891.3790296565204
2002-11-05,899.8465152577843
2002-11-06,901.3373833098515
2002-11-07,887.2291493714476
2002-11-08,879.8266086241385
2002-11-11,864.4436841401714
2002-11-12,871.6271269450352
2002-11-13,868.1178815559178
2002-11-14,883.2829192903368
2002-11-15,890.6084546633979
2002-11-18,886.6340412863194
2002-11-19,883.3009223531518
2002-11-20,891.5912176387842
2002-11-21,912.3129314506252
2002-11-22,911.5459615263824
2002-11-25,910.9108569430913
2002-11-26,894.1208690574209
2002-11-27,913.8861617483558
2002-11-28,919.4053953663436
2002-11-29,917.1982156486482
2002-12-02,915.3251844437967
2002-12-03,902.388251326334
2002-12-04,897.8646951337593
2002-12-05,887.7119226096282
2002-12-06,892.1219920510963
2002-12-09,874.5291507326866
2002-12-10,882.7734696463554
2002-12-11,885.3631388719252
2002-12-12,882.1083125184413
2002-12-13,873.4551607695909
2002-12-16,890.8752899873568
2002-12-17,885.9185891484113
2002-12-18,871.6998864583104
2002-12-19,867.7176438347012
2002-12-20,876.9061635823193
2002-12-23,879.2726868595848
2002-12-24,878.1782204135164
2002-12-25,877.9306539283305
2002-12-26,877.8158748983719
2002-12-27,863.8312802418533
2002-12-30,869.7687731503745
2002-12-31,872.891665294073
2003-01-01,872.891665294073
2003-01-02,894.0797041535735
2003-01-03,896.9017251641194
2003-01-06,913.9820889912972
2003-01-07,905.8702305824431
2003-01-08,892.2289446144157
2003-01-09,906.3317808866602
2003-01-10,908.8105244570792
2003-01-13,909.0594173572172
2003-01-14,915.6786288878219
2003-01-15,905.3800214782211
2003-01-16,902.7871873576883
2003-01-17,891.6230226453096
2003-01-20,887.2440090158913
2003-01-21,877.4176221862266
2003-01-22,867.6860698674832
2003-01-23,874.2361819582982
2003-01-24,857.8305298151308
2003-01-27,839.3583887739411
2003-01-28,845.0831730360544
2003-01-29,849.1611276381284
2003-01-30,840.9311885778309
2003-01-31,846.4592643543086
2003-02-03,854.3064223280667
2003-02-04,843.2429527281424
2003-02-05,844.1781145257318
2003-02-06,835.1816192345018
2003-02-07,827.5688068430679
2003-02-10,828.2281964977208
2003-02-11,828.2793833133594
2003-02-12,819.7106886804096
2003-02-13,819.4230974113706
2003-02-14,832.4951411208109
2003-02-17,836.7693969531126
2003-02-18,847.8189064837192
2003-02-19,840.4159725379535
2003-02-20,835.9339503233276
2003-02-21,843.0354016660943
2003-02-24,831.5953888492381
2003-02-25,825.6217247359813
2003-02-26,819.250470361417
2003-02-27,825.2374054596747
2003-02-28,831.9473097123823
2003-03-03,831.8088244158932
2003-03-04,820.5786181574639
2003-03-05,824.4773396707222
2003-03-06,817.1198560413912
2003-03-07,816.0045344625972
2003-03-10,797.5269099314888
2003-03-11,791.9350949403866
2003-03-12,786.4106055429347
2003-03-13,810.2466164079808
2003-03-14,819.1426142919996
2003-03-17,841.171736173695
2003-03-18,844.1403507831266
2003-03-19,851.0016723607555
2003-03-20,853.2220706547806
2003-03-21,869.9286074411074
2003-03-24,846.6120082203433
2003-03-25,854.3695612599595
2003-03-26,852.9569868028128
2003-03-27,849.1718864232641
2003-03-28,845.253025431726
2003-03-31,829.3933593609628
2003-04-01,838.2806811787299
2003-04-02,856.9217323433729
2003-04-03,855.1154509647671
2003-04-04,858.7855158994673
2003-04-07,867.6633451967349
2003-04-08,863.3637595677337
2003-04-09,855.8110165634095
2003-04-10,857.1985200555246
2003-04-11,854.3418120840366
2003-04-14,866.4194028202827
2003-04-15,875.2473454916754
2003-04-16,868.2292647305518
2003-04-17,879.4544258378431
2003-04-18,879.575692971488
2003-04-21,877.2142315860006
2003-04-22,891.9974632849631
2003-04-23,899.7409123002143
2003-04-24,893.7948892129955
2003-04-25,881.7820087288563
2003-04-28,895.5252282620185
2003-04-29,897.2109967800392
2003-04-30,903.081647873551
2003-05-01,904.9893409462676
2003-05-02,913.55812985626
2003-05-05,915.4343458298233
2003-05-06,927.322849397696
2003-05-07,922.9023274326252
