Date,WORLD ex UK
1978-02-28,129.89335
1978-03-31,135.98775
1978-04-28,142.654958
1978-05-31,144.099539
1978-06-30,145.794434
1978-07-31,155.920976
1978-08-31,159.43542
1978-09-29,161.247098
1978-10-31,157.450112
1978-11-30,152.059029
1978-12-29,157.022624
1979-01-31,161.482204
1979-02-28,156.972863
1979-03-30,161.800272
1979-04-30,160.67392
1979-05-31,158.853686
1979-06-29,163.842584
1979-07-31,165.039693
1979-08-31,171.913986
1979-09-28,175.83438
1979-10-31,163.266732
1979-11-30,168.057028
1979-12-31,172.999199
1980-01-31,182.622437
1980-02-29,181.656988
1980-03-31,162.570467
1980-04-30,172.941881
1980-05-30,182.151662
1980-06-30,189.450467
1980-07-31,195.179029
1980-08-29,198.870578
1980-09-30,204.848571
1980-10-31,209.53168
1980-11-28,219.682194
1980-12-31,215.400412
1981-01-30,208.602753
1981-02-27,209.956703
1981-03-31,217.862146
1981-04-30,217.422064
1981-05-29,214.461354
1981-06-30,214.841996
1981-07-31,211.506429
1981-08-31,206.19205
1981-09-30,192.576452
1981-10-30,198.071636
1981-11-30,210.872023
1981-12-31,206.753083
1982-01-29,202.548207
1982-02-26,190.483777
1982-03-31,184.481975
1982-04-30,193.946755
1982-05-31,187.971728
1982-06-30,179.800401
1982-07-30,176.605194
1982-08-31,190.430495
1982-09-30,190.501392
1982-10-29,204.534772
1982-11-30,216.965266
1982-12-31,227.205917
1983-01-31,232.72522
1983-02-28,237.870796
1983-03-31,246.608945
1983-04-29,262.841352
1983-05-31,259.370287
1983-06-30,268.007396
1983-07-29,263.610527
1983-08-31,265.310345
1983-09-30,271.116886
1983-10-31,268.009029
1983-11-30,274.503444
1983-12-30,278.228243
1984-01-31,279.810035
1984-02-29,273.852915
1984-03-30,286.890232
1984-04-30,285.848508
1984-05-31,265.075462
1984-06-29,267.364203
1984-07-31,258.456093
1984-08-31,284.328235
1984-09-28,283.515988
1984-10-31,286.824695
1984-11-30,285.157572
1984-12-31,290.997514
1985-01-31,307.995646
1985-02-28,309.832327
1985-03-29,317.640586
1985-04-30,315.944992
1985-05-31,332.108892
1985-06-28,339.457375
1985-07-31,343.39332
1985-08-30,344.655582
1985-09-30,348.577995
1985-10-31,365.474531
1985-11-29,385.007194
1985-12-31,406.343488
1986-01-31,412.770559
1986-02-28,445.3
1986-03-31,489.043
1986-04-30,500.916
1986-05-30,503.170767
1986-06-30,521.425435
1986-07-31,530.022633
1986-08-29,577.269507
1986-09-30,556.247835
1986-10-31,544.921844
1986-11-28,568.080666
1986-12-31,577.73216
1987-01-30,645.613859
1987-02-27,661.962463
1987-03-31,703.487411
1987-04-30,744.031428
1987-05-29,741.123759
1987-06-30,737.941857
1987-07-31,752.451614
1987-08-31,802.943084
1987-09-30,783.492424
1987-10-30,653.961395
1987-11-30,639.176436
1987-12-31,661.89875
1988-01-29,679.939335
1988-02-29,723.33034
1988-03-31,743.787974
1988-04-29,751.944935
1988-05-31,737.332836
1988-06-30,738.287152
1988-07-29,752.566209
1988-08-31,711.853671
1988-09-30,741.416953
1988-10-31,789.683835
1988-11-30,818.658672
1988-12-30,827.775126
1989-01-31,851.991996
1989-02-28,847.959374
1989-03-31,841.294797
1989-04-28,861.165315
1989-05-31,843.314482
1989-06-30,832.155412
1989-07-31,923.195277
1989-08-31,900.527576
1989-09-29,928.500457
1989-10-31,902.358278
1989-11-30,937.116273
1989-12-29,961.54839
1990-01-31,911.738638
1990-02-28,871.002984
1990-03-30,815.40884
1990-04-30,807.495753
1990-05-31,888.875317
1990-06-29,876.37764
1990-07-31,880.896378
1990-08-31,794.2155
1990-09-28,708.64105
1990-10-31,775.537176
1990-11-30,756.104849
1990-12-31,774.305084
1991-01-31,802.184982
1991-02-28,877.256109
1991-03-29,853.528406
1991-04-30,862.003875
1991-05-31,882.822576
1991-06-28,830.285786
1991-07-31,862.769127
1991-08-30,856.745128
1991-09-30,877.685724
1991-10-31,896.178504
1991-11-29,857.196254
1991-12-31,917.9875433999999
1992-01-31,899.7507772
1992-02-28,883.2623735
1992-03-31,842.3804898
1992-04-30,842.9438219
1992-05-29,874.1713298999999
1992-06-30,845.1051268
1992-07-31,851.6295127999999
1992-08-31,875.0178059
1992-09-30,867.6615525999999
1992-10-30,849.6411539999999
1992-11-30,865.0627882
1992-12-31,868.2642641
1993-01-29,873.565298
1993-02-26,899.0012969999999
1993-03-31,949.269546
1993-04-30,994.807967
1993-05-31,1019.2069200000001
1993-06-30,1010.579845
1993-07-30,1033.729804
1993-08-31,1078.1091159999999
1993-09-30,1057.065682
1993-10-29,1084.5373871558954
1993-11-30,1015.4601118269229
1993-12-31,1061.723506533969
1994-01-31,1134.226328504956
1994-02-28,1124.2473256404937
1994-03-31,1078.578609264808
1994-04-29,1111.0249358602077
1994-05-31,1120.0473909996806
1994-06-30,1115.9594819840788
1994-07-29,1133.017411561442
1994-08-31,1163.6687053878688
1994-09-30,1135.2705901116128
1994-10-31,1163.770784100845
1994-11-30,1113.0136791456437
1994-12-30,1124.515611453275
1995-01-31,1107.3527527278018
1995-02-28,1124.22707592013
1995-03-31,1174.9269569849464
1995-04-28,1218.2178919213968
1995-05-31,1226.4344610429478
1995-06-30,1225.5613514640847
1995-07-31,1285.7993301787883
1995-08-31,1257.0233310395881
1995-09-29,1293.169774461836
1995-10-31,1270.4805511338566
1995-11-30,1318.2132410544423
1995-12-29,1356.815039371892
1996-01-31,1383.8716472526924
1996-02-29,1391.684980483157
1996-03-29,1417.7245345635356
1996-04-30,1451.3228950514515
1996-05-31,1450.6731793946283
1996-06-28,1459.2812439758536
1996-07-31,1401.224256882322
1996-08-30,1411.1377460311533
1996-09-30,1468.5131324209528
1996-10-31,1472.1552652767411
1996-11-29,1554.1752973708628
1996-12-31,1520.3212222062848
1997-01-31,1545.6123129269704
1997-02-28,1559.718840202708
1997-03-31,1523.266121662072
1997-04-30,1575.250185311108
1997-05-30,1675.0210019613362
1997-06-30,1764.788958257044
1997-07-31,1845.6071160088677
1997-08-29,1712.1281008140857
1997-09-30,1798.7222982081412
1997-10-31,1700.7296542591275
1997-11-28,1733.001475539322
1997-12-31,1748.799659842202
1998-01-30,1793.0473381807353
1998-02-27,1913.643261902647
1998-03-31,1991.7680369552781
1998-04-30,2012.6723715388175
1998-05-29,1992.7984005704384
1998-06-30,2041.7778357999578
1998-07-31,2042.6783377253828
1998-08-31,1755.3680990819246
1998-09-30,1794.5115042670498
1998-10-30,1962.7646737001048
1998-11-30,2082.5225358768016
1998-12-31,2188.0088709538395
1999-01-29,2243.63908448739
1999-02-26,2171.3283318392314
1999-03-31,2264.0662035226305
1999-04-30,2353.0320442362067
1999-05-31,2271.9703369963363
1999-06-30,2389.2007306619107
1999-07-30,2376.7550142886425
1999-08-31,2372.764746175164
1999-09-30,2351.1169250764588
1999-10-29,2478.8547545287984
1999-11-30,2552.4564843631797
1999-12-31,2765.1949762200757
2000-01-31,2616.3154032001366
2000-02-29,2631.549055588523
2000-03-31,2811.9487648591044
2000-04-28,2692.5392425381037
2000-05-31,2626.48430071227
2000-06-30,2721.4489639653557
2000-07-31,2634.7130456278105
2000-08-31,2726.2290939378768
2000-09-29,2573.7913708877554
2000-10-31,2523.942982088255
2000-11-30,2369.8438220392773
2000-12-29,2394.7683141319603
2001-01-01,2394.7683141319603
2001-01-02,2354.323341926819
2001-01-03,2414.5329164955656
2001-01-04,2410.006798146195
2001-01-05,2375.2833104063293
2001-01-08,2366.9792788664327
2001-01-09,2356.615984082101
2001-01-10,2362.608485542668
2001-01-11,2383.2574772464413
2001-01-12,2381.408975997699
2001-01-15,2378.2347136688895
2001-01-16,2386.7572726767853
2001-01-17,2397.174953718884
2001-01-18,2427.3923426949864
2001-01-19,2419.9892599007935
2001-01-22,2420.926134903077
2001-01-23,2438.0145388992696
2001-01-24,2434.376722443786
2001-01-25,2428.869215862057
2001-01-26,2423.1532886851032
2001-01-29,2432.553089374392
2001-01-30,2447.342566813648
2001-01-31,2450.4224490519296
2001-02-01,2459.813479544199
2001-02-02,2418.9807343071425
2001-02-05,2422.9398676175656
2001-02-06,2419.4407047391855
2001-02-07,2398.1993980299117
2001-02-08,2377.492874658933
2001-02-09,2350.2753586606073
2001-02-12,2374.9287051019637
2001-02-13,2355.5135733478887
2001-02-14,2340.164535527858
2001-02-15,2351.9846106200325
2001-02-16,2321.6826673326746
2001-02-19,2320.730081463067
2001-02-20,2288.450219481724
2001-02-21,2254.374253991055
2001-02-22,2244.0887119700565
2001-02-23,2228.8035281114885
2001-02-26,2265.01944256351
2001-02-27,2261.732678058481
2001-02-28,2238.2012437817034
2001-03-01,2234.7381745670077
2001-03-02,2218.2259831030256
2001-03-05,2227.8890080929473
2001-03-06,2254.772592164793
2001-03-07,2262.752569236792
2001-03-08,2263.3903615323206
2001-03-09,2225.0211663120817
2001-03-12,2140.5661601690913
2001-03-13,2141.5368529194848
2001-03-14,2091.9921844907108
2001-03-15,2107.6800359633203
2001-03-16,2063.2692947270593
2001-03-19,2083.7900111670697
2001-03-20,2063.5957967104623
2001-03-21,2040.2773489480378
2001-03-22,1996.8684696081991
2001-03-23,2046.6632655752824
2001-03-26,2091.569857040696
2001-03-27,2134.036497066477
2001-03-28,2094.3461308873766
2001-03-29,2072.5360447370795
2001-03-30,2085.7518980402588
2001-04-02,2063.2581368519636
2001-04-03,2011.9430944925434
2001-04-04,2022.9737922123009
2001-04-05,2088.5678716429456
2001-04-06,2066.8154811402333
2001-04-09,2073.4271678384384
2001-04-10,2107.656143059614
2001-04-11,2109.9279110159655
2001-04-12,2138.799554327817
2001-04-13,2137.6837302416066
2001-04-16,2125.981560927756
2001-04-17,2134.432281811542
2001-04-18,2202.58585326881
2001-04-19,2236.5915016784625
2001-04-20,2225.933184542067
2001-04-23,2197.0495147750034
2001-04-24,2181.2846100725264
2001-04-25,2206.270830987265
2001-04-26,2222.6084697694105
2001-04-27,2240.933515523487
2001-04-30,2242.0340901009154
2001-05-01,2276.094721270499
2001-05-02,2279.037062127594
2001-05-03,2252.8014698170687
2001-05-04,2273.1968558844183
2001-05-07,2273.679748003192
2001-05-08,2259.162245512552
2001-05-09,2245.2229856346903
2001-05-10,2252.3913607676996
2001-05-11,2235.887185325408
2001-05-14,2228.146544593323
2001-05-15,2235.7713249252465
2001-05-16,2271.042313367588
2001-05-17,2285.2144064575373
2001-05-18,2286.2240684679696
2001-05-21,2311.801005393523
2001-05-22,2307.1191761559726
2001-05-23,2283.008894811981
2001-05-24,2286.4003700931944
2001-05-25,2262.719922155528
2001-05-28,2263.244727944023
2001-05-29,2248.401121841243
2001-05-30,2216.0730038101383
2001-05-31,2217.7883451663147
2001-06-01,2221.7163094756597
2001-06-04,2231.0560108266072
2001-06-05,2251.411548530113
2001-06-06,2234.372527048795
2001-06-07,2243.211232557931
2001-06-08,2228.766247797389
2001-06-11,2206.8940875469384
2001-06-12,2193.175936244073
2001-06-13,2185.266877305489
2001-06-14,2160.685774742842
2001-06-15,2146.9845268538766
2001-06-18,2132.768961371832
2001-06-19,2135.445913321177
2001-06-20,2141.598348467338
2001-06-21,2159.804773617203
2001-06-22,2152.453845507225
2001-06-25,2147.3906269764157
2001-06-26,2137.5375532571416
2001-06-27,2126.708746073472
2001-06-28,2139.7860925953096
2001-06-29,2148.6181500387765
2001-07-02,2167.448925824585
2001-07-03,2161.2372939965085
2001-07-04,2154.8243305756714
2001-07-05,2124.9021343499417
2001-07-06,2081.101316685149
2001-07-09,2092.568587241844
2001-07-10,2078.3670845103466
2001-07-11,2072.122187379188
2001-07-12,2106.816791674894
2001-07-13,2114.9014352435975
2001-07-16,2101.4084118295614
2001-07-17,2105.635883346438
2001-07-18,2099.7622221535544
2001-07-19,2116.0703819560185
2001-07-20,2108.7518283227687
2001-07-23,2078.8060048115176
2001-07-24,2059.4184011081356
2001-07-25,2076.262616476136
2001-07-26,2090.17811239653
2001-07-27,2097.7179503242264
2001-07-30,2099.11812375492
2001-07-31,2116.5684875698475
2001-08-01,2128.1601387582004
2001-08-02,2142.1671001874206
2001-08-03,2130.480721558709
2001-08-06,2113.930235248787
2001-08-07,2118.658541362747
2001-08-08,2089.291593586776
2001-08-09,2079.6606451045523
2001-08-10,2085.792314412534
2001-08-13,2088.5152714842184
2001-08-14,2095.528667555756
2001-08-15,2094.3568330408466
2001-08-16,2089.6748513821826
2001-08-17,2060.225379986521
2001-08-20,2062.2175556944517
2001-08-21,2053.369393750753
2001-08-22,2068.1136512408916
2001-08-23,2058.9133690479216
2001-08-24,2091.0414037450173
2001-08-27,2085.9808166256585
2001-08-28,2057.0360847392644
2001-08-29,2038.492223424274
2001-08-30,2001.6093120932092
2001-08-31,2005.7231072089196
2001-09-03,1991.9161615677674
2001-09-04,1995.822008201395
2001-09-05,1980.6695432435538
2001-09-06,1943.6275772092827
2001-09-07,1916.4253870427115
2001-09-10,1911.3466794307374
2001-09-11,1890.5715530072364
2001-09-12,1875.1704505116131
2001-09-13,1883.1847380413103
2001-09-14,1873.562653222472
2001-09-17,1812.336666097322
2001-09-18,1806.4328287031644
2001-09-19,1790.1714995825116
2001-09-20,1735.2311950856015
2001-09-21,1691.294007514369
2001-09-24,1753.5015140981193
2001-09-25,1774.296143913582
2001-09-26,1770.8766179090937
2001-09-27,1785.342178400212
2001-09-28,1823.5230068822525
2001-10-01,1818.4448835991661
2001-10-02,1841.0449641227283
2001-10-03,1860.3830737102885
2001-10-04,1873.7568597442794
2001-10-05,1874.71212960566
2001-10-08,1866.263038703324
2001-10-09,1854.1733101698037
2001-10-10,1884.908437770528
2001-10-11,1911.2528711128657
2001-10-12,1909.195320148048
2001-10-15,1897.1313603229717
2001-10-16,1912.393446949887
2001-10-17,1900.2421783632167
2001-10-18,1878.0488770153663
2001-10-19,1874.687364023369
2001-10-22,1896.7581561044701
2001-10-23,1904.1057502729757
2001-10-24,1909.0788843793266
2001-10-25,1918.4987639741928
2001-10-26,1927.979462664811
2001-10-29,1891.9823445881777
2001-10-30,1859.6834073227637
2001-10-31,1858.2970897213786
2001-11-01,1891.490392078448
2001-11-02,1891.8298811859568
2001-11-05,1916.4524024376074
2001-11-06,1937.3787619796453
2001-11-07,1933.800222701399
2001-11-08,1947.76412493993
2001-11-09,1943.601713077168
2001-11-12,1929.3822323642194
2001-11-13,1956.10859950285
2001-11-14,1963.2650413988006
2001-11-15,1971.341030753009
2001-11-16,1973.8163255028644
2001-11-19,1994.0194123203737
2001-11-20,1980.6680419026738
2001-11-21,1968.4542160803746
2001-11-22,1974.3596757209825
2001-11-23,1985.428705365097
2001-11-26,1997.658075960743
2001-11-27,1983.9870161264703
2001-11-28,1953.1844062247035
2001-11-29,1965.5267962738226
2001-11-30,1976.090779954944
2001-12-03,1955.362445419165
2001-12-04,1978.1774142370055
2001-12-05,2023.9130222721951
2001-12-06,2024.2957150158336
2001-12-07,2007.637419045022
2001-12-10,1972.9093894620587
2001-12-11,1968.8596969932482
2001-12-12,1973.2231154865049
2001-12-13,1940.0132204572744
2001-12-14,1939.236335862722
2001-12-17,1961.2922568748074
2001-12-18,1969.7467144157233
2001-12-19,1972.7548105966068
2001-12-20,1960.7667344520464
2001-12-21,1964.9572967896343
2001-12-24,1958.5703323653947
2001-12-25,1957.8745071165827
2001-12-26,1961.313848193328
2001-12-27,1985.7350274316173
2001-12-28,1994.334476672527
2001-12-31,1984.3027052620914
2002-01-01,1984.3027052620914
2002-01-02,1993.605514322428
2002-01-03,2013.6528430198716
2002-01-04,2026.15886295154
2002-01-07,2012.8390557765883
2002-01-08,1997.2809954340778
2002-01-09,1989.9058263774798
2002-01-10,1985.1087987155815
2002-01-11,1974.1069601094277
2002-01-14,1957.2898070158699
2002-01-15,1964.7418889962812
2002-01-16,1934.7997740176827
2002-01-17,1952.1358989514915
2002-01-18,1941.323846231459
2002-01-21,1937.4920997628728
2002-01-22,1923.0114705803649
2002-01-23,1934.8352861973797
2002-01-24,1943.5080539130533
2002-01-25,1938.4616812212887
2002-01-28,1942.9578353535642
2002-01-29,1899.1302501463917
2002-01-30,1902.426853250318
2002-01-31,1926.7359241848917
2002-02-01,1914.8208606605838
2002-02-04,1879.588646906937
2002-02-05,1865.0090887868157
2002-02-06,1852.8403774668861
2002-02-07,1856.0397515300506
2002-02-08,1876.5289039843599
2002-02-11,1903.2288902596836
2002-02-12,1900.8297871235948
2002-02-13,1915.5746316294308
2002-02-14,1919.2866827979435
2002-02-15,1900.59245676448
2002-02-18,1897.2749137507749
2002-02-19,1861.5308195170855
2002-02-20,1873.539531314228
2002-02-21,1863.7157115616092
2002-02-22,1872.3416106699199
2002-02-25,1896.3715764042352
2002-02-26,1896.251176562056
2002-02-27,1907.0396023892688
2002-02-28,1908.893083867034
2002-03-01,1945.0628724415085
2002-03-04,1995.3507067292103
2002-03-05,1984.8956195717553
2002-03-06,2008.9536347554897
2002-03-07,2019.2351141165643
2002-03-08,2027.3295885382524
2002-03-11,2032.822683355132
2002-03-12,2017.1943777665658
2002-03-13,1999.6343297389192
2002-03-14,2005.9261780129502
2002-03-15,2026.9610907508088
2002-03-18,2023.6516963614824
2002-03-19,2035.2257610911906
2002-03-20,2008.4199520536033
2002-03-21,2006.1768965121335
2002-03-22,1997.599263979883
2002-03-25,1972.991983645495
2002-03-26,1980.1693044048566
2002-03-27,1987.2496585565857
2002-03-28,1996.761917440049
2002-03-29,1992.494899945101
2002-04-01,1993.3817108068347
2002-04-02,1982.4038267184192
2002-04-03,1972.8805153902306
2002-04-04,1971.5588418641867
2002-04-05,1964.8704288897925
2002-04-08,1957.500900890534
2002-04-09,1947.7569126915373
2002-04-10,1967.7837332101767
2002-04-11,1930.5482737917819
2002-04-12,1935.77742731528
2002-04-15,1932.4747136315505
2002-04-16,1974.1870364347865
2002-04-17,1979.070834058944
2002-04-18,1977.929506975792
2002-04-19,1976.9469345412813
2002-04-22,1955.7371031707187
2002-04-23,1946.9127213525396
2002-04-24,1936.3474962630348
2002-04-25,1935.0905319028948
2002-04-26,1914.99176268756
2002-04-29,1901.2165032105738
2002-04-30,1916.1643862349767
2002-05-01,1932.8170169665111
2002-05-02,1924.9862834438754
2002-05-03,1914.4076043447008
2002-05-06,1889.6805832654225
2002-05-07,1877.30944642503
2002-05-08,1932.5502129759818
2002-05-09,1914.2357672828816
2002-05-10,1891.5638026069316
2002-05-13,1915.253620668264
2002-05-14,1941.1530760815183
2002-05-15,1945.8983784618115
2002-05-16,1956.5285385260022
2002-05-17,1975.7009189515622
2002-05-20,1957.9370820662937
2002-05-21,1943.3103658821808
2002-05-22,1950.945512099893
2002-05-23,1960.3923789422706
2002-05-24,1947.6421872089618
2002-05-27,1946.5885606886768
2002-05-28,1938.9652202042223
2002-05-29,1929.6428115013412
2002-05-30,1923.5827035646746
2002-05-31,1923.5260992998142
2002-06-03,1892.6715378962158
2002-06-04,1881.247173542272
2002-06-05,1887.7270032369543
2002-06-06,1865.87094450382
2002-06-07,1854.6326412320473
2002-06-10,1856.8016778982264
2002-06-11,1838.4909244819469
2002-06-12,1837.5028228269382
2002-06-13,1818.5818406995331
2002-06-14,1804.4686973588225
2002-06-17,1843.4466648591304
2002-06-18,1848.345728007603
2002-06-19,1820.1266909649971
2002-06-20,1800.4658113368694
2002-06-21,1778.3343750894142
2002-06-24,1777.1707778558794
2002-06-25,1763.1606296723426
2002-06-26,1755.9205821398223
2002-06-27,1780.908655352505
2002-06-28,1802.0277938301385
2002-07-01,1775.5314199798513
2002-07-02,1739.2656025225995
2002-07-03,1737.997880066136
2002-07-04,1743.2536536755524
2002-07-05,1799.2644343335255
2002-07-08,1790.934709630629
2002-07-09,1765.0833841712126
2002-07-10,1710.417343919316
2002-07-11,1704.0104345842906
2002-07-12,1699.525237430932
2002-07-15,1682.1970010763064
2002-07-16,1660.5612766076852
2002-07-17,1675.3499774255215
2002-07-18,1652.5791975049551
2002-07-19,1596.6092987507354
2002-07-22,1541.964783169411
2002-07-23,1499.8416258793745
2002-07-24,1546.1555269148676
2002-07-25,1549.647499513339
2002-07-26,1556.7525351970796
2002-07-29,1627.5670246202988
2002-07-30,1639.4084740220305
2002-07-31,1646.0414639358992
2002-08-01,1602.3341302411397
2002-08-02,1575.8205734458804
2002-08-05,1528.9966173139521
2002-08-06,1558.0843270429014
2002-08-07,1585.3443275855618
2002-08-08,1630.9169686829482
2002-08-09,1645.803612938286
2002-08-12,1633.3463424678166
2002-08-13,1612.3777801215094
2002-08-14,1651.1313556169011
2002-08-15,1670.7770774637656
2002-08-16,1673.5556751083486
2002-08-19,1702.5375603669836
2002-08-20,1681.830213489737
2002-08-21,1704.4305466110618
2002-08-22,1725.7181063930946
2002-08-23,1695.2155477590404
2002-08-26,1702.5852123031095
2002-08-27,1695.5679756832837
2002-08-28,1660.1063601508147
2002-08-29,1651.2163248048446
2002-08-30,1651.4619506522681
2002-09-02,1644.2698434740873
2002-09-03,1585.533724026256
2002-09-04,1599.554471654055
2002-09-05,1582.249694791833
2002-09-06,1605.501263298683
2002-09-09,1612.2105332907604
2002-09-10,1624.0020980301165
2002-09-11,1632.6835585123715
2002-09-12,1595.6350110312835
2002-09-13,1588.5900132729996
2002-09-16,1584.6745894499925
2002-09-17,1564.6486835921878
2002-09-18,1551.0489301780028
2002-09-19,1519.1948085915799
2002-09-20,1513.2599290277733
2002-09-23,1487.7198183424928
2002-09-24,1464.249921221903
2002-09-25,1490.7382069137013
2002-09-26,1523.9864814896878
2002-09-27,1492.6217568354134
2002-09-30,1468.250910704448
2002-10-01,1504.2064163942075
2002-10-02,1487.4543784746859
2002-10-03,1470.2506877921605
2002-10-04,1441.051574329246
2002-10-07,1411.5015799062046
2002-10-08,1421.2030660218304
2002-10-09,1392.5535838042913
2002-10-10,1430.4356417763618
2002-10-11,1484.415547856474
2002-10-14,1488.9593072259422
2002-10-15,1558.9033613895433
2002-10-16,1531.1779037586873
2002-10-17,1561.3506638599738
2002-10-18,1568.1893672913156
2002-10-21,1586.9198715710904
2002-10-22,1568.7770652155573
2002-10-23,1567.472628835595
2002-10-24,1557.7392109443324
2002-10-25,1578.0080124551691
2002-10-28,1577.5126860720522
2002-10-29,1553.7706028516614
2002-10-30,1573.689523238095
2002-10-31,1575.5504741913637
2002-11-01,1593.4690524648481
2002-11-04,1615.4916294809232
2002-11-05,1631.6675393444673
2002-11-06,1637.0660360083186
2002-11-07,1606.6528537516538
2002-11-08,1592.5205618317066
2002-11-11,1562.1601345384881
2002-11-12,1573.3970274513517
2002-11-13,1568.7736982166798
2002-11-14,1599.4929896595297
2002-11-15,1612.6070693888296
2002-11-18,1602.8188812837284
2002-11-19,1595.9206604136882
2002-11-20,1614.582622306308
2002-11-21,1651.7041100577942
2002-11-22,1650.4643505141119
2002-11-25,1653.7782384479272
2002-11-26,1622.5135887448746
2002-11-27,1661.348516216236
2002-11-28,1669.1464108819157
2002-11-29,1665.069292263613
2002-12-02,1662.0675761971079
2002-12-03,1637.9925792471324
2002-12-04,1629.4554867228228
2002-12-05,1609.5938874683354
2002-12-06,1618.9935959386178
2002-12-09,1586.7969273895135
2002-12-10,1604.6245270901666
2002-12-11,1606.8373741951814
2002-12-12,1602.032591593947
2002-12-13,1585.6531279857318
2002-12-16,1616.1064085256203
2002-12-17,1608.62806581393
2002-12-18,1582.8248942987552
2002-12-19,1574.3053261667285
2002-12-20,1590.5200076224733
2002-12-23,1594.338789283712
2002-12-24,1591.3306756065049
2002-12-25,1590.824816984376
2002-12-26,1590.628441202432
2002-12-27,1566.8816163473418
2002-12-30,1575.0202762441386
2002-12-31,1578.516481137732
2003-01-01,1578.516481137732
2003-01-02,1620.0028876803995
2003-01-03,1625.1568128679012
2003-01-06,1659.0713368727438
2003-01-07,1645.161251219464
2003-01-08,1619.7700444701804
2003-01-09,1647.0942269703514
2003-01-10,1649.8289776199385
2003-01-13,1651.9274341799521
2003-01-14,1665.109651405189
2003-01-15,1647.5385253987236
2003-01-16,1642.2764538377608
2003-01-17,1621.2113045631686
2003-01-20,1615.5966085078157
2003-01-21,1597.5698140453694
2003-01-22,1580.1298477307112
2003-01-23,1595.1678739604029
2003-01-24,1561.6505788288973
2003-01-27,1530.2366530821535
2003-01-28,1540.690709887329
2003-01-29,1548.2719961250389
2003-01-30,1526.5578954210173
2003-01-31,1538.619478599529
2003-02-03,1549.0287555658049
2003-02-04,1530.6627766432796
2003-02-05,1528.1368695334604
2003-02-06,1514.6259050004992
2003-02-07,1499.968912580198
2003-02-10,1502.5504106005671
2003-02-11,1499.3799263406554
2003-02-12,1484.6407166303486
2003-02-13,1483.775642339864
2003-02-14,1511.4127545540164
2003-02-17,1517.5248853559885
2003-02-18,1539.1453367368001
2003-02-19,1526.9011420439388
2003-02-20,1516.3812815063725
2003-02-21,1529.1536763880497
2003-02-24,1507.836838566063
2003-02-25,1501.2526037245436
2003-02-26,1487.7964258098511
2003-02-27,1501.634520784836
2003-02-28,1511.4279373446786
2003-03-03,1508.9677726144662
2003-03-04,1488.9450983738516
2003-03-05,1497.5150336765762
2003-03-06,1482.6369980503341
2003-03-07,1483.3917541796036
2003-03-10,1449.1730333007213
2003-03-11,1436.2902517191508
2003-03-12,1432.1379989514173
2003-03-13,1471.4632219961225
2003-03-14,1486.0038060849545
2003-03-17,1525.9187800116242
2003-03-18,1532.066887457828
2003-03-19,1544.6750178147634
2003-03-20,1548.9147031345335
2003-03-21,1578.5709520273015
2003-03-24,1535.2532139935115
