Date,WORLD ex ISRAEL
2010-05-26,1000.0
2010-05-27,1030.2645231009008
2010-05-28,1026.1388298741565
2010-05-31,1025.8182348283729
2010-06-01,1016.058642008232
2010-06-02,1025.657981931841
2010-06-03,1036.8682129464707
2010-06-04,1007.6504212992625
2010-06-07,989.7827312720173
2010-06-08,993.782354257358
2010-06-09,998.5042144513035
2010-06-10,1022.314036171193
2010-06-11,1027.5601280389778
2010-06-14,1037.650892897072
2010-06-15,1054.0283863239467
2010-06-16,1056.7236477284137
2010-06-17,1058.326113060288
2010-06-18,1060.6615823779996
2010-06-21,1065.6665003590786
2010-06-22,1051.1527428036686
2010-06-23,1042.276442663419
2010-06-24,1029.537636221666
2010-06-25,1026.812689278873
2010-06-28,1029.8758630302527
2010-06-29,997.0003534045272
2010-06-30,990.5633801360673
2010-07-01,985.6702193552422
2010-07-02,986.2530404605071
2010-07-05,983.4242664781107
2010-07-06,1000.4487182929835
2010-07-07,1019.8993260877894
2010-07-08,1032.4277266579222
2010-07-09,1038.7911138013262
2010-07-12,1038.6815076045407
2010-07-13,1055.4826727184932
2010-07-14,1059.3823623418568
2010-07-15,1059.3839448500075
2010-07-16,1037.1910329590344
2010-07-19,1036.7428372845015
2010-07-20,1040.768298624077
2010-07-21,1035.886612269075
2010-07-22,1056.649379658867
2010-07-23,1063.665386863973
2010-07-26,1075.5801198220836
2010-07-27,1076.6591544596033
2010-07-28,1075.3290088395272
2010-07-29,1074.4783660638204
2010-07-30,1071.2265991633399
2010-08-02,1097.315491449336
2010-08-03,1098.0962761525416
2010-08-04,1098.0127778032434
2010-08-05,1098.5680754736247
2010-08-06,1097.8947828085452
2010-08-09,1103.5133393670765
2010-08-10,1091.3264507146725
2010-08-11,1060.5587041571175
2010-08-12,1054.1752079587843
2010-08-13,1051.8168954970033
2010-08-16,1054.45513973416
2010-08-17,1066.6449587359957
2010-08-18,1067.6239782518937
2010-08-19,1055.4576453658226
2010-08-20,1042.9223485670132
2010-08-23,1042.4481857897338
2010-08-24,1028.988276366018
2010-08-25,1024.116653938806
2010-08-26,1027.4640243912008
2010-08-27,1039.0133881344013
2010-08-30,1033.7660194407551
2010-08-31,1030.9899722186992
2010-09-01,1060.524364526547
2010-09-02,1067.8831143281043
2010-09-03,1079.7163240297705
2010-09-06,1084.2927058680336
2010-09-07,1072.3541650651946
2010-09-08,1077.2724015259805
2010-09-09,1085.0632772263589
2010-09-10,1087.2944910365736
2010-09-13,1102.180410601619
2010-09-14,1105.713773694997
2010-09-15,1106.7521150103685
2010-09-16,1104.8396141665557
2010-09-17,1103.905045816309
2010-09-20,1118.6876596640154
2010-09-21,1116.6199176339958
2010-09-22,1117.7062145429438
2010-09-23,1110.7966862543303
2010-09-24,1129.663651020223
2010-09-27,1127.429987768458
2010-09-28,1131.794922282964
2010-09-29,1131.6688413720851
2010-09-30,1127.1086013785534
2010-10-01,1131.9465122794056
2010-10-04,1123.5101219601968
2010-10-05,1146.160200633845
2010-10-06,1152.4914030739785
2010-10-07,1153.4817371637366
2010-10-08,1156.7721544271533
2010-10-11,1157.4097399742807
2010-10-12,1154.941484869316
2010-10-13,1168.5977684525155
2010-10-14,1172.4367142901178
2010-10-15,1169.9537523293352
2010-10-18,1174.1981299813874
2010-10-19,1156.0112830035825
2010-10-20,1168.5885117163248
2010-10-21,1171.5612554995819
2010-10-22,1169.7230043689647
2010-10-25,1176.1795084078099
2010-10-26,1170.6090287619195
2010-10-27,1161.2476561416945
2010-10-28,1168.4436666399286
2010-10-29,1169.3003558833987
2010-11-01,1170.3492048504772
2010-11-02,1180.6709094097366
2010-11-03,1180.7675096752314
2010-11-04,1209.206275685206
2010-11-05,1210.5117195968949
2010-11-08,1207.6760813493213
2010-11-09,1205.2868514025233
2010-11-10,1197.4628743721219
2010-11-11,1195.3733876205486
2010-11-12,1184.3230307236213
2010-11-15,1183.325342594234
2010-11-16,1161.5604303232308
2010-11-17,1163.811576279843
2010-11-18,1182.5512552256873
2010-11-19,1183.7278258314939
2010-11-22,1180.0651890597253
2010-11-23,1160.2042478632968
2010-11-24,1171.0419834600789
2010-11-25,1172.7990452187682
2010-11-26,1160.079521924318
2010-11-29,1151.03943276307
2010-11-30,1144.0401449240715
2010-12-01,1166.4156403145057
2010-12-02,1186.383388311787
2010-12-03,1195.7760378072896
2010-12-06,1193.502611588242
2010-12-07,1197.9115361223908
2010-12-08,1195.3869511113082
2010-12-09,1199.7728688008183
2010-12-10,1204.8704972989003
2010-12-13,1213.3620191407254
2010-12-14,1215.6614733214878
2010-12-15,1208.0272186912302
2010-12-16,1208.4462589881869
2010-12-17,1206.330276921836
2010-12-20,1208.2886495751561
2010-12-21,1219.406033021314
2010-12-22,1221.8244708039233
2010-12-23,1221.6982152533549
2010-12-24,1222.5959856324005
2010-12-27,1221.1016290069565
2010-12-28,1223.7276943699524
2010-12-29,1227.2232287637696
2010-12-30,1224.9207805500052
2010-12-31,1228.1726111752018
2011-01-03,1235.7533217393616
2011-01-04,1237.0421707180192
2011-01-05,1233.1482839116482
2011-01-06,1231.9100389440443
2011-01-07,1229.7592929814818
2011-01-10,1224.1408765414199
2011-01-11,1230.4698476284232
2011-01-12,1246.1900638426994
2011-01-13,1252.803178692159
2011-01-14,1256.3396453767527
2011-01-17,1254.9080336227548
2011-01-18,1263.3133740588796
2011-01-19,1256.3298987585922
2011-01-20,1243.2020313111932
2011-01-21,1250.3957001567337
2011-01-24,1259.753229624833
2011-01-25,1258.5404626143704
2011-01-26,1265.77788664152
2011-01-27,1268.5005852498252
2011-01-28,1250.2756422270281
2011-01-31,1256.145821432092
2011-02-01,1277.5021570027313
2011-02-02,1280.0661295480436
2011-02-03,1277.4502947584058
2011-02-04,1279.14635516745
2011-02-07,1286.5933950765118
2011-02-08,1294.4564959083868
2011-02-09,1290.0274498745466
2011-02-10,1285.7804336612614
2011-02-11,1288.8830223514171
2011-02-14,1292.7581389007548
2011-02-15,1292.2623040208991
2011-02-16,1299.7537911006823
2011-02-17,1307.210284882896
2011-02-18,1310.0674114229346
2011-02-21,1305.7330598403428
2011-02-22,1286.5937262969064
2011-02-23,1278.8063490166096
2011-02-24,1276.4846925592663
2011-02-25,1290.3443356327518
2011-02-28,1300.3839006684414
2011-03-01,1290.093638442883
2011-03-02,1287.4644225670972
2011-03-03,1301.2478411773066
2011-03-04,1297.8140711797917
2011-03-07,1288.6869760080867
2011-03-08,1290.945305906209
2011-03-09,1289.873838839422
2011-03-10,1264.718459775999
2011-03-11,1266.361581381902
2011-03-14,1253.1421571120868
2011-03-15,1224.7478305230463
2011-03-16,1213.6064387806543
2011-03-17,1232.4687580769285
2011-03-18,1239.6428256314523
2011-03-21,1259.2702788111392
2011-03-22,1262.7970336948292
2011-03-23,1263.4275642183322
2011-03-24,1275.4623254433247
2011-03-25,1277.2695507947046
2011-03-28,1273.1131577522892
2011-03-29,1276.5431764628713
2011-03-30,1288.4253944851916
2011-03-31,1287.4000470856245
2011-04-01,1293.8349758712186
2011-04-04,1298.032405304844
2011-04-05,1296.2034246286953
2011-04-06,1301.4358247015327
2011-04-07,1297.9889956579846
2011-04-08,1304.0904308148174
2011-04-11,1301.4211248316738
2011-04-12,1287.2130771298807
2011-04-13,1292.073117979629
2011-04-14,1290.0819176386046
2011-04-15,1291.5808200985894
2011-04-18,1271.462603776907
2011-04-19,1278.8251643076349
2011-04-20,1303.9459581469985
2011-04-21,1314.6648348402848
2011-04-22,1314.7369948387534
2011-04-25,1311.337785989453
2011-04-26,1320.4978828979833
2011-04-27,1325.3332072825017
2011-04-28,1338.579382500736
2011-04-29,1342.407387939091
2011-05-02,1345.7747059028122
2011-05-03,1337.431953383394
2011-05-04,1326.5625292579082
2011-05-05,1311.4738840046768
2011-05-06,1315.6610431817246
2011-05-09,1310.502750835079
2011-05-10,1322.8067102628156
2011-05-11,1314.6860203700744
2011-05-12,1308.8124343623697
2011-05-13,1301.3041831832559
2011-05-16,1295.2576668431311
2011-05-17,1288.3224443127865
2011-05-18,1300.821028444026
2011-05-19,1304.5018089439643
2011-05-20,1295.9004572144495
2011-05-23,1274.0676857243864
2011-05-24,1276.127548560421
2011-05-25,1280.6290353808345
2011-05-26,1287.3363761969981
2011-05-27,1298.677928640119
2011-05-30,1298.476096572182
2011-05-31,1314.3757843947226
2011-06-01,1296.3790327543181
2011-06-02,1286.6021204094661
2011-06-03,1281.4924138501415
2011-06-06,1271.496285090381
2011-06-07,1273.57623114162
2011-06-08,1263.8935083838333
2011-06-09,1269.9153728608978
2011-06-10,1251.110448730407
2011-06-13,1251.3253191070219
2011-06-14,1268.2108966761439
2011-06-15,1247.0274040900804
2011-06-16,1236.963477417076
2011-06-17,1243.7607841853255
2011-06-20,1244.9120424896735
2011-06-21,1264.6297351857343
2011-06-22,1262.468730624367
2011-06-23,1245.0561874800112
2011-06-24,1239.1186250441303
2011-06-27,1245.3015351760293
2011-06-28,1259.7695296683548
2011-06-29,1276.9273308006686
2011-06-30,1293.7110679528444
2011-07-01,1306.090089509294
2011-07-04,1310.314814813881
2011-07-05,1308.1710635688237
2011-07-06,1304.533614807763
2011-07-07,1314.6541750020283
2011-07-08,1305.6637587477273
2011-07-11,1278.1349255947423
2011-07-12,1270.7773378399786
2011-07-13,1283.573798191126
2011-07-14,1274.2989073582426
2011-07-15,1276.6106156166775
2011-07-18,1260.9898777945834
2011-07-19,1279.9792119873387
2011-07-20,1287.4260951455594
2011-07-21,1306.5762925697786
2011-07-22,1311.4691982262548
2011-07-25,1303.9303445129601
2011-07-26,1305.3822625116072
2011-07-27,1282.6934132659198
2011-07-28,1276.692975632484
2011-07-29,1270.265702980894
2011-08-01,1261.9065497827874
2011-08-02,1234.8245621985645
2011-08-03,1228.9109141173906
2011-08-04,1175.9828367051123
2011-08-05,1162.0863294455078
2011-08-08,1102.6547428940848
2011-08-09,1133.961255675183
2011-08-10,1100.6317049999811
2011-08-11,1136.0687556547377
2011-08-12,1150.0396769922459
2011-08-15,1173.5868247248834
2011-08-16,1165.6488821184544
2011-08-17,1169.617269196546
2011-08-18,1118.503624805458
2011-08-19,1102.7234388165218
2011-08-22,1102.3556882465505
2011-08-23,1128.276176479176
2011-08-24,1138.9444839463822
2011-08-25,1125.4261099545924
2011-08-26,1133.6966051994032
2011-08-29,1161.0204825016626
2011-08-30,1166.2622442886893
2011-08-31,1180.98789963472
2011-09-01,1173.174344047707
2011-09-02,1145.9488801633267
2011-09-05,1125.1416449259073
2011-09-06,1113.8423177903446
2011-09-07,1144.8441630689579
2011-09-08,1141.1683646361478
2011-09-09,1107.0046329182833
2011-09-12,1095.5679050554322
2011-09-13,1107.3936060390936
2011-09-14,1117.5796791906334
2011-09-15,1141.4964604584475
2011-09-16,1147.9036672177633
2011-09-19,1129.0782537420037
2011-09-20,1134.3330152268084
2011-09-21,1110.142229827947
2011-09-22,1063.4301824406368
2011-09-23,1068.9329946727323
2011-09-26,1083.176647604413
2011-09-27,1113.2367548463992
2011-09-28,1097.0580931796069
2011-09-29,1104.1896437401883
2011-09-30,1079.1415697240475
2011-10-03,1050.458804990812
2011-10-04,1050.3343178759387
2011-10-05,1071.747537910331
2011-10-06,1098.8151876821237
2011-10-07,1101.0789537119952
2011-10-10,1130.838694164799
2011-10-11,1133.5095227154795
2011-10-12,1149.7215996764462
2011-10-13,1143.394913729743
2011-10-14,1160.250659894307
2011-10-17,1145.9045709248794
2011-10-18,1151.5102093231255
2011-10-19,1149.0611727992803
2011-10-20,1141.2237710842126
2011-10-21,1168.0876214829023
2011-10-24,1185.367615518973
2011-10-25,1169.5767788483267
2011-10-26,1174.1514002328238
2011-10-27,1223.4391611172907
2011-10-28,1226.7677225541297
2011-10-31,1190.678927414882
2011-11-01,1149.1297707234514
2011-11-02,1163.7562735089846
2011-11-03,1180.8871201229088
2011-11-04,1177.263708336552
2011-11-07,1179.464146092537
2011-11-08,1190.191223529195
2011-11-09,1155.9351891145745
2011-11-10,1154.6400489663088
2011-11-11,1180.6968503811768
2011-11-14,1170.0529128883816
2011-11-15,1166.8851869337236
2011-11-16,1155.297582664502
