Date,FAR EAST
2000-06-30,5099.869904749052
2000-07-31,4596.5616349250195
2000-08-31,4868.836789280405
2000-09-29,4609.092662728751
2000-10-31,4347.679398561084
2000-11-30,4172.730388881685
2000-12-29,3977.7945873064946
2001-01-01,3977.7945873064946
2001-01-02,3961.2785746803143
2001-01-03,3955.353128118527
2001-01-04,3940.3048610653495
2001-01-05,3963.296462485768
2001-01-08,3956.6068029222542
2001-01-09,3891.467619987722
2001-01-10,3853.893264134046
2001-01-11,3750.6325043797483
2001-01-12,3757.2854077677043
2001-01-15,3755.837834422761
2001-01-16,3834.336798794716
2001-01-17,3863.878562862905
2001-01-18,3904.151829248327
2001-01-19,3946.482036543402
2001-01-22,3959.5266435854314
2001-01-23,3940.8890685384918
2001-01-24,3903.120860566488
2001-01-25,3924.401543513168
2001-01-26,3903.6976836167746
2001-01-29,3924.505627032071
2001-01-30,3923.7898184003175
2001-01-31,3946.4079478010685
2001-02-01,3976.2477854551926
2001-02-02,3924.7077022888475
2001-02-05,3874.4147866808253
2001-02-06,3855.5380114119234
2001-02-07,3850.1756495833692
2001-02-08,3813.7130892217597
2001-02-09,3817.5707014261707
2001-02-12,3816.6710102672873
2001-02-13,3818.2073054115317
2001-02-14,3821.6230041757144
2001-02-15,3851.564638555448
2001-02-16,3831.200384110336
2001-02-19,3787.807185073605
2001-02-20,3827.9804504418817
2001-02-21,3772.8985249073107
2001-02-22,3792.182160341869
2001-02-23,3835.3050788787023
2001-02-26,3852.390950670213
2001-02-27,3835.274157247884
2001-02-28,3779.716153045403
2001-03-01,3730.5034149459634
2001-03-02,3608.426229525484
2001-03-05,3609.7424835203087
2001-03-06,3685.7532733167604
2001-03-07,3696.40191072568
2001-03-08,3704.427793084169
2001-03-09,3701.6465402717113
2001-03-12,3580.7908035706373
2001-03-13,3500.065495886029
2001-03-14,3450.3386803954727
2001-03-15,3506.9002192484
2001-03-16,3497.399619825849
2001-03-19,3519.840174204029
2001-03-20,3503.4581632222207
2001-03-21,3678.365419682203
2001-03-22,3585.009258851735
2001-03-23,3692.8159934417617
2001-03-26,3819.5349651799606
2001-03-27,3801.272234620465
2001-03-28,3851.436328899772
2001-03-29,3683.3163388202106
2001-03-30,3622.0037117433308
2001-04-02,3563.477803947366
2001-04-03,3639.1543251269522
2001-04-04,3671.2258107365565
2001-04-05,3723.5244390270063
2001-04-06,3732.2567583336313
2001-04-09,3595.7834373954365
2001-04-10,3554.888637058314
2001-04-11,3629.076778806404
2001-04-12,3689.863584513073
2001-04-13,3676.0016210480085
2001-04-16,3637.251115031505
2001-04-17,3634.6716561344397
2001-04-18,3761.6972018392007
2001-04-19,3828.7008617361025
2001-04-20,3790.161090760503
2001-04-23,3805.450455700139
2001-04-24,3784.224166647679
2001-04-25,3808.2877777042804
2001-04-26,3844.4403946448333
2001-04-27,3831.2399230223514
2001-04-30,3840.8737354368805
2001-05-01,3991.8008631205007
2001-05-02,4030.5419287160234
2001-05-03,4058.615960835916
2001-05-04,4051.8808032213515
2001-05-07,4071.415354900573
2001-05-08,3983.6639548308704
2001-05-09,3932.0306131123007
2001-05-10,3893.206961314464
2001-05-11,3905.167123734192
2001-05-14,3839.416291545184
2001-05-15,3861.9856514631647
2001-05-16,3799.81892841453
2001-05-17,3867.7519130872797
2001-05-18,3833.4706076341163
2001-05-21,3892.5656823108347
2001-05-22,3895.886785814048
2001-05-23,3949.722978226244
2001-05-24,3934.1394950406284
2001-05-25,3899.096003720291
2001-05-28,3863.4912811734234
2001-05-29,3910.1600277110965
2001-05-30,3832.8990115855972
2001-05-31,3824.1681699582136
2001-06-01,3815.106527460457
2001-06-04,3809.81470693768
2001-06-05,3782.7704337336268
2001-06-06,3778.072198897582
2001-06-07,3799.330311015248
2001-06-08,3791.1069325528442
2001-06-11,3733.707196266554
2001-06-12,3648.1855845585033
2001-06-13,3645.9057544925395
2001-06-14,3647.5364632078627
2001-06-15,3607.676077152676
2001-06-18,3583.530568988143
2001-06-19,3572.967067374094
2001-06-20,3562.17787048343
2001-06-21,3611.0945459405757
2001-06-22,3637.403345125943
2001-06-25,3615.6185202273427
2001-06-26,3622.263420490699
2001-06-27,3597.7388892414997
2001-06-28,3550.157967615107
2001-06-29,3607.199926106494
2001-07-02,3592.286609578122
2001-07-03,3601.859747678048
2001-07-04,3574.3786413932316
2001-07-05,3534.9054202830644
2001-07-06,3462.8384226678863
2001-07-09,3445.153374007687
2001-07-10,3481.1441101400887
2001-07-11,3453.77564426536
2001-07-12,3512.151867489147
2001-07-13,3477.539527583456
2001-07-16,3468.721454548622
2001-07-17,3428.05572529638
2001-07-18,3385.5555344927257
2001-07-19,3391.8803021234735
2001-07-20,3404.162296814457
2001-07-23,3300.2683485233397
2001-07-24,3339.9567640085284
2001-07-25,3374.531696701238
2001-07-26,3370.543144390536
2001-07-27,3357.556641943186
2001-07-30,3291.6014569954923
2001-07-31,3365.832957503932
2001-08-01,3396.2629583320017
2001-08-02,3486.6928342768624
2001-08-03,3450.1650416690186
2001-08-06,3441.6629165574514
2001-08-07,3459.1300788977537
2001-08-08,3448.20243193028
2001-08-09,3364.837591955111
2001-08-10,3386.1357400397414
2001-08-13,3334.2363345438926
2001-08-14,3433.549948862506
2001-08-15,3472.51602171768
2001-08-16,3414.9997186020955
2001-08-17,3402.3695610757604
2001-08-20,3355.504153374694
2001-08-21,3384.2658162766265
2001-08-22,3413.809482753456
2001-08-23,3370.740249557625
2001-08-24,3362.723371046558
2001-08-27,3387.9082209259464
2001-08-28,3365.8298366435674
2001-08-29,3329.8291661669655
2001-08-30,3280.4865764090614
2001-08-31,3273.785333048314
2001-09-03,3202.3493798247346
2001-09-04,3275.9708434652557
2001-09-05,3210.6139472741547
2001-09-06,3194.8900345712646
2001-09-07,3186.5289255057087
2001-09-10,3100.7904373757096
2001-09-11,3161.3290437887376
2001-09-12,2939.835966350916
2001-09-13,2977.6152747810847
2001-09-14,3081.1276177769346
2001-09-17,2942.911802413056
2001-09-18,2975.382996876613
2001-09-19,3050.2652997039736
2001-09-20,3027.9296045567003
2001-09-21,2921.594728874877
2001-09-24,2910.6192513824235
2001-09-25,2938.947100539545
2001-09-26,2891.899728627715
2001-09-27,2875.8033623618994
2001-09-28,2939.10767463443
2001-10-01,2969.873624093325
2001-10-02,3014.552879514206
2001-10-03,2965.3363001576326
2001-10-04,3036.4373582643157
2001-10-05,3037.749422927063
2001-10-08,3038.1597489855963
2001-10-09,2976.542963193352
2001-10-10,2940.330156506452
2001-10-11,3007.689109757319
2001-10-12,3060.9604654636464
2001-10-15,3034.086356613687
2001-10-16,3042.531273940513
2001-10-17,3078.792557573609
2001-10-18,3015.3200949737716
2001-10-19,3016.355712730606
2001-10-22,3008.8062082938695
2001-10-23,3052.7804253314557
2001-10-24,3062.1823839923904
2001-10-25,3084.9416192080485
2001-10-26,3051.7184683011137
2001-10-29,3010.3270147092753
2001-10-30,2982.775296932703
2001-10-31,2941.9906123210094
2001-11-01,2961.863963377293
2001-11-02,2960.384871022984
2001-11-05,2974.360290837177
2001-11-06,3012.9277952520065
2001-11-07,2933.524575475291
2001-11-08,2979.4644227332437
2001-11-09,2963.8618751681015
2001-11-12,2932.2621045795568
2001-11-13,2881.0474105956578
2001-11-14,2887.954598605949
2001-11-15,2950.9720966089294
2001-11-16,2961.422846815914
2001-11-19,2996.689262104351
2001-11-20,3000.5380763661674
2001-11-21,3001.6835430682445
2001-11-22,2990.4520530691393
2001-11-23,2980.437451497557
2001-11-26,3041.233575300903
2001-11-27,3030.3746716343103
2001-11-28,2972.6626413767226
2001-11-29,2969.790087780445
2001-11-30,3006.9491298597527
2001-12-03,2932.8633307243635
2001-12-04,2930.86477301712
2001-12-05,2993.724114915291
2001-12-06,3011.969290926747
2001-12-07,2966.788623155626
2001-12-10,2899.0219011875843
2001-12-11,2877.4704570172844
2001-12-12,2944.0096230190934
2001-12-13,2868.341293676075
2001-12-14,2846.4128185693057
2001-12-17,2792.9122722542156
2001-12-18,2808.48169515649
2001-12-19,2820.499801106801
2001-12-20,2841.4604430598984
2001-12-21,2796.830143296897
2001-12-24,2790.203749469699
2001-12-25,2780.857973210864
2001-12-26,2755.4362924789893
2001-12-27,2797.591256043383
2001-12-28,2845.4412732166757
2001-12-31,2848.447921596772
2002-01-01,2848.447921596772
2002-01-02,2828.1418798360532
2002-01-03,2839.2981413526645
2002-01-04,2918.213572932338
2002-01-07,2925.387740661115
2002-01-08,2849.056868653311
2002-01-09,2829.58593694892
2002-01-10,2795.771172277035
2002-01-11,2779.4883603350586
2002-01-14,2789.1459355270117
2002-01-15,2738.906022457293
2002-01-16,2736.6136346614485
2002-01-17,2725.9962386215916
2002-01-18,2763.885973551308
2002-01-21,2763.562562664325
2002-01-22,2678.294233604123
2002-01-23,2658.0994314292457
2002-01-24,2668.50525708336
2002-01-25,2690.5962448631826
2002-01-28,2734.4678002068968
2002-01-29,2684.4779338367557
2002-01-30,2648.9080583987156
2002-01-31,2661.932598842356
2002-02-01,2612.6246966801805
2002-02-04,2596.240903697494
2002-02-05,2538.775128611702
2002-02-06,2536.201284983055
2002-02-07,2578.6430292287246
2002-02-08,2586.9264993051534
2002-02-11,2613.2975239066027
2002-02-12,2678.9014503088633
2002-02-13,2692.969766999758
2002-02-14,2712.8502912372273
2002-02-15,2705.450949147579
2002-02-18,2707.2577222880864
2002-02-19,2628.661535133578
2002-02-20,2615.280782724224
2002-02-21,2685.159168665338
2002-02-22,2695.2187745511383
2002-02-25,2679.034733925492
2002-02-26,2659.5029746595046
2002-02-27,2716.458917813485
2002-02-28,2743.5501411567584
2002-03-01,2799.8438413286603
2002-03-04,2958.5359860550416
2002-03-05,2951.9430711720534
2002-03-06,2968.212593627497
2002-03-07,3101.1576585051266
2002-03-08,3107.3401224680197
2002-03-11,3153.235428494672
2002-03-12,3065.8329411654836
2002-03-13,2997.5646619192134
2002-03-14,3039.1389666958535
2002-03-15,3062.0901664035573
2002-03-18,2990.9282861132306
2002-03-19,3050.157797452506
2002-03-20,3008.242396401594
2002-03-21,2992.207222209624
2002-03-22,2926.362703166722
2002-03-25,2910.0744662161146
2002-03-26,2903.6335166442723
2002-03-27,2934.2014483264647
2002-03-28,2958.2801885712665
2002-03-29,2900.8292007343125
2002-04-01,2871.316397550608
2002-04-02,2912.1342735875587
2002-04-03,2959.6620506299073
2002-04-04,2986.85261683388
2002-04-05,2979.315316952536
2002-04-08,2982.1870628326265
2002-04-09,2941.000214180323
2002-04-10,2961.867436786161
2002-04-11,2933.6296266688373
2002-04-12,2892.9954995877315
2002-04-15,2931.779996152174
2002-04-16,2969.8167691220724
2002-04-17,3016.0940117543505
2002-04-18,3048.6496117120932
2002-04-19,3023.174718650868
2002-04-22,3069.9265939820034
2002-04-23,3078.5840112649184
2002-04-24,3072.1363327802933
2002-04-25,3097.987199570661
2002-04-26,3077.0554301868624
2002-04-29,3070.0929343431385
2002-04-30,3058.543214316436
2002-05-01,3089.283164084414
2002-05-02,3086.0393045796964
2002-05-03,3106.638343208468
2002-05-06,3095.034458096273
2002-05-07,3057.9810057380505
2002-05-08,3065.863593295164
2002-05-09,3087.135483705173
2002-05-10,3090.959212831309
2002-05-13,3065.8831720456174
2002-05-14,3038.1440632428726
2002-05-15,3105.6089073768408
2002-05-16,3138.499625523442
2002-05-17,3200.502664227395
2002-05-20,3220.319752875672
2002-05-21,3241.7775226244626
2002-05-22,3274.5229916771746
2002-05-23,3259.18509223771
2002-05-24,3277.8561690216884
2002-05-27,3256.463236062658
2002-05-28,3257.383504447644
2002-05-29,3242.486013396294
2002-05-30,3257.862012389949
2002-05-31,3213.4043759908463
2002-06-03,3252.5567920138365
2002-06-04,3207.947049588514
2002-06-05,3186.8944627945816
2002-06-06,3175.484102179316
2002-06-07,3150.474362963896
2002-06-10,3132.8946203332725
2002-06-11,3124.9777888297676
2002-06-12,3104.2789342491596
2002-06-13,3065.754200122279
2002-06-14,3024.014174787231
2002-06-17,2945.8309105552034
2002-06-18,2984.7769423222358
2002-06-19,2915.071567278629
2002-06-20,2956.832121403996
2002-06-21,2937.544553103497
2002-06-24,2967.050423070794
2002-06-25,2963.306494637026
2002-06-26,2928.4924576004355
2002-06-27,2949.952726846568
2002-06-28,3043.0761911495415
2002-07-01,3038.0061687023704
2002-07-02,3036.6876328541375
2002-07-03,3087.1233987548844
2002-07-04,3056.6765662108137
2002-07-05,3086.023382748813
2002-07-08,3099.4535625293784
2002-07-09,3156.7296659201684
2002-07-10,3117.2083418412017
2002-07-11,3086.451364304215
2002-07-12,3099.2887945438893
2002-07-15,3064.340367181765
2002-07-16,3018.403644728659
2002-07-17,3013.1607761169544
2002-07-18,3061.005630433424
2002-07-19,3019.5243569494874
2002-07-22,3000.317575073977
2002-07-23,2990.513653908567
2002-07-24,2952.266493085654
2002-07-25,2916.8274847126736
2002-07-26,2794.5128719409136
2002-07-29,2794.8952153214373
2002-07-30,2864.4188528631157
2002-07-31,2842.2812214943497
2002-08-01,2831.295984000357
2002-08-02,2822.279867865329
2002-08-05,2819.218855003123
2002-08-06,2730.8599948223577
2002-08-07,2820.5553970902743
2002-08-08,2810.106905325103
2002-08-09,2870.9025735618034
2002-08-12,2841.247804916539
2002-08-13,2830.3598134209105
2002-08-14,2874.9130316366745
2002-08-15,2884.948434173847
2002-08-16,2885.0895650895686
2002-08-19,2816.7977544382316
2002-08-20,2814.5108367344274
2002-08-21,2834.04813572806
2002-08-22,2849.2475378385498
2002-08-23,2857.8663059343958
2002-08-26,2905.3424145171552
2002-08-27,2882.4822711881134
2002-08-28,2849.501864809597
2002-08-29,2808.692735776017
2002-08-30,2805.731387198318
2002-09-02,2781.5308586017236
2002-09-03,2727.965517624168
2002-09-04,2665.9440555996744
2002-09-05,2704.7943821222907
2002-09-06,2673.7485662267477
2002-09-09,2703.945536329243
2002-09-10,2701.2355729616033
2002-09-11,2701.1404384007656
2002-09-12,2714.7429836999922
2002-09-13,2662.3414755470417
2002-09-16,2636.5623710456684
2002-09-17,2697.4472567046655
2002-09-18,2700.653145976678
2002-09-19,2752.4683832580195
2002-09-20,2658.1268909601254
2002-09-23,2646.2518836895133
2002-09-24,2615.633239414211
2002-09-25,2590.5613984487172
2002-09-26,2638.4432356344523
2002-09-27,2688.65984910667
2002-09-30,2668.5457982502476
2002-10-01,2605.0088519632045
2002-10-02,2568.625768953228
2002-10-03,2540.004112017506
2002-10-04,2560.986542671969
2002-10-07,2458.203460599369
2002-10-08,2463.9363963740207
2002-10-09,2430.9224045205374
2002-10-10,2407.8199417800442
2002-10-11,2433.5908069702377
2002-10-14,2432.2054523187403
2002-10-15,2505.038817626736
2002-10-16,2528.33024477738
2002-10-17,2533.5841171374627
2002-10-18,2550.365725851175
2002-10-21,2538.4374198400023
2002-10-22,2466.0083604615056
2002-10-23,2494.6171420528435
2002-10-24,2476.1538477749477
2002-10-25,2514.458059704053
2002-10-28,2522.942472558846
2002-10-29,2517.643237392589
2002-10-30,2531.3874019678797
2002-10-31,2515.5007211025995
2002-11-01,2527.6146932374345
2002-11-04,2529.9206499204256
2002-11-05,2590.658918633434
2002-11-06,2584.840257139028
2002-11-07,2590.504144598907
2002-11-08,2566.973399901842
2002-11-11,2508.1053040206907
2002-11-12,2500.661791892369
2002-11-13,2486.144240194791
2002-11-14,2453.5194075453205
2002-11-15,2504.6106711285206
2002-11-18,2450.2780963571786
2002-11-19,2436.9542701941505
2002-11-20,2449.545570419343
2002-11-21,2494.564273097283
2002-11-22,2523.1965958653736
2002-11-25,2563.573773744598
2002-11-26,2548.3160728071166
2002-11-27,2559.111267846566
2002-11-28,2612.6820309762825
2002-11-29,2612.125268614339
2002-12-02,2570.9197020379333
2002-12-03,2574.8761873461985
2002-12-04,2519.291638229399
2002-12-05,2488.071907488553
2002-12-06,2502.257761999794
2002-12-09,2491.1271589801077
2002-12-10,2491.491674084561
2002-12-11,2482.864418151007
2002-12-12,2486.4178330924183
2002-12-13,2487.207862175806
2002-12-16,2461.659745955189
2002-12-17,2480.0967116398083
2002-12-18,2426.977247134918
2002-12-19,2453.875542197302
2002-12-20,2451.922415612636
2002-12-23,2458.034635837422
2002-12-24,2481.0265452641015
2002-12-25,2473.691206173956
2002-12-26,2513.5765763300838
2002-12-27,2527.682972360536
2002-12-30,2536.6135748830675
2002-12-31,2535.9935223077773
2003-01-01,2535.9935223077773
2003-01-02,2513.978584123455
2003-01-03,2518.6976517676026
2003-01-06,2577.999356248174
2003-01-07,2534.929323987308
2003-01-08,2499.3221351049256
2003-01-09,2507.0117598643296
2003-01-10,2503.530694314761
2003-01-13,2519.5651674508727
2003-01-14,2556.982005765025
2003-01-15,2587.3878448629407
2003-01-16,2585.690246535457
2003-01-17,2592.468893852329
2003-01-20,2561.070142419667
2003-01-21,2582.7344089420935
2003-01-22,2563.9935431005156
2003-01-23,2615.478606188057
2003-01-24,2592.641835763746
2003-01-27,2535.1025771604627
2003-01-28,2519.8506092539265
2003-01-29,2482.910723476729
2003-01-30,2462.6212542850344
2003-01-31,2440.9079620579023
2003-02-03,2471.428077358316
2003-02-04,2496.4725985617756
2003-02-05,2497.452023525179
2003-02-06,2483.5590907946103
2003-02-07,2472.3898412596486
2003-02-10,2465.9591584844416
2003-02-11,2459.437654970455
2003-02-12,2500.871323794863
2003-02-13,2494.599382165811
2003-02-14,2511.4775869271407
2003-02-17,2531.02975948159
2003-02-18,2536.426119236091
2003-02-19,2539.2785466534115
2003-02-20,2534.0670625692114
2003-02-21,2500.3833370119364
2003-02-24,2519.9605039981293
2003-02-25,2471.023027585837
2003-02-26,2472.6389989541103
2003-02-27,2462.0968092009184
2003-02-28,2450.722774954016
2003-03-03,2476.497734202962
2003-03-04,2479.1293841923984
2003-03-05,2478.365850155907
2003-03-06,2449.43650034745
2003-03-07,2408.7226509464676
2003-03-10,2375.9714150882996
2003-03-11,2328.369070327635
2003-03-12,2356.127839117839
2003-03-13,2319.3709547181465
2003-03-14,2346.0194618628193
2003-03-17,2323.2259292458252
2003-03-18,2339.4624078725656
2003-03-19,2349.086839311733
2003-03-20,2387.6767026475263
2003-03-21,2365.4168697379187
2003-03-24,2440.3636021448647
2003-03-25,2395.1338003917763
2003-03-26,2426.8402346964804
2003-03-27,2432.1450120403606
2003-03-28,2404.3738379767065
