Date,WORLD VOTING RIGHTS-ADJUSTED
2007-11-30,636.2751843268035
2007-12-03,633.618627427514
2007-12-04,629.2441813568119
2007-12-05,636.0727595946871
2007-12-06,641.7696890679646
2007-12-07,644.1922487203856
2007-12-10,648.6123697716577
2007-12-11,640.2252864419532
2007-12-12,641.4988594715259
2007-12-13,632.9758328503639
2007-12-14,625.3284453155352
2007-12-17,613.7465115602856
2007-12-18,615.3546339911832
2007-12-19,613.5971919480921
2007-12-20,615.4018159479322
2007-12-21,624.8221232911649
2007-12-24,628.4087878164557
2007-12-25,629.641242906158
2007-12-26,631.9119666499072
2007-12-27,628.8709360576079
2007-12-28,630.6784624698839
2007-12-31,628.3437793446508
2008-01-01,628.3437793446508
2008-01-02,624.2491234589232
2008-01-03,623.746628896774
2008-01-04,610.7324183727916
2008-01-07,608.3081552891422
2008-01-08,604.2477361760924
2008-01-09,605.3554123894082
2008-01-10,605.3402117427722
2008-01-11,599.8556415285863
2008-01-14,605.5261415953944
2008-01-15,591.2754246357699
2008-01-16,581.504304187499
2008-01-17,573.2870346809951
2008-01-18,568.9005734185517
2008-01-21,551.9885275896172
2008-01-22,550.3020294315102
2008-01-23,552.7068949409637
2008-01-24,569.6837269825205
2008-01-25,569.3764754252682
2008-01-28,571.0826476543838
2008-01-29,577.1026338432227
2008-01-30,573.5953612755834
2008-01-31,580.3075785408907
2008-02-01,588.7980906855873
2008-02-04,587.6476481156435
2008-02-05,568.5571847801784
2008-02-06,564.321260169754
2008-02-07,560.9845056763157
2008-02-08,560.214872498549
2008-02-11,560.16947827979
2008-02-12,569.540420752263
2008-02-13,572.4301597227188
2008-02-14,572.6221732594114
2008-02-15,570.0474560745538
2008-02-18,572.6108013710935
2008-02-19,575.7165635783975
2008-02-20,571.7744642589536
2008-02-21,573.5587537006819
2008-02-22,574.1111268136268
2008-02-25,583.2784987288971
2008-02-26,589.6126026959847
2008-02-27,593.9308807817133
2008-02-28,588.8229836987407
2008-02-29,576.9986759180325
2008-03-03,571.4820442464201
2008-03-04,568.0604191642268
2008-03-05,573.2397720025942
2008-03-06,567.2703107811155
2008-03-07,559.8893298905016
2008-03-10,551.8415999616944
2008-03-11,563.8204333133732
2008-03-12,568.0465718949162
2008-03-13,567.1017043734892
2008-03-14,558.9123376320022
2008-03-17,547.2224582907127
2008-03-18,565.4778345569017
2008-03-19,556.0196585579462
2008-03-20,557.62056665903
2008-03-21,558.6696135601518
2008-03-24,562.5642448276975
2008-03-25,575.0940166195331
2008-03-26,574.9194112289824
2008-03-27,573.7192073187551
2008-03-28,570.7150653107012
2008-03-31,571.3280552063536
2008-04-01,583.4526305181186
2008-04-02,588.968416690424
2008-04-03,590.7003509196443
2008-04-04,593.5330377999588
2008-04-07,595.9902758856551
2008-04-08,591.3394741338226
2008-04-09,587.6168465006723
2008-04-10,588.8540509388768
2008-04-11,581.6676893168919
2008-04-14,577.6957464815498
2008-04-15,580.1405711237489
2008-04-16,594.0953821574333
2008-04-17,592.8980029703174
2008-04-18,599.3205053226773
2008-04-21,602.6032575630253
2008-04-22,598.8192435836406
2008-04-23,599.3586899079068
2008-04-24,597.9010591985732
2008-04-25,603.6481061918686
2008-04-28,605.114122301746
2008-04-29,601.755205061919
2008-04-30,601.4034074198472
2008-05-01,604.0937283639197
2008-05-02,610.1786140737098
2008-05-05,609.9901980071388
2008-05-06,613.0662551612052
2008-05-07,607.5718255727655
2008-05-08,609.2908868897734
2008-05-09,604.0335190946145
2008-05-12,609.2317753371548
2008-05-13,609.0613464518632
2008-05-14,611.0695947100929
2008-05-15,617.0150924887897
2008-05-16,621.2380141868479
2008-05-19,623.6177687580836
2008-05-20,618.6683795547372
2008-05-21,612.8118381747547
2008-05-22,613.5776584805247
2008-05-23,606.9413563327065
2008-05-26,604.7518145258692
2008-05-27,605.1640234328707
2008-05-28,606.1121219925017
2008-05-29,608.2082022286864
2008-05-30,610.4692745105083
2008-06-02,606.5574733427566
2008-06-03,603.9232011116892
2008-06-04,602.3086240474147
2008-06-05,607.9326865298533
2008-06-06,599.1242498117078
2008-06-09,596.1577234794996
2008-06-10,588.1881930182091
2008-06-11,581.9011484239259
2008-06-12,579.5384969180888
2008-06-13,584.5491712366517
2008-06-16,587.6801135918804
2008-06-17,588.1358023197903
2008-06-18,583.4260929532808
2008-06-19,580.6807408706301
2008-06-20,572.8320352095902
2008-06-23,570.5603428782056
2008-06-24,569.29207993873
2008-06-25,572.2190870691628
2008-06-26,562.3329919992522
2008-06-27,560.051910132284
2008-06-30,561.8143184853963
2008-07-01,558.1088554355208
2008-07-02,551.170211367841
2008-07-03,550.1579767676006
2008-07-04,547.8466673748055
2008-07-07,547.1098906807377
2008-07-08,547.4650329705047
2008-07-09,545.8431834568639
2008-07-10,545.125343051099
2008-07-11,539.3995363374315
2008-07-14,537.897688705647
2008-07-15,530.5744050335595
2008-07-16,535.9144976942699
2008-07-17,544.9832655896314
2008-07-18,546.0865750367565
2008-07-21,548.983049862423
2008-07-22,552.2615252006328
2008-07-23,555.286588430371
2008-07-24,546.8998128075413
2008-07-25,545.2640108085728
2008-07-28,539.3593307408375
2008-07-29,542.36257003298
2008-07-30,551.2018863425965
2008-07-31,547.8370130371218
2008-08-01,541.9886559724513
2008-08-04,536.6317964019208
2008-08-05,545.4049745044938
2008-08-06,549.166615055282
2008-08-07,542.4006278464707
2008-08-08,544.5458980989754
2008-08-11,549.3744312062391
2008-08-12,545.3629563895306
2008-08-13,539.2361591424379
2008-08-14,541.0974669307068
2008-08-15,539.2738794072379
2008-08-18,536.4749285593552
2008-08-19,528.1649670544621
2008-08-20,531.472105110988
2008-08-21,533.706016967182
2008-08-22,537.3943833719019
2008-08-25,532.1362255369403
2008-08-26,531.2525440760479
2008-08-27,534.8168721980592
2008-08-28,541.5430194193956
2008-08-29,540.7141017482445
2008-09-01,536.9800351184306
2008-09-02,534.0135191322266
2008-09-03,529.931476081027
2008-09-04,515.3955043043554
2008-09-05,510.22442427285176
2008-09-08,521.8566720880804
2008-09-09,508.6561913100421
2008-09-10,508.38155195022966
2008-09-11,507.8811266672876
2008-09-12,515.9357587747278
2008-09-15,497.29308855012744
2008-09-16,493.5831808897781
2008-09-17,478.79179026403307
2008-09-18,488.6678638327811
2008-09-19,517.2890758480332
2008-09-22,508.63663024974727
2008-09-23,502.54212205578267
2008-09-24,500.41626938134516
2008-09-25,507.64381336970655
2008-09-26,503.26980433998284
2008-09-29,468.22393495710526
2008-09-30,475.8208510183593
2008-10-01,476.59158230628714
2008-10-02,459.44524678033383
2008-10-03,458.3664471310919
2008-10-06,431.6827322332777
2008-10-07,418.2533469502332
2008-10-08,403.7051734938892
2008-10-09,385.40518980116684
2008-10-10,365.81937164845556
2008-10-13,400.78961888663895
2008-10-14,411.3726855561669
2008-10-15,382.1267107649721
2008-10-16,376.4955914327316
2008-10-17,381.97896998181255
2008-10-20,398.100134535527
2008-10-21,391.4037224993736
2008-10-22,366.2339565646064
2008-10-23,366.7165030511439
2008-10-24,350.99692031641365
2008-10-27,334.8569825337991
2008-10-28,357.00166225249575
2008-10-29,371.32696803368333
2008-10-30,382.75703950554765
2008-10-31,384.638160311897
2008-11-03,386.65195047285243
2008-11-04,405.256991563514
2008-11-05,395.80491362599764
2008-11-06,372.37398080074144
2008-11-07,378.12389795518476
2008-11-10,378.92894483050696
2008-11-11,365.04838263023595
2008-11-12,350.58872886484454
2008-11-13,360.1191715359964
2008-11-14,354.25831972328
2008-11-17,346.1686902159923
2008-11-18,347.27456904180156
2008-11-19,331.2896140298952
2008-11-20,311.126940678318
2008-11-21,320.6391317986713
2008-11-24,342.7500324454717
2008-11-25,348.6031607875675
2008-11-26,354.03533993939743
2008-11-27,357.2543908976588
2008-11-28,360.55801144628003
2008-12-01,335.32524582193406
2008-12-02,341.8985954602763
2008-12-03,347.4014256375472
2008-12-04,341.0178008164181
2008-12-05,342.5964287674947
2008-12-08,361.3319867701921
2008-12-09,358.4224790704675
2008-12-10,363.14023230065726
2008-12-11,360.51367654533504
2008-12-12,357.55399676751114
2008-12-15,360.10628515823754
2008-12-16,370.5047761222451
2008-12-17,374.94105116889637
2008-12-18,371.32421988019564
2008-12-19,366.338067285102
2008-12-22,360.6419141058105
2008-12-23,358.94776433272744
2008-12-24,358.81860836743607
2008-12-25,359.3469483182166
2008-12-26,361.0980819800595
2008-12-29,364.2563651943719
2008-12-30,370.29629558524726
2008-12-31,372.0396561962757
2009-01-01,372.0396561962757
2009-01-02,382.4529897754261
2009-01-05,382.16836295131435
2009-01-06,383.8965852702219
2009-01-07,379.89950380677595
2009-01-08,379.4037057216915
2009-01-09,373.072371983791
2009-01-12,365.0680259681052
2009-01-13,359.74822984789876
2009-01-14,348.77328010559717
2009-01-15,345.0519517055194
2009-01-16,350.1606310821846
2009-01-19,347.62078809681776
2009-01-20,332.66713053602876
2009-01-21,339.01505098592185
2009-01-22,335.7705516095602
2009-01-23,333.68335517335663
2009-01-26,340.3357550217279
2009-01-27,345.54682468130864
2009-01-28,355.42564506538577
2009-01-29,347.0714904337657
2009-01-30,339.3144054524972
2009-02-02,335.25251477466253
2009-02-03,341.2776612468292
2009-02-04,343.3806723278555
2009-02-05,345.46319288850424
2009-02-06,352.68824441354036
2009-02-09,355.0960193537068
2009-02-10,342.7672271155925
2009-02-11,342.3258497671852
2009-02-12,339.3107847048806
2009-02-13,339.04122538835594
2009-02-16,336.624760681296
2009-02-17,322.76454621145626
2009-02-18,320.6942793285932
2009-02-19,320.3069546739961
2009-02-20,313.26442241377424
2009-02-23,307.010069851465
