Date,EAFE VOTING RIGHTS-ADJUSTED
2007-11-30,939.7282867106442
2007-12-03,937.0649822902652
2007-12-04,930.7792430353484
2007-12-05,936.6945936577902
2007-12-06,939.6321300882247
2007-12-07,947.4375062233469
2007-12-10,953.1608224708183
2007-12-11,952.5377423727713
2007-12-12,950.4337796316153
2007-12-13,924.8406220355431
2007-12-14,914.6299000296636
2007-12-17,893.9756721554166
2007-12-18,894.0182632980255
2007-12-19,888.8883127998298
2007-12-20,888.9329097319453
2007-12-21,901.1168471824033
2007-12-24,903.6523825413053
2007-12-25,907.3306024075908
2007-12-26,913.0588649861523
2007-12-27,916.4084912041626
2007-12-28,919.338211118169
2007-12-31,919.1277238891931
2008-01-01,919.1277238891931
2008-01-02,919.1085145185514
2008-01-03,917.0713539817027
2008-01-04,901.446955459846
2008-01-07,892.7464205326019
2008-01-08,895.8882916226955
2008-01-09,888.6997382908182
2008-01-10,882.181158291974
2008-01-11,877.983092178269
2008-01-14,885.1202181587557
2008-01-15,865.8947632760098
2008-01-16,843.279010321282
2008-01-17,844.3120469679013
2008-01-18,836.1206170927492
2008-01-21,789.0655171193129
2008-01-22,789.5105403797111
2008-01-23,779.7509711874102
2008-01-24,819.573902232314
2008-01-25,831.0389224426052
2008-01-28,821.0453212880504
2008-01-29,833.3016512914368
2008-01-30,827.0132723027399
2008-01-31,833.3734623853084
2008-02-01,846.2911376483999
2008-02-04,851.5009273580274
2008-02-05,823.488952402604
2008-02-06,816.8456877450357
2008-02-07,800.8938239320717
2008-02-08,800.1419094815386
2008-02-11,794.551692885218
2008-02-12,816.9512805275497
2008-02-13,813.5413078942664
2008-02-14,825.4908305052553
2008-02-15,817.7625211662204
2008-02-18,825.7863192758567
2008-02-19,834.4641414217064
2008-02-20,815.5909884880207
2008-02-21,830.768423582521
2008-02-22,825.9022955906182
2008-02-25,839.7503238782447
2008-02-26,851.3140075649403
2008-02-27,864.8405737838867
2008-02-28,855.7842791917
2008-02-29,844.6700223490418
2008-03-03,828.7459742150855
2008-03-04,821.7176464025579
2008-03-05,831.7494537883646
2008-03-06,832.4640288544028
2008-03-07,817.8186252282625
2008-03-10,808.461674719547
2008-03-11,813.6098026924975
2008-03-12,832.5921229282994
2008-03-13,823.9699212031294
2008-03-14,817.1570888615602
2008-03-17,792.1822736216388
