Date,WORLD ex AUSTRALIA
1993-06-30,1057.275747
1993-07-30,1077.6066409999999
1993-08-31,1126.7918300000001
1993-09-30,1105.812447
1993-10-29,1134.563126789583
1993-11-30,1070.2266225808353
1993-12-31,1121.2802133381722
1994-01-31,1194.1708701321018
1994-02-28,1179.2734833006432
1994-03-31,1128.7864439879586
1994-04-29,1163.3170842993634
1994-05-31,1165.196245926401
1994-06-30,1162.6431735322192
1994-07-29,1183.886744083862
1994-08-31,1218.927172492781
1994-09-30,1187.191926828677
1994-10-31,1220.7047918739518
1994-11-30,1167.3778997825702
1994-12-30,1178.181809514989
1995-01-31,1161.099705375986
1995-02-28,1177.422256892311
1995-03-31,1234.9963079159613
1995-04-28,1277.1321570643784
1995-05-31,1288.3948983073958
1995-06-30,1287.9205416941331
1995-07-31,1351.224616191896
1995-08-31,1319.9492331567928
1995-09-29,1358.87776635475
1995-10-31,1337.3832073551712
1995-11-30,1383.8209708219451
1995-12-29,1424.1647833678367
1996-01-31,1449.3754612714583
1996-02-29,1457.3422303444768
1996-03-29,1481.7615443491338
1996-04-30,1515.7222500225298
1996-05-31,1516.927217016561
1996-06-28,1525.2147767560034
1996-07-31,1471.2780919581758
1996-08-30,1486.6772737799558
1996-09-30,1545.5026505537794
1996-10-31,1555.2059609468943
1996-11-29,1642.4354261131564
1996-12-31,1615.4752120149828
1997-01-31,1636.019321998133
1997-02-28,1654.0839597466513
1997-03-31,1620.6265726759023
1997-04-30,1673.4318808910018
1997-05-30,1777.5815491570152
1997-06-30,1866.3882186826024
1997-07-31,1953.5176867586902
1997-08-29,1822.5790600548864
1997-09-30,1921.4502288444278
1997-10-31,1822.2521915562577
1997-11-28,1855.0979938896294
1997-12-31,1876.9899560966985
1998-01-30,1928.023739500876
1998-02-27,2059.468114403681
1998-03-31,2147.1711837738917
1998-04-30,2168.494212550171
1998-05-29,2142.182936742464
1998-06-30,2193.231165776696
1998-07-31,2189.494286812225
1998-08-31,1897.236194225198
1998-09-30,1929.3491491516568
1998-10-30,2103.5298624336697
1998-11-30,2228.2228301209075
1998-12-31,2338.372963647669
1999-01-29,2388.1316297131584
1999-02-26,2324.2236399013786
1999-03-31,2420.6330358553732
1999-04-30,2513.685905599494
1999-05-31,2423.106426101649
1999-06-30,2535.680549678588
1999-07-30,2527.647437318857
1999-08-31,2524.6744303206183
1999-09-30,2499.4196539717464
1999-10-29,2631.3341532737254
1999-11-30,2704.2583964316495
1999-12-31,2923.6302798574875
2000-01-31,2755.109437416915
2000-02-29,2763.100247145324
2000-03-31,2956.3207000374787
2000-04-28,2830.4728880475996
2000-05-31,2758.791691822626
2000-06-30,2847.616888069005
2000-07-31,2768.348987009085
2000-08-31,2858.8259913478973
2000-09-29,2706.156035539992
2000-10-31,2662.044287285948
2000-11-30,2497.5323195649453
2000-12-29,2536.9932956504963
2001-01-01,2536.9932956504963
2001-01-02,2495.4875636809315
2001-01-03,2549.5367803865
2001-01-04,2547.957087581269
2001-01-05,2514.4687000736362
2001-01-08,2505.664243473361
2001-01-09,2492.28000868541
2001-01-10,2497.122339619344
2001-01-11,2520.0122871586445
2001-01-12,2517.2989311096867
2001-01-15,2514.48187199184
2001-01-16,2518.151684148447
2001-01-17,2533.215843559811
2001-01-18,2562.7151333065144
2001-01-19,2553.7803949884305
2001-01-22,2554.3498999915078
2001-01-23,2572.4432443995347
2001-01-24,2569.13873955365
2001-01-25,2563.4890291591246
2001-01-26,2559.397184402705
2001-01-29,2569.0599311494516
2001-01-30,2583.864535404676
2001-01-31,2585.1644998936363
2001-02-01,2595.150510321661
2001-02-02,2554.9052686692244
2001-02-05,2561.0417951044274
2001-02-06,2555.7680752480405
2001-02-07,2533.3649385154768
2001-02-08,2509.9502229493582
2001-02-09,2482.305642032092
2001-02-12,2509.9392347657595
2001-02-13,2490.8727239874665
2001-02-14,2475.8503730638536
2001-02-15,2486.6743724361722
2001-02-16,2452.7094760279483
2001-02-19,2451.4913658956507
2001-02-20,2415.748205856588
2001-02-21,2383.014851571103
2001-02-22,2375.1130342284914
2001-02-23,2358.4383350876706
2001-02-26,2390.5749329403943
2001-02-27,2388.314352793676
2001-02-28,2365.093790513786
2001-03-01,2363.2717374349227
2001-03-02,2348.6052601791744
2001-03-05,2360.3144080324987
2001-03-06,2389.317524175828
2001-03-07,2395.9030498230923
2001-03-08,2398.0295852024838
2001-03-09,2357.7700848594636
2001-03-12,2272.3386549201464
2001-03-13,2268.7966909500856
2001-03-14,2217.701570169009
2001-03-15,2236.947440572056
2001-03-16,2184.9480665393744
2001-03-19,2203.8015011243783
2001-03-20,2188.3887749361324
2001-03-21,2162.358434333691
2001-03-22,2110.2662445769106
2001-03-23,2163.3015955267315
2001-03-26,2213.688795692053
2001-03-27,2261.5832880207636
2001-03-28,2218.569451769462
2001-03-29,2197.2951756444345
2001-03-30,2210.636828938697
2001-04-02,2187.8182536860404
2001-04-03,2133.2005253762386
2001-04-04,2147.5712376075694
2001-04-05,2213.1477435556394
2001-04-06,2192.813593520071
2001-04-09,2203.445522988952
2001-04-10,2239.7318909646815
2001-04-11,2239.546706851637
2001-04-12,2267.1850014447964
2001-04-13,2266.10685205024
2001-04-16,2253.7265619016916
2001-04-17,2261.8663441140275
2001-04-18,2331.936417317319
2001-04-19,2365.179288636251
2001-04-20,2355.3329209644266
2001-04-23,2327.624082475729
2001-04-24,2310.6249507538128
2001-04-25,2334.657262386793
2001-04-26,2351.7423211645505
2001-04-27,2372.1639501187233
2001-04-30,2372.3430494139348
2001-05-01,2403.7343439348397
2001-05-02,2405.4315162904313
2001-05-03,2374.453124048953
2001-05-04,2399.3626778668972
2001-05-07,2400.181718803548
2001-05-08,2385.6398884645996
2001-05-09,2370.676618475279
2001-05-10,2380.4854824361605
2001-05-11,2361.9043443403675
2001-05-14,2346.133495768529
2001-05-15,2359.845968237139
2001-05-16,2396.5441438450425
2001-05-17,2410.2665801445687
2001-05-18,2411.587503435385
2001-05-21,2437.81331923168
2001-05-22,2433.742921110826
2001-05-23,2407.17020262437
2001-05-24,2408.9135062535975
2001-05-25,2386.4761973376153
2001-05-28,2386.882191165481
2001-05-29,2371.625716143036
2001-05-30,2338.8435824022595
2001-05-31,2340.8323440438885
2001-06-01,2344.0015341237113
2001-06-04,2354.3916040001523
2001-06-05,2375.94233593622
2001-06-06,2355.8326563687137
2001-06-07,2364.587869967403
2001-06-08,2349.187451821603
2001-06-11,2323.2430556142535
2001-06-12,2308.970164549793
2001-06-13,2303.3385970581485
2001-06-14,2278.8709091886517
2001-06-15,2264.7986737480237
2001-06-18,2250.011379612655
2001-06-19,2253.0027487574403
2001-06-20,2258.3149464379103
2001-06-21,2276.99784644615
2001-06-22,2270.4383073729505
2001-06-25,2265.8466773362443
2001-06-26,2252.1035263538192
2001-06-27,2243.733461639259
2001-06-28,2257.280860943956
2001-06-29,2265.127814222535
2001-07-02,2288.062415909272
2001-07-03,2277.600902296985
2001-07-04,2269.8157588948175
2001-07-05,2238.542293784537
2001-07-06,2195.2234056316524
2001-07-09,2206.5825073777683
2001-07-10,2192.9817926771607
2001-07-11,2184.4127101008085
2001-07-12,2220.273493292859
2001-07-13,2229.1914217175054
2001-07-16,2214.747508815148
2001-07-17,2215.8905681636415
2001-07-18,2211.7090219074607
2001-07-19,2229.172181995686
2001-07-20,2222.3020097448034
2001-07-23,2192.6146100856004
2001-07-24,2170.9070486651704
2001-07-25,2186.9761286599214
2001-07-26,2201.3626569771577
2001-07-27,2213.0395269953706
2001-07-30,2216.181505364373
2001-07-31,2236.109051902862
2001-08-01,2248.072635530272
2001-08-02,2263.1136248409716
2001-08-03,2250.36759415737
2001-08-06,2231.878118444138
2001-08-07,2237.055039029983
2001-08-08,2205.771254989756
2001-08-09,2194.814998745907
2001-08-10,2202.644839872517
2001-08-13,2204.6433406701863
2001-08-14,2214.5295157243654
2001-08-15,2214.2241559164536
2001-08-16,2207.6595393256002
2001-08-17,2176.828718662302
2001-08-20,2180.114652714927
2001-08-21,2175.0852469330175
2001-08-22,2189.5303225546722
2001-08-23,2178.870189898368
2001-08-24,2212.569654929352
2001-08-27,2207.0048488909783
2001-08-28,2178.5384664301487
2001-08-29,2160.464680007063
2001-08-30,2121.3316501303357
2001-08-31,2126.7811103027075
2001-09-03,2112.422092212543
2001-09-04,2118.026746419614
2001-09-05,2101.8312414509255
2001-09-06,2061.256615335123
2001-09-07,2031.6751177307517
2001-09-10,2024.8744264514437
2001-09-11,1993.5762741816902
2001-09-12,1985.9527364510398
2001-09-13,1997.1132878033216
2001-09-14,1979.9850456052445
2001-09-17,1928.352110446464
2001-09-18,1919.938256527538
2001-09-19,1899.9439722212921
2001-09-20,1840.6108076658975
2001-09-21,1792.8750796876811
2001-09-24,1860.8370784112683
2001-09-25,1883.358066020017
2001-09-26,1882.6674170859997
2001-09-27,1899.5371538784361
2001-09-28,1940.260509923572
2001-10-01,1931.2279689743848
2001-10-02,1952.7165200626678
2001-10-03,1974.8062279265826
2001-10-04,1993.4737666821263
2001-10-05,1995.1404765710301
2001-10-08,1986.3365744994283
2001-10-09,1972.8919751193157
2001-10-10,2006.0375450304982
2001-10-11,2030.670862596581
2001-10-12,2028.209723189469
2001-10-15,2012.4551990782409
2001-10-16,2027.7403191294445
2001-10-17,2021.2820078346733
2001-10-18,1996.1420485846536
2001-10-19,1988.3237876070148
2001-10-22,2010.2194814643822
2001-10-23,2020.8343419234595
2001-10-24,2024.5832802885736
2001-10-25,2031.5049250667732
2001-10-26,2045.5172984178578
2001-10-29,2008.8452893890212
2001-10-30,1974.982662552934
2001-10-31,1975.4296441606891
2001-11-01,2009.511520990653
2001-11-02,2012.9111478184684
2001-11-05,2039.3162907093474
2001-11-06,2059.5217170366404
2001-11-07,2057.514845649538
2001-11-08,2072.085515501885
2001-11-09,2066.7803437568177
2001-11-12,2048.1025715994633
2001-11-13,2077.316238119141
2001-11-14,2082.6337364212936
2001-11-15,2089.1201100538256
2001-11-16,2093.3663043581505
2001-11-19,2112.6802823228722
2001-11-20,2097.9325773229552
2001-11-21,2086.5289044423525
2001-11-22,2093.593781304344
2001-11-23,2101.2016738436264
2001-11-26,2113.9374636677458
2001-11-27,2099.004261106752
2001-11-28,2068.5616751236466
2001-11-29,2080.7295960685424
2001-11-30,2091.470072406164
2001-12-03,2068.9982858818303
2001-12-04,2093.4897166043916
2001-12-05,2141.85376560078
2001-12-06,2144.800726029768
2001-12-07,2125.2598516281055
2001-12-10,2089.026124409242
2001-12-11,2084.239644720885
2001-12-12,2088.452138290436
2001-12-13,2054.601282175589
2001-12-14,2054.2364036665135
2001-12-17,2079.51554262496
2001-12-18,2088.200198497521
2001-12-19,2088.715610427765
2001-12-20,2075.4113323059587
2001-12-21,2081.027088172004
2001-12-24,2075.5637810208223
2001-12-25,2074.893408152232
2001-12-26,2079.5189894400405
2001-12-27,2105.19055640043
2001-12-28,2113.8335679650304
2001-12-31,2104.2367102983058
2002-01-01,2104.2367102983058
2002-01-02,2111.3959714585785
2002-01-03,2134.5743706124845
2002-01-04,2146.407457581893
2002-01-07,2131.427971727629
2002-01-08,2114.9755072022267
2002-01-09,2106.409647738293
2002-01-10,2101.0234424573673
2002-01-11,2090.5609229394563
2002-01-14,2071.964398684921
2002-01-15,2080.6429449061397
2002-01-16,2049.1098660714492
2002-01-17,2066.3998668508816
2002-01-18,2055.371475988723
2002-01-21,2051.8833712986225
2002-01-22,2036.707315885915
2002-01-23,2048.883184925555
2002-01-24,2059.010361423161
2002-01-25,2050.5391163257327
2002-01-28,2055.989627077176
2002-01-29,2010.2746093056612
2002-01-30,2012.8270015644523
2002-01-31,2039.18644772502
2002-02-01,2028.616486242599
2002-02-04,1993.8953177940436
2002-02-05,1977.1430176519927
2002-02-06,1964.2029036900283
2002-02-07,1969.5259970957904
2002-02-08,1989.6978249579026
2002-02-11,2017.0779506433107
2002-02-12,2015.0514852569745
2002-02-13,2030.3131461050416
2002-02-14,2035.1463049148151
2002-02-15,2016.8224010915205
2002-02-18,2011.8065862216313
2002-02-19,1975.0008982401373
2002-02-20,1984.2659419750235
2002-02-21,1976.5140011005903
2002-02-22,1984.813366664122
2002-02-25,2009.8427172874751
2002-02-26,2010.901276166737
2002-02-27,2022.2862314291822
2002-02-28,2020.767348519245
2002-03-01,2059.066067842211
2002-03-04,2110.8205931108887
2002-03-05,2099.488412713279
2002-03-06,2124.0259295537485
2002-03-07,2135.2089549809893
2002-03-08,2143.2776572547064
2002-03-11,2147.462658843063
2002-03-12,2130.5513777144733
2002-03-13,2115.4015549269775
2002-03-14,2122.004310761252
2002-03-15,2144.4390201554297
2002-03-18,2141.0207528465203
2002-03-19,2152.753124946163
2002-03-20,2124.9400597157446
2002-03-21,2122.674106763262
2002-03-22,2114.3388269803686
2002-03-25,2088.732896756652
2002-03-26,2096.1146675058867
2002-03-27,2102.768514820127
2002-03-28,2114.228004167867
2002-03-29,2110.1146085343976
2002-04-01,2113.1664115048584
2002-04-02,2102.218684544127
2002-04-03,2092.490241472168
2002-04-04,2089.6282144191114
2002-04-05,2083.748848739445
2002-04-08,2074.105039905772
2002-04-09,2064.799055178556
2002-04-10,2086.6058765892226
2002-04-11,2047.2300327333244
2002-04-12,2053.186291852502
2002-04-15,2051.9426511698903
2002-04-16,2094.504029998721
2002-04-17,2099.617742492693
2002-04-18,2097.5218007676376
2002-04-19,2097.168491144293
2002-04-22,2076.1082369740784
2002-04-23,2066.2710789363396
2002-04-24,2057.5960768804894
2002-04-25,2056.4092962390964
2002-04-26,2035.270155764883
2002-04-29,2022.7268101590453
2002-04-30,2037.6631437907754
2002-05-01,2052.4018442208385
2002-05-02,2047.145185884947
2002-05-03,2038.2588791327007
2002-05-06,2014.56552984856
2002-05-07,1998.4844584270843
2002-05-08,2054.8322620810577
2002-05-09,2036.4695050799576
2002-05-10,2013.759975767445
2002-05-13,2037.8980678170656
2002-05-14,2062.3375361500007
2002-05-15,2068.377558952717
2002-05-16,2078.0485600632437
2002-05-17,2095.8230264896692
2002-05-20,2078.1853330023696
2002-05-21,2063.1655907627865
2002-05-22,2068.5609594372204
2002-05-23,2077.8349556229873
2002-05-24,2065.7333256946463
2002-05-27,2063.0482952286075
2002-05-28,2053.409261512765
2002-05-29,2044.4721444111944
2002-05-30,2037.3389049680636
2002-05-31,2039.0143253858569
2002-06-03,2008.8491587339452
2002-06-04,1998.1373486575085
2002-06-05,1999.2548400025282
2002-06-06,1977.1954068387681
2002-06-07,1965.1345249514839
2002-06-10,1968.0937858912407
2002-06-11,1951.861984002697
2002-06-12,1947.9052905069577
2002-06-13,1926.6477151171603
2002-06-14,1908.1620501380303
2002-06-17,1951.5055428942321
2002-06-18,1954.6917741778807
2002-06-19,1925.7469822682472
2002-06-20,1904.627885893609
2002-06-21,1884.6947850577415
2002-06-24,1881.4823596340732
2002-06-25,1871.8942290959603
2002-06-26,1865.0235833230993
2002-06-27,1888.746366300384
2002-06-28,1914.5190263825632
2002-07-01,1891.020693995281
2002-07-02,1849.83081467489
2002-07-03,1841.1833054225215
2002-07-04,1849.593578528886
2002-07-05,1909.235793914287
2002-07-08,1901.892171128898
2002-07-09,1875.342432410388
2002-07-10,1817.180734248399
2002-07-11,1803.3532801312213
2002-07-12,1798.9050525069533
2002-07-15,1773.136290645784
2002-07-16,1754.8488849141772
2002-07-17,1777.4583664434726
2002-07-18,1760.6893075761868
2002-07-19,1698.6587934424733
2002-07-22,1636.3989925010458
2002-07-23,1593.3006778601473
2002-07-24,1636.4881346938678
2002-07-25,1648.7900007898104
2002-07-26,1657.555802097902
2002-07-29,1733.1293360102022
2002-07-30,1744.2685057357478
2002-07-31,1752.6486052637974
2002-08-01,1700.8118581209305
2002-08-02,1678.9440731588168
2002-08-05,1630.832800847129
2002-08-06,1661.788406929652
2002-08-07,1684.4529101224393
2002-08-08,1734.441267932451
2002-08-09,1751.4435365457016
2002-08-12,1735.3487712061606
2002-08-13,1717.645405661168
2002-08-14,1752.7342472093942
2002-08-15,1776.9596740102938
2002-08-16,1780.2125781745483
2002-08-19,1811.2795196691347
2002-08-20,1787.7070054922642
2002-08-21,1810.497106189494
2002-08-22,1833.0365975788307
2002-08-23,1801.312749704056
2002-08-26,1808.8486638972147
2002-08-27,1805.3349640035462
2002-08-28,1764.2821110509055
2002-08-29,1754.2227249630103
2002-08-30,1754.9274625534474
2002-09-02,1746.1847603026167
2002-09-03,1684.4780487425692
2002-09-04,1698.5890317733565
2002-09-05,1681.397001219178
2002-09-06,1707.5058890557514
2002-09-09,1711.043977698486
2002-09-10,1727.073617637621
2002-09-11,1735.9914329849128
2002-09-12,1695.177811290057
2002-09-13,1685.7143297010707
2002-09-16,1681.753181028945
2002-09-17,1660.0055859584957
2002-09-18,1641.716257979082
2002-09-19,1609.347135590103
2002-09-20,1606.3422729552308
2002-09-23,1577.184315287707
2002-09-24,1550.9662119104078
2002-09-25,1578.6174297621717
2002-09-26,1617.5986615701208
2002-09-27,1589.3432279693238
2002-09-30,1559.8953751748002
2002-10-01,1597.3688063924233
2002-10-02,1585.5901347353367
2002-10-03,1568.2068675176422
2002-10-04,1536.7788656536047
2002-10-07,1507.029051575336
2002-10-08,1512.8240169023977
2002-10-09,1486.4413374892629
2002-10-10,1525.163114314286
2002-10-11,1584.8141393843875
2002-10-14,1587.552663495533
2002-10-15,1663.4284674394105
2002-10-16,1633.1442789808596
2002-10-17,1667.0168414868797
2002-10-18,1671.2052247112485
2002-10-21,1689.055826268934
2002-10-22,1670.8271792858243
2002-10-23,1664.2536091132238
2002-10-24,1659.1362116829318
2002-10-25,1677.4814682890208
2002-10-28,1678.2419824059923
2002-10-29,1649.0556173023892
2002-10-30,1671.6029527878677
2002-10-31,1675.4662723237577
2002-11-01,1690.8164930859502
2002-11-04,1716.751857981503
2002-11-05,1733.3280129617456
2002-11-06,1735.8700593366793
2002-11-07,1708.2738535830445
2002-11-08,1694.051240188021
2002-11-11,1664.587487395006
2002-11-12,1678.466138870924
2002-11-13,1671.6955299331642
2002-11-14,1701.350023977795
2002-11-15,1715.1979675835744
2002-11-18,1707.3222068506464
2002-11-19,1700.9994959220135
2002-11-20,1717.1666828780305
2002-11-21,1757.4623924899188
2002-11-22,1755.6433972807874
2002-11-25,1754.6056740413694
2002-11-26,1721.747271680676
2002-11-27,1760.989410506398
2002-11-28,1771.0106832761762
2002-11-29,1766.4587843003492
2002-12-02,1762.567717625625
2002-12-03,1737.3461098702949
2002-12-04,1728.8454520797825
2002-12-05,1708.727215130277
2002-12-06,1717.5251132107833
2002-12-09,1682.9158406111865
2002-12-10,1699.6802971740235
2002-12-11,1704.9449808341294
2002-12-12,1698.0448183536787
2002-12-13,1681.2752205543911
2002-12-16,1715.7292762910151
2002-12-17,1705.39288699875
2002-12-18,1677.5965175584777
2002-12-19,1669.7160074302262
2002-12-20,1687.7762575838121
2002-12-23,1691.9761336362535
2002-12-24,1689.8199938286868
2002-12-25,1689.3340662858946
2002-12-26,1689.1087760397702
2002-12-27,1661.7650368892384
2002-12-30,1673.6523950741353
2002-12-31,1679.6092366371456
2003-01-01,1679.6092366371456
2003-01-02,1720.947789692643
2003-01-03,1726.0084060095448
2003-01-06,1758.6332662256084
2003-01-07,1742.738420767955
2003-01-08,1716.0033323937191
2003-01-09,1743.5825438755596
2003-01-10,1748.151139440097
2003-01-13,1748.5548193123666
2003-01-14,1761.3389866839339
2003-01-15,1741.0395084135534
2003-01-16,1736.1270472272738
2003-01-17,1714.0409765203842
2003-01-20,1705.4697124172753
2003-01-21,1686.4258026595317
2003-01-22,1667.753373359545
2003-01-23,1680.3389988187973
2003-01-24,1648.020501426151
2003-01-27,1611.9004368253572
2003-01-28,1624.0123194436803
2003-01-29,1631.931231781997
2003-01-30,1615.7842137938276
2003-01-31,1626.7993945127237
2003-02-03,1642.4996205399098
2003-02-04,1620.3266464289538
2003-02-05,1622.4486708059248
2003-02-06,1605.13098371049
2003-02-07,1589.8891493941708
2003-02-10,1591.2897869066685
2003-02-11,1591.7552652547572
2003-02-12,1574.5890990865037
2003-02-13,1574.3691644711773
2003-02-14,1600.470483767001
2003-02-17,1608.5474285890732
2003-02-18,1630.1601938212902
2003-02-19,1615.2228619080183
2003-02-20,1606.73035879167
2003-02-21,1620.5571558886083
2003-02-24,1597.27389248703
2003-02-25,1586.2074102975698
2003-02-26,1573.1016623444643
2003-02-27,1585.1973459282474
2003-02-28,1598.2143662916294
2003-03-03,1597.3096757084763
2003-03-04,1575.3192153867337
2003-03-05,1583.2152759693145
2003-03-06,1568.8093790297155
2003-03-07,1567.0751317176957
2003-03-10,1530.8088620269032
2003-03-11,1520.6620016342602
2003-03-12,1510.2909643501648
2003-03-13,1557.2122511623052
2003-03-14,1573.882242813839
2003-03-17,1617.24314979133
2003-03-18,1621.9913420388168
2003-03-19,1635.2822772485786
2003-03-20,1639.3720723099186
2003-03-21,1672.2772774857563
2003-03-24,1626.4541319264677
2003-03-25,1641.5507030309598
2003-03-26,1638.2294522615134
