Date,G7 INDEX
1976-12-31,100.0
1977-01-31,96.55726931
1977-02-28,95.85617756
1977-03-31,95.20418868
1977-04-29,96.16824392
1977-05-31,94.93454976
1977-06-30,98.8910237
1977-07-29,97.8533006
1977-08-31,98.42059687
1977-09-30,99.59034274
1977-10-31,97.54253875
1977-11-30,98.81415922
1977-12-30,100.39377373
1978-01-31,96.89440281
1978-02-28,96.02864549
1978-03-31,100.58624268
1978-04-28,105.70767834
1978-05-31,106.93434123
1978-06-30,107.74189574
1978-07-31,115.6972537
1978-08-31,117.7221885
1978-09-29,119.26762124
1978-10-31,116.28309897
1978-11-30,113.31992086
1978-12-29,116.73321053
1979-01-31,119.3572021
1979-02-28,116.7686345
1979-03-30,121.79070083
1979-04-30,121.78235478
1979-05-31,119.33200663
1979-06-29,122.96602858
1979-07-31,123.78339288
1979-08-31,128.67976589
1979-09-28,130.65316204
1979-10-31,120.61227733
1979-11-30,124.23848586
1979-12-31,126.96486977
1980-01-31,134.31025658
1980-02-29,134.38263714
1980-03-31,121.08287047
1980-04-30,128.24474278
1980-05-30,134.28668563
1980-06-30,140.26518192
1980-07-31,144.76264765
1980-08-29,147.43629577
1980-09-30,151.6395139
1980-10-31,155.47497711
1980-11-28,163.18621891
1980-12-31,159.81018072
1981-01-30,155.96179434
1981-02-27,156.6504297
1981-03-31,162.65210945
1981-04-30,163.07880926
1981-05-29,159.50959449
1981-06-30,159.21715525
1981-07-31,157.17611839
1981-08-31,153.94024529
1981-09-30,142.60053761
1981-10-30,147.00559823
1981-11-30,157.42338685
1981-12-31,154.00612539
1982-01-29,152.34280562
1982-02-26,143.60390225
1982-03-31,139.85598553
1982-04-30,146.43870081
1982-05-31,142.32180329
1982-06-30,136.68506098
1982-07-30,134.92311843
1982-08-31,145.97738212
1982-09-30,146.72285195
1982-10-29,157.70729041
1982-11-30,166.27570301
1982-12-31,172.96487177
1983-01-31,175.7955283
1983-02-28,179.66786826
1983-03-31,186.16048585
1983-04-29,199.24931066
1983-05-31,197.30661659
1983-06-30,203.73311503
1983-07-29,198.97876028
1983-08-31,200.36495422
1983-09-30,205.19519499
1983-10-31,202.93336365
1983-11-30,207.67222497
1983-12-30,209.96058246
1984-01-31,210.99950295
1984-02-29,206.47397627
1984-03-30,217.1275102
1984-04-30,216.5716839
1984-05-31,200.25156243
1984-06-29,202.73699345
1984-07-31,196.08173739
1984-08-31,216.07197559
1984-09-28,215.43929104
1984-10-31,218.21731342
1984-11-30,217.34790457
1984-12-31,222.82384947
1985-01-31,234.9130474
1985-02-28,236.32381019
1985-03-29,243.86779014
1985-04-30,242.57898227
1985-05-31,255.92998064
1985-06-28,260.61439196
1985-07-31,264.32678045
1985-08-30,266.77513034
1985-09-30,268.23226809
1985-10-31,282.10500731
1985-11-29,297.77931144
1985-12-31,312.07672545
1986-01-31,316.20254366
1986-02-28,345.79512579
1986-03-31,381.45750275
1986-04-30,389.86117849
1986-05-30,389.82622705
1986-06-30,406.2457555
1986-07-31,410.66299385
1986-08-29,445.45662847
1986-09-30,425.52365315
1986-10-31,416.10122042
1986-11-28,433.31473277
1986-12-31,441.24263588
1987-01-30,496.88704208
1987-02-27,512.24374045
1987-03-31,544.20898314
1987-04-30,577.91423484
1987-05-29,578.26093263
1987-06-30,574.99398123
1987-07-31,582.06632598
1987-08-31,617.31042539
1987-09-30,604.36663623
1987-10-30,509.07165332
1987-11-30,496.61184505
1987-12-31,518.16453738
1988-01-29,532.63715791
1988-02-29,564.38871671
1988-03-31,579.38471942
1988-04-29,586.20044647
1988-05-31,572.51007361
1988-06-30,571.43521169
1988-07-29,582.59356538
1988-08-31,549.81753088
1988-09-30,574.64325812
1988-10-31,611.82289189
1988-11-30,634.36022028
1988-12-30,640.02510987
1989-01-31,663.01851749
1989-02-28,659.48482374
1989-03-31,653.43752982
1989-04-28,667.61687646
1989-05-31,652.55667178
1989-06-30,642.08010967
1989-07-31,716.13554061
1989-08-31,696.32690353
1989-09-29,716.01199564
1989-10-31,692.42387768
1989-11-30,720.82808246
1989-12-29,741.20413341
1990-01-31,702.79777802
1990-02-28,670.63576138
1990-03-30,625.85361412
1990-04-30,617.30167249
1990-05-31,683.83901765
1990-06-29,675.77656795
1990-07-31,678.21201818
1990-08-31,614.43918216
1990-09-28,550.23792729
1990-10-31,605.44552055
1990-11-30,595.35144849
1990-12-31,609.55217846
1991-01-31,631.04801229
1991-02-28,689.40225774
1991-03-29,668.58091228
1991-04-30,674.44185381
1991-05-31,689.06948681
1991-06-28,645.28288394
1991-07-31,675.40119104
1991-08-30,673.2751415
1991-09-30,691.72486191
1991-10-31,703.7539206
1991-11-29,670.36918977
1991-12-31,720.6570294
1992-01-31,704.40137403
1992-02-28,689.54094953
1992-03-31,653.77918681
1992-04-30,661.97212168
1992-05-29,685.45615784
1992-06-30,659.85124234
1992-07-31,663.39878085
1992-08-31,684.6209423
1992-09-30,677.92493563
1992-10-30,660.85274518
1992-11-30,674.71642175
1992-12-31,679.30235272
1993-01-29,680.07299126
1993-02-26,695.13575924
1993-03-31,736.61121949
1993-04-30,771.76924559
1993-05-31,787.39748687
1993-06-30,781.74747914
1993-07-30,798.72963582
1993-08-31,830.73709381
1993-09-30,811.06092753
1993-10-29,823.2344507
1993-11-30,773.00431576
1993-12-31,798.79872938
1994-01-31,856.09938844
1994-02-28,849.59134172
1994-03-31,815.80002427
1994-04-29,840.25463933
1994-05-31,842.15232334
1994-06-30,842.64439134
1994-07-29,855.07797436
1994-08-31,878.97002407
1994-09-30,854.68269876
1994-10-31,878.48905802
1994-11-30,841.7878928
1994-12-30,850.93732179
1995-01-31,841.17943057
1995-02-28,847.17214116
1995-03-31,891.5004987
1995-04-28,922.51534283
1995-05-31,924.61582368
1995-06-30,922.58694763
1995-07-31,969.6601421
1995-08-31,950.05489553
1995-09-29,975.01312357
1995-10-31,958.52580647
1995-11-30,994.56050767
1995-12-29,1023.19647555
1996-01-31,1042.58416743
1996-02-29,1044.26786013
1996-03-29,1059.40597817
1996-04-30,1087.59213766
1996-05-31,1087.87834962
1996-06-28,1092.85810069
1996-07-31,1053.24347423
1996-08-30,1059.61305646
1996-09-30,1106.12917302
1996-10-31,1110.49079952
1996-11-29,1174.31199048
1996-12-31,1149.02965799
1997-01-31,1164.32676951
1997-02-28,1177.72261336
1997-03-31,1148.07982048
1997-04-30,1194.98246275
1997-05-30,1267.73947368
1997-06-30,1329.9411634
1997-07-31,1397.01458634
1997-08-29,1310.52642059
1997-09-30,1374.85202506
1997-10-31,1312.43554964
1997-11-28,1338.95884518
1997-12-31,1352.81153008
1998-01-30,1394.37885932
1998-02-27,1478.34717018
1998-03-31,1541.23500327
1998-04-30,1556.31942714
1998-05-29,1533.00257014
1998-06-30,1578.61136618
1998-07-31,1567.35573457
1998-08-31,1362.93635895
1998-09-30,1399.30817358
1998-10-30,1517.75301451
1998-11-30,1610.9236785
1998-12-31,1691.07852673
1999-01-29,1738.40434986
1999-02-26,1691.52056691
1999-03-31,1769.7183879
1999-04-30,1836.38920692
1999-05-31,1773.11529699
1999-06-30,1860.15489449
1999-07-30,1848.4719583
1999-08-31,1844.00515418
1999-09-30,1826.4315904
1999-10-29,1925.51557115
1999-11-30,1973.73837755
1999-12-31,2128.62456873082
2000-01-31,2012.7444878758472
2000-02-29,2002.8679385757218
2000-03-31,2157.0263162876768
2000-04-28,2062.129291261045
2000-05-31,2007.8683242072389
2000-06-30,2072.313064196557
2000-07-31,2013.746637012653
2000-08-31,2091.8980503975213
2000-09-29,1980.8351376483495
2000-10-31,1951.4292583560944
2000-11-30,1818.7511505294776
2000-12-29,1833.509293161264
2001-01-01,1833.509293161264
2001-01-02,1798.7276194037922
2001-01-03,1848.345720925927
2001-01-04,1838.7228119487497
2001-01-05,1809.7418310422827
2001-01-08,1804.8516447777852
2001-01-09,1798.7867626383638
2001-01-10,1804.897872728216
2001-01-11,1819.1765841076215
2001-01-12,1815.3165147086384
2001-01-15,1814.2626357732486
2001-01-16,1821.356333254107
2001-01-17,1831.1887417541363
2001-01-18,1852.4306750180672
2001-01-19,1848.0352126480404
2001-01-22,1848.7147980391794
2001-01-23,1863.6118400575283
2001-01-24,1862.880445020677
2001-01-25,1858.032422715131
2001-01-26,1855.679879015726
2001-01-29,1864.3244007070243
2001-01-30,1876.2292064722717
2001-01-31,1873.4572264810245
2001-02-01,1881.8275747219052
2001-02-02,1852.0459434806562
2001-02-05,1856.7887021026168
2001-02-06,1852.4875135449252
2001-02-07,1836.0542845852763
2001-02-08,1820.6264482003585
2001-02-09,1799.6873668026617
2001-02-12,1820.7002676453799
2001-02-13,1806.8568201091573
2001-02-14,1799.5676118565357
2001-02-15,1808.5529761684334
2001-02-16,1781.2036527476826
2001-02-19,1779.7090329028701
2001-02-20,1753.6825182207701
2001-02-21,1728.4023371004241
2001-02-22,1726.3877901377248
2001-02-23,1715.3343325705732
2001-02-26,1738.823758824444
2001-02-27,1733.5802619344888
2001-02-28,1714.3296958701162
2001-03-01,1714.0962823197287
2001-03-02,1699.8485684062907
2001-03-05,1708.3335529827066
2001-03-06,1728.6204964358185
2001-03-07,1735.417838436928
2001-03-08,1738.529923070441
2001-03-09,1706.8767828024643
2001-03-12,1643.3974957816595
2001-03-13,1645.7152131632545
2001-03-14,1607.6170766135008
2001-03-15,1621.3096751603236
2001-03-16,1585.8757359486096
2001-03-19,1602.6006852533296
2001-03-20,1586.8197637062688
2001-03-21,1571.1630336721457
2001-03-22,1540.7793682095923
2001-03-23,1577.2700202596254
2001-03-26,1611.2212513289626
2001-03-27,1649.1275895518445
2001-03-28,1617.4481805851588
2001-03-29,1602.3637238030321
2001-03-30,1610.5272369896998
2001-04-02,1593.6888267262802
2001-04-03,1552.9443066701508
2001-04-04,1562.7033936061155
2001-04-05,1612.4042050287208
2001-04-06,1595.0488651878482
2001-04-09,1601.4240521770716
2001-04-10,1629.7579770631967
2001-04-11,1628.5565379574284
2001-04-12,1649.6974427097407
2001-04-13,1648.7983334493824
2001-04-16,1640.563289694061
2001-04-17,1649.7890724650988
2001-04-18,1703.7779043886067
2001-04-19,1727.014218110311
2001-04-20,1718.367999300509
2001-04-23,1699.3613223206157
2001-04-24,1684.3446839064545
2001-04-25,1704.3476493717214
2001-04-26,1715.7683805218526
2001-04-27,1731.6078875038133
2001-04-30,1730.0541644504922
2001-05-01,1755.0484495985015
2001-05-02,1756.3931581144518
2001-05-03,1733.5403330809738
2001-05-04,1754.1832084144753
2001-05-07,1753.2025636769458
2001-05-08,1743.1841924655887
2001-05-09,1732.5518232315437
2001-05-10,1735.9813675398527
2001-05-11,1722.5446399617324
2001-05-14,1712.3913814417047
2001-05-15,1721.3740280312122
2001-05-16,1751.3586974865048
2001-05-17,1759.9767118902269
2001-05-18,1760.0795681063962
2001-05-21,1781.44080070186
2001-05-22,1778.6209954650408
2001-05-23,1759.1854641398807
2001-05-24,1761.6111558900272
2001-05-25,1745.0645453281832
2001-05-28,1744.2898927440347
2001-05-29,1734.0712426813736
2001-05-30,1708.9845892826004
2001-05-31,1713.6600648603883
2001-06-01,1717.370624220281
2001-06-04,1725.01482972516
2001-06-05,1739.5628716553874
2001-06-06,1723.5071731644964
2001-06-07,1730.7057638710342
2001-06-08,1718.7003518373342
2001-06-11,1701.1858372474221
2001-06-12,1694.1294839490624
2001-06-13,1686.579145075554
2001-06-14,1668.1989307971496
2001-06-15,1657.0777444301673
2001-06-18,1646.350675986716
2001-06-19,1649.868708352747
2001-06-20,1657.3952896506687
2001-06-21,1672.2524565588565
2001-06-22,1666.3296899004351
2001-06-25,1660.8750577469439
2001-06-26,1652.2051379738232
2001-06-27,1646.3970559864717
2001-06-28,1658.126587697978
2001-06-29,1662.3235428324708
2001-07-02,1679.091056331614
2001-07-03,1671.6707132236072
2001-07-04,1666.7938519237744
2001-07-05,1644.5799164671487
2001-07-06,1611.5245073425358
2001-07-09,1621.2026466887146
2001-07-10,1609.1739133312035
2001-07-11,1603.8520138620497
2001-07-12,1633.294187979917
2001-07-13,1640.627185880882
2001-07-16,1628.582255001533
2001-07-17,1631.570807295986
2001-07-18,1625.209798875167
2001-07-19,1636.0272724561707
2001-07-20,1631.490166880634
2001-07-23,1607.15401662814
2001-07-24,1589.7354115595624
2001-07-25,1605.3043380678341
2001-07-26,1616.912387448328
2001-07-27,1624.2716474374945
2001-07-30,1624.0456957965696
2001-07-31,1638.5300288541607
2001-08-01,1646.5802032941024
2001-08-02,1658.1347771337676
2001-08-03,1648.892826417945
2001-08-06,1634.4338338482808
2001-08-07,1639.5976122991299
2001-08-08,1615.6912555007443
2001-08-09,1608.536654103389
