Date,EAFE
1994-09-30,1845.8295909192348
1994-10-31,1907.296300646607
1994-11-30,1815.6306066486381
1994-12-30,1826.9997053750546
1995-01-31,1756.8153709096985
1995-02-28,1751.7732860852486
1995-03-31,1861.0329043692045
1995-04-28,1931.0236157865697
1995-05-31,1908.004823650711
1995-06-30,1874.5451714301673
1995-07-31,1991.2472842275588
1995-08-31,1915.2877788292244
1995-09-29,1952.69377432374
1995-10-31,1900.2054405120014
1995-11-30,1953.0762042332535
1995-12-29,2031.7662730680522
1996-01-31,2040.1069178112919
1996-02-29,2047.0041021338268
1996-03-29,2090.4738637445234
1996-04-30,2151.25083014474
1996-05-31,2111.6642787107917
1996-06-28,2123.5486343505645
1996-07-31,2061.4830690214435
1996-08-30,2066.0000754410353
1996-09-30,2120.884679437002
1996-10-31,2099.182040539773
1996-11-29,2182.705474870645
1996-12-31,2154.627341781535
1997-01-31,2079.220058642253
1997-02-28,2113.227730836779
1997-03-31,2120.880109388542
1997-04-30,2132.1343045123044
1997-05-30,2270.8804682901723
1997-06-30,2396.1134363202523
1997-07-31,2434.8768093867893
1997-08-29,2253.0302363966694
1997-09-30,2379.241833985125
1997-10-31,2196.3619690684945
1997-11-28,2173.9723273360187
1997-12-31,2192.933534391874
1998-01-30,2293.2251788538892
1998-02-27,2440.3710465921035
1998-03-31,2515.5144651163846
1998-04-30,2535.425375242271
1998-05-29,2523.118689694553
1998-06-30,2542.2195551487416
1998-07-31,2567.9938505374403
1998-08-31,2249.8474501526957
1998-09-30,2180.8707395515753
1998-10-30,2408.2057454065853
1998-11-30,2531.5816916944727
1998-12-31,2631.451842372492
1999-01-29,2623.6817678735083
1999-02-26,2561.152951023598
1999-03-31,2668.0604136491183
1999-04-30,2776.165841624686
1999-05-31,2633.1968942915432
1999-06-30,2735.8577734219634
1999-07-30,2817.177190556847
1999-08-31,2827.4650037304373
1999-09-30,2855.925390765197
1999-10-29,2962.8962787167134
1999-11-30,3065.840814193634
1999-12-31,3341.004660351423
2000-01-31,3128.722184047841
2000-02-29,3212.9466857828056
2000-03-31,3337.493267316453
2000-04-28,3161.8628260573837
2000-05-31,3084.6388910640107
2000-06-30,3205.274008099539
2000-07-31,3070.893629937297
2000-08-31,3097.549386530203
2000-09-29,2946.723776161673
2000-10-31,2877.1169630549443
2000-11-30,2769.2237837780544
2000-12-29,2867.6522335615186
2001-01-01,2867.6522335615186
2001-01-02,2857.325529871559
2001-01-03,2829.475889861997
2001-01-04,2864.4259794158233
2001-01-05,2873.3155240501874
2001-01-08,2857.7841224306894
2001-01-09,2809.5320500308508
2001-01-10,2790.8593261758438
2001-01-11,2811.281789336921
2001-01-12,2823.95654391243
2001-01-15,2816.930680554422
2001-01-16,2802.5826145546625
2001-01-17,2833.3648524014357
2001-01-18,2862.456518310823
2001-01-19,2847.5312507159892
2001-01-22,2851.273834520299
2001-01-23,2851.895497681772
2001-01-24,2829.2044068010186
2001-01-25,2835.6218145847192
2001-01-26,2831.9565157520756
2001-01-29,2832.5876882587513
2001-01-30,2843.5496280382436
2001-01-31,2866.172934514547
2001-02-01,2873.9772979211316
2001-02-02,2838.548520156582
2001-02-05,2838.05509734687
2001-02-06,2828.949409514917
2001-02-07,2804.569557004374
2001-02-08,2769.8878523053386
2001-02-09,2753.6948405117005
2001-02-12,2781.6385441826383
2001-02-13,2765.594758783978
2001-02-14,2738.3629715202246
2001-02-15,2736.0429158590587
2001-02-16,2716.1389936472465
2001-02-19,2711.442010260485
2001-02-20,2681.4458809286766
2001-02-21,2662.101451826388
2001-02-22,2648.314268994252
2001-02-23,2626.6080231077053
2001-02-26,2645.359073426936
2001-02-27,2663.5878826240937
2001-02-28,2651.3028479509135
2001-03-01,2645.7468111374073
2001-03-02,2633.9316163542812
2001-03-05,2643.039283692401
2001-03-06,2683.374394294502
2001-03-07,2679.927141115948
2001-03-08,2678.983724498638
2001-03-09,2657.0845014234483
2001-03-12,2586.6280094666517
2001-03-13,2528.0842991610107
2001-03-14,2482.678249232804
2001-03-15,2512.2667832600328
2001-03-16,2447.3552923637503
2001-03-19,2442.049829093697
2001-03-20,2474.3352996616813
2001-03-21,2463.8374814940194
2001-03-22,2351.4183400609368
2001-03-23,2423.5651443876773
2001-03-26,2508.229562500168
2001-03-27,2547.0793136340267
2001-03-28,2516.2546607451354
2001-03-29,2476.3155380262137
2001-03-30,2474.5647984260313
2001-04-02,2454.2388693648068
2001-04-03,2424.0840348192323
2001-04-04,2466.0000933359725
2001-04-05,2504.671109550855
2001-04-06,2510.8683476862666
2001-04-09,2511.2916850044326
2001-04-10,2524.1570740953835
2001-04-11,2534.6291830021596
2001-04-12,2560.7092113222907
2001-04-13,2558.14131323813
2001-04-16,2536.3855232450874
2001-04-17,2522.8815961482
2001-04-18,2576.9108387164947
2001-04-19,2617.397553371157
2001-04-20,2618.8187220688637
2001-04-23,2598.241114250415
2001-04-24,2595.2011999089204
2001-04-25,2602.667701932062
2001-04-26,2629.242590736639
2001-04-27,2636.7974674684756
2001-04-30,2646.5269770059
2001-05-01,2679.3301094238377
2001-05-02,2679.084658729709
2001-05-03,2652.476970691027
2001-05-04,2666.210635902435
2001-05-07,2674.880275569057
2001-05-08,2646.548431061355
2001-05-09,2624.8988837584616
2001-05-10,2650.5000885256272
2001-05-11,2630.205234049902
2001-05-14,2582.8317376670466
2001-05-15,2615.633261266133
2001-05-16,2616.5028129759885
2001-05-17,2642.8723605558757
2001-05-18,2639.463749100366
2001-05-21,2659.49612805342
2001-05-22,2655.502319156483
2001-05-23,2638.8943819955207
2001-05-24,2631.1181549464673
2001-05-25,2614.3191253963087
2001-05-28,2615.155704973149
2001-05-29,2601.5379015334547
2001-05-30,2569.1701456453984
2001-05-31,2553.1212904982917
2001-06-01,2546.4303043564737
2001-06-04,2554.8973216549484
2001-06-05,2570.456872876272
2001-06-06,2555.811669178618
2001-06-07,2562.832585093238
2001-06-08,2555.604766527306
2001-06-11,2515.9369237861056
2001-06-12,2478.550376935284
2001-06-13,2497.615381305782
2001-06-14,2491.0600564711044
2001-06-15,2475.7472920045147
2001-06-18,2453.030358499312
2001-06-19,2449.37388869484
2001-06-20,2431.232928003215
2001-06-21,2443.3702406394823
2001-06-22,2456.714031310162
2001-06-25,2462.726276249214
2001-06-26,2439.317669664805
2001-06-27,2431.5711373363697
2001-06-28,2424.4209064352776
2001-06-29,2448.7100373629896
2001-07-02,2469.302169380096
2001-07-03,2451.622199844117
2001-07-04,2433.6611771433954
2001-07-05,2396.8098708223247
2001-07-06,2359.8965912282106
2001-07-09,2363.5265318550273
2001-07-10,2372.3616804884637
2001-07-11,2354.8735914722433
2001-07-12,2371.6494145942843
2001-07-13,2374.62398161281
2001-07-16,2371.1823499018933
2001-07-17,2341.832867973973
2001-07-18,2349.4591698659556
2001-07-19,2373.5553815100507
2001-07-20,2366.64340797673
2001-07-23,2345.3356000195936
2001-07-24,2339.8243707210445
2001-07-25,2332.231540514091
2001-07-26,2339.732155100986
2001-07-27,2361.79783895752
2001-07-30,2371.529686413976
2001-07-31,2404.155889375472
2001-08-01,2424.7624613339462
2001-08-02,2449.205682344026
2001-08-03,2432.782169339161
2001-08-06,2421.6231694628154
2001-08-07,2421.8177967876163
2001-08-08,2398.7360172964572
2001-08-09,2372.5598095169153
2001-08-10,2375.3534662427933
2001-08-13,2379.5930279360828
2001-08-14,2416.5236363926315
2001-08-15,2438.6028935136997
2001-08-16,2411.8359456237445
2001-08-17,2390.3883438827474
2001-08-20,2374.5260395731398
2001-08-21,2398.9557509228375
2001-08-22,2414.212277621981
2001-08-23,2396.458484383449
2001-08-24,2420.5508009012788
2001-08-27,2421.5755157652093
2001-08-28,2397.20920698775
2001-08-29,2388.7519223500176
2001-08-30,2344.7579794696867
2001-08-31,2343.231238955947
2001-09-03,2309.040332529189
2001-09-04,2317.4951685898336
2001-09-05,2279.4713057037434
2001-09-06,2244.508666396531
2001-09-07,2224.135833899276
2001-09-10,2186.9204187214596
2001-09-11,2118.0094510305657
2001-09-12,2095.1731642872774
2001-09-13,2121.9074288644338
2001-09-14,2083.7020928114543
2001-09-17,2088.5655381472193
2001-09-18,2082.492169500076
2001-09-19,2075.16851736148
2001-09-20,2010.3826303245016
2001-09-21,1937.729908351047
2001-09-24,2004.4595068881115
2001-09-25,2039.48343536658
2001-09-26,2048.438797710848
2001-09-27,2062.513723592542
2001-09-28,2105.892493654169
2001-10-01,2089.3262162330207
2001-10-02,2110.855457658798
2001-10-03,2113.5109702834175
2001-10-04,2166.4666882864567
2001-10-05,2169.1084264503384
2001-10-08,2167.940850891636
2001-10-09,2151.3714207844387
2001-10-10,2169.728839161767
2001-10-11,2188.5722961314286
2001-10-12,2197.5882845015426
2001-10-15,2164.9076438248626
2001-10-16,2183.028530526736
2001-10-17,2220.0468650607722
2001-10-18,2177.908767511647
2001-10-19,2145.3038205996113
2001-10-22,2156.791714564272
2001-10-23,2196.0993966509745
2001-10-24,2207.9248039402382
2001-10-25,2190.255917005026
2001-10-26,2213.623568270979
2001-10-29,2192.0874802236053
2001-10-30,2156.7044342201416
2001-10-31,2159.828596496397
2001-11-01,2182.5047531801492
2001-11-02,2184.1312370827236
2001-11-05,2210.910205607325
2001-11-06,2220.254167490027
2001-11-07,2222.6876490004547
2001-11-08,2248.6553954557835
2001-11-09,2230.6156943839183
2001-11-12,2193.3973286468977
2001-11-13,2210.6586337086887
2001-11-14,2214.9608672919917
2001-11-15,2226.668557877188
2001-11-16,2245.3003411371933
2001-11-19,2259.323428362748
2001-11-20,2246.8503749596975
2001-11-21,2234.176187243515
2001-11-22,2249.7518758232127
2001-11-23,2235.6949357220074
2001-11-26,2250.101961055714
2001-11-27,2235.188990327593
2001-11-28,2212.4923246744756
2001-11-29,2212.2390279746514
2001-11-30,2239.446318328262
2001-12-03,2209.4222727057195
2001-12-04,2230.050492359127
2001-12-05,2283.696192930596
2001-12-06,2298.9266588838746
2001-12-07,2273.8749505585924
2001-12-10,2232.3399476980376
2001-12-11,2229.477115618681
2001-12-12,2237.065706612215
2001-12-13,2200.561256646014
2001-12-14,2190.276231963325
2001-12-17,2220.912581628543
2001-12-18,2220.5585075613676
2001-12-19,2203.142481403736
2001-12-20,2194.82356805079
2001-12-21,2198.7728608718544
2001-12-24,2188.587211443334
2001-12-25,2186.8918826786858
2001-12-26,2185.991185441522
2001-12-27,2228.2011497894873
2001-12-28,2240.759992342836
2001-12-31,2252.7509170629774
2002-01-01,2252.7509170629774
2002-01-02,2251.905983441213
2002-01-03,2277.5181800905566
2002-01-04,2287.491909609306
2002-01-07,2270.153217401306
2002-01-08,2240.644633876432
2002-01-09,2233.922618611708
2002-01-10,2217.6730309223835
2002-01-11,2219.8924315162258
2002-01-14,2192.53676816765
2002-01-15,2191.114571259077
2002-01-16,2161.4487670938897
2002-01-17,2172.8772971081944
2002-01-18,2178.046625280018
2002-01-21,2170.3841097085547
2002-01-22,2156.305325351272
2002-01-23,2163.71334005032
2002-01-24,2178.256075544539
2002-01-25,2153.440588739285
2002-01-28,2167.56257470157
2002-01-29,2137.6845256147467
2002-01-30,2111.4684212268576
2002-01-31,2133.0516696119626
2002-02-01,2128.219746931109
2002-02-04,2117.4730052590608
2002-02-05,2084.8226810581186
2002-02-06,2068.53414950821
2002-02-07,2090.468942921639
2002-02-08,2097.6087087342203
2002-02-11,2125.1705229264276
2002-02-12,2132.466467752768
2002-02-13,2140.9429377492434
2002-02-14,2159.2905189461612
2002-02-15,2149.5659670201326
2002-02-18,2136.117901213224
2002-02-19,2099.1102610441076
2002-02-20,2082.8601126591534
2002-02-21,2108.3806163049694
2002-02-22,2104.396271337503
2002-02-25,2114.767389495558
2002-02-26,2118.4142688938664
2002-02-27,2143.571114226982
2002-02-28,2148.0141160105086
2002-03-01,2172.971816429077
2002-03-04,2241.8372638624824
2002-03-05,2233.788020754687
2002-03-06,2250.8797661305666
2002-03-07,2296.2619625694037
2002-03-08,2298.4830687325343
2002-03-11,2297.346030668228
2002-03-12,2262.341477658773
2002-03-13,2254.3829871908865
2002-03-14,2276.2036101254917
2002-03-15,2295.1754165355856
2002-03-18,2288.59213237178
2002-03-19,2306.5542889074345
2002-03-20,2288.203983697125
2002-03-21,2277.104910217568
2002-03-22,2267.943961575092
2002-03-25,2249.359093473143
2002-03-26,2250.0512819445476
2002-03-27,2251.666851680495
2002-03-28,2274.636409898458
2002-03-29,2264.204658607434
2002-04-01,2274.264029762289
2002-04-02,2273.087181712856
2002-04-03,2277.427794707708
2002-04-04,2269.074286831872
2002-04-05,2264.283249236949
2002-04-08,2234.687326101788
2002-04-09,2232.5022287714073
2002-04-10,2254.9580178502874
2002-04-11,2231.0554637677265
2002-04-12,2225.0864832764546
2002-04-15,2245.6594312328743
2002-04-16,2282.378785704036
2002-04-17,2302.1723671363434
2002-04-18,2301.6025820827795
2002-04-19,2297.669515803386
2002-04-22,2293.7811296920204
2002-04-23,2290.260958327703
2002-04-24,2287.60793264908
2002-04-25,2287.54366098473
2002-04-26,2276.7464159833266
2002-04-29,2274.2688144758704
2002-04-30,2279.210268046344
2002-05-01,2289.530546948428
2002-05-02,2282.4943390648527
2002-05-03,2293.00626705145
2002-05-06,2290.0700127073455
2002-05-07,2259.060116228882
2002-05-08,2289.3915762314737
2002-05-09,2287.8020460759776
2002-05-10,2278.0881698397384
2002-05-13,2284.611315685955
2002-05-14,2283.016638201529
2002-05-15,2315.12274319814
2002-05-16,2319.6348918803346
2002-05-17,2341.9928638786873
2002-05-20,2336.5210750043602
2002-05-21,2331.8619966275683
2002-05-22,2330.5918612372325
2002-05-23,2321.1476920264604
2002-05-24,2327.8455259698408
2002-05-27,2321.049909479963
2002-05-28,2321.6658902473537
2002-05-29,2319.9792132368643
2002-05-30,2309.435992505701
2002-05-31,2308.0893040809033
2002-06-03,2308.9996199622196
2002-06-04,2279.9011756928217
2002-06-05,2256.4842279656286
2002-06-06,2260.694489924651
2002-06-07,2235.515023072077
2002-06-10,2233.9170226718293
2002-06-11,2244.6468358082743
2002-06-12,2213.007361165609
2002-06-13,2186.298564043173
2002-06-14,2141.4876929575603
2002-06-17,2170.4650252352503
2002-06-18,2177.7258689791056
2002-06-19,2151.1369079717047
2002-06-20,2139.788069209715
2002-06-21,2139.6975676887514
2002-06-24,2118.7398720073156
2002-06-25,2142.9875448603584
2002-06-26,2132.4867992092
2002-06-27,2146.2031561556423
2002-06-28,2216.2137606224414
2002-07-01,2219.8178399480253
2002-07-02,2170.575231793969
2002-07-03,2128.4814788672697
2002-07-04,2150.9294809558487
2002-07-05,2205.406506673067
2002-07-08,2223.5441719387136
2002-07-09,2226.894072503671
2002-07-10,2162.946124027051
2002-07-11,2101.426238937999
2002-07-12,2106.232531754609
2002-07-15,2047.6360512806032
2002-07-16,2043.1173257173934
2002-07-17,2083.0883647454534
2002-07-18,2114.2616176769343
2002-07-19,2046.0115239181207
2002-07-22,1964.191633099253
2002-07-23,1919.4061550014274
2002-07-24,1892.9420171264453
2002-07-25,1944.1859785089323
2002-07-26,1919.914449445892
2002-07-29,1982.64965011568
2002-07-30,2002.0514601171349
2002-07-31,1997.4289104114284
2002-08-01,1940.5161004241977
2002-08-02,1941.0374168420315
2002-08-05,1898.1601591992687
2002-08-06,1906.2514705454232
2002-08-07,1918.6326088799594
2002-08-08,1963.8208254208762
2002-08-09,1999.7987432436687
2002-08-12,1972.3700888376063
2002-08-13,1984.8983649305321
2002-08-14,1972.7768609618872
2002-08-15,2008.496701592708
2002-08-16,2020.4006824752612
2002-08-19,2037.15394482169
2002-08-20,2015.5162816357272
2002-08-21,2038.1506917165766
2002-08-22,2058.112075439396
2002-08-23,2041.183335849598
2002-08-26,2038.391829786934
2002-08-27,2071.355423081942
2002-08-28,2012.167000987264
2002-08-29,1985.7548602998572
2002-08-30,1992.8949220972058
2002-09-02,1969.9830665768384
2002-09-03,1921.2853794435102
2002-09-04,1910.9708979847421
2002-09-05,1908.915721745586
2002-09-06,1934.6031801377644
2002-09-09,1918.8495424917553
2002-09-10,1942.0028832403132
2002-09-11,1965.9182298904054
2002-09-12,1926.589182583531
2002-09-13,1894.195519079666
2002-09-16,1878.463988371432
2002-09-17,1874.7691880666898
2002-09-18,1838.429093481541
2002-09-19,1830.9487621375376
2002-09-20,1817.2897988927864
2002-09-23,1773.4473436093904
2002-09-24,1746.380303896292
2002-09-25,1756.476278608293
2002-09-26,1816.2254260933614
2002-09-27,1824.8927780232775
2002-09-30,1778.8710054480478
2002-10-01,1781.397930871084
2002-10-02,1810.3221213444062
2002-10-03,1792.182346577962
2002-10-04,1763.9486154059214
2002-10-07,1729.6140195227354
2002-10-08,1706.898992124306
2002-10-09,1700.558478834569
2002-10-10,1720.2292064128071
2002-10-11,1785.0798350923046
2002-10-14,1775.0361566338227
2002-10-15,1856.0897176791705
2002-10-16,1839.5513594820206
2002-10-17,1869.9750200473154
2002-10-18,1866.1801745038624
2002-10-21,1868.5454877134014
2002-10-22,1848.3207546992228
2002-10-23,1814.154600272547
2002-10-24,1840.85262064954
2002-10-25,1844.30873337365
2002-10-28,1868.2142082008122
2002-10-29,1816.7960204583358
2002-10-30,1847.9509499401845
2002-10-31,1874.4774508852308
2002-11-01,1867.834168151212
2002-11-04,1913.3123679615944
2002-11-05,1935.5627654718608
2002-11-06,1917.4769323065477
2002-11-07,1906.9043886610161
2002-11-08,1892.8363304846275
2002-11-11,1869.9595017468243
2002-11-12,1886.605247137233
2002-11-13,1870.8949955854346
2002-11-14,1884.687762725828
2002-11-15,1906.1741147235703
2002-11-18,1911.967989446203
2002-11-19,1905.5802174566518
2002-11-20,1895.9382225441273
2002-11-21,1943.0637224707793
2002-11-22,1949.4134353533598
2002-11-25,1937.039899022949
2002-11-26,1909.2074983665882
2002-11-27,1934.6577822143977
2002-11-28,1963.1360925064187
2002-11-29,1959.5511966708473
2002-12-02,1952.5368488394743
2002-12-03,1926.290574773433
2002-12-04,1912.68396086092
2002-12-05,1893.0503204450858
2002-12-06,1898.6599696070189
2002-12-09,1867.8314547410814
2002-12-10,1872.1670910486873
2002-12-11,1883.2199062644909
2002-12-12,1874.6514505921593
2002-12-13,1864.643861211292
2002-12-16,1893.0024209916123
2002-12-17,1890.309076724131
2002-12-18,1852.3626229796744
2002-12-19,1851.4944957562122
2002-12-20,1866.0786175550256
2002-12-23,1871.3676853630382
2002-12-24,1881.0215453621136
2002-12-25,1879.7263625931246
2002-12-26,1888.5875674628421
2002-12-27,1858.4694814636923
2002-12-30,1879.2617186449904
2002-12-31,1893.6623736098136
2003-01-01,1893.6623736098136
2003-01-02,1915.426543385617
2003-01-03,1930.003002772776
2003-01-06,1956.6187423187237
2003-01-07,1931.963979208483
2003-01-08,1900.6109387615386
2003-01-09,1921.4840381352888
2003-01-10,1932.0688972025132
2003-01-13,1936.4402937122122
2003-01-14,1953.3051254421812
2003-01-15,1938.521213181821
2003-01-16,1935.8205184581886
2003-01-17,1916.7856094840001
2003-01-20,1894.1280898064808
2003-01-21,1884.3004833666978
2003-01-22,1858.7833125175289
2003-01-23,1865.4212894581613
2003-01-24,1856.5488061589795
2003-01-27,1803.6473598414186
2003-01-28,1801.2366659114562
2003-01-29,1803.8299490983254
2003-01-30,1819.1329842147222
2003-01-31,1814.6063508811758
2003-02-03,1841.144170211558
2003-02-04,1820.0934601162585
2003-02-05,1838.6295348369292
2003-02-06,1806.8541730656982
2003-02-07,1792.1966089268572
2003-02-10,1778.0124848323019
2003-02-11,1798.551856150327
2003-02-12,1784.9237493461667
2003-02-13,1786.700457993314
2003-02-14,1803.411557852346
2003-02-17,1824.3822357820754
2003-02-18,1831.8063301640204
2003-02-19,1810.1512511468607
2003-02-20,1809.548536669634
2003-02-21,1814.1203536617413
2003-02-24,1799.6602511232456
2003-02-25,1751.1824068959736
2003-02-26,1749.0120699772842
2003-02-27,1749.9449230610633
2003-02-28,1772.9610540781787
2003-03-03,1791.3979779821689
2003-03-04,1770.0502259366538
2003-03-05,1765.031836626678
2003-03-06,1750.134576817929
2003-03-07,1723.1270007006797
2003-03-10,1691.0400924770918
2003-03-11,1681.2793921760656
2003-03-12,1643.482197395787
2003-03-13,1686.3712701427512
2003-03-14,1728.728679241037
2003-03-17,1754.6820508728722
2003-03-18,1758.424093685897
2003-03-19,1772.7912427370723
2003-03-20,1777.5918710148826
2003-03-21,1806.1084829305053
2003-03-24,1779.5557750802034
2003-03-25,1788.9489411729867
2003-03-26,1796.1816163232013
2003-03-27,1780.0735618973151
2003-03-28,1774.0981672908501
2003-03-31,1738.1255752834907
2003-04-01,1754.2374480857106
2003-04-02,1784.1391876320527
2003-04-03,1787.5590984626833
2003-04-04,1799.389092624444
2003-04-07,1841.6858786559471
2003-04-08,1822.2194861479782
2003-04-09,1819.3251522946327
