Date,EM LATIN AMERICA IMI GROWTH
1996-05-31,227.64138060755116
1996-06-28,230.9000564334801
1996-07-31,222.9222550933739
1996-08-30,229.5779753624579
1996-09-30,234.26081498667014
1996-10-31,229.4248987440461
1996-11-29,233.02893237550265
1996-12-31,240.439616616895
1997-01-01,240.42445054694173
1997-01-02,239.24622163377543
1997-01-03,240.79420660080652
1997-01-06,243.496255806211
1997-01-07,247.47732644554102
1997-01-08,251.28366371378704
1997-01-09,251.9744584853587
1997-01-10,253.31098770564716
1997-01-13,252.58482207450356
1997-01-14,257.62631887382946
1997-01-15,259.9805888288917
1997-01-16,259.03056630685313
1997-01-17,261.6796109935169
1997-01-20,262.5446398805256
1997-01-21,263.5298776512026
1997-01-22,262.32202449698224
1997-01-23,263.30188999856097
1997-01-24,260.04961822029617
1997-01-27,259.01768517748025
1997-01-28,260.0239420582445
1997-01-29,257.8816422134091
1997-01-30,259.35501826441674
1997-01-31,261.9329874423649
1997-02-03,265.3961833687653
1997-02-04,267.2570701716794
1997-02-05,269.03281726047396
1997-02-06,268.5981085112646
1997-02-07,271.85070318896896
1997-02-10,272.05688299316154
1997-02-11,272.54870754745014
1997-02-12,280.3778409799435
1997-02-13,281.2360023336615
1997-02-14,281.37694774604006
1997-02-17,282.8686061088365
1997-02-18,283.9794371917985
1997-02-19,284.018263605649
1997-02-20,282.5386852731601
1997-02-21,282.9314721710477
1997-02-24,285.58988812513076
1997-02-25,289.15513608219004
1997-02-26,286.2732573822847
1997-02-27,280.3580306844453
1997-02-28,279.5462245709621
1997-03-03,278.20337126163867
1997-03-04,278.6227567535967
1997-03-05,278.5830047963373
1997-03-06,280.0986003453597
1997-03-07,282.03060954790135
1997-03-10,286.4408498248412
1997-03-11,286.082458351248
1997-03-12,282.8731267745516
1997-03-13,280.86730273912025
1997-03-14,282.83027391416226
1997-03-17,279.7142376403715
1997-03-18,277.9623895070931
1997-03-19,276.8521860218887
1997-03-20,278.77050923552423
1997-03-21,279.1358170003983
1997-03-24,280.2694364361027
1997-03-25,281.67603953748517
1997-03-26,281.1218372714652
1997-03-27,281.2999564038255
1997-03-28,281.26330553884964
1997-03-31,276.4546006743052
1997-04-01,276.558416201472
1997-04-02,277.2646291674345
1997-04-03,279.34800898776325
1997-04-04,284.5003362204005
1997-04-07,288.0714102691946
1997-04-08,286.2729394759884
1997-04-09,287.33367123355254
1997-04-10,286.33229924835115
1997-04-11,283.10598592674745
1997-04-14,281.5443320247211
1997-04-15,282.7831738446935
1997-04-16,284.5042311542868
1997-04-17,282.326262525085
1997-04-18,282.8387500366091
1997-04-21,282.3063282298859
1997-04-22,283.6584079875914
1997-04-23,285.61149894459027
1997-04-24,285.50059974061764
1997-04-25,285.4517448923926
1997-04-28,284.23564724056786
1997-04-29,286.1653745779097
1997-04-30,287.180151534854
1997-05-01,287.25899236454876
1997-05-02,289.4979122695393
1997-05-05,288.824881647101
1997-05-06,290.97835015952273
1997-05-07,289.2975571731662
1997-05-08,292.7552192639221
