Date,ANDEAN IMI GROWTH
2002-05-31,1000.0
2002-06-03,990.4721785517115
2002-06-04,969.97699582504
2002-06-05,967.8751109458211
2002-06-06,967.6998023082789
2002-06-07,965.45277890265
2002-06-10,964.4913105587892
2002-06-11,946.5683763846059
2002-06-12,935.250379682328
2002-06-13,935.984668473816
2002-06-14,941.7557598321166
2002-06-17,952.9409942905793
2002-06-18,953.8685946083201
2002-06-19,937.2325481902457
2002-06-20,927.7026075403306
2002-06-21,916.7484847775869
2002-06-24,913.1823875997109
2002-06-25,915.2155568765315
2002-06-26,891.5818070887409
2002-06-27,899.802490471948
2002-06-28,902.1499240406798
2002-07-01,895.2160988863972
2002-07-02,870.7622970198718
2002-07-03,853.771705379893
2002-07-04,863.3022164723589
2002-07-05,864.6025513139684
2002-07-08,859.8260724875432
2002-07-09,855.1004514971261
2002-07-10,846.6039091869015
2002-07-11,843.5569465247921
2002-07-12,851.3136724891126
2002-07-15,832.1914546822507
2002-07-16,826.6135798417802
2002-07-17,831.5162778476449
2002-07-18,840.3103689837466
2002-07-19,848.3628680831978
2002-07-22,833.0058341082934
2002-07-23,815.7393704834506
2002-07-24,818.7175972517734
2002-07-25,816.330295268568
2002-07-26,814.6401418687932
2002-07-29,833.9366601450636
2002-07-30,842.971448627649
2002-07-31,844.194159360492
2002-08-01,830.1838524599049
2002-08-02,841.2816883079532
2002-08-05,818.5684542728458
2002-08-06,829.8729007691177
2002-08-07,850.4843858196801
2002-08-08,872.1264092891346
2002-08-09,865.2335255205185
2002-08-12,853.8920072834634
2002-08-13,850.2403084245708
2002-08-14,861.4883176560296
2002-08-15,866.7074746716416
2002-08-16,873.4019984592405
2002-08-19,872.8540589626435
2002-08-20,862.6149438436457
2002-08-21,853.628125630299
2002-08-22,857.829732965426
2002-08-23,854.5642307858445
2002-08-26,853.9979417192666
2002-08-27,852.8118822350826
2002-08-28,835.3012700266428
2002-08-29,836.8086420929098
2002-08-30,840.4586032041984
2002-09-02,838.5820046109603
2002-09-03,829.5876789731104
2002-09-04,826.2808562398615
2002-09-05,815.9387307475454
2002-09-06,810.7568279520339
2002-09-09,817.5583991275381
2002-09-10,822.8964273986495
2002-09-11,820.8443293314448
2002-09-12,814.3684652224605
2002-09-13,811.5893494918716
2002-09-16,801.6807092177626
2002-09-17,791.9808775760927
2002-09-18,792.6807364361825
2002-09-19,793.2931165261745
2002-09-20,767.2757421334941
2002-09-23,746.5533313571655
2002-09-24,739.3282376660458
2002-09-25,746.8727999868993
2002-09-26,747.3305113508976
2002-09-27,739.1755220657602
2002-09-30,733.396157094372
2002-10-01,743.2612911016678
2002-10-02,739.4027482584261
2002-10-03,738.0078004842212
2002-10-04,744.1029039517592
2002-10-07,732.4313287813568
2002-10-08,728.6774060852449
2002-10-09,706.5771136489738
2002-10-10,705.2873528022939
2002-10-11,721.9412499267338
2002-10-14,720.0189180691648
2002-10-15,717.3408359864009
2002-10-16,704.8175070808301
2002-10-17,705.1257410951196
2002-10-18,720.4219875785187
2002-10-21,720.09846881793
2002-10-22,723.0680313886024
2002-10-23,730.1536446191279
2002-10-24,737.4139385000879
2002-10-25,741.1530659545831
2002-10-28,745.0483586347685
2002-10-29,742.0646968955441
2002-10-30,752.7836899906232
2002-10-31,768.2153119274575
2002-11-01,770.6146635242176
2002-11-04,779.3179429696413
2002-11-05,787.5313129345828
2002-11-06,794.6286659133948
2002-11-07,799.6713024973508
2002-11-08,799.9331258967654
2002-11-11,794.5720719364516
2002-11-12,798.4598692304868
2002-11-13,799.7359434665731
2002-11-14,812.2819474193891
2002-11-15,826.0825737326754
2002-11-18,832.4455339314873
2002-11-19,828.7202954237626
2002-11-20,825.3915109682289
2002-11-21,824.2949821343213
2002-11-22,815.1356601932864
2002-11-25,809.4761890733953
2002-11-26,803.0164318089829
2002-11-27,803.6442478458677
2002-11-28,810.1807980849877
2002-11-29,814.5336609527394
2002-12-02,814.0476021762199
2002-12-03,811.1050016000357
2002-12-04,807.1284175549093
2002-12-05,822.4610699481279
2002-12-06,832.9678740449008
2002-12-09,824.0757117320918
2002-12-10,825.3177363303931
2002-12-11,838.9649669952976
2002-12-12,857.8119588811821
2002-12-13,856.2222832024394
2002-12-16,858.3590406846025
2002-12-17,861.3205315690564
2002-12-18,870.9105690443116
2002-12-19,883.9757390704872
2002-12-20,878.6781380131911
2002-12-23,874.585335796607
2002-12-24,867.355868362601
2002-12-25,867.3647091684613
2002-12-26,865.5393944713413
2002-12-27,861.862638890798
2002-12-30,857.3884246918744
2002-12-31,857.5530127972427
2003-01-01,857.5530127972427
2003-01-02,858.4500571422282
2003-01-03,868.8441681649351
2003-01-06,883.1644036172385
2003-01-07,871.9541337367799
2003-01-08,867.0261529353558
2003-01-09,878.6165557191574
2003-01-10,886.8049731919613
2003-01-13,887.1215912268407
2003-01-14,880.0037314225859
2003-01-15,866.7688196516641
2003-01-16,861.0543893719826
2003-01-17,861.5225130103166
2003-01-20,858.5554728812435
2003-01-21,849.3239348206146
2003-01-22,846.9419012695957
2003-01-23,856.0628227333192
2003-01-24,854.5803702502272
2003-01-27,841.830081398803
2003-01-28,844.1176172159206
2003-01-29,837.0604867675873
2003-01-30,843.6516935328094
2003-01-31,849.7419882722339
2003-02-03,850.1293587706556
2003-02-04,850.6259442765011
2003-02-05,853.4696129702656
2003-02-06,851.9681575031886
2003-02-07,851.5460916080389
2003-02-10,846.4610448903591
2003-02-11,845.8537568539151
2003-02-12,845.9363600820018
2003-02-13,846.2832415100956
2003-02-14,844.1974921640673
2003-02-17,848.2392440564566
2003-02-18,844.9599345208745
2003-02-19,840.1556526107769
2003-02-20,844.3271901611578
2003-02-21,842.1041743967127
2003-02-24,833.4764304783134
2003-02-25,829.3200353890948
2003-02-26,827.3527021016544
2003-02-27,832.027502977892
2003-02-28,839.4671271740741
2003-03-03,834.4736194300112
2003-03-04,841.5267232867552
2003-03-05,842.6055993493981
2003-03-06,856.6880300663205
