Date,EM EUROPE & MIDDLE EAST IMI GROWTH
2007-05-31,1000.0
2007-06-01,1018.6530883527394
2007-06-04,1018.9440293407777
2007-06-05,1020.9988077418756
2007-06-06,1006.8287566093097
2007-06-07,994.6702945910487
2007-06-08,981.9646382516672
2007-06-11,988.3540162696725
2007-06-12,984.8616514031679
2007-06-13,992.3668719237015
2007-06-14,1015.044696021951
2007-06-15,1029.650177749632
2007-06-18,1032.4033120094666
2007-06-19,1029.586341106845
2007-06-20,1036.4735413357153
2007-06-21,1031.4078987042546
2007-06-22,1032.5063343620623
2007-06-25,1028.5262134345753
2007-06-26,1036.7793738427476
2007-06-27,1025.1101895518914
2007-06-28,1039.969965419239
2007-06-29,1047.656012833498
2007-07-02,1058.264353240063
2007-07-03,1069.9819350893974
2007-07-04,1073.03536188881
2007-07-05,1075.1306796619444
2007-07-06,1080.6764960407545
2007-07-09,1090.292566419773
2007-07-10,1078.0992856421
2007-07-11,1084.802921639695
2007-07-12,1109.968711359935
2007-07-13,1115.0422984329628
2007-07-16,1117.0176908953335
2007-07-17,1115.618478273635
2007-07-18,1111.101996095937
2007-07-19,1129.3018173270843
2007-07-20,1125.9693763215778
2007-07-23,1142.9684540101284
2007-07-24,1126.596090472321
2007-07-25,1116.0577672270208
2007-07-26,1078.6050322897936
2007-07-27,1059.1013548089759
2007-07-30,1059.0320485727232
2007-07-31,1085.751020911163
2007-08-01,1055.2092835080487
2007-08-02,1065.7561611109468
2007-08-03,1066.156715080805
2007-08-06,1048.3034846145001
2007-08-07,1058.2506722641435
2007-08-08,1082.4439505044547
2007-08-09,1051.7634675347006
2007-08-10,1025.4577603263085
2007-08-13,1043.369582681918
2007-08-14,1029.2645876772813
2007-08-15,1003.0472448575792
2007-08-16,948.7507912203549
2007-08-17,975.5221762296754
2007-08-20,973.3832489941149
2007-08-21,960.9480000072144
2007-08-22,990.365014337622
2007-08-23,996.8133044459803
2007-08-24,1000.4127987310628
2007-08-27,1012.4792469023891
2007-08-28,1002.0255706398711
2007-08-29,1004.3593633348999
2007-08-30,1011.4040251339777
2007-08-31,1032.3934057822748
2007-09-03,1033.80953135
2007-09-04,1034.33010597
2007-09-05,1026.02201187
2007-09-06,1033.17505824
2007-09-07,1021.39357999
2007-09-10,1015.25892018
2007-09-11,1030.90295584
2007-09-12,1033.5494929
2007-09-13,1050.17725289
2007-09-14,1053.41207315
2007-09-17,1043.02504845
2007-09-18,1056.39257187
2007-09-19,1101.1788038
2007-09-20,1100.45285131
2007-09-21,1103.50055534
2007-09-24,1104.28471611
2007-09-25,1091.80553148
2007-09-26,1108.56386539
2007-09-27,1116.30161841
2007-09-28,1117.49645495
2007-10-01,1117.67000346
2007-10-02,1133.22813599
2007-10-03,1125.15915419
2007-10-04,1127.00859721
2007-10-05,1151.05260289
2007-10-08,1154.79997799
2007-10-09,1166.70332019
2007-10-10,1168.06595978
2007-10-11,1186.699504
2007-10-12,1182.63286984
2007-10-15,1186.51433945
2007-10-16,1173.15336455
2007-10-17,1180.85088459
2007-10-18,1169.12643981
2007-10-19,1163.94342885
2007-10-22,1140.86629893
2007-10-23,1164.59059489
2007-10-24,1158.54422464
2007-10-25,1175.67151074
2007-10-26,1198.37292426
2007-10-29,1213.43968617
2007-10-30,1202.3989516797674
2007-10-31,1213.3186855540457
2007-11-01,1203.9356464131274
2007-11-02,1203.6004726231547
2007-11-05,1199.7161830281036
2007-11-06,1225.3217949947482
2007-11-07,1219.7756231624533
2007-11-08,1221.3439474422055
2007-11-09,1204.104117831711
2007-11-12,1186.8310821714185
2007-11-13,1191.0749673069256
2007-11-14,1201.731087283922
2007-11-15,1185.798387741765
2007-11-16,1178.5856623056043
2007-11-19,1163.8005365550468
2007-11-20,1176.4531692291064
2007-11-21,1149.528778124925
2007-11-22,1151.258670583758
2007-11-23,1159.1787532716053
2007-11-26,1169.4379234800772
2007-11-27,1153.4958273795382
2007-11-28,1175.9651728196754
2007-11-29,1183.0762015824866
2007-11-30,1196.462755921908
2007-12-03,1197.035174476219
2007-12-04,1203.1910473215003
2007-12-05,1236.4691476332514
2007-12-06,1237.945392616326
2007-12-07,1250.947777568186
2007-12-10,1275.6265580201116
2007-12-11,1262.9929316350836
2007-12-12,1274.4619018526391
2007-12-13,1247.7350025167357
2007-12-14,1228.6167636285882
2007-12-17,1200.7756728042414
2007-12-18,1215.54190712354
2007-12-19,1213.8571805611184
2007-12-20,1222.9150414156395
2007-12-21,1232.3577117600703
2007-12-24,1251.8838439782855
2007-12-25,1246.962369153867
2007-12-26,1247.158279979246
2007-12-27,1255.2413651200268
2007-12-28,1256.5649949091699
2007-12-31,1250.741421914652
2008-01-01,1252.2938035443888
2008-01-02,1255.8990534000377
2008-01-03,1255.2700971847776
2008-01-04,1237.2802565101579
2008-01-07,1230.1702494343947
2008-01-08,1240.8679844797373
2008-01-09,1234.9529747896124
2008-01-10,1233.1963313058493
2008-01-11,1227.9048213859928
2008-01-14,1238.7376421512458
2008-01-15,1216.8097759229363
2008-01-16,1160.0489101953424
2008-01-17,1144.6930510698921
2008-01-18,1144.2725298323348
2008-01-21,1075.6165367738743
2008-01-22,1060.9054087609118
2008-01-23,1036.4686736955864
2008-01-24,1094.9116167690931
2008-01-25,1100.5870140831817
2008-01-28,1075.6083466323983
2008-01-29,1096.0618731909842
2008-01-30,1089.163809391241
2008-01-31,1061.6320551235808
2008-02-01,1095.97607375505
2008-02-04,1112.1429982162845
2008-02-05,1073.2039167870719
2008-02-06,1063.5314813390012
2008-02-07,1029.6403010223382
2008-02-08,1025.9601975226387
2008-02-11,1043.2258956187966
2008-02-12,1081.8990828259546
2008-02-13,1097.5901529610499
2008-02-14,1103.6352764194205
2008-02-15,1091.3070084162405
2008-02-18,1106.5708707085982
2008-02-19,1118.0554611112102
2008-02-20,1102.2573076311094
2008-02-21,1120.3560440997892
2008-02-22,1116.6769665300633
2008-02-25,1121.0512817273452
2008-02-26,1131.8589520722865
2008-02-27,1134.2822424078008
2008-02-28,1126.9251809963823
2008-02-29,1104.9600954985076
2008-03-03,1085.0435716599209
2008-03-04,1074.297560238256
2008-03-05,1092.7454330538371
2008-03-06,1078.929938707461
2008-03-07,1059.4170212891338
2008-03-10,1052.5624404895404
2008-03-11,1090.6447746658455
2008-03-12,1102.5266803997317
2008-03-13,1081.813418914501
2008-03-14,1081.6189364654738
2008-03-17,1038.5745847223795
2008-03-18,1070.5608228577398
2008-03-19,1068.1310634513436
2008-03-20,1035.3767282029114
2008-03-21,1039.5399119881456
2008-03-24,1058.5559755383556
2008-03-25,1070.062789720677
2008-03-26,1064.1992115171647
2008-03-27,1078.6603662227121
2008-03-28,1074.3279873176457
2008-03-31,1072.2641800556867
2008-04-01,1087.3741810379122
2008-04-02,1102.5094322336174
2008-04-03,1089.375474024133
2008-04-04,1095.5849167496517
2008-04-07,1120.6122122731456
2008-04-08,1109.732875303084
2008-04-09,1118.6839998402552
2008-04-10,1116.5840928481125
2008-04-11,1098.5359124670076
2008-04-14,1096.9329283247944
2008-04-15,1104.538098938755
2008-04-16,1114.102089571935
2008-04-17,1108.5287338184346
2008-04-18,1124.9173826099088
2008-04-21,1121.4076236317828
2008-04-22,1118.0741967355316
2008-04-23,1115.0987082060497
2008-04-24,1099.7755860273683
2008-04-25,1106.491352515026
2008-04-28,1112.4068701272765
2008-04-29,1100.4976939793983
2008-04-30,1111.7910470501479
2008-05-01,1105.005754013951
2008-05-02,1109.8766125280645
2008-05-05,1122.5925796258648
2008-05-06,1129.8891612676298
2008-05-07,1153.0335267148998
2008-05-08,1169.9371472030853
2008-05-09,1166.9144327188835
2008-05-12,1175.189126089325
2008-05-13,1178.1015377689296
2008-05-14,1200.6059881348456
2008-05-15,1196.3023403960628
2008-05-16,1227.6635887367943
2008-05-19,1236.7257103207562
2008-05-20,1224.5210698396852
2008-05-21,1239.8548019731136
2008-05-22,1220.674923291745
2008-05-23,1222.1862798725933
2008-05-26,1222.1426923598526
2008-05-27,1213.435358492262
2008-05-28,1220.3321868173352
2008-05-29,1231.8512467755786
2008-05-30,1237.8396376487897
2008-06-02,1232.6311452248299
2008-06-03,1223.9074279952367
2008-06-04,1198.0080828517728
2008-06-05,1205.1696760714103
2008-06-06,1203.608408096417
2008-06-09,1194.0011889990496
2008-06-10,1167.2244493431836
2008-06-11,1169.0015925065795
2008-06-12,1168.4511808200518
