Date,EM EMEA IMI GROWTH
1996-12-31,374.7619547546655
1997-01-01,374.7619547546655
1997-01-02,372.8276043459053
1997-01-03,373.5157207803786
1997-01-06,375.7493522498221
1997-01-07,382.5835597909414
1997-01-08,385.4745532679039
1997-01-09,385.7612441401151
1997-01-10,386.6742411691089
1997-01-13,390.4826201414944
1997-01-14,392.61099580126677
1997-01-15,395.1834040841169
1997-01-16,395.9557227512571
1997-01-17,396.3527307243955
1997-01-20,397.2600943770009
1997-01-21,396.14738657581734
1997-01-22,399.3603661567792
1997-01-23,401.0495716964152
1997-01-24,405.30852504575654
1997-01-27,413.04397466255506
1997-01-28,408.5508754454536
1997-01-29,407.71063337601555
1997-01-30,407.8914105278188
1997-01-31,407.1650810745237
1997-02-03,412.2283639753632
1997-02-04,411.13091123096484
1997-02-05,417.38071881701273
1997-02-06,423.0978275005138
1997-02-07,425.49926960342134
1997-02-10,430.72970250475635
1997-02-11,429.88346811328455
1997-02-12,428.8864768430744
1997-02-13,432.3645245338355
1997-02-14,430.49763542794784
1997-02-17,432.0326800753479
1997-02-18,434.9183915390784
1997-02-19,434.8599684846125
1997-02-20,434.44252067234197
1997-02-21,434.0432717417459
1997-02-24,438.96057712755766
1997-02-25,440.8267095603612
1997-02-26,438.7746675801217
1997-02-27,433.00937885567333
1997-02-28,428.61627642041003
1997-03-03,426.6867652777498
1997-03-04,427.4876722730361
1997-03-05,421.62571737544886
1997-03-06,423.76363454676175
1997-03-07,421.8326646854248
1997-03-10,426.91596937401175
1997-03-11,429.560324512403
1997-03-12,429.82037305483266
1997-03-13,432.40509695573985
1997-03-14,427.18009019533116
1997-03-17,429.9742149575526
1997-03-18,429.7570629965372
1997-03-19,429.5458246445413
1997-03-20,428.6047766964691
1997-03-21,427.7279407398373
1997-03-24,426.19693493757654
1997-03-25,425.7163087382642
1997-03-26,425.22840842644933
1997-03-27,424.7851983490548
1997-03-28,425.0345771025907
1997-03-31,425.79694359861736
1997-04-01,418.94149542778223
1997-04-02,418.7846882872579
1997-04-03,418.93425523792433
1997-04-04,420.71133593560234
1997-04-07,418.806486675562
1997-04-08,418.07636696294395
1997-04-09,417.0383680325549
1997-04-10,415.0556134067799
1997-04-11,412.4305396792185
1997-04-14,408.56162802663533
1997-04-15,410.065735060299
1997-04-16,408.44393684408453
1997-04-17,408.2314459373536
1997-04-18,409.6238390858672
1997-04-21,410.44292368067505
1997-04-22,410.1318842778443
1997-04-23,411.8655328978766
1997-04-24,410.0746503112722
1997-04-25,409.22952784269194
1997-04-28,409.2311166666418
1997-04-29,410.08395348544354
1997-04-30,410.0041375608933
1997-05-01,411.6109351890165
1997-05-02,411.3850162054267
1997-05-05,410.663404895148
1997-05-06,412.11766885264234
1997-05-07,412.06776578710577
1997-05-08,411.3999693789062
1997-05-09,411.7935427704194
1997-05-12,410.7718395621322
1997-05-13,410.2207271880816
1997-05-14,410.4367972661166
1997-05-15,411.75044256028656
1997-05-16,410.8244436743045
1997-05-19,409.31845335925243
1997-05-20,410.5597147127039
1997-05-21,410.5741637762214
1997-05-22,407.3739382756203
1997-05-23,407.7352674926747
1997-05-26,408.58315368413673
1997-05-27,408.18034864071694
1997-05-28,409.5132151241997
1997-05-29,409.9816088372305
1997-05-30,407.4491975184893
1997-06-02,413.05891216883913
1997-06-03,415.1307706987363
1997-06-04,417.44665945500924
1997-06-05,420.8779947556835
1997-06-06,422.8033340716404
1997-06-09,424.5695373796393
1997-06-10,424.0977907265283
1997-06-11,424.43638626255074
1997-06-12,422.74005792143015
1997-06-13,418.7966534477409
1997-06-16,420.7194664375696
1997-06-17,415.84268584922336
1997-06-18,418.85771384201297
1997-06-19,421.85576835079456
1997-06-20,425.1082167345733
1997-06-23,430.8828241105099
1997-06-24,430.04311295042874
1997-06-25,429.6145042405919
1997-06-26,431.74517979841585
1997-06-27,435.6642878482397
1997-06-30,436.1825092379468
1997-07-01,437.7413872651183
1997-07-02,437.322226881918
1997-07-03,439.63680955616877
1997-07-04,438.8611738305505
1997-07-07,437.3788301836201
1997-07-08,435.54952408025764
1997-07-09,436.27179433198336
1997-07-10,437.52354904349914
1997-07-11,436.86575181894915
1997-07-14,437.3704299556173
1997-07-15,437.1854244609938
1997-07-16,437.8000844802015
1997-07-17,438.20006521760206
1997-07-18,436.8610413326606
1997-07-21,433.3477595070906
1997-07-22,433.11316722391376
1997-07-23,435.38401775344056
1997-07-24,434.7916828509924
1997-07-25,434.7320920973699
1997-07-28,435.552970175543
1997-07-29,437.0108172561162
1997-07-30,436.6801100643332
1997-07-31,436.57568892761566
1997-08-01,433.45656248105774
1997-08-04,434.52219453809806
1997-08-05,436.4918403332153
1997-08-06,439.79555916328997
1997-08-07,441.30754961603145
1997-08-08,441.38412230681746
1997-08-11,438.7146296584485
1997-08-12,438.93724193746993
1997-08-13,438.3742802122184
1997-08-14,437.2373545092819
1997-08-15,434.203976414262
1997-08-18,428.4460757708408
1997-08-19,428.7835402258384
1997-08-20,427.0106766807676
1997-08-21,429.467331951007
1997-08-22,428.0800002076736
1997-08-25,428.06390227431046
1997-08-26,427.448776878113
1997-08-27,427.8876111136407
1997-08-28,429.05428618021415
1997-08-29,427.0456112698929
1997-09-01,423.10199018796044
1997-09-02,424.5607412158204
1997-09-03,430.05803960179065
1997-09-04,430.5591994797048
1997-09-05,434.5658022572876
1997-09-08,436.8822619700368
1997-09-09,435.47831813734086
1997-09-10,434.31582959236147
1997-09-11,429.797079697171
1997-09-12,431.41755177438034
1997-09-15,433.66265652049077
1997-09-16,433.13283214737237
1997-09-17,435.9149188421081
1997-09-18,435.7608911616193
1997-09-19,433.0279874199619
1997-09-22,430.7813699730442
1997-09-23,428.75435059435836
1997-09-24,431.7955854164542
1997-09-25,434.5429583442668
1997-09-26,435.1599717552548
1997-09-29,438.4425229849703
1997-09-30,439.4727962487307
1997-10-01,437.7214381155475
1997-10-02,443.21021583912733
1997-10-03,445.8747190488146
1997-10-06,448.4533889239913
1997-10-07,450.1756381935165
1997-10-08,452.85905678695696
1997-10-09,451.8195710505869
1997-10-10,451.6257982279134
1997-10-13,455.66053895012834
1997-10-14,459.56592379373154
1997-10-15,458.811899224833
1997-10-16,462.0239052636811
1997-10-17,460.51043705294177
1997-10-20,461.4847324640574
1997-10-21,465.50977059617423
1997-10-22,468.5670370648171
1997-10-23,456.5895285676971
1997-10-24,456.3908216300485
1997-10-27,424.73182936249896
1997-10-28,380.6700280087833
1997-10-29,402.85755197508917
1997-10-30,390.55649131482534
1997-10-31,405.4376638566716
1997-11-03,416.8075697354518
1997-11-04,418.41777383586924
1997-11-05,425.1446808826452
1997-11-06,423.13177108503476
1997-11-07,407.9097872540728
1997-11-10,411.0597435298312
1997-11-11,410.8631808718791
1997-11-12,399.5528729445773
1997-11-13,395.3337885788828
1997-11-14,389.60642100373065
1997-11-17,397.6605033256097
1997-11-18,399.62276058554505
1997-11-19,395.4052029294725
1997-11-20,399.2882833396422
1997-11-21,401.8382350329269
1997-11-24,393.2908344652616
1997-11-25,392.3932518076233
1997-11-26,393.56495896607333
1997-11-27,394.7264954050307
1997-11-28,391.13946258991973
1997-12-01,388.4217418908502
1997-12-02,391.8771189959906
1997-12-03,393.4067992201108
1997-12-04,399.5164173625063
1997-12-05,395.136478447857
1997-12-08,398.56434004913297
1997-12-09,397.90301411334354
1997-12-10,392.90380911781153
1997-12-11,380.8585788857939
1997-12-12,376.681266500552
1997-12-15,386.58322725264554
1997-12-16,386.94641345646886
1997-12-17,394.2156259472307
1997-12-18,393.2599180699006
1997-12-19,385.1089859455775
1997-12-22,386.612676101481
1997-12-23,388.44631807985115
1997-12-24,387.035542448769
1997-12-25,386.86441591364553
1997-12-26,387.7336975411489
1997-12-29,394.45540913217434
1997-12-30,400.32035597829827
1997-12-31,402.14266116603096
1998-01-01,402.14266116603096
1998-01-02,401.4350563526167
1998-01-05,405.0396101135594
1998-01-06,401.4638009345727
1998-01-07,400.60416896389864
1998-01-08,393.7650984912447
1998-01-09,386.8971787232862
1998-01-12,353.8360462450002
1998-01-13,365.2570959624891
1998-01-14,367.3713038290021
1998-01-15,362.65870076028745
1998-01-16,367.52957745379985
1998-01-19,374.8384157773099
1998-01-20,377.4936255834673
1998-01-21,378.49146134028297
1998-01-22,373.562172548724
1998-01-23,371.5802386382216
1998-01-26,370.99529898028277
1998-01-27,372.8438307528534
1998-01-28,376.9662379023661
1998-01-29,380.46918559551193
1998-01-30,382.4043846841019
1998-02-02,388.9782453943173
1998-02-03,382.8079837075013
1998-02-04,375.2835119048909
1998-02-05,382.489706475517
1998-02-06,383.6021045813245
1998-02-09,382.5680795591759
1998-02-10,380.62140328562424
1998-02-11,383.1479447894155
1998-02-12,380.50902270727016
1998-02-13,379.4345742930599
1998-02-16,380.5987390522405
1998-02-17,385.8838014710646
1998-02-18,386.3386413780866
1998-02-19,384.16182810161695
1998-02-20,384.47658202521103
1998-02-23,393.02534992800776
1998-02-24,390.3253434222678
1998-02-25,396.26323867155565
1998-02-26,402.75420843445124
1998-02-27,404.4752567979164
1998-03-02,411.9100384046691
1998-03-03,408.6036902293819
1998-03-04,405.74548790872313
1998-03-05,396.08878089462
1998-03-06,400.01324486737286
1998-03-09,404.6643021294532
1998-03-10,408.5470029009068
1998-03-11,409.51572292684517
1998-03-12,408.53759346905565
1998-03-13,408.2745139526185
1998-03-16,411.18176834494534
1998-03-17,410.6768335332394
1998-03-18,403.6410777496517
1998-03-19,404.7957987325505
1998-03-20,404.4955989163067
1998-03-23,406.4946605730784
1998-03-24,407.9585842036767
1998-03-25,411.9999063404262
1998-03-26,414.5924402824831
1998-03-27,417.9815288776014
1998-03-30,414.6484365667875
1998-03-31,415.0981562353269
1998-04-01,420.8199532695862
1998-04-02,424.7171433335015
1998-04-03,425.73708280717494
1998-04-06,429.4079019584117
1998-04-07,429.9486778657302
1998-04-08,428.1264893770013
1998-04-09,427.71647565241517
1998-04-10,428.6699469003059
1998-04-13,431.587424039451
1998-04-14,436.08394094609093
1998-04-15,443.3995446786028
1998-04-16,443.85567254547885
1998-04-17,442.52888333008514
1998-04-20,448.81527134254844
1998-04-21,449.7355443286287
1998-04-22,452.6227516610649
1998-04-23,450.6633600792406
1998-04-24,445.9401706302369
1998-04-27,441.6426578777721
1998-04-28,436.37806482832343
1998-04-29,439.10752925760056
1998-04-30,444.4563903770028
1998-05-01,445.6597627616993
1998-05-04,448.0864502025011
1998-05-05,443.3813285516966
1998-05-06,441.26459890551223
1998-05-07,436.76898940491526
1998-05-08,438.79272722356484
1998-05-11,442.9572438058166
1998-05-12,432.91666323541756
1998-05-13,433.3181572354512
1998-05-14,430.1007662747181
1998-05-15,430.07602185810094
1998-05-18,420.14142953161576
1998-05-19,422.74864306092644
1998-05-20,423.0747343103838
1998-05-21,427.53128186027214
1998-05-22,423.1387484547372
1998-05-25,410.88095839892384
1998-05-26,405.92391285246526
1998-05-27,384.2658155043085
1998-05-28,386.5426946862554
1998-05-29,391.70673418838066
1998-06-01,379.4110256257594
1998-06-02,391.78833465767343
1998-06-03,400.5188230657858
1998-06-04,402.4311320437393
1998-06-05,402.24072869737466
1998-06-08,401.34673458443723
1998-06-09,394.0865456583327
1998-06-10,381.04424448232993
1998-06-11,375.30878346143896
1998-06-12,367.80859344917394
