Date,EM ASIA IMI GROWTH
1994-05-31,981.9874385461956
1994-06-30,952.935478302354
1994-07-29,994.823813827544
1994-08-31,1102.6908727569569
1994-09-30,1098.940224148398
1994-10-31,1109.4520305951141
1994-11-30,1024.0107415463578
1994-12-30,984.7018765217908
1995-01-31,880.0994336445732
1995-02-28,935.5543722528876
1995-03-31,925.5691041309775
1995-04-28,910.9352650117524
1995-05-31,1011.030144821197
1995-06-30,1000.9401573384483
1995-07-31,1025.109131963896
1995-08-31,972.9699147147189
1995-09-29,958.2352825491436
1995-10-31,929.6693510196676
1995-11-30,879.9059763398941
1995-12-29,933.3905856503646
1996-01-31,987.393753817603
1996-02-29,1003.455146317288
1996-03-29,1015.1088536068548
1996-04-30,1073.85280999687
1996-05-31,1066.881820645921
1996-06-28,1051.767077119208
1996-07-31,947.050445035572
1996-08-30,974.4465511967932
1996-09-30,976.7595824314993
1996-10-31,936.2083800255477
1996-11-29,951.2569234682418
1996-12-31,943.2422385786874
1997-01-01,943.4798877525681
1997-01-02,944.206215881642
1997-01-03,947.9809073268982
1997-01-06,949.6982520298299
1997-01-07,953.0610497624128
1997-01-08,962.4195667960564
1997-01-09,965.8218709023439
1997-01-10,973.2789031636984
1997-01-13,972.2337232754757
1997-01-14,968.9040164851476
1997-01-15,978.369834636432
1997-01-16,979.495170356425
1997-01-17,980.9564358194101
1997-01-20,989.070645632308
1997-01-21,983.1979728647942
1997-01-22,985.7954437183562
1997-01-23,988.2221912960562
1997-01-24,992.1183884270376
1997-01-27,991.323235459384
1997-01-28,989.011377094537
1997-01-29,983.9801700754351
1997-01-30,986.6668159576982
1997-01-31,983.9987452389868
1997-02-03,980.4936038187797
1997-02-04,980.5653387701832
1997-02-05,981.9260110062227
1997-02-06,984.3378381520906
1997-02-07,983.9820929223091
1997-02-10,985.026824292622
1997-02-11,987.1191701655654
1997-02-12,988.0285775011258
1997-02-13,990.8694612119789
1997-02-14,990.0185145382187
1997-02-17,995.4237260391621
1997-02-18,989.1096794451897
1997-02-19,1000.46720102697
1997-02-20,1004.9701352749013
1997-02-21,1003.978838385059
1997-02-24,1000.2256494078975
1997-02-25,1004.4077576709989
1997-02-26,1000.4002631230297
1997-02-27,998.3706759376525
1997-02-28,1006.2893938269859
1997-03-03,1008.3258178126198
1997-03-04,1005.904091373046
1997-03-05,1005.1846463517867
1997-03-06,1002.1109871740468
1997-03-07,1006.2288208228241
1997-03-10,1002.2816750787032
1997-03-11,1004.6245663664606
1997-03-12,1005.5563553897197
1997-03-13,1000.8303132231198
1997-03-14,991.0532916144396
1997-03-17,995.5475313260584
1997-03-18,993.6415123467485
1997-03-19,990.4523163113347
1997-03-20,991.5273613850999
1997-03-21,977.8987156333843
1997-03-24,967.7955685656425
1997-03-25,971.2467563752846
1997-03-26,978.5067460075551
1997-03-27,979.5536752319106
1997-03-28,978.8682535651226
1997-03-31,965.8329335722366
1997-04-01,962.2600610837676
1997-04-02,965.7988775758132
1997-04-03,958.5821886174689
1997-04-04,953.5035358789171
1997-04-07,950.9241743615539
1997-04-08,955.0476653387964
1997-04-09,963.012923768006
1997-04-10,954.849895925239
1997-04-11,951.8899119036445
1997-04-14,938.4073501000843
1997-04-15,930.4899902732683
1997-04-16,934.3746468646177
1997-04-17,934.9210182075309
1997-04-18,931.2015786428269
1997-04-21,940.6724134895982
1997-04-22,935.8838853294951
1997-04-23,942.7997945203048
1997-04-24,940.5595727261617
1997-04-25,936.838174829597
1997-04-28,930.0315692159387
1997-04-29,917.1086608849188
1997-04-30,919.8152630639346
1997-05-01,919.1237024614762
1997-05-02,911.7358459344417
1997-05-05,915.185316541448
1997-05-06,915.9957078552015
1997-05-07,918.5721396671013
1997-05-08,914.6885852562801
1997-05-09,913.7202533727377
1997-05-12,899.5393850831994
1997-05-13,895.9788756701154
1997-05-14,894.8592821115703
1997-05-15,881.3781701429274
1997-05-16,885.043680022986
1997-05-19,889.1436199839246
1997-05-20,890.4710343706118
1997-05-21,893.5690631671979
1997-05-22,895.6624596542439
1997-05-23,899.932157314299
1997-05-26,901.571274009179
1997-05-27,900.6626712683976
1997-05-28,904.2804730778136
1997-05-29,911.8644491481823
1997-05-30,918.6204024134244
1997-06-02,930.635370599043
1997-06-03,933.9707699212789
1997-06-04,933.2724893726332
1997-06-05,930.7737829298427
1997-06-06,934.0634797663869
1997-06-09,934.3998471839004
1997-06-10,931.6253586144267
1997-06-11,931.1180685846386
1997-06-12,932.2664728533443
1997-06-13,930.6072653049781
1997-06-16,939.9875792040593
1997-06-17,942.8446972426642
1997-06-18,946.4024380303105
1997-06-19,942.4997910378139
1997-06-20,949.1018135386544
1997-06-23,948.4975423791352
1997-06-24,946.0556932129548
1997-06-25,945.6824045234982
1997-06-26,944.6896636722659
1997-06-27,953.0676616563312
1997-06-30,959.8201396686621
1997-07-01,961.2650533490237
1997-07-02,961.4183422113342
1997-07-03,962.4936429784814
1997-07-04,970.8900650422876
1997-07-07,969.9234534496909
1997-07-08,967.9698455034421
1997-07-09,967.3591654886781
1997-07-10,959.6539953940012
1997-07-11,949.3873951284552
1997-07-14,945.1447712264102
1997-07-15,946.8826526383186
1997-07-16,944.2799305610877
1997-07-17,943.511718589623
1997-07-18,945.1407598165264
1997-07-21,941.4245859281754
1997-07-22,932.3793784333973
1997-07-23,930.3690519917496
1997-07-24,939.8533723961262
1997-07-25,948.146904100144
1997-07-28,955.3712498465507
1997-07-29,957.3655304360286
