Date,BRIC IMI GROWTH
1994-05-31,271.61176200562045
1994-06-30,281.70100046387415
1994-07-29,314.73973283504887
1994-08-31,383.28161092337086
1994-09-30,396.15194787868
1994-10-31,377.54104996672237
1994-11-30,376.2105074492441
1994-12-30,349.467547742838
1995-01-31,330.14266861470503
1995-02-28,293.6941441378394
1995-03-31,258.1957502660805
1995-04-28,269.12545946032634
1995-05-31,272.9042116607903
1995-06-30,259.633584766252
1995-07-31,266.9823355033989
1995-08-31,273.4209957606375
1995-09-29,271.8812915992046
1995-10-31,251.28954270194237
1995-11-30,237.72424424074808
1995-12-29,241.188585251858
1996-01-31,258.16854938157803
1996-02-29,265.2325120758288
1996-03-29,266.3713180964557
1996-04-30,282.39308114321733
1996-05-31,298.06040371711373
1996-06-28,310.1136295707253
1996-07-31,298.1133783260048
1996-08-30,301.89137000178397
1996-09-30,299.32189116283547
1996-10-31,301.13814518065954
1996-11-29,299.19261176289683
1996-12-31,318.4138587483376
1997-01-01,318.38106919156127
1997-01-02,319.90936387862763
1997-01-03,321.1211430984219
1997-01-06,322.83396777867324
1997-01-07,328.18496794013345
1997-01-08,332.7729497816929
1997-01-09,336.0078217831204
1997-01-10,339.669521336901
1997-01-13,338.9174813074984
1997-01-14,345.4029292903447
1997-01-15,349.787377343124
1997-01-16,345.8199831123993
1997-01-17,347.91130236828155
1997-01-20,348.15533633253716
1997-01-21,350.6960550867125
1997-01-22,349.87886806880454
1997-01-23,351.3791073355577
1997-01-24,348.16894703525776
1997-01-27,350.0421596212449
1997-01-28,351.9812555052528
1997-01-29,347.9260890297428
1997-01-30,348.1840376504489
1997-01-31,350.89415181787246
1997-02-03,355.97471478168325
1997-02-04,358.9161101653891
1997-02-05,361.8665501679085
1997-02-06,362.40027536977436
1997-02-07,367.1111570006323
1997-02-10,367.500902765534
1997-02-11,368.6993677272698
1997-02-12,381.40767809275974
1997-02-13,382.2814427508698
1997-02-14,381.7257091863028
1997-02-17,384.7886380335348
1997-02-18,385.3455503846603
1997-02-19,383.38603168215013
1997-02-20,379.8998745602463
1997-02-21,377.4072400795985
1997-02-24,379.0439459858112
1997-02-25,384.3158457232635
1997-02-26,381.3081221225778
1997-02-27,376.86431862451076
1997-02-28,381.10348889223565
1997-03-03,388.7128259146015
1997-03-04,391.66342716886174
1997-03-05,392.4691950943163
1997-03-06,393.6166089356181
1997-03-07,395.17664031399664
1997-03-10,399.6543419628903
1997-03-11,400.3304604144354
1997-03-12,396.68833308448365
1997-03-13,394.224511568581
1997-03-14,396.98070411027027
1997-03-17,393.30715034147056
1997-03-18,389.4095900885333
1997-03-19,383.87831322365594
1997-03-20,388.98428577584315
1997-03-21,388.78663555309276
1997-03-24,389.6750296934401
1997-03-25,392.3831418318557
1997-03-26,389.6237463974653
1997-03-27,389.278885097033
1997-03-28,387.9484788571319
1997-03-31,374.61585344481193
1997-04-01,376.9396991125572
1997-04-02,380.8427557942069
1997-04-03,385.29465704933773
1997-04-04,394.7498971161159
1997-04-07,398.7225096501276
1997-04-08,395.4765236239723
1997-04-09,399.9529951808729
1997-04-10,397.23637306878356
1997-04-11,393.5321295020331
1997-04-14,389.602176629628
1997-04-15,392.60942903512887
1997-04-16,393.78426653962197
1997-04-17,391.7079787374715
1997-04-18,392.422614997892
1997-04-21,394.53753484669943
1997-04-22,395.30989671297465
1997-04-23,399.09275816783105
1997-04-24,401.31481487322105
1997-04-25,401.6298332154153
1997-04-28,401.3557418716978
1997-04-29,402.57229359524206
1997-04-30,405.6360524668337
1997-05-01,405.6235015095425
1997-05-02,407.4931328965964
1997-05-05,404.3141567838943
1997-05-06,408.29057092355106
1997-05-07,405.53957619390707
1997-05-08,410.18394500122014
1997-05-09,411.7581300887597
1997-05-12,414.4741934177891
1997-05-13,413.2368286067425
1997-05-14,406.19322328114015
1997-05-15,408.39730066655017
1997-05-16,409.3397824828427
1997-05-19,411.9871729492257
1997-05-20,414.302638963693
1997-05-21,415.6973236824623
1997-05-22,416.0571565295934
1997-05-23,416.6242778668591
1997-05-26,420.82328097059315
1997-05-27,423.95491043240264
1997-05-28,426.7541056127338
1997-05-29,427.65693296442294
1997-05-30,429.878426146972
1997-06-02,434.8216752311553
1997-06-03,433.807404307946
1997-06-04,434.2677158620431
1997-06-05,439.1974340967721
1997-06-06,444.5911733965879
1997-06-09,446.6894212647872
1997-06-10,448.6946962527798
1997-06-11,450.9422011469734
1997-06-12,464.41939343722856
1997-06-13,464.52819240622466
1997-06-16,467.0535912756505
1997-06-17,471.572174978563
1997-06-18,469.93117492401655
1997-06-19,467.73002370801123
1997-06-20,465.9106996908454
1997-06-23,468.4811235577845
1997-06-24,479.80647154421206
1997-06-25,487.45687881828763
1997-06-26,483.6136330045807
1997-06-27,480.154107449865
1997-06-30,478.37336979720817
1997-07-01,487.28852172086766
1997-07-02,495.1087814208314
1997-07-03,492.8824768661307
1997-07-04,497.2260627968553
1997-07-07,497.81428144601097
1997-07-08,500.2462952306698
1997-07-09,502.43742025011744
1997-07-10,502.12240517333373
1997-07-11,492.5229009937465
1997-07-14,480.4091374417876
1997-07-15,449.7849894094795
1997-07-16,473.08660498233536
1997-07-17,459.2588362126169
1997-07-18,444.7195381008337
1997-07-21,447.340386028737
1997-07-22,468.1874132641475
1997-07-23,474.1119871274882
1997-07-24,477.71547387164037
1997-07-25,478.2585311067499
1997-07-28,489.06289149094215
1997-07-29,492.05097940669435
1997-07-30,491.34461679589367
1997-07-31,493.0479707206113
1997-08-01,480.6798087817961
1997-08-04,477.06001386567726
1997-08-05,480.65247229457566
1997-08-06,491.9601315837231
1997-08-07,486.02681758181006
1997-08-08,480.8301022301877
1997-08-11,478.7864185854048
1997-08-12,476.8719538276727
1997-08-13,477.4353648302618
1997-08-14,476.228424759154
1997-08-15,464.449742013618
1997-08-18,459.07055814647447
1997-08-19,449.6712530635986
1997-08-20,442.528062071169
1997-08-21,444.4284453646724
1997-08-22,439.5203618961757
1997-08-25,444.0831308845838
1997-08-26,450.2676983343659
1997-08-27,452.0952322250635
1997-08-28,439.79883065427737
1997-08-29,419.0167944909731
1997-09-01,405.5040326976983
1997-09-02,423.1120522093971
1997-09-03,426.7325962534995
1997-09-04,435.3499314919678
1997-09-05,445.50801571757563
1997-09-08,443.5139533082447
1997-09-09,443.49483834412354
1997-09-10,435.537969709191
1997-09-11,428.8177854287288
1997-09-12,435.21958494410444
1997-09-15,426.65310543480746
1997-09-16,430.5628997907243
1997-09-17,437.3561303451471
1997-09-18,441.839368629218
1997-09-19,440.80380173522224
1997-09-22,438.04369274305276
1997-09-23,435.2016647154737
1997-09-24,433.4021028296665
1997-09-25,434.4031888778462
1997-09-26,439.1413461092793
1997-09-29,441.9674783485127
1997-09-30,447.6562620020577
1997-10-01,455.8452490766008
1997-10-02,462.5762006854217
1997-10-03,463.6403476100059
1997-10-06,465.67076404275184
1997-10-07,460.44816596021934
1997-10-08,458.26342882815817
1997-10-09,464.257274164963
1997-10-10,463.61756534399365
1997-10-13,461.21477845386613
1997-10-14,463.384509679344
1997-10-15,461.5824815517842
1997-10-16,458.4562599416984
1997-10-17,458.7800677089931
1997-10-20,464.3623103348912
1997-10-21,469.2603098057229
1997-10-22,467.1955313644585
1997-10-23,442.58909017351476
1997-10-24,434.8276264008772
1997-10-27,396.9936300726589
1997-10-28,400.77283584841405
1997-10-29,390.12769649207985
1997-10-30,364.34682348449394
1997-10-31,365.13266466535856
1997-11-03,380.4152296532952
1997-11-04,386.7117752864638
1997-11-05,380.97027852224704
1997-11-06,369.3293326940171
1997-11-07,351.6445213263706
1997-11-10,352.9060958117943
1997-11-11,347.26721180769704
1997-11-12,319.81291788706596
1997-11-13,318.1110029376245
1997-11-14,328.6548050049996
1997-11-17,338.74091903899426
1997-11-18,335.9494607249417
1997-11-19,341.01324392403626
1997-11-20,343.53763682537124
1997-11-21,351.4483557888246
1997-11-24,341.56464331619344
1997-11-25,343.0270454636185
1997-11-26,349.5209319089236
1997-11-27,359.8705922310987
1997-11-28,355.5141846588748
1997-12-01,356.2519176821273
1997-12-02,362.7649085249222
1997-12-03,364.4031948932328
1997-12-04,368.3314529386183
1997-12-05,371.4953086346151
1997-12-08,374.8063688782604
1997-12-09,366.6205888728974
1997-12-10,354.5677689718795
1997-12-11,342.7791820306539
1997-12-12,343.26418853754933
1997-12-15,352.6546668465767
1997-12-16,357.5548152079474
1997-12-17,359.8798537153992
1997-12-18,353.3036247158128
1997-12-19,342.82615821144765
1997-12-22,352.83963793771665
1997-12-23,356.1853790773195
1997-12-24,356.1974312768143
1997-12-25,356.2113900107387
1997-12-26,363.26060694331755
1997-12-29,370.0554360128242
1997-12-30,371.5460357926124
1997-12-31,372.97726646202904
1998-01-01,373.0270214376331
1998-01-02,380.339195880073
1998-01-05,383.0794954472387
1998-01-06,372.37433218912196
1998-01-07,364.18182120080166
1998-01-08,355.07187776384785
1998-01-09,342.2343439143607
1998-01-12,331.93899351025
1998-01-13,338.58416973279185
1998-01-14,337.5007914021061
1998-01-15,328.6897015541167
1998-01-16,336.0061877958576
1998-01-19,345.5713012799656
1998-01-20,341.77027919400444
1998-01-21,337.3517738687786
1998-01-22,337.6068460680059
1998-01-23,331.38678424547146
1998-01-26,330.18063066254285
1998-01-27,331.0543572705371
1998-01-28,327.92994290584704
1998-01-29,327.6082076600802
1998-01-30,327.8414978766961
1998-02-02,338.45553992261404
1998-02-03,337.6217858598775
1998-02-04,334.0720454478024
1998-02-05,337.9407101346767
1998-02-06,338.8085560799531
1998-02-09,342.3002607438807
1998-02-10,341.64990695733763
1998-02-11,345.53177287368334
1998-02-12,342.2946534734773
1998-02-13,343.4261665826628
1998-02-16,342.62212102827124
1998-02-17,345.4287064084989
1998-02-18,343.3698485173899
1998-02-19,342.62343355890556
1998-02-20,344.605243153184
1998-02-23,345.67870513034256
1998-02-24,345.7893301576234
1998-02-25,351.38847819344824
1998-02-26,354.00239367040916
1998-02-27,355.97756946075305
1998-03-02,365.1134449169796
1998-03-03,363.0114329651851
1998-03-04,365.92966093637415
1998-03-05,363.54796086932964
1998-03-06,369.43987175033084
1998-03-09,372.6710595937464
1998-03-10,373.2801004843157
1998-03-11,373.9113216960022
1998-03-12,373.42708739008077
1998-03-13,375.8654214045397
1998-03-16,376.50099504255644
1998-03-17,378.674949323679
