Date,EM EASTERN EUROPE ex RUSSIA IMI GROWTH
2007-05-31,1000.0
2007-06-01,1013.9824043388819
2007-06-04,1008.7418644671661
2007-06-05,1006.5404710487095
2007-06-06,980.0641493538361
2007-06-07,975.5665934658779
2007-06-08,953.367135420277
2007-06-11,963.9448919831614
2007-06-12,957.8709142164529
2007-06-13,968.4369109593677
2007-06-14,978.3374973120626
2007-06-15,993.8634540398006
2007-06-18,992.0986271762973
2007-06-19,993.7176319499115
2007-06-20,998.0175123024261
2007-06-21,1000.4670603049022
2007-06-22,1013.7911890824843
2007-06-25,1013.143429724411
2007-06-26,1025.6543419873908
2007-06-27,1007.4026365384565
2007-06-28,1030.5444929903108
2007-06-29,1037.585533636311
2007-07-02,1046.4535228342495
2007-07-03,1054.554264965717
2007-07-04,1062.2193672210137
2007-07-05,1053.508634944031
2007-07-06,1066.2605568364384
2007-07-09,1063.1885103697623
2007-07-10,1050.9026529779894
2007-07-11,1051.6107778425278
2007-07-12,1062.9206767633564
2007-07-13,1064.6003179131476
2007-07-16,1061.6228245251684
2007-07-17,1058.8816516915574
2007-07-18,1063.5350494933855
2007-07-19,1076.207854192571
2007-07-20,1066.5086483417358
2007-07-23,1083.1263823180211
2007-07-24,1068.6417284377462
2007-07-25,1046.909203423907
2007-07-26,1022.2868770154333
2007-07-27,1000.3968929144518
2007-07-30,1002.7994609438078
2007-07-31,1025.9525167947297
2007-08-01,999.3859999668393
2007-08-02,1006.2576499852292
2007-08-03,1001.0861787088783
2007-08-06,985.2439180796423
2007-08-07,997.1712968857603
2007-08-08,1013.8452959108863
2007-08-09,989.363805851151
2007-08-10,954.7003587465509
2007-08-13,976.6176616436022
2007-08-14,951.7560648749
2007-08-15,930.5743058990766
2007-08-16,858.4244222781826
2007-08-17,880.0992944210406
2007-08-20,879.0543203118149
2007-08-21,869.4779795308721
2007-08-22,907.4214465535616
2007-08-23,923.8444672651887
2007-08-24,935.794835367577
2007-08-27,939.1672290714671
2007-08-28,930.619624797648
2007-08-29,932.1671982259076
2007-08-30,931.7271868722229
2007-08-31,953.0035379258335
2007-09-03,952.2179006323498
2007-09-04,955.8602536139321
2007-09-05,948.6924767610789
2007-09-06,945.1220567635556
2007-09-07,939.5152797915855
2007-09-10,924.9157439901734
2007-09-11,950.106428292269
2007-09-12,966.0847344114193
2007-09-13,978.272947527012
2007-09-14,971.3323396900078
2007-09-17,967.189374892914
2007-09-18,973.1957665921714
2007-09-19,1010.3521851929717
2007-09-20,1021.2054324857909
2007-09-21,1019.2298644802753
2007-09-24,1009.9229176647032
2007-09-25,1005.6361489409888
2007-09-26,1014.4264630358406
2007-09-27,1023.236656494743
2007-09-28,1025.8741921807978
2007-10-01,1030.5650159495844
2007-10-02,1030.9854390642695
2007-10-03,1029.464028695892
2007-10-04,1028.7714617933898
2007-10-05,1041.558791127527
2007-10-08,1043.8330148116493
2007-10-09,1054.9287297325498
2007-10-10,1063.207669738479
2007-10-11,1087.0884724939542
2007-10-12,1075.7876666937525
2007-10-15,1084.2266985444987
2007-10-16,1059.6355120265368
2007-10-17,1071.8726361890645
2007-10-18,1069.4059114839724
2007-10-19,1073.1702666305307
2007-10-22,1061.398411198649
2007-10-23,1083.7305750217804
