Date,FM LATIN AMERICA & CARIBBEAN INDEX IMI
2010-11-30,1000.0
2010-12-01,1025.2526018991514
2010-12-02,1035.3055034704857
2010-12-03,1030.1358872865248
2010-12-06,1043.4150331872559
2010-12-07,1035.4758623766525
2010-12-08,1033.2976519184567
2010-12-09,1038.6306897788302
2010-12-10,1055.5280586907845
2010-12-13,1054.52236167221
2010-12-14,1048.2655194464132
2010-12-15,1024.4935556814767
2010-12-16,1024.092521913714
2010-12-17,1023.7232998277973
2010-12-20,1028.8531037397534
2010-12-21,1034.7172190962906
2010-12-22,1039.0850621816273
2010-12-23,1033.5203522407642
2010-12-24,1032.1835911507274
2010-12-27,1026.5216687949
2010-12-28,1023.0002406678342
2010-12-29,1029.8911666400895
2010-12-30,1037.003629580635
2010-12-31,1045.2642835223178
2011-01-03,1066.1637727277257
2011-01-04,1062.5895442785934
2011-01-05,1051.0939096946577
2011-01-06,1054.326282988932
2011-01-07,1052.9481192195913
2011-01-10,1047.7699342170743
2011-01-11,1049.0738371574926
2011-01-12,1056.525605135569
2011-01-13,1045.5118294246738
2011-01-14,1038.651844669228
2011-01-17,1038.589552981151
2011-01-18,1058.9948912007178
2011-01-19,1080.0729644254789
2011-01-20,1074.5580147330975
2011-01-21,1070.219211039557
2011-01-24,1065.9955075519144
2011-01-25,1058.9559433144584
2011-01-26,1071.5234866377593
2011-01-27,1063.728818747713
2011-01-28,1036.3349569982415
2011-01-31,1045.7274482075554
2011-02-01,1049.3269223308332
2011-02-02,1046.227159652894
2011-02-03,1044.8079942942352
2011-02-04,1029.0041056709683
2011-02-07,1020.6261621157685
2011-02-08,1028.2116380268055
2011-02-09,1014.9488504204197
2011-02-10,991.4511119867648
2011-02-11,999.0306208847791
2011-02-14,1011.7919264902306
2011-02-15,1000.5126187979633
2011-02-16,1004.7061180818694
2011-02-17,1000.5194608546606
2011-02-18,1004.1190385049655
2011-02-21,1005.1649184861506
2011-02-22,990.9092414725401
2011-02-23,959.7204789173294
2011-02-24,954.515957230048
2011-02-25,973.0866915144319
2011-02-28,976.6821277377368
2011-03-01,965.9974026316436
2011-03-02,954.5453374621275
2011-03-03,975.8823849809362
2011-03-04,976.54095628675
2011-03-07,972.3040054168727
2011-03-08,978.4872683162179
2011-03-09,974.2258167371155
2011-03-10,956.1770677034173
2011-03-11,954.1655858496568
2011-03-14,945.6702365081313
2011-03-15,932.9844053210135
2011-03-16,917.0696840486835
2011-03-17,931.3585233612107
2011-03-18,937.388175923284
2011-03-21,948.5984751542109
2011-03-22,944.3426718299772
2011-03-23,941.3261994635864
2011-03-24,950.9873985326899
2011-03-25,946.2160849395676
2011-03-28,950.4899752235865
2011-03-29,949.2970265112028
2011-03-30,960.811220472915
2011-03-31,953.631526338636
2011-04-01,975.7050308746425
2011-04-04,996.1930547951061
2011-04-05,1002.2194654333009
2011-04-06,1000.951066521888
2011-04-07,988.2973006457001
2011-04-08,990.5718717723394
2011-04-11,980.46346165652
2011-04-12,970.9822524904434
2011-04-13,968.8161657907169
2011-04-14,956.0699218645034
2011-04-15,954.0867291359552
2011-04-18,933.8494460127403
2011-04-19,936.3856609507303
2011-04-20,946.0796552859624
2011-04-21,950.5123157985046
2011-04-22,950.5123157985046
2011-04-25,948.2578487037198
2011-04-26,940.261608859329
2011-04-27,936.1171636431002
2011-04-28,929.732414541131
2011-04-29,938.5565362448776
2011-05-02,935.1911572735116
2011-05-03,931.7224939444986
2011-05-04,926.9387268120563
2011-05-05,922.1292769221684
2011-05-06,925.0888551139461
2011-05-09,948.8940129381508
2011-05-10,981.0578205928967
2011-05-11,961.1603060986333
2011-05-12,957.9131254063581
2011-05-13,946.5549070013606
2011-05-16,940.5021452768979
2011-05-17,945.7357987306115
2011-05-18,961.117564331449
2011-05-19,958.6125909029653
2011-05-20,953.2508197508613
2011-05-23,939.7195287725939
2011-05-24,938.6826243269251
2011-05-25,942.1869251122586
2011-05-26,948.2091539371247
2011-05-27,953.342219064772
2011-05-30,953.342219064772
2011-05-31,955.1271968093042
2011-06-01,922.5893330807088
2011-06-02,922.3325288615815
2011-06-03,924.1545818184761
2011-06-06,915.8338152429451
2011-06-07,914.9039857673225
2011-06-08,901.4729282694407
2011-06-09,917.4242105329168
2011-06-10,910.7856057498509
2011-06-13,916.8519952283776
2011-06-14,933.9623773835733
2011-06-15,929.3460699093962
2011-06-16,918.0199909135023
2011-06-17,941.8543092559694
2011-06-20,947.4146575183719
