Date,EM GCC COUNTRIES VALUE
2014-06-02,976.3179146986015
2014-06-03,954.2209412932683
2014-06-04,935.002453070848
2014-06-05,945.8771212968195
2014-06-06,944.2012855083624
2014-06-09,924.4924153526479
2014-06-10,929.3011078522214
2014-06-11,922.6572770631533
2014-06-12,927.0283524618728
2014-06-13,928.5987820305542
2014-06-16,888.8646648536633
2014-06-17,866.7595509730165
2014-06-18,876.3603125323896
2014-06-19,876.7259490101761
2014-06-20,880.3748029101488
2014-06-23,875.6714104531579
2014-06-24,856.9807383067105
2014-06-25,851.3949252644175
2014-06-26,851.9419494596715
2014-06-27,848.7509881200042
2014-06-30,821.4468481960363
2014-07-01,846.3521646244438
2014-07-02,882.5097964165351
2014-07-03,874.9374648363005
2014-07-04,876.2947393210021
2014-07-07,888.2016627812321
2014-07-08,887.7927283628195
2014-07-09,895.8693405115501
2014-07-10,911.7366339978918
2014-07-11,911.8707227741253
2014-07-14,911.2168134146126
2014-07-15,921.1510708197808
2014-07-16,932.5670308763423
2014-07-17,940.4299493746144
2014-07-18,941.0216555495048
2014-07-21,919.6213447581894
2014-07-22,926.8454494870249
2014-07-23,920.297109494852
2014-07-24,909.4163142626577
2014-07-25,911.8535201968092
2014-07-28,916.0536892278258
2014-07-29,918.0164749045343
2014-07-30,920.2465855622611
2014-07-31,932.5726464606958
2014-08-01,929.1698569993381
2014-08-04,924.6037565350598
2014-08-05,934.0365042633388
2014-08-06,924.3593381291224
2014-08-07,924.82933798338
2014-08-08,920.4859596768497
2014-08-11,932.5543511538427
2014-08-12,938.8925370202824
2014-08-13,945.3312609603306
2014-08-14,951.1311918480973
2014-08-15,950.9360157355096
2014-08-18,951.9705304524019
2014-08-19,956.7826326115135
2014-08-20,960.0280541445184
2014-08-21,962.8790534337793
2014-08-22,966.7439391349757
2014-08-25,965.2417110146698
2014-08-26,974.4937566130051
2014-08-27,975.79031426924
2014-08-28,941.8384688433847
2014-08-29,942.1052504993781
2014-09-01,978.0374363361111
2014-09-02,980.8045449079291
2014-09-03,993.2652312580047
2014-09-04,1007.7415908933339
2014-09-05,1008.3637256100948
2014-09-08,1013.9261150592076
2014-09-09,1010.73778811539
2014-09-10,1005.1724145754376
2014-09-11,1012.9600388898345
2014-09-12,1013.1949190967189
2014-09-15,1017.5491080696733
2014-09-16,1017.2025546013326
2014-09-17,1018.3307391761383
2014-09-18,1048.8322844601387
2014-09-19,1055.4893329538502
2014-09-22,1038.6880862949865
2014-09-23,1031.3417542199295
2014-09-24,1035.202933787103
2014-09-25,1037.9077862310828
2014-09-26,1042.124336655076
2014-09-29,1034.4584386602514
2014-09-30,1029.0927607301212
2014-10-01,1036.1287072700345
2014-10-02,1027.664367747722
2014-10-03,1039.3210058608827
2014-10-06,1034.5536944726941
2014-10-07,1035.6604887697872
2014-10-08,1024.7106291033444
2014-10-09,1024.4209024914712
2014-10-10,1031.4459869040136
2014-10-13,997.3543772001
2014-10-14,994.4449172142315
2014-10-15,973.6930247504932
2014-10-16,948.8656537951053
2014-10-17,949.8254199844686
2014-10-20,948.9622716997326
2014-10-21,964.3597591915546
2014-10-22,980.0588667146242
2014-10-23,992.878732198305
2014-10-24,991.3382562071355
2014-10-27,992.1789069879094
2014-10-28,986.891518763273
2014-10-29,998.7990461478124
2014-10-30,980.4216774478008
2014-10-31,987.6339760519377
2014-11-03,1015.3833772608269
2014-11-04,1009.830308308107
2014-11-05,989.4137107530502
2014-11-06,992.1043048457057
2014-11-07,993.9024639289205
2014-11-10,1016.9596204278431
2014-11-11,1017.056662582256
2014-11-12,1011.0473982614727
2014-11-13,1020.1462227373552
2014-11-14,1019.7237785896206
2014-11-17,1021.888390286776
2014-11-18,1023.9177898739115
2014-11-19,1024.665140313688
2014-11-20,1024.83316237794
2014-11-21,1035.359725513619
2014-11-24,1041.3618978214067
2014-11-25,1006.5925358453258
2014-11-26,1000.8581939085874
2014-11-27,1003.4277461043785
2014-11-28,1004.6090376414797
2014-12-01,976.1925431431363
2014-12-02,979.9021138637037
2014-12-03,983.7004489393149
2014-12-04,971.3731436752539
2014-12-05,982.4036761457547
2014-12-08,976.3437119672453
2014-12-09,941.8746451027052
2014-12-10,948.6044358784079
2014-12-11,892.8240738229323
2014-12-12,887.1283978584864
2014-12-15,858.7053271021717
2014-12-16,796.5381831289675
2014-12-17,821.6617362880509
2014-12-18,868.4336941088908
2014-12-19,869.5667262046009
2014-12-22,946.1366464560653
2014-12-23,942.1493871353989
2014-12-24,953.8224128692275
2014-12-25,958.4087207853312
2014-12-26,959.9049424438432
2014-12-29,963.7200231905141
2014-12-30,942.0272797422635
2014-12-31,951.4875408917184
2015-01-01,951.4875408917184
2015-01-02,956.9975266398177
2015-01-05,940.117967401804
2015-01-06,919.6574984499807
2015-01-07,946.5419341414663
2015-01-08,971.6677210417253
2015-01-09,968.2193248877896
2015-01-12,930.3603615528218
2015-01-13,948.709087710497
2015-01-14,943.7994490438415
2015-01-15,953.2500418064718
2015-01-16,960.7459711132045
2015-01-19,959.8607869665867
2015-01-20,960.2069070506076
2015-01-21,964.0224933957913
2015-01-22,968.4520074755042
2015-01-23,982.787005978119
2015-01-26,980.0395371361295
2015-01-27,971.6797052899594
2015-01-28,972.9709348440467
2015-01-29,959.8903911660244
2015-01-30,964.3780521325143
2015-02-02,984.3935089208004
2015-02-03,992.5473236431021
2015-02-04,997.4341955959503
2015-02-05,998.359976333365
2015-02-06,1005.928309707658
2015-02-09,1013.4841066002454
2015-02-10,1012.096659795872
2015-02-11,1008.0316396476325
2015-02-12,1003.6358149081478
2015-02-13,1000.9952470986988
2015-02-16,1003.5873059611394
2015-02-17,1005.2115902180403
2015-02-18,1010.4042023035531
2015-02-19,1007.4598241136745
2015-02-20,1009.4094319010258
2015-02-23,1008.7545346560096
2015-02-24,1008.5065409746369
2015-02-25,1010.3567479837225
2015-02-26,1025.7691507214074
2015-02-27,1025.474863591874
2015-03-02,1032.4895227266652
2015-03-03,1021.5755141540224
2015-03-04,1024.698632518869
2015-03-05,1026.067408301332
2015-03-06,1041.9380822040732
2015-03-09,1044.29204262186
2015-03-10,1051.8999816669386
2015-03-11,1050.3673915103368
2015-03-12,1042.61736645063
2015-03-13,1052.0312950551834
2015-03-16,1007.3194775733501
2015-03-17,997.84336458336
2015-03-18,970.9863442709326
2015-03-19,994.2673374714474
2015-03-20,978.5167501623902
2015-03-23,971.578937404242
2015-03-24,981.5828302405569
2015-03-25,960.6328336142162
2015-03-26,970.3515243185071
2015-03-27,972.8046663819437
2015-03-30,995.7740027302606
2015-03-31,1019.1467110066823
2015-04-01,1013.4045089870037
2015-04-02,1025.6447391793627
2015-04-03,1025.6447391793627
