Date,EM (EMERGING MARKETS) VALUE
2000-12-29,100.0
2001-01-01,100.11184102917241
2001-01-02,99.68270498046114
2001-01-03,100.40573485179819
2001-01-04,103.52745335054927
2001-01-05,103.3805742046481
2001-01-08,103.89045636444611
2001-01-09,105.92919418322141
2001-01-10,104.89441279134832
2001-01-11,104.52704814800727
2001-01-12,105.13658052174813
2001-01-15,106.15941752115691
2001-01-16,106.5628515992358
2001-01-17,108.58636724575669
2001-01-18,108.37694185250156
2001-01-19,110.78863145130198
2001-01-22,111.06815950553347
2001-01-23,111.26212536234138
2001-01-24,113.42384610903206
2001-01-25,114.043976276976
2001-01-26,113.5790110078968
2001-01-29,113.63374803289786
2001-01-30,113.508333348005
2001-01-31,114.84812848962281
2001-02-01,113.32635502992999
2001-02-02,114.31728798410359
2001-02-05,111.663271072993
2001-02-06,112.89055255477892
2001-02-07,111.17038969763199
2001-02-08,113.88208847230032
2001-02-09,113.73176511575316
2001-02-12,113.46270517020659
2001-02-13,115.1286073226708
2001-02-14,115.29103383952985
2001-02-15,117.76536137265367
2001-02-16,115.18125529150633
2001-02-19,113.60827100670309
2001-02-20,115.53064127177942
2001-02-21,112.67087681978064
2001-02-22,112.14652538318384
2001-02-23,111.40077439991602
2001-02-26,112.35237714490773
2001-02-27,110.95248642779545
2001-02-28,110.5562801405568
2001-03-01,109.37416267436498
2001-03-02,108.57118331688463
2001-03-05,109.52388932089072
2001-03-06,109.94316744483902
2001-03-07,110.18025976737795
2001-03-08,110.11356336051095
2001-03-09,108.90000281437244
2001-03-12,105.74788995080769
2001-03-13,105.7944533301105
2001-03-14,104.84001522722254
2001-03-15,105.67535286881633
2001-03-16,106.36436052292541
2001-03-19,105.29692199927787
2001-03-20,104.82887166653344
2001-03-21,105.36645157094819
2001-03-22,104.33395417001834
2001-03-23,104.02867117144439
2001-03-26,105.83477239828001
2001-03-27,105.49724276132497
2001-03-28,105.76233704658057
2001-03-29,105.24316236136222
2001-03-30,104.85748695985055
2001-04-02,103.51532126330758
2001-04-03,100.97371332748406
2001-04-04,98.52793256270364
2001-04-05,100.73634652598042
2001-04-06,100.64330369113313
2001-04-09,100.23015539393352
2001-04-10,102.14650966359909
2001-04-11,103.89828686334654
2001-04-12,103.06466801646758
2001-04-13,103.21072617484616
2001-04-16,103.58977765441718
2001-04-17,103.90208468074442
2001-04-18,107.82763350673638
2001-04-19,106.45277841545256
2001-04-20,103.52059078685812
2001-04-23,103.47671973442186
2001-04-24,104.43575511986802
2001-04-25,104.3139496350358
2001-04-26,104.85599092927094
2001-04-27,106.3907021838962
2001-04-30,108.25606923999106
2001-05-01,107.56817729566946
2001-05-02,108.12161382590749
2001-05-03,107.9071318308429
2001-05-04,107.54254283693729
2001-05-07,107.86756687750906
2001-05-08,107.85189457978908
2001-05-09,108.20972571519044
2001-05-10,108.48377650880464
2001-05-11,109.12059509814081
2001-05-14,108.31551911601613
2001-05-15,107.81263666639502
2001-05-16,107.64348406066243
2001-05-17,111.12740648797214
2001-05-18,112.32752702013775
2001-05-21,112.75832059083218
2001-05-22,114.31815139878263
2001-05-23,115.74557288826439
2001-05-24,116.20560886421742
2001-05-25,115.82984286455455
2001-05-28,115.20119429583735
2001-05-29,115.9761364066004
2001-05-30,114.66270432521512
2001-05-31,115.96872808304674
2001-06-01,115.51878957507041
2001-06-04,116.09095949919153
2001-06-05,116.12799758903414
2001-06-06,116.62812082083722
2001-06-07,116.07322556009731
2001-06-08,117.28926991369137
2001-06-11,117.84418948063244
2001-06-12,116.41425184511746
2001-06-13,115.86587221734425
2001-06-14,114.28373128465478
2001-06-15,113.28159065107134
2001-06-18,111.38654912883997
2001-06-19,111.74707582273088
2001-06-20,112.19119525011237
2001-06-21,112.99955806050956
2001-06-22,113.0437171820253
2001-06-25,112.30166238923962
2001-06-26,111.80780936745514
2001-06-27,112.20839444606177
2001-06-28,113.12125037089588
2001-06-29,114.3607449015882
2001-07-02,114.49290795317145
2001-07-03,113.2774451757803
2001-07-04,112.48940545200574
2001-07-05,113.17391874191755
2001-07-06,110.56233868092806
2001-07-09,109.49159475771602
2001-07-10,108.08693465420637
2001-07-11,105.26811712362999
2001-07-12,106.9087965589683
2001-07-13,106.48323998825849
2001-07-16,105.03479709881515
2001-07-17,105.32530178272454
2001-07-18,102.46300494471043
2001-07-19,102.57375011436564
2001-07-20,102.04390222430933
2001-07-23,102.77716716714409
2001-07-24,101.25146152671842
2001-07-25,100.32934961197627
2001-07-26,101.74480720505497
2001-07-27,102.52970575225946
2001-07-30,102.47224673766976
2001-07-31,102.27217524982582
2001-08-01,102.31083767288811
2001-08-02,103.33049193472247
2001-08-03,102.94097762819892
2001-08-06,102.94692397468295
2001-08-07,103.02274617464684
2001-08-08,103.31897404436872
2001-08-09,101.0831238875503
2001-08-10,100.67970007191806
2001-08-13,100.76418746171935
2001-08-14,101.67895094948616
2001-08-15,100.26738151139948
2001-08-16,100.6444286266518
2001-08-17,99.08490185361599
2001-08-20,98.85133096482271
2001-08-21,98.94257586934754
2001-08-22,98.79835809564149
2001-08-23,99.31388841842403
2001-08-24,99.62444461157183
2001-08-27,100.88197209032018
2001-08-28,100.40939301881382
2001-08-29,100.75348507349467
2001-08-30,100.48433151661845
2001-08-31,99.93851039646256
2001-09-03,99.06177423203995
2001-09-04,101.06531371935374
2001-09-05,100.91065890565808
2001-09-06,99.78712520404602
2001-09-07,97.9535937521251
2001-09-10,97.42560640694387
2001-09-11,93.301992083948
2001-09-12,90.99137744693064
2001-09-13,89.79257526740827
2001-09-14,86.18170078008795
2001-09-17,84.70689075819682
2001-09-18,84.62947409703287
2001-09-19,84.78465082360064
2001-09-20,82.604767087982
2001-09-21,81.42875207733964
2001-09-24,82.58125104885546
2001-09-25,81.9584881774983
2001-09-26,82.41671552127103
2001-09-27,82.7565860508493
2001-09-28,85.08896207741313
2001-10-01,84.35497692619921
2001-10-02,83.6984970239425
2001-10-03,82.81295255877446
2001-10-04,85.11199866489544
2001-10-05,84.82570857058987
2001-10-08,84.16235452935152
2001-10-09,85.24455412803322
2001-10-10,86.50945289293226
2001-10-11,89.29307410894512
2001-10-12,88.09862907451543
2001-10-15,87.90261674871448
2001-10-16,88.6084392053352
2001-10-17,89.56942016471882
2001-10-18,89.17140254242325
2001-10-19,89.86426717361036
2001-10-22,91.01106475014447
2001-10-23,91.69276273316653
2001-10-24,92.15728252247857
2001-10-25,91.79789035312328
2001-10-26,92.64108144949397
2001-10-29,90.91628306926516
2001-10-30,89.07829913743483
2001-10-31,90.48929931370417
2001-11-01,90.0410043716629
2001-11-02,90.8556113478299
2001-11-05,93.29039612575042
2001-11-06,93.32905023013873
2001-11-07,92.81112549649325
2001-11-08,94.52000314015609
2001-11-09,94.7783672714146
2001-11-12,94.84095305820864
2001-11-13,97.33586813617197
2001-11-14,98.57200749619443
2001-11-15,100.18805328056888
2001-11-16,99.67865434019858
2001-11-19,101.8238551121462
2001-11-20,100.722055135735
2001-11-21,101.74742810095668
2001-11-22,101.81430273887095
2001-11-23,103.2624663060883
2001-11-26,105.12639965134925
2001-11-27,103.98843649935361
2001-11-28,101.27999669382184
2001-11-29,100.6035589279641
2001-11-30,100.30906857014322
2001-12-03,102.02574515206837
2001-12-04,102.55884077700179
2001-12-05,105.14100117981411
2001-12-06,106.23742828606986
2001-12-07,107.17836633228013
2001-12-10,107.05156915140519
2001-12-11,106.0702486234694
2001-12-12,105.99269487391497
2001-12-13,104.15034555852517
2001-12-14,103.32906680312735
2001-12-17,103.205078499959
2001-12-18,102.95951986698432
2001-12-19,102.50991917635315
