Date,EM ASIA VALUE
2000-12-29,100.0
2001-01-01,100.40352868196582
2001-01-02,101.21508422117458
2001-01-03,101.28912229320615
2001-01-04,104.78928928092456
2001-01-05,106.7902562848124
2001-01-08,107.40875569473829
2001-01-09,109.90713639342174
2001-01-10,107.94893150825975
2001-01-11,106.16749186647473
2001-01-12,107.50414317744521
2001-01-15,109.22430773238949
2001-01-16,110.7921837792402
2001-01-17,111.90171784497092
2001-01-18,111.94792493636298
2001-01-19,114.9772982738623
2001-01-22,117.04613473941643
2001-01-23,116.74246370059812
2001-01-24,119.06326036874653
2001-01-25,119.74659390778703
2001-01-26,118.30991177264836
2001-01-29,118.25523880101129
2001-01-30,118.07561706635174
2001-01-31,120.08003577930558
2001-02-01,118.31860383843808
2001-02-02,120.85252599474549
2001-02-05,117.28318384674346
2001-02-06,118.09146922487791
2001-02-07,116.30278353665419
2001-02-08,119.27735820491176
2001-02-09,119.85197548464484
2001-02-12,119.4275131821218
2001-02-13,121.15409567367493
2001-02-14,121.16268423301234
2001-02-15,124.09680417670144
2001-02-16,121.60378467625802
2001-02-19,119.83953345953792
2001-02-20,123.34791581361786
2001-02-21,121.31355422894967
2001-02-22,120.46481853598618
2001-02-23,119.93890730495629
2001-02-26,119.94833961409115
2001-02-27,118.1376139741187
2001-02-28,117.92635724226795
2001-03-01,115.54223616889058
2001-03-02,113.11202019509997
2001-03-05,113.79754296560448
2001-03-06,114.1332878728633
2001-03-07,114.13823402464507
2001-03-08,113.4797342413555
2001-03-09,111.50229410554662
2001-03-12,108.36922565835644
2001-03-13,107.35075335404242
2001-03-14,108.69978190236257
2001-03-15,109.62143033524922
2001-03-16,110.51632967641311
2001-03-19,109.28709451052818
2001-03-20,107.73131032828218
2001-03-21,109.09718791803928
2001-03-22,109.58757752927876
2001-03-23,108.98758902140183
2001-03-26,110.22981833433602
2001-03-27,109.25836944187999
2001-03-28,110.3373327053929
2001-03-29,110.17126343154426
2001-03-30,108.67722016112099
2001-04-02,106.77001338276352
2001-04-03,104.93899214721726
2001-04-04,100.80074485695259
2001-04-05,101.54502687848242
2001-04-06,102.49330023586573
2001-04-09,100.48699658910601
2001-04-10,101.24964367027899
2001-04-11,103.7300267661817
2001-04-12,102.64301488696836
2001-04-13,102.91383848343129
2001-04-16,103.4643920774649
2001-04-17,104.12335101085202
2001-04-18,107.95775667411824
2001-04-19,108.05357980478998
2001-04-20,105.5000774902462
2001-04-23,106.3802726767866
2001-04-24,106.93664868898223
2001-04-25,107.19540148925016
2001-04-26,106.01743126751312
2001-04-27,106.15496788223822
2001-04-30,107.63627449693614
2001-05-01,107.14795827995829
2001-05-02,108.41814286056261
2001-05-03,108.71550912848774
2001-05-04,107.5026857494509
2001-05-07,108.46037304810639
2001-05-08,108.18645620823119
2001-05-09,108.90145989675719
2001-05-10,108.27386298602336
2001-05-11,110.26446780203486
2001-05-14,109.90916597199742
2001-05-15,109.42961804932631
2001-05-16,108.20450995919961
2001-05-17,111.05356832028656
2001-05-18,111.72740261836137
2001-05-21,112.0875710156653
2001-05-22,113.6238340018644
2001-05-23,116.90086315984333
2001-05-24,118.00889821710925
2001-05-25,117.62753722018283
2001-05-28,116.75399284389218
2001-05-29,118.09688847437451
2001-05-30,116.9713167627284
2001-05-31,117.71718654555576
2001-06-01,116.84947374105755
2001-06-04,116.95944770860262
2001-06-05,116.91300167667123
2001-06-06,117.4787629131781
2001-06-07,116.35791810750186
2001-06-08,118.22752236171468
2001-06-11,119.22628114146438
2001-06-12,118.07084756249826
2001-06-13,117.28703435518878
2001-06-14,114.86632316512824
2001-06-15,114.53427888785546
2001-06-18,113.07573375594372
2001-06-19,113.63672405822173
2001-06-20,114.18584292483271
2001-06-21,114.26886533956099
2001-06-22,113.68981716927084
2001-06-25,112.60293094063123
2001-06-26,112.24416220610797
2001-06-27,113.04148007711123
2001-06-28,113.02463190077216
2001-06-29,115.1673716405121
2001-07-02,114.25209254877453
2001-07-03,113.43838897643116
2001-07-04,113.04261377312602
2001-07-05,114.59231295858969
2001-07-06,112.97216895987513
2001-07-09,111.22392172432615
2001-07-10,110.23602562751334
2001-07-11,107.81766503310693
2001-07-12,109.76228011369105
2001-07-13,108.12978982831174
2001-07-16,106.19109005940959
2001-07-17,106.02527765445758
2001-07-18,102.20324138481666
2001-07-19,102.25193424437781
2001-07-20,101.3009905015557
2001-07-23,100.6376348822275
2001-07-24,98.93995285338633
2001-07-25,98.64665615937136
2001-07-26,100.27204821111434
2001-07-27,101.44739820226802
2001-07-30,101.0030522628241
2001-07-31,101.09178096863575
2001-08-01,101.46117256533543
2001-08-02,102.60972170916311
2001-08-03,102.70395989539901
2001-08-06,102.54886612475354
2001-08-07,102.72818507224805
2001-08-08,103.79464773468426
2001-08-09,100.78357256486981
2001-08-10,100.59057118168914
2001-08-13,101.02770618817915
2001-08-14,102.80078023121565
2001-08-15,101.61376820839524
2001-08-16,102.87909647967912
2001-08-17,101.81386891019285
2001-08-20,101.07067177255125
2001-08-21,101.32080460046622
2001-08-22,100.60218505522178
2001-08-23,100.86869691268542
2001-08-24,100.38879590663274
2001-08-27,101.90887001297683
2001-08-28,101.22108540247487
2001-08-29,101.57386690661
2001-08-30,101.78719693227767
2001-08-31,100.78366979316287
2001-09-03,100.30828433422313
2001-09-04,102.97520586489523
2001-09-05,102.72103106576908
2001-09-06,101.98650542095109
2001-09-07,100.2193763090191
2001-09-10,100.0482018081688
2001-09-11,97.92857898619421
2001-09-12,93.71046182432887
2001-09-13,92.35043086562663
2001-09-14,87.20269562000017
2001-09-17,84.25328457198998
2001-09-18,84.80760811133845
2001-09-19,85.84506622998886
2001-09-20,84.98122659406613
2001-09-21,83.72009786985586
2001-09-24,84.41967081190973
2001-09-25,82.7052599188281
2001-09-26,83.87662635858865
2001-09-27,84.43344104368333
2001-09-28,87.13561122108116
2001-10-01,86.17277257145565
2001-10-02,85.19838235942629
2001-10-03,84.8493781240228
2001-10-04,87.53364547717985
2001-10-05,87.43302186552407
2001-10-08,85.86940248581374
2001-10-09,87.70619292355931
2001-10-10,88.07817023383292
2001-10-11,90.63536033316066
2001-10-12,89.57537143326569
2001-10-15,89.23490507432534
2001-10-16,90.04091726302894
2001-10-17,90.90661433269143
2001-10-18,90.73927020716735
2001-10-19,91.34239928409154
2001-10-22,92.45040540963575
2001-10-23,93.41225640926866
2001-10-24,94.0154503350883
2001-10-25,93.87239953710646
2001-10-26,94.63923796297289
2001-10-29,92.99237763756068
2001-10-30,91.13225662083995
2001-10-31,92.28874853305108
2001-11-01,91.86062644350821
2001-11-02,92.5977173303486
2001-11-05,94.11462791453616
2001-11-06,94.26251773609404
2001-11-07,93.64733372101819
2001-11-08,95.48972815893244
2001-11-09,96.77614695084499
2001-11-12,97.52787207215736
2001-11-13,98.77806625432487
2001-11-14,100.1457634465599
2001-11-15,102.44934370818375
2001-11-16,102.51976967862048
2001-11-19,104.88086449288228
2001-11-20,103.9032633384124
2001-11-21,105.8428460250021
2001-11-22,106.11834648241668
2001-11-23,108.3218239466865
2001-11-26,110.85141148363459
2001-11-27,109.11904352091062
2001-11-28,105.00209899714814
2001-11-29,105.21696630996263
2001-11-30,105.01373279278847
2001-12-03,107.0478407744287
2001-12-04,107.47338455236577
2001-12-05,110.7268210040347
2001-12-06,111.85769751554074
2001-12-07,114.09723517744271
2001-12-10,113.10113002830762
2001-12-11,112.04840215079992
2001-12-12,112.925328127984
2001-12-13,111.55633919421408
