Date,EM EUROPE & MIDDLE EAST VALUE
2000-12-29,100.0
2001-01-01,99.62099840318062
2001-01-02,97.85157909348878
2001-01-03,96.1455965213131
2001-01-04,99.56131123205847
2001-01-05,98.07122390488078
2001-01-08,97.68156465919772
2001-01-09,98.95839821905902
2001-01-10,100.66905560526945
2001-01-11,102.29080038356412
2001-01-12,102.25382974667691
2001-01-15,101.3197647601733
2001-01-16,101.3484220015137
2001-01-17,104.57508983024469
2001-01-18,102.84894443804171
2001-01-19,104.89789269786078
2001-01-22,102.19058135533442
2001-01-23,101.49507432996366
2001-01-24,103.52481798149486
2001-01-25,104.27906503570746
2001-01-26,103.88228652552851
2001-01-29,102.93294244206994
2001-01-30,102.97047540340789
2001-01-31,104.44531551109495
2001-02-01,103.12870325469284
2001-02-02,102.60203790351235
2001-02-05,100.03615516085968
2001-02-06,101.88332527704112
2001-02-07,100.04707546987764
2001-02-08,102.19460141794514
2001-02-09,101.3187867460371
2001-02-12,100.91164911340901
2001-02-13,102.99004232662394
2001-02-14,103.74626563943546
2001-02-15,105.18815947275345
2001-02-16,104.06940909867504
2001-02-19,100.8143550270271
2001-02-20,101.16345993595296
2001-02-21,95.72679433023077
2001-02-22,93.28497411669566
2001-02-23,91.52472872975635
2001-02-26,94.43630259466997
2001-02-27,92.99071578771947
2001-02-28,93.46140147036573
2001-03-01,92.89605036690006
2001-03-02,93.50394540395698
2001-03-05,94.46722689933621
2001-03-06,95.54203757698362
2001-03-07,95.38410314017261
2001-03-08,95.7281713442719
2001-03-09,95.61884188928141
2001-03-12,91.68980512312245
2001-03-13,91.8301050158222
2001-03-14,88.25893729153609
2001-03-15,89.96993580634582
2001-03-16,90.90349659263521
2001-03-19,90.8641895624405
2001-03-20,91.37764430641863
2001-03-21,89.81086350113051
2001-03-22,89.23361888147117
2001-03-23,89.27938925257222
2001-03-26,90.59754522316426
2001-03-27,89.34003263738742
2001-03-28,89.45341088651222
2001-03-29,87.35501006036891
2001-03-30,89.17559049666556
2001-04-02,87.68350132433677
2001-04-03,84.71358626640502
2001-04-04,84.01831722930254
2001-04-05,87.65377356988573
2001-04-06,86.94281546114068
2001-04-09,86.3224839227634
2001-04-10,88.03747671017199
2001-04-11,89.6450183623498
2001-04-12,90.10158355260513
2001-04-13,90.24896861155331
2001-04-16,91.79875260933026
2001-04-17,90.44134689750061
2001-04-18,93.80722472403198
2001-04-19,93.77569252765045
2001-04-20,92.5139360571967
2001-04-23,92.20003662422363
2001-04-24,92.92413872200798
2001-04-25,92.71652240515385
2001-04-26,94.0178299512681
2001-04-27,97.67546672351376
2001-04-30,99.25983924224045
2001-05-01,98.44057524386086
2001-05-02,98.30876762198729
2001-05-03,98.18639761661161
2001-05-04,98.0012182903905
2001-05-07,97.60845762249384
2001-05-08,98.4398946562687
2001-05-09,97.11002576639194
2001-05-10,97.72592033131177
2001-05-11,97.55302913509894
2001-05-14,96.59448770281696
2001-05-15,95.9220928208503
2001-05-16,96.55409339120301
2001-05-17,98.33444439166762
2001-05-18,100.20839050165745
2001-05-21,100.51758410111348
2001-05-22,101.27579061566517
2001-05-23,101.13932723411718
2001-05-24,101.1127839158633
2001-05-25,101.7138140037127
2001-05-28,100.21645209577967
2001-05-29,99.41024228646808
2001-05-30,98.14279126501847
2001-05-31,99.55430118601802
2001-06-01,101.00620859124604
2001-06-04,101.14775760483609
2001-06-05,100.30932054308458
2001-06-06,101.39753603009883
2001-06-07,101.06193394155522
2001-06-08,102.2168600532478
2001-06-11,101.00787991605786
2001-06-12,98.94373518923412
2001-06-13,98.56665138428468
2001-06-14,98.3098486045499
2001-06-15,98.19960940902703
2001-06-18,96.2335673924689
2001-06-19,96.92996583145786
2001-06-20,96.50424418418908
2001-06-21,96.71223229793378
2001-06-22,97.18019357006543
2001-06-25,96.07951087537268
2001-06-26,96.17668554027071
2001-06-27,97.30744329835595
2001-06-28,98.79750962761067
2001-06-29,98.97329197579002
2001-07-02,99.45572280475604
2001-07-03,98.52631191992101
2001-07-04,99.36464779924208
2001-07-05,99.81767635855424
2001-07-06,95.3476098295792
2001-07-09,93.75210314657338
2001-07-10,92.48577855356196
2001-07-11,88.30127960294651
2001-07-12,91.52797235704395
2001-07-13,91.49580548881644
2001-07-16,90.72789940477492
2001-07-17,89.85317915832006
2001-07-18,88.56396929174461
2001-07-19,90.99986250550576
2001-07-20,90.31702206506799
2001-07-23,91.84617305425265
2001-07-24,91.142613726926
2001-07-25,90.02610958755542
2001-07-26,92.40883775821814
2001-07-27,91.92078757029748
2001-07-30,91.72818314799244
2001-07-31,91.05300782040872
2001-08-01,91.3522566820154
2001-08-02,91.46492275110005
2001-08-03,91.15259714066931
2001-08-06,90.45045808574206
2001-08-07,89.58518900089602
2001-08-08,89.76578798047882
2001-08-09,87.76075538591044
2001-08-10,87.13184548703991
2001-08-13,86.75346302914478
2001-08-14,86.53396245570106
2001-08-15,84.49294363722275
2001-08-16,83.84506961970422
2001-08-17,83.71511149524102
2001-08-20,83.66077097008146
2001-08-21,84.07308823968415
2001-08-22,83.85514896749353
2001-08-23,85.19235256695727
2001-08-24,86.01322365506111
2001-08-27,87.08021525775538
2001-08-28,86.6494365555869
2001-08-29,85.79787580527562
2001-08-30,85.14103791415347
2001-08-31,85.09444812857048
2001-09-03,84.4141412939186
2001-09-04,84.91141531138801
2001-09-05,85.34053452834468
2001-09-06,85.56474468090643
2001-09-07,83.81955188845889
2001-09-10,82.73918803139165
2001-09-11,78.77488596653444
2001-09-12,78.0394542160434
2001-09-13,77.71073357902291
2001-09-14,74.77036988005604
2001-09-17,73.14288063195868
2001-09-18,73.37139004535585
2001-09-19,73.83293759665848
2001-09-20,71.5437136388763
2001-09-21,70.1363498245784
2001-09-24,70.54966884808904
2001-09-25,69.35379138152516
2001-09-26,69.30932440538984
2001-09-27,69.29687060821225
2001-09-28,70.86209240900308
2001-10-01,70.53882656864259
2001-10-02,70.5493791223116
2001-10-03,68.97060655381866
2001-10-04,70.19780878156354
2001-10-05,69.5969329001268
2001-10-08,69.72231770135366
2001-10-09,70.40132375156435
2001-10-10,72.65607567785946
2001-10-11,76.03298282427947
2001-10-12,74.90372815780641
2001-10-15,74.25007847446622
2001-10-16,75.41621619575605
2001-10-17,76.06850919891123
2001-10-18,75.51183426469473
2001-10-19,75.84419747539829
2001-10-22,78.176291813939
2001-10-23,79.49220589709324
2001-10-24,79.11374578711398
2001-10-25,77.77911318973621
2001-10-26,79.6681845446985
2001-10-29,78.76194799687136
2001-10-30,77.97372006079266
2001-10-31,78.97710049313204
2001-11-01,78.62642402341997
2001-11-02,79.77545864099986
2001-11-05,82.68038452789494
2001-11-06,82.80681289179202
2001-11-07,82.28979651917275
2001-11-08,85.34679829490503
2001-11-09,85.32560947920625
2001-11-12,85.16847097159463
2001-11-13,89.11648946237877
2001-11-14,89.7562272785511
2001-11-15,89.81135779525745
2001-11-16,89.52309004487002
2001-11-19,92.971325433101
2001-11-20,92.55207675058969
2001-11-21,91.73439170062338
2001-11-22,92.99442175328326
2001-11-23,92.80923934713954
2001-11-26,94.34899469817216
2001-11-27,93.44228290811978
2001-11-28,91.80831316633413
2001-11-29,91.17600211491842
2001-11-30,91.8898318030193
2001-12-03,91.34486099642562
2001-12-04,92.57969609018897
2001-12-05,94.59713878040145
2001-12-06,96.2060702985523
2001-12-07,95.62931114541794
2001-12-10,95.7191297565682
2001-12-11,96.2827158019187
2001-12-12,95.92428039920877
2001-12-13,93.41189109459049
2001-12-14,92.47520930794633
