Date,EM LATIN AMERICA ex BRAZIL VALUE
2013-09-05,5919.798325829887
2013-09-06,6004.325682847272
2013-09-09,6090.692571182261
2013-09-10,6186.800647271007
2013-09-11,6186.448847163257
2013-09-12,6080.0200382396015
2013-09-13,6112.483298372487
2013-09-16,6128.283282711128
2013-09-17,6139.984387115809
2013-09-18,6206.506691865082
2013-09-19,6180.636990195086
2013-09-20,6117.064076198435
2013-09-23,6201.1201462391045
2013-09-24,6124.258379570754
2013-09-25,6119.59369935927
2013-09-26,6067.479174212218
2013-09-27,5957.510187515892
2013-09-30,5864.50947863095
2013-10-01,6010.288122942505
2013-10-02,5958.701150997896
2013-10-03,5869.553821914155
2013-10-04,5925.990254734946
2013-10-07,5916.737157722268
2013-10-08,5847.1235759163865
2013-10-09,5838.122207598705
2013-10-10,5965.766277046854
2013-10-11,6002.913494984293
2013-10-14,5999.617907310673
2013-10-15,6004.85409260699
2013-10-16,6059.643802074225
2013-10-17,5994.5121369150265
2013-10-18,6007.853538545924
2013-10-21,5969.674866534502
2013-10-22,6006.439058693231
2013-10-23,5952.8468843559585
2013-10-24,5908.518082464307
2013-10-25,5980.863914494196
2013-10-28,6005.463361849349
2013-10-29,6003.4679864648
2013-10-30,6005.456404012434
2013-10-31,6030.291455389067
2013-11-01,6052.244230588931
2013-11-04,6065.304123612052
2013-11-05,5958.094142840185
2013-11-06,5943.561434518338
2013-11-07,5944.250304432106
2013-11-08,5850.0531060009425
2013-11-11,5811.74632585738
2013-11-12,5765.224943217459
2013-11-13,5808.5158999478745
2013-11-14,5876.592391172512
2013-11-15,5967.607689392592
2013-11-18,5980.971680234399
2013-11-19,5923.47025388476
2013-11-20,5918.1311752630645
2013-11-21,5871.943142933686
2013-11-22,5882.956447814906
2013-11-25,5847.074389096891
2013-11-26,5781.854830189
2013-11-27,5865.664665496072
2013-11-28,5891.573631310108
2013-11-29,5917.674519101511
2013-12-02,5861.700173188574
2013-12-03,5793.519808727729
2013-12-04,5859.814595461783
2013-12-05,5848.237944181266
2013-12-06,5865.201344118678
2013-12-09,5933.802747221695
2013-12-10,5939.97144993536
2013-12-11,5854.814570924992
2013-12-12,5828.994113128887
2013-12-13,5848.851053337747
2013-12-16,5854.14118993716
2013-12-17,5835.027597910168
2013-12-18,5846.42319094809
2013-12-19,5903.839473480321
2013-12-20,5929.8550314891445
2013-12-23,5932.412790897798
2013-12-24,5958.891556799737
2013-12-25,5958.891556799737
2013-12-26,5935.111821176737
2013-12-27,5941.877271756176
2013-12-30,5938.017037559524
2013-12-31,5922.839684712975
2014-01-01,5922.839684712975
2014-01-02,5924.589982538008
2014-01-03,5923.378350917268
2014-01-06,5851.24805603941
2014-01-07,5876.082010619935
2014-01-08,5842.674925572497
2014-01-09,5818.274553020993
2014-01-10,5895.362540338241
2014-01-13,5892.897341207525
2014-01-14,5893.693691909763
2014-01-15,5921.258382404173
2014-01-16,5844.013008648758
2014-01-17,5861.186795309174
2014-01-20,5859.141033835453
2014-01-21,5822.649864290539
2014-01-22,5863.854647708346
2014-01-23,5716.457529226768
2014-01-24,5579.731686889415
2014-01-27,5552.285507978158
2014-01-28,5564.919998458381
2014-01-29,5524.402905987071
2014-01-30,5612.178445840104
2014-01-31,5622.298177802272
2014-02-03,5556.968217939842
2014-02-04,5496.850544741208
2014-02-05,5480.454088402633
2014-02-06,5574.680072984168
2014-02-07,5581.06270536463
2014-02-10,5540.188179824006
2014-02-11,5630.561248043236
2014-02-12,5696.029653163181
2014-02-13,5645.36160469835
2014-02-14,5721.366390566029
2014-02-17,5737.853866899833
2014-02-18,5668.353378229853
2014-02-19,5627.367211946874
2014-02-20,5577.574200483879
2014-02-21,5561.3152958480605
2014-02-24,5600.481930033711
2014-02-25,5490.033476294458
2014-02-26,5468.728580050001
2014-02-27,5484.178156719833
2014-02-28,5454.707128004065
2014-03-03,5389.578659387372
2014-03-04,5472.555401754521
2014-03-05,5475.761148678941
2014-03-06,5507.524701905613
2014-03-07,5419.21504510915
2014-03-10,5340.620218584044
2014-03-11,5349.874227228408
2014-03-12,5316.209389235199
2014-03-13,5267.6946354487045
2014-03-14,5255.468405357629
2014-03-17,5271.30856586183
2014-03-18,5380.73519904864
2014-03-19,5366.497365587066
2014-03-20,5496.239141021088
2014-03-21,5568.071367082747
2014-03-24,5558.5643872857245
2014-03-25,5617.627095221022
2014-03-26,5589.642385235741
2014-03-27,5684.821109924197
2014-03-28,5706.769230371497
2014-03-31,5750.61891964452
2014-04-01,5762.259367039584
2014-04-02,5818.840086488097
2014-04-03,5795.1948337053
2014-04-04,5839.847083625969
2014-04-07,5827.014605574905
2014-04-08,5875.062768853234
2014-04-09,5833.350450547698
2014-04-10,5786.69145947639
2014-04-11,5760.699401146467
2014-04-14,5810.29423601221
2014-04-15,5767.3921678784445
2014-04-16,5821.176494156859
2014-04-17,5810.647079390221
2014-04-18,5810.647079390221
2014-04-21,5783.8374352500905
2014-04-22,5760.3492563404525
2014-04-23,5715.499076998495
2014-04-24,5719.457022083581
2014-04-25,5672.162384420821
2014-04-28,5668.710299611409
2014-04-29,5759.473054002639
2014-04-30,5769.08546255075
2014-05-01,5762.615356233582
2014-05-02,5828.674340682334
2014-05-05,5805.675405976611
2014-05-06,5800.507136457909
2014-05-07,5860.190898709883
2014-05-08,5917.101699496695
2014-05-09,5935.953833080269
2014-05-12,6020.240298456043
2014-05-13,6079.504462956163
2014-05-14,6090.449423226816
2014-05-15,6002.254932528379
2014-05-16,6073.262480497547
2014-05-19,6060.578784293606
2014-05-20,6016.196882728911
2014-05-21,6060.738222714141
2014-05-22,6088.290840381257
2014-05-23,6116.153066031463
2014-05-26,6112.703249180752
2014-05-27,6096.157603857292
2014-05-28,6109.6106443678245
2014-05-29,6137.200038231683
2014-05-30,6010.34849778417
2014-06-02,6075.0996427017135
2014-06-03,6098.661868736549
2014-06-04,6072.76947412244
2014-06-05,6126.914970129132
2014-06-06,6168.219138124382
2014-06-09,6178.370398383207
2014-06-10,6207.659942420534
2014-06-11,6206.152112545624
2014-06-12,6183.013310441649
2014-06-13,6155.562217505435
2014-06-16,6134.7293773954525
2014-06-17,6100.437950791238
2014-06-18,6137.1695944153125
2014-06-19,6172.890673294418
2014-06-20,6167.392616162245
2014-06-23,6183.029458403006
2014-06-24,6186.958368453376
2014-06-25,6177.554868795244
2014-06-26,6158.864574619291
2014-06-27,6145.104080784877
2014-06-30,6152.634204180906
2014-07-01,6175.881582665836
2014-07-02,6231.392511571228
2014-07-03,6284.4665333666335
2014-07-04,6296.054011912387
2014-07-07,6281.943351465105
2014-07-08,6277.099407507776
2014-07-09,6318.02654023008
2014-07-10,6295.964298484004
2014-07-11,6309.455724090537
2014-07-14,6325.563091479668
2014-07-15,6337.700609813853
2014-07-16,6391.255710306055
