Date,EM EMEA VALUE
2000-12-29,100.0
2001-01-01,99.74956277191075
2001-01-02,98.24978262561973
2001-01-03,97.08676571554554
2001-01-04,100.57106928910919
2001-01-05,99.24662731085417
2001-01-08,99.12533573179341
2001-01-09,100.06143617691853
2001-01-10,100.42458547794199
2001-01-11,101.7474731088384
2001-01-12,101.9746953084874
2001-01-15,101.77991805135397
2001-01-16,101.56942963510255
2001-01-17,104.38542815901252
2001-01-18,102.92229588350027
2001-01-19,104.7344333407822
2001-01-22,102.53823957289814
2001-01-23,102.07550620833591
2001-01-24,104.15802179674183
2001-01-25,105.08719391085128
2001-01-26,104.91433311620571
2001-01-29,104.85771758510309
2001-01-30,105.30611283619966
2001-01-31,106.38424450678629
2001-02-01,107.05780083492716
2001-02-02,106.80198206958332
2001-02-05,104.79003414862935
2001-02-06,106.43859713739845
2001-02-07,104.78429840803977
2001-02-08,106.33017568639681
2001-02-09,106.18315830475555
2001-02-12,106.36930149926786
2001-02-13,108.23779193313783
2001-02-14,108.57516188655899
2001-02-15,110.71715772815249
2001-02-16,109.75905272098558
2001-02-19,108.03393995480995
2001-02-20,108.63733952832129
2001-02-21,104.47748664543454
2001-02-22,102.74400250022761
2001-02-23,101.21918224636418
2001-02-26,103.59653982803124
2001-02-27,102.77310068871286
2001-02-28,102.58973967861388
2001-03-01,101.46348553384986
2001-03-02,101.30540858061661
2001-03-05,102.47170991000671
2001-03-06,103.42511169996992
2001-03-07,103.65809107427467
2001-03-08,104.19595789228669
2001-03-09,103.91640127724598
2001-03-12,100.65203076373274
2001-03-13,100.71252713511234
2001-03-14,97.09125429769803
2001-03-15,98.50627907594186
2001-03-16,98.54089166040265
2001-03-19,98.10382526482975
2001-03-20,98.45114446436243
2001-03-21,97.5525629654509
2001-03-22,96.45907909257683
2001-03-23,97.11807540251387
2001-03-26,98.72668177075685
2001-03-27,97.57996152372573
2001-03-28,97.19348084298423
2001-03-29,95.97990077962643
2001-03-30,96.08463378440187
2001-04-02,94.48506808379312
2001-04-03,91.4281905477285
2001-04-04,90.95281265672035
2001-04-05,94.53853067693086
2001-04-06,93.13911305090734
2001-04-09,93.13866837351003
2001-04-10,95.2491643655498
2001-04-11,97.68635143030399
2001-04-12,97.71847091545841
2001-04-13,97.81959518750048
2001-04-16,99.17307643224486
2001-04-17,97.85472946498632
2001-04-18,101.18533656831625
2001-04-19,100.84448283706978
2001-04-20,99.08952734397475
2001-04-23,98.66379056118964
2001-04-24,99.74347596508407
2001-04-25,99.46501535036455
2001-04-26,100.5400748141698
2001-04-27,103.6636359096582
2001-04-30,105.98117873485462
2001-05-01,105.2567938600569
2001-05-02,105.35202322571119
2001-05-03,104.65486692324399
2001-05-04,104.45278624134284
2001-05-07,104.66054153140895
2001-05-08,105.20203367462719
2001-05-09,104.50044710415459
2001-05-10,105.7250895009182
2001-05-11,105.55018572240564
2001-05-14,104.74892183856676
2001-05-15,104.10166489043941
2001-05-16,104.74238599956881
2001-05-17,107.03664301604351
2001-05-18,108.5060979717807
2001-05-21,109.37688751528114
2001-05-22,110.57090187307647
2001-05-23,110.1497103448338
2001-05-24,110.50438795678669
2001-05-25,110.71255982282176
2001-05-28,109.72620507477373
2001-05-29,109.25194889141099
2001-05-30,108.30330255357163
2001-05-31,109.63047670797118
2001-06-01,109.50792321142995
2001-06-04,110.07987741823091
2001-06-05,109.83358901406459
2001-06-06,109.72600339169276
2001-06-07,109.05265256421501
2001-06-08,109.53598089037727
2001-06-11,109.58088806875111
2001-06-12,107.84852246217392
2001-06-13,108.01021774986282
2001-06-14,107.10920683435732
2001-06-15,106.15327692378028
2001-06-18,105.05744310620534
2001-06-19,106.54445304656166
2001-06-20,105.65057761827806
2001-06-21,106.31968230489971
2001-06-22,106.55086559444126
2001-06-25,106.70800313666084
2001-06-26,106.04514657280704
2001-06-27,106.63836777122428
2001-06-28,107.79873907738855
2001-06-29,107.90103423197438
2001-07-02,108.69354895841936
2001-07-03,106.87233116840028
2001-07-04,105.75734895815266
2001-07-05,105.15011996314468
2001-07-06,102.03807065124516
2001-07-09,100.81838755664566
2001-07-10,99.8984228331738
2001-07-11,97.49385628491956
2001-07-12,100.31153683960308
2001-07-13,100.8182455506097
2001-07-16,100.44088916730138
2001-07-17,98.86921385832788
2001-07-18,96.38274717544435
2001-07-19,97.7521091974665
2001-07-20,96.50626079314785
2001-07-23,97.92705048011561
2001-07-24,96.76196317299978
2001-07-25,94.8948988867367
2001-07-26,96.26162111159367
2001-07-27,96.47338324040678
2001-07-30,96.62357427350602
