Date,CHILE SMALL VALUE
1998-12-31,215.16096451097746
1999-01-01,215.16096451097746
1999-01-04,215.85421069404038
1999-01-05,215.64140771089387
1999-01-06,217.58869088424856
1999-01-07,216.75784633149345
1999-01-08,219.06128755437643
1999-01-11,216.17824363257537
1999-01-12,214.2957322832742
1999-01-13,207.48679124852754
1999-01-14,206.59354863020513
1999-01-15,209.8264800904813
1999-01-18,210.82079964822677
1999-01-19,209.88830633918028
1999-01-20,210.01239214825065
1999-01-21,208.7766307708673
1999-01-22,207.3467757758149
1999-01-25,207.50281237199587
1999-01-26,206.7539325330553
1999-01-27,206.18657260683838
1999-01-28,206.9531327969198
1999-01-29,207.14003426283463
1999-02-01,207.60963768169358
1999-02-02,206.1281850494294
1999-02-03,207.6168495969442
1999-02-04,209.14514276325372
1999-02-05,208.74631450359539
1999-02-08,209.31949122683523
1999-02-09,208.41185776206086
1999-02-10,208.23834257340164
1999-02-11,210.46019568612937
1999-02-12,209.99717147555543
1999-02-15,210.55835596118362
1999-02-16,213.85876117769604
1999-02-17,212.87169314918472
1999-02-18,214.967647348501
1999-02-19,218.77769764337177
1999-02-22,220.1610113448019
1999-02-23,221.92121473940844
1999-02-24,223.17034782027193
1999-02-25,219.98245990295493
1999-02-26,219.9999148447641
1999-03-01,221.42996315772888
1999-03-02,219.60122638559307
1999-03-03,220.34944726915396
1999-03-04,224.64119551810478
1999-03-05,223.55280220471
1999-03-08,225.46467587347777
1999-03-09,225.17022795852637
1999-03-10,227.0119258549212
1999-03-11,231.77381233068556
1999-03-12,232.53012124009314
1999-03-15,234.50382937087932
1999-03-16,237.69400401117954
1999-03-17,236.48233134930672
1999-03-18,237.9962887167957
1999-03-19,239.61480915081623
1999-03-22,240.74754465147606
1999-03-23,240.65270788739315
1999-03-24,241.58116333179726
1999-03-25,245.80598604688103
1999-03-26,253.04257201341142
1999-03-29,253.9610765596041
1999-03-30,253.40855241298692
1999-03-31,254.76123020275628
1999-04-01,256.41516494433904
1999-04-02,257.31563979280156
1999-04-05,260.86917904102734
1999-04-06,263.235270974102
1999-04-07,264.4117380641342
1999-04-08,268.5240666811667
1999-04-09,272.82439807063156
1999-04-12,273.4239792116743
1999-04-13,276.9479441001336
1999-04-14,277.91229087597503
1999-04-15,287.49251080556667
1999-04-16,290.19029617237925
1999-04-19,298.6142805178985
1999-04-20,297.19451880786465
1999-04-21,301.51745335096143
1999-04-22,298.9934767512215
1999-04-23,296.17509366240404
1999-04-26,296.0056263749383
1999-04-27,287.3279258362596
1999-04-28,290.5723628990389
1999-04-29,290.64027377851625
1999-04-30,295.199825119267
1999-05-03,297.5608973548193
1999-05-04,297.1091734471171
1999-05-05,295.4455432978445
1999-05-06,294.38036163057444
1999-05-07,296.78442722076204
1999-05-10,303.60575011145676
1999-05-11,312.19233948146257
1999-05-12,313.0905412843829
1999-05-13,317.67939282598275
1999-05-14,312.5643011067481
1999-05-17,307.75048686202183
1999-05-18,307.6251197868058
1999-05-19,305.84112713851914
1999-05-20,303.17478795410517
1999-05-21,305.1946384003667
1999-05-24,300.2615637104344
1999-05-25,296.05155035784776
1999-05-26,301.65553808974227
1999-05-27,303.6761159758107
1999-05-28,302.18444563665037
1999-05-31,304.49302332440203
1999-06-01,300.82459750610377
1999-06-02,302.959797055138
1999-06-03,303.120743532855
1999-06-04,306.3699361900895
1999-06-07,308.5932785658287
1999-06-08,305.1275938323753
1999-06-09,303.71861899302996
1999-06-10,303.72004435186034
1999-06-11,302.5265652060193
1999-06-14,303.18373245854804
1999-06-15,303.259567202084
1999-06-16,305.03033404849384
1999-06-17,303.96178083064444
1999-06-18,297.24001256739734
1999-06-21,297.31322901120575
1999-06-22,303.82396076370105
1999-06-23,300.8990207786794
1999-06-24,296.8046896388415
1999-06-25,291.04597242759417
1999-06-28,292.65571183950146
1999-06-29,293.64656551924827
1999-06-30,295.7298939796021
1999-07-01,300.5863598149451
1999-07-02,306.38949076765675
1999-07-05,309.38305518944253
1999-07-06,310.06554229122025
1999-07-07,311.08170973135026
1999-07-08,312.63328996755274
1999-07-09,313.24372033446144
1999-07-12,310.17332120911
1999-07-13,310.2151712486346
1999-07-14,310.17516377126634
1999-07-15,311.0093326592076
1999-07-16,312.69985550994863
1999-07-19,314.38665348901367
1999-07-20,304.28665364111106
1999-07-21,300.3958133482533
1999-07-22,300.09040068259276
1999-07-23,299.37023823683734
1999-07-26,292.99616485136556
1999-07-27,293.19867590516895
1999-07-28,293.58885437018614
1999-07-29,289.60120577460117
1999-07-30,291.01061714199494
1999-08-02,291.8680926582135
1999-08-03,290.1070128346093
1999-08-04,286.81399216380197
1999-08-05,284.9152656657192
1999-08-06,285.8427547128133
1999-08-09,286.0899809879625
1999-08-10,283.2955395441567
1999-08-11,283.2071101891966
1999-08-12,283.72563473474764
1999-08-13,284.86701322691584
1999-08-16,284.9454833328152
1999-08-17,285.8647995166351
1999-08-18,283.5722247759978
1999-08-19,280.1199002405356
1999-08-20,281.44522545809605
1999-08-23,283.3217325961142
1999-08-24,283.4344369399252
1999-08-25,286.10638797245196
1999-08-26,287.3918908579422
1999-08-27,286.3389113702262
1999-08-30,286.17930050657424
1999-08-31,284.22522952733215
1999-09-01,283.999594653997
1999-09-02,281.503847505578
1999-09-03,283.4502969363514
1999-09-06,284.135587157644
1999-09-07,285.99654863661937
1999-09-08,288.321458889259
1999-09-09,289.9163454280612
1999-09-10,291.0405974710047
1999-09-13,293.68202449462325
1999-09-14,291.9050096900861
1999-09-15,292.68792782438214
1999-09-16,292.3258176255674
1999-09-17,292.3228802417731
1999-09-20,292.0412371174932
1999-09-21,289.2527718029947
1999-09-22,287.78928368433014
1999-09-23,287.39019501055714
1999-09-24,285.6671996393608
1999-09-27,285.93435383511616
1999-09-28,283.25919538304987
1999-09-29,279.19685594530904
1999-09-30,279.745093720655
1999-10-01,278.53451370649145
1999-10-04,281.6887847064822
1999-10-05,282.7424905865243
1999-10-06,281.77849213564366
1999-10-07,279.1250424510033
1999-10-08,279.96477285454534
1999-10-11,278.85266398040113
1999-10-12,276.5265093130281
1999-10-13,273.0637949938122
1999-10-14,272.7436634354614
1999-10-15,267.16058327169856
1999-10-18,264.29054522978817
1999-10-19,267.81073176486694
1999-10-20,270.1908936564756
1999-10-21,271.08867459913256
1999-10-22,274.1936787814563
1999-10-25,274.0492935531203
1999-10-26,277.1766606666004
1999-10-27,277.1058602009681
1999-10-28,278.61675225102573
1999-10-29,280.79635722505856
1999-11-01,281.27806648691717
1999-11-02,280.60302110579545
1999-11-03,283.25555837547626
1999-11-04,283.7867254822653
1999-11-05,285.44385704199095
1999-11-08,287.4086023849458
1999-11-09,287.6087022737075
1999-11-10,287.0231105677369
1999-11-11,289.7894918532006
1999-11-12,295.00274356043997
1999-11-15,297.1333206155933
1999-11-16,299.8401604545228
1999-11-17,294.23024504805284
1999-11-18,297.4660405560122
1999-11-19,298.0866098126885
1999-11-22,298.8297570364914
1999-11-23,298.10206146248345
1999-11-24,299.13828177328156
1999-11-25,299.1638296496308
1999-11-26,301.9692504976237
1999-11-29,305.80377104793587
1999-11-30,305.9736707776921
