Date,QATAR SMALL VALUE
2014-06-02,995.0099101099123
2014-06-03,979.0400772407545
2014-06-04,975.961711946137
2014-06-05,993.0881858133854
2014-06-06,991.3134579360462
2014-06-09,995.8506733912244
2014-06-10,987.6495129169671
2014-06-11,978.9690618888656
2014-06-12,976.3149952098214
2014-06-13,977.9614114235023
2014-06-16,956.7456509676389
2014-06-17,960.4281721309293
2014-06-18,957.6372139103212
2014-06-19,964.7337646572025
2014-06-20,968.7488991055199
2014-06-23,962.5761142203215
2014-06-24,942.7918671398189
2014-06-25,938.1961701645741
2014-06-26,929.5610058444211
2014-06-27,926.0855019187537
2014-06-30,893.7005016531557
2014-07-01,942.0343578772025
2014-07-02,951.8739653798496
2014-07-03,952.3110260263107
2014-07-04,953.795795680429
2014-07-07,973.4136492155727
2014-07-08,987.1589973241418
2014-07-09,998.1469264073303
2014-07-10,1003.5263114475028
2014-07-11,1003.6738996983225
2014-07-14,998.0270490384793
2014-07-15,1007.7345720009679
2014-07-16,1014.4736087850822
2014-07-17,1039.3169386030718
2014-07-18,1039.9708631730502
2014-07-21,1043.3722941018348
2014-07-22,1056.5764586665387
2014-07-23,1056.676780108128
2014-07-24,1044.2359217564601
2014-07-25,1047.0344398226575
2014-07-28,1049.071309415519
2014-07-29,1051.3440239961212
2014-07-30,1053.8980233816928
2014-07-31,1053.7798733790712
2014-08-01,1049.9348205981064
2014-08-04,1071.0909894100662
2014-08-05,1103.229347981299
2014-08-06,1101.0078781164189
2014-08-07,1105.6704210851115
2014-08-08,1100.4777387989018
2014-08-11,1113.0499851623747
2014-08-12,1130.6088965731738
2014-08-13,1131.6625748086499
2014-08-14,1123.0042488365623
2014-08-15,1122.763631987987
2014-08-18,1124.1677218451473
2014-08-19,1132.613441606723
2014-08-20,1132.3110307705294
2014-08-21,1140.6618789312395
2014-08-22,1145.1953811830533
2014-08-25,1152.904323831373
2014-08-26,1141.834646399304
2014-08-27,1136.0996658689157
2014-08-28,1122.450303607239
2014-08-29,1122.7948075247393
2014-09-01,1135.163407648652
2014-09-02,1131.2374679840698
2014-09-03,1134.039786130196
2014-09-04,1146.490493200816
2014-09-05,1147.1982853021862
2014-09-08,1154.3165553481795
2014-09-09,1163.620758491833
2014-09-10,1162.919662160386
2014-09-11,1158.884313411349
2014-09-12,1159.1530298234868
2014-09-15,1167.3554605949232
2014-09-16,1176.0128994793106
2014-09-17,1170.7950119165487
2014-09-18,1175.4895179932867
2014-09-19,1182.950473229956
2014-09-22,1171.9698811259213
2014-09-23,1156.5792871926121
2014-09-24,1159.725998090953
2014-09-25,1164.031059859353
2014-09-26,1168.7528304629097
2014-09-29,1159.7514606866046
2014-09-30,1167.2842824190411
2014-10-01,1168.6938243911711
2014-10-02,1167.2798110365486
2014-10-03,1180.511712732835
2014-10-06,1175.1111698509717
2014-10-07,1169.4961374910529
2014-10-08,1164.1955401706148
2014-10-09,1161.8144912782304
2014-10-10,1169.7900763766397
2014-10-13,1139.9064399779425
2014-10-14,1130.594722471962
2014-10-15,1099.0087082632615
2014-10-16,1070.188397968497
2014-10-17,1071.263365925086
2014-10-20,1071.6651275101713
2014-10-21,1080.0823065644106
2014-10-22,1103.2816917171397
2014-10-23,1104.6017191872863
2014-10-24,1102.9184360665465
2014-10-27,1080.4514360114567
2014-10-28,1085.8619338202632
2014-10-29,1092.9651720417382
2014-10-30,1095.4553005437806
2014-10-31,1103.497450209108
2014-11-03,1105.9737655800307
2014-11-04,1101.1637528261288
2014-11-05,1089.5804598089996
2014-11-06,1103.4225366823482
2014-11-07,1105.4224566980852
2014-11-10,1116.0257368823154
2014-11-11,1115.8730595549123
2014-11-12,1118.4556123048233
2014-11-13,1124.340270044236
2014-11-14,1123.8589330538202
2014-11-17,1127.91730044708
2014-11-18,1128.2608849667538
2014-11-19,1134.8262267996033
2014-11-20,1142.4730306489316
2014-11-21,1154.2079304642655
2014-11-24,1146.8342231743536
2014-11-25,1131.5528950935175
2014-11-26,1135.3360862374743
2014-11-27,1100.2004848745166
2014-11-28,1101.4940202800517
2014-12-01,1081.4163287876897
2014-12-02,1085.400032071868
2014-12-03,1089.1575193957683
2014-12-04,1087.5145221671044
2014-12-05,1099.8353504323602
2014-12-08,1089.5552730569061
2014-12-09,1055.5870825587472
2014-12-10,1052.8085784147543
2014-12-11,1031.0808767629806
2014-12-12,1024.5032062684647
2014-12-15,955.7190394506449
2014-12-16,906.1400795303413
2014-12-17,930.3050865186416
2014-12-18,939.0175817301442
2014-12-19,940.2427035393896
2014-12-22,1043.724690197233
2014-12-23,1039.7288928513674
2014-12-24,1043.4687754034965
2014-12-25,1052.8255448031907
2014-12-26,1054.4691654721246
2014-12-29,1076.7733226547243
2014-12-30,1065.4277878345426
2014-12-31,1066.0406846218266
2015-01-01,1066.0406846218266
2015-01-02,1072.199322161772
2015-01-05,1065.6832372733138
2015-01-06,1062.9281910740294
2015-01-07,1075.3316826234866
2015-01-08,1099.3382352203057
2015-01-09,1095.4367433212606
2015-01-12,1099.2055980538596
2015-01-13,1100.2082856254747
2015-01-14,1092.33675887158
2015-01-15,1110.600744107168
2015-01-16,1119.371150777928
2015-01-19,1113.4689627446526
2015-01-20,1134.2681738451543
2015-01-21,1130.291316833036
2015-01-22,1138.7361232222884
2015-01-23,1155.5455868429494
2015-01-26,1163.2674455410568
2015-01-27,1149.1568170633834
2015-01-28,1162.0929960133556
2015-01-29,1157.6153788191725
2015-01-30,1162.959941035162
2015-02-02,1152.7392610966317
2015-02-03,1165.3576773070674
2015-02-04,1177.6648765207383
2015-02-05,1197.646105375871
2015-02-06,1206.7251802634664
2015-02-09,1174.7684950414487
2015-02-10,1175.9292295958483
2015-02-11,1186.0725568804162
2015-02-12,1162.0928860799427
2015-02-13,1159.0354174035647
2015-02-16,1155.3443299071187
2015-02-17,1149.9744125500326
2015-02-18,1159.3689340222456
2015-02-19,1154.6008231579717
2015-02-20,1156.835174049424
2015-02-23,1156.2541964376417
2015-02-24,1160.0594058315685
2015-02-25,1156.493592004114
2015-02-26,1180.9631416085729
2015-02-27,1180.5500115189593
2015-03-02,1189.8051648142327
2015-03-03,1185.2577516132362
2015-03-04,1194.5844476616546
2015-03-05,1202.681424872302
2015-03-06,1221.28387199089
2015-03-09,1223.8279600424055
2015-03-10,1242.4667863549812
2015-03-11,1241.6974671029466
2015-03-12,1231.9591463977943
2015-03-13,1243.0826667045749
2015-03-16,1216.4116141167106
2015-03-17,1188.3409163784481
2015-03-18,1161.1021110526574
2015-03-19,1173.9117115048
2015-03-20,1155.3153056807857
2015-03-23,1157.8486672643128
2015-03-24,1166.3794374287013
2015-03-25,1140.4157238314006
2015-03-26,1127.2738872313123
2015-03-27,1130.1411229542748
2015-03-30,1136.3616017062022
2015-03-31,1146.338668806905
2015-04-01,1142.8775947475042
2015-04-02,1136.5403544458268
2015-04-03,1136.5403544458268
2015-04-06,1123.200700077397
2015-04-07,1152.2992311766889
2015-04-08,1165.3384623896354
2015-04-09,1178.0332002162202
2015-04-10,1183.7423904304148
2015-04-13,1173.0391010645942
2015-04-14,1155.1562000326355
2015-04-15,1172.8645696470942
2015-04-16,1166.1325253644104
2015-04-17,1157.999312560799
2015-04-20,1158.1060726757062
2015-04-21,1179.4966053401372
2015-04-22,1176.1947210107369
2015-04-23,1169.3196182137308
2015-04-24,1162.4799868390728
2015-04-27,1187.0826083127379
2015-04-28,1175.2448765252825
2015-04-29,1156.9789879152381
2015-04-30,1146.0275924839557
2015-05-01,1144.2601385679293
2015-05-04,1165.2454834519046
2015-05-05,1167.3383786221968
2015-05-06,1175.490895869408
2015-05-07,1188.0783125295964
2015-05-08,1192.6321626377903
2015-05-11,1188.8674275800875
2015-05-12,1175.4656331165313
2015-05-13,1161.4292048355123
2015-05-14,1164.1693378152897
2015-05-15,1157.9623340912506
2015-05-18,1172.3979903795275
2015-05-19,1194.685207985894
2015-05-20,1202.7083198898524
2015-05-21,1203.3474891902792
2015-05-22,1214.045366809969
2015-05-25,1194.5660758619415
2015-05-26,1214.3327879482092
2015-05-27,1213.5372264481932
2015-05-28,1199.8056515864544
2015-05-29,1194.9630876671474
2015-06-01,1230.3375594054003
2015-06-02,1202.4776810857584
2015-06-03,1186.4832794876575
2015-06-04,1181.2991861826442
2015-06-05,1199.5756094646608
2015-06-08,1172.4191863628184
2015-06-09,1168.9747481650847
2015-06-10,1165.7757345387797
2015-06-11,1173.2043017939357
2015-06-12,1169.6162475997928
2015-06-15,1178.1626252063477
2015-06-16,1179.9321963903365
2015-06-17,1191.5770540807307
2015-06-18,1168.9223730851395
2015-06-19,1176.8485790691766
2015-06-22,1179.3006693849823
2015-06-23,1215.81588064896
2015-06-24,1213.1666076834128
2015-06-25,1212.7140195400216
2015-06-26,1218.4414734023526
2015-06-29,1214.1034851429486
2015-06-30,1212.4776734186955
2015-07-01,1223.747231822912
2015-07-02,1224.401471956377
2015-07-03,1224.792222264642
2015-07-06,1219.5410412806618
2015-07-07,1235.5203749368466
2015-07-08,1214.223013021322
2015-07-09,1219.6142518229967
2015-07-10,1205.630478360007
2015-07-13,1223.821685769563
2015-07-14,1225.6303137252369
2015-07-15,1241.526827935862
2015-07-16,1250.1583087281492
2015-07-17,1255.9175491055764
2015-07-20,1254.7614598626017
2015-07-21,1246.745168092545
2015-07-22,1241.6796549145565
2015-07-23,1240.2996458119069
2015-07-24,1241.7871176830035
2015-07-27,1243.9223141547363
2015-07-28,1237.7365556696907
2015-07-29,1238.2385845836618
2015-07-30,1245.9318623064144
2015-07-31,1231.965382846287
2015-08-03,1234.2525565834903
2015-08-04,1241.7453567335958
2015-08-05,1244.9904035733423
2015-08-06,1251.501396361275
2015-08-07,1248.6068965367128
2015-08-10,1236.5465892370664
2015-08-11,1234.2860600480356
2015-08-12,1213.5500812595799
2015-08-13,1217.230213195197
2015-08-14,1219.0043423426955
2015-08-17,1222.493537666119
2015-08-18,1218.7010964112585
2015-08-19,1204.9431822928793
2015-08-20,1171.6507504312442
2015-08-21,1159.6898469775754
2015-08-24,1057.6833318610122
2015-08-25,1086.0883058428524
