Date,PHILIPPINES SMALL VALUE
2001-05-31,598.3941257355019
2001-06-01,605.5879728669842
2001-06-04,611.8561198031149
2001-06-05,609.3399235996313
2001-06-06,605.6330110083941
2001-06-07,614.0544525872054
2001-06-08,606.6120220093521
2001-06-11,607.1575272753927
2001-06-12,601.3500252937838
2001-06-13,605.7862321705663
2001-06-14,598.611864924459
2001-06-15,598.6783651737742
2001-06-18,584.7254479773397
2001-06-19,573.6875830349935
2001-06-20,583.6321753856952
2001-06-21,587.1733953323478
2001-06-22,581.0916223107847
2001-06-25,570.5730638107037
2001-06-26,570.1932741697614
2001-06-27,568.4219361272945
2001-06-28,579.9552963141044
2001-06-29,578.4934677650594
2001-07-02,573.6705968080008
2001-07-03,575.2776684115698
2001-07-04,574.1028396073176
2001-07-05,581.0580664763753
2001-07-06,574.2187701446163
2001-07-09,570.200709978419
2001-07-10,569.2717489982622
2001-07-11,563.8791954904162
2001-07-12,563.1666829954592
2001-07-13,566.1265332433911
2001-07-16,559.2260255750226
2001-07-17,554.3365613507053
2001-07-18,541.9440060142783
2001-07-19,543.7830488729466
2001-07-20,541.618388629092
2001-07-23,544.0876227199435
2001-07-24,539.0882957103677
2001-07-25,547.0034074213665
2001-07-26,550.4047036982913
2001-07-27,552.0724450608142
2001-07-30,554.4936838429103
2001-07-31,563.7901552563195
2001-08-01,555.7705620151007
2001-08-02,558.5535665037972
2001-08-03,558.3315601829307
2001-08-06,558.731053434197
2001-08-07,559.7859543869912
2001-08-08,558.5608932307067
2001-08-09,549.9176140041955
2001-08-10,558.5231331727462
2001-08-13,564.0305330838942
2001-08-14,564.9189970076665
2001-08-15,561.4906556967339
2001-08-16,560.2143019606617
2001-08-17,560.3613315963395
2001-08-20,557.1775803671941
2001-08-21,560.9672297022805
2001-08-22,554.2438215571542
2001-08-23,557.3898049867862
2001-08-24,551.0511436797381
2001-08-27,556.2430368219623
2001-08-28,556.7834785891567
2001-08-29,554.9850522358723
2001-08-30,549.0458963035368
2001-08-31,555.8789535235301
2001-09-03,557.5130128019489
2001-09-04,559.32595694402
2001-09-05,562.7041260064407
2001-09-06,562.1867395688065
2001-09-07,557.1225960451354
2001-09-10,556.1198892747988
2001-09-11,544.9202356523284
2001-09-12,540.1049928149084
2001-09-13,535.9294798127457
2001-09-14,520.8749082557704
2001-09-17,510.49649738678056
2001-09-18,524.4876533928451
2001-09-19,513.8663138182369
2001-09-20,512.185195371477
2001-09-21,518.2851418948192
2001-09-24,509.8258191968915
2001-09-25,506.04647736579136
2001-09-26,497.0735674153142
2001-09-27,501.0208365760387
2001-09-28,514.4763448345481
2001-10-01,503.3739258150613
2001-10-02,496.60463014755715
2001-10-03,497.6836548634922
2001-10-04,501.3266397725126
2001-10-05,494.21623540712125
2001-10-08,483.8868785682734
2001-10-09,482.7740972320918
2001-10-10,481.17201926713005
2001-10-11,479.6437455208831
2001-10-12,492.4766937942425
2001-10-15,491.19530757317875
2001-10-16,490.1352053445393
2001-10-17,487.5947958680568
2001-10-18,484.674446095376
2001-10-19,481.4105649082241
2001-10-22,483.84889668368874
2001-10-23,482.8951885801665
2001-10-24,478.4472486550228
2001-10-25,477.62671802010084
2001-10-26,481.6155125957106
2001-10-29,482.65029385220987
2001-10-30,480.9205845275486
2001-10-31,489.0095960686325
2001-11-01,485.6738772833485
2001-11-02,487.1436633069926
2001-11-05,489.4078332715186
2001-11-06,483.28780774472114
2001-11-07,484.2708854462271
2001-11-08,495.21993026262805
2001-11-09,490.64823425320793
2001-11-12,485.59222310362446
2001-11-13,491.77095843803926
2001-11-14,490.9404263650833
2001-11-15,497.05206784369835
2001-11-16,507.987187660789
2001-11-19,511.7579088074837
2001-11-20,504.9989941061105
2001-11-21,513.558234487896
2001-11-22,525.0468251361629
2001-11-23,532.8999067034447
2001-11-26,531.059442493011
2001-11-27,540.4195358711238
2001-11-28,537.2826357996339
2001-11-29,528.5476972737665
2001-11-30,523.3823514859233
2001-12-03,515.914313748195
2001-12-04,514.0312097796887
2001-12-05,527.298785559371
2001-12-06,532.7004814683561
2001-12-07,532.0727018541609
2001-12-10,531.9666533685429
2001-12-11,529.7664518484014
2001-12-12,525.0221720182428
2001-12-13,524.2795470337174
2001-12-14,518.2572189541414
2001-12-17,516.9400283871547
2001-12-18,526.8485533104403
2001-12-19,538.7672462066946
2001-12-20,552.090659505764
2001-12-21,562.9271387796564
2001-12-24,568.600644278119
2001-12-25,568.600644278119
2001-12-26,575.8521019913773
2001-12-27,561.4971676790933
2001-12-28,564.9992415454391
2001-12-31,559.3252741348315
2002-01-01,559.3252741348315
2002-01-02,547.5551398750682
2002-01-03,544.3132867632343
2002-01-04,558.3622128314584
2002-01-07,565.7610652038794
2002-01-08,556.3916461665885
2002-01-09,555.4092068562717
