Date,EGYPT SMALL VALUE
2004-05-31,206.69206278915263
2004-06-01,203.78347571524517
2004-06-02,201.62968841572408
2004-06-03,200.97125871209562
2004-06-04,201.02051436146743
2004-06-07,198.0694567435545
2004-06-08,203.8812363051307
2004-06-09,209.8230673084332
2004-06-10,211.50304258320088
2004-06-11,212.94704986781204
2004-06-14,211.26454304339342
2004-06-15,208.46891114829847
2004-06-16,208.349066942558
2004-06-17,208.16238012034376
2004-06-18,206.6087373509
2004-06-21,206.63113879562516
2004-06-22,205.87515251146468
2004-06-23,200.66650341879222
2004-06-24,202.76334387447437
2004-06-25,203.43156498714
2004-06-28,204.82207132164007
2004-06-29,203.79202989960936
2004-06-30,205.2735798165539
2004-07-01,204.43309075957657
2004-07-02,202.05644493390938
2004-07-05,204.8677053050987
2004-07-06,202.8909600951559
2004-07-07,204.740910086304
2004-07-08,205.24830752732865
2004-07-09,205.43882779018796
2004-07-12,209.53994847504046
2004-07-13,209.6367895846349
2004-07-14,211.2418704783541
2004-07-15,215.5420015698619
2004-07-16,214.26040516022232
2004-07-19,221.96458313391244
2004-07-20,222.06955079467627
2004-07-21,225.42139987812016
2004-07-22,221.65698746008343
2004-07-23,224.47400219652684
2004-07-26,223.38472734155388
2004-07-27,225.0938488557679
2004-07-28,227.28241489342588
2004-07-29,227.84352948942075
2004-07-30,228.0897672400628
2004-08-02,233.44531825015912
2004-08-03,230.6258074055349
2004-08-04,230.97169543549776
2004-08-05,233.33156414196586
2004-08-06,229.31500611349713
2004-08-09,231.6307633543161
2004-08-10,229.3092898151376
2004-08-11,232.62439175555576
2004-08-12,230.40354968105024
2004-08-13,228.12795906691645
2004-08-16,232.79924732356184
2004-08-17,234.93681201138702
2004-08-18,236.91838179458952
2004-08-19,230.09133957804025
2004-08-20,230.707380647861
2004-08-23,232.70354834156566
2004-08-24,232.30581143096262
2004-08-25,235.92455031227868
2004-08-26,237.49070910849136
2004-08-27,238.5660419416582
2004-08-30,241.41213757905166
2004-08-31,237.59363185746952
2004-09-01,239.1908653350211
2004-09-02,241.78221635093558
2004-09-03,243.82824331968283
2004-09-06,240.22689616469802
2004-09-07,239.30123392811447
2004-09-08,240.21619285563446
2004-09-09,241.67393799873358
2004-09-10,239.11893357147093
2004-09-13,264.903584256468
2004-09-14,264.62571830871525
2004-09-15,278.90945099844
2004-09-16,285.5283577149331
2004-09-17,284.918078846045
2004-09-20,277.8198663633495
2004-09-21,273.45200562706066
2004-09-22,272.34080997361923
2004-09-23,267.9283897919206
2004-09-24,268.561764424402
2004-09-27,264.7562264312228
2004-09-28,263.5057401961862
2004-09-29,265.2762623716413
2004-09-30,267.33313495296466
2004-10-01,267.88313656184766
2004-10-04,278.1177272353267
2004-10-05,277.2095683656566
2004-10-06,277.2771612217623
2004-10-07,281.29855181841276
2004-10-08,278.3531358676742
2004-10-11,269.929772188654
2004-10-12,279.452586626949
2004-10-13,280.73648335037274
2004-10-14,275.07121462414045
2004-10-15,273.13184300318744
2004-10-18,273.36720438894656
2004-10-19,272.9766228175642
2004-10-20,272.27610229376035
2004-10-21,274.81681322209437
2004-10-22,274.2946580135023
2004-10-25,273.24178694058776
2004-10-26,277.47204617212464
2004-10-27,277.8013192082325
2004-10-28,276.690223624953
2004-10-29,277.01649644083085
2004-11-01,278.7618423985106
2004-11-02,284.1949256524766
2004-11-03,283.13362044320183
2004-11-04,283.03868083008564
2004-11-05,282.4029590515105
2004-11-08,281.3659389919573
2004-11-09,283.3455605557452
2004-11-10,287.82835370047377
2004-11-11,290.3339604045548
2004-11-12,289.4920873316631
2004-11-15,289.3131192316165
2004-11-16,285.9426702511041
2004-11-17,291.5994534382719
2004-11-18,295.8447199618479
2004-11-19,294.25884636248117
2004-11-22,303.3790046454178
2004-11-23,306.2208479604547
2004-11-24,306.2968934141841
2004-11-25,309.29957002888443
2004-11-26,308.8213919605894
2004-11-29,315.80632887773515
2004-11-30,309.1666999486371
2004-12-01,307.1512705393487
2004-12-02,309.6577643575888
2004-12-03,307.31862713758085
2004-12-06,306.03871876655717
2004-12-07,309.4519114168488
2004-12-08,310.27516183700504
2004-12-09,309.6731605867967
2004-12-10,308.9965152746693
2004-12-13,308.383320471247
2004-12-14,314.65236211626035
2004-12-15,310.879010286153
2004-12-16,312.660087989395
2004-12-17,313.3008338718092
2004-12-20,302.24005230323473
2004-12-21,305.86624000944084
2004-12-22,307.4681307357325
2004-12-23,308.0354874198227
2004-12-24,307.2390891143975
2004-12-27,308.7999203005141
2004-12-28,310.3194619659915
2004-12-29,318.0062633013878
2004-12-30,321.81776494744844
2004-12-31,323.6359901368079
2005-01-03,341.5828160440056
2005-01-04,351.0969104266005
2005-01-05,349.30903405906696
2005-01-06,356.0891319619529
2005-01-07,359.4869550644064
2005-01-10,360.14525247010596
2005-01-11,361.65094989841793
2005-01-12,359.00932522034134
2005-01-13,361.9972608395871
2005-01-14,365.6015343762101
2005-01-17,371.6956737619437
2005-01-18,378.3171800370072
2005-01-19,378.026914812749
2005-01-20,380.40563574829866
2005-01-21,379.04479703134695
2005-01-24,395.528763012862
2005-01-25,398.25745856630346
2005-01-26,395.67892564286893
2005-01-27,405.8033264222652
2005-01-28,406.7079189482075
2005-01-31,417.7891710799422
2005-02-01,414.8897126830961
2005-02-02,427.4272893941734
2005-02-03,435.57298001815707
2005-02-04,435.97683366005145
2005-02-07,447.0027513570129
2005-02-08,441.58658950767654
2005-02-09,438.6551648676151
2005-02-10,435.1506869167627
2005-02-11,435.69139370747973
2005-02-14,438.5781903865146
2005-02-15,436.9776798057665
2005-02-16,440.7629787314928
2005-02-17,438.89509683122697
2005-02-18,438.86150492147743
2005-02-21,432.20722726820816
2005-02-22,426.59382988362984
2005-02-23,430.29420577949355
2005-02-24,432.0552692178391
2005-02-25,432.5138396866652
2005-02-28,438.0150458764324
2005-03-01,446.8915430849543
2005-03-02,457.5217977058518
2005-03-03,462.2954759967235
2005-03-04,458.211624534485
2005-03-07,459.47913846140403
2005-03-08,451.4275429592893
2005-03-09,459.9155258560268
2005-03-10,456.5817670766336
2005-03-11,454.86873741561044
2005-03-14,463.82140477657646
2005-03-15,456.0070229538635
2005-03-16,445.6155389915533
2005-03-17,429.9931909245882
2005-03-18,432.9703780226174
2005-03-21,423.95227824468276
2005-03-22,416.3756068617259
2005-03-23,434.89243340994506
2005-03-24,442.56415313811345
2005-03-25,442.56415313811345
2005-03-28,438.1380457865018
2005-03-29,426.7003834233176
2005-03-30,418.8983919449239
2005-03-31,432.16947632690557
2005-04-01,433.36990078180844
2005-04-04,446.91900228966784
2005-04-05,453.9394439658244
2005-04-06,461.0066507518475
2005-04-07,458.1646386517534
2005-04-08,460.161697983491
2005-04-11,446.26170339692686
2005-04-12,443.3801020971465
2005-04-13,448.74960933604325
2005-04-14,454.9369444457178
2005-04-15,450.62699698084015
2005-04-18,434.99249797055455
2005-04-19,429.95432710704495
2005-04-20,424.5459030744568
2005-04-21,423.20183968218544
2005-04-22,424.10774171277296
2005-04-25,427.4408687809784
2005-04-26,436.61334378374437
2005-04-27,438.0745405979985
2005-04-28,441.2374426464024
2005-04-29,441.4425183391773
2005-05-02,443.883801884925
2005-05-03,440.09011368839793
2005-05-04,439.24279518458746
2005-05-05,448.9441496736437
2005-05-06,452.22927734523967
2005-05-09,451.3890159449336
2005-05-10,453.5118796360544
2005-05-11,454.1273056237028
2005-05-12,455.5696049669472
2005-05-13,457.82869265012914
2005-05-16,441.1608876457242
2005-05-17,442.8318790373743
2005-05-18,443.8644463310344
2005-05-19,431.5994875489985
2005-05-20,434.0517239998983
2005-05-23,426.73370057780596
2005-05-24,430.0017425956031
2005-05-25,434.3161212046486
2005-05-26,439.89261224107736
2005-05-27,438.655820654945
2005-05-30,439.28206343245154
2005-05-31,443.5508854787789
2005-06-01,451.847785575582
2005-06-02,438.67138299877183
2005-06-03,438.5310595548895
2005-06-06,444.5434448253551
2005-06-07,451.09330515707103
2005-06-08,454.28138382861516
2005-06-09,467.68761644542525
2005-06-10,470.3882254906866
2005-06-13,475.90847575930104
2005-06-14,474.9899441772587
2005-06-15,475.1843341522813
2005-06-16,476.6161527103462
2005-06-17,471.1677298502963
2005-06-20,518.5410803918857
2005-06-21,519.8607539887513
2005-06-22,512.6698081754516
2005-06-23,520.365910054432
2005-06-24,518.794652963351
2005-06-27,512.177684401691
2005-06-28,513.0750211061483
2005-06-29,508.6527377356821
2005-06-30,505.8907316438869
2005-07-01,511.7665462834106
2005-07-04,506.2692056174711
2005-07-05,510.5045071115278
2005-07-06,517.3978665845042
2005-07-07,507.78284500337867
2005-07-08,508.5487637372002
2005-07-11,506.435292864554
2005-07-12,502.32164341759216
2005-07-13,509.5618876140699
2005-07-14,514.8627637498067
2005-07-15,517.7767847374964
