Date,INDONESIA SMALL VALUE
1998-12-31,273.99726252981355
1999-01-01,273.99726252981355
1999-01-04,271.9124607271737
1999-01-05,286.8173114047773
1999-01-06,295.5944388181363
1999-01-07,295.0969982817508
1999-01-08,292.14197216127536
1999-01-11,288.5710082291367
1999-01-12,284.0034860209322
1999-01-13,257.7508814643793
1999-01-14,243.8243031553698
1999-01-15,254.08670075250438
1999-01-18,256.1938670277509
1999-01-19,255.98417058724226
1999-01-20,255.26569972929047
1999-01-21,248.3956504293646
1999-01-22,241.47807206745367
1999-01-25,204.89177597537085
1999-01-26,212.55010502177726
1999-01-27,220.7496864458104
1999-01-28,229.87516998061295
1999-01-29,245.6879546770575
1999-02-01,244.4453314909224
1999-02-02,249.04738970025602
1999-02-03,260.95045796154903
1999-02-04,254.17427858353318
1999-02-05,244.35541139233027
1999-02-08,237.96672440748694
1999-02-09,240.82945092258177
1999-02-10,241.59961406968574
1999-02-11,251.85970991629452
1999-02-12,243.76670342907337
1999-02-15,244.52688112925554
1999-02-16,237.87022066487768
1999-02-17,243.9957917839567
1999-02-18,245.1943065069242
1999-02-19,243.00656504446414
1999-02-22,240.79980186240147
1999-02-23,244.21154737496093
1999-02-24,247.1088730428846
1999-02-25,247.54849786333182
1999-02-26,247.61220691296242
1999-03-01,250.79186307469595
1999-03-02,241.26833787021303
1999-03-03,242.40795090077552
1999-03-04,234.3107729381681
1999-03-05,232.15339005649778
1999-03-08,227.50346939656376
1999-03-09,221.79898031826605
1999-03-10,218.70158335613206
1999-03-11,214.58736257774152
1999-03-12,218.1060806196111
1999-03-15,226.76513288165177
1999-03-16,224.0125777853182
1999-03-17,227.2692263845233
1999-03-18,227.71398025220336
1999-03-19,234.8651231675326
1999-03-22,227.7988497721638
1999-03-23,228.50652856754465
1999-03-24,220.93615301380407
1999-03-25,223.735796303856
1999-03-26,224.64222569841303
1999-03-29,233.9514734302249
1999-03-30,244.02844669014732
1999-03-31,244.66199884162947
1999-04-01,233.13225825480632
1999-04-02,235.01332634941085
1999-04-05,242.60121812933522
1999-04-06,241.38399578206557
1999-04-07,242.23979404363777
1999-04-08,238.17043621609443
1999-04-09,243.05559730718633
1999-04-12,241.53510294617163
1999-04-13,252.18955261569835
1999-04-14,260.74940272607824
1999-04-15,283.0427435420051
1999-04-16,293.0381979173175
1999-04-19,295.12809847669484
1999-04-20,288.3184889956266
1999-04-21,273.1993336397649
1999-04-22,287.57668584799103
1999-04-23,299.2838675538762
1999-04-26,300.18997916140376
1999-04-27,290.8614731067601
1999-04-28,306.7654410676862
1999-04-29,325.92796709257544
1999-04-30,347.7683688558131
1999-05-03,390.7856396705113
1999-05-04,426.2433834336742
1999-05-05,472.4783767924364
1999-05-06,486.71154487997416
1999-05-07,463.89522797382665
1999-05-10,473.012802536646
1999-05-11,493.09156799195864
1999-05-12,486.8015149269495
1999-05-13,490.4781133145516
1999-05-14,496.4149562515827
1999-05-17,490.0235599201654
1999-05-18,476.88831138065405
1999-05-19,480.8440536931826
1999-05-20,497.40443801102737
1999-05-21,504.1568359611607
1999-05-24,542.3652334056851
1999-05-25,560.9732674793639
1999-05-26,550.7784851789858
1999-05-27,562.8186060118943
1999-05-28,538.9789617022024
1999-05-31,548.4309312160899
1999-06-01,529.9062573041689
1999-06-02,501.9560749400399
1999-06-03,524.5257864836869
1999-06-04,567.2200782744013
1999-06-07,588.1280394965688
1999-06-08,684.6278077562479
1999-06-09,680.83634683104
1999-06-10,693.1546202080946
1999-06-11,718.4019640417321
1999-06-14,785.5587240669352
1999-06-15,812.9133030808259
1999-06-16,801.1275904007854
1999-06-17,821.6416620025883
1999-06-18,829.5073942737995
1999-06-21,882.6800533173462
1999-06-22,914.2535253340725
1999-06-23,958.3349250506328
1999-06-24,954.524935519612
1999-06-25,911.0048148312914
1999-06-28,954.0994019555085
1999-06-29,961.795590648139
1999-06-30,894.2489895922562
1999-07-01,890.176754121394
1999-07-02,884.6564196573521
1999-07-05,842.7486189951338
1999-07-06,892.361166314169
1999-07-07,885.532992155273
1999-07-08,897.3304203485546
1999-07-09,901.0390846755668
1999-07-12,905.4357188049102
1999-07-13,892.779015281368
1999-07-14,883.7574244116581
1999-07-15,891.8872172670356
1999-07-16,889.1452703746517
1999-07-19,914.8763851931018
1999-07-20,867.640535566722
1999-07-21,851.1925688019992
1999-07-22,839.7805437122453
1999-07-23,791.7739908745203
1999-07-26,728.1934888431264
1999-07-27,694.3244828797435
1999-07-28,770.6145749996126
1999-07-29,779.8357973901169
1999-07-30,755.7160744063101
1999-08-02,736.7302147985114
1999-08-03,761.4976022885895
1999-08-04,746.7531214119012
1999-08-05,722.2271633108239
1999-08-06,721.7903855951084
1999-08-09,704.2112105969417
1999-08-10,628.5227657301209
1999-08-11,528.8209731570439
1999-08-12,550.1442098507722
1999-08-13,540.0306940050538
1999-08-16,586.4392439093523
1999-08-17,581.8083466737826
1999-08-18,623.2116496482304
1999-08-19,696.1402965729566
1999-08-20,642.121502392276
1999-08-23,641.018583470347
1999-08-24,619.3500014512542
1999-08-25,639.6773283252605
1999-08-26,633.3327404332072
1999-08-27,587.4387036036788
1999-08-30,563.4682476472726
1999-08-31,569.3007658667123
1999-09-01,568.855000187043
1999-09-02,557.269206998254
1999-09-03,553.40012826979
1999-09-06,522.0304827422942
1999-09-07,510.5750442448171
1999-09-08,443.5370773185245
1999-09-09,465.8632672162554
1999-09-10,518.970955408235
1999-09-13,580.5027361901616
1999-09-14,556.0905157858726
1999-09-15,522.3700517162702
1999-09-16,530.9696795600902
1999-09-17,533.8373483130424
1999-09-20,503.7061289467707
1999-09-21,493.70914436570854
1999-09-22,481.87676413907457
1999-09-23,452.3036039296632
1999-09-24,462.492288575698
1999-09-27,463.3515771204775
1999-09-28,469.6269618913044
1999-09-29,468.446897380341
1999-09-30,491.3352523954629
1999-10-01,539.790931871784
1999-10-04,547.6196751612091
1999-10-05,560.7469987594902
1999-10-06,604.7700374154016
1999-10-07,582.60491553821
1999-10-08,592.490831647745
1999-10-11,591.4637367301359
1999-10-12,570.700309845006
1999-10-13,548.2016146394452
1999-10-14,530.4847499004254
1999-10-15,549.8365892928643
1999-10-18,554.0154498537672
1999-10-19,621.6498995123393
1999-10-20,653.4709685148881
1999-10-21,754.7765067805219
1999-10-22,773.6290590432052
1999-10-25,755.988288018756
1999-10-26,772.0388074835251
1999-10-27,736.0884730227533
1999-10-28,737.4746976689319
1999-10-29,768.888568660299
1999-11-01,774.784203772406
1999-11-02,779.3776959056833
1999-11-03,801.4067361912427
1999-11-04,825.8679639754699
1999-11-05,838.2571959884634
1999-11-08,845.1278572648108
1999-11-09,829.628887174845
1999-11-10,811.0653715251738
1999-11-11,788.9624074262888
1999-11-12,779.142306991808
1999-11-15,794.2960932631639
1999-11-16,817.2518837751087
1999-11-17,800.5303204494086
1999-11-18,790.4871672517276
1999-11-19,787.3632328939293
1999-11-22,772.2317087183051
1999-11-23,768.4338785792286
1999-11-24,754.0539292982551
1999-11-25,733.6372614042353
1999-11-26,735.0333284269068
1999-11-29,677.6649242971558
1999-11-30,680.4207711078698
1999-12-01,708.2849310059728
1999-12-02,694.8181962495759
1999-12-03,712.1251530876732
1999-12-06,711.9556311490892
1999-12-07,694.5422598559345
1999-12-08,701.4354513505479
1999-12-09,699.5818323041135
1999-12-10,707.3358241341201
1999-12-13,704.1090304530906
1999-12-14,749.5441957462472
1999-12-15,778.1124146859305
1999-12-16,747.4697826576696
1999-12-17,744.9860313666106
1999-12-20,771.1875892385602
1999-12-21,810.4795424019736
1999-12-22,819.9879459995997
1999-12-23,847.1556003935538
1999-12-24,847.611072978121
1999-12-27,915.9467851080199
1999-12-28,889.8158698378586
1999-12-29,858.935668889777
1999-12-30,867.1425077604679
1999-12-31,867.1425077604679
2000-01-03,856.1243956204924
2000-01-04,860.9022754393039
2000-01-05,823.0040386118826
2000-01-06,799.1771051812274
2000-01-07,812.2693446050506
2000-01-10,813.0709616058296
2000-01-11,829.7125354857418
2000-01-12,857.0625342713918
2000-01-13,849.064560990124
2000-01-14,855.232406132338
2000-01-17,846.862530843443
2000-01-18,816.0884969239606
2000-01-19,764.865339755835
2000-01-20,806.7009707967549
2000-01-21,803.7515133854492
2000-01-24,810.3116248415239
2000-01-25,800.4598782932644
2000-01-26,780.6666387944482
2000-01-27,796.3743133849672
2000-01-28,777.8344292237714
2000-01-31,766.8032610649708
2000-02-01,754.6300468578553
2000-02-02,720.3913640442292
2000-02-03,729.2901006997655
2000-02-04,801.8894110760796
2000-02-07,814.2199493147446
2000-02-08,815.9763454391252
2000-02-09,837.0568100838526
2000-02-10,858.398529578519
2000-02-11,850.6644512113689
2000-02-14,875.2585800793256
2000-02-15,859.3630428297307
2000-02-16,817.9866247693594
2000-02-17,801.0486651824327
2000-02-18,812.7915202525799
2000-02-21,819.0676946561165
2000-02-22,789.5113097970844
2000-02-23,785.0629618904233
2000-02-24,771.6080926862127
2000-02-25,810.0236727729907
2000-02-28,817.3795026274134
2000-02-29,825.3252454943522
2000-03-01,815.5111758296657
2000-03-02,735.6373446142197
2000-03-03,727.5709048321796
2000-03-06,760.4933171147163
2000-03-07,749.6653592409787
2000-03-08,758.3174066276172
2000-03-09,765.7822435250143
2000-03-10,791.3199921465141
2000-03-13,758.0885386544285
2000-03-14,774.1939789051683
2000-03-15,753.3945039821506
2000-03-16,753.6213020333117
2000-03-17,765.369878159083
2000-03-20,747.5984067595691
2000-03-21,728.3917134367657
2000-03-22,739.1179644806626
2000-03-23,728.1108481951275
2000-03-24,730.9227082449918
2000-03-27,726.0113889005692
2000-03-28,713.0726773119923
2000-03-29,728.2033490514062
2000-03-30,703.9958789563196
2000-03-31,708.1474113169653
2000-04-03,683.8728787191208
2000-04-04,688.6565495275024
2000-04-05,657.1826886552531
2000-04-06,661.7052951357543
2000-04-07,679.4685871016931
2000-04-10,682.5459543212173
2000-04-11,694.9967270910284
2000-04-12,690.1491741905422
2000-04-13,686.6089692936721
2000-04-14,676.0480685485629
2000-04-17,626.399143704524
2000-04-18,623.2039522267046
2000-04-19,618.5209721467843
2000-04-20,594.2997676875317
2000-04-21,594.2997676875317
2000-04-24,607.1933314651957
2000-04-25,587.1946349047668
2000-04-26,594.6424745744839
2000-04-27,605.1466874791238
2000-04-28,623.3752218697625
2000-05-01,592.008096705845
2000-05-02,605.6577027548877
2000-05-03,621.4606021987539
2000-05-04,635.2152147156417
2000-05-05,663.4961826009406
2000-05-08,653.7259154440848
2000-05-09,633.1580119381696
2000-05-10,615.7430870190186
2000-05-11,581.8640649254373
2000-05-12,582.5883729722614
2000-05-15,549.6531153331858
2000-05-16,543.9895308927249
2000-05-17,599.5038948642663
2000-05-18,585.8708766255176
2000-05-19,593.8335633382237
2000-05-22,573.5945107050599
2000-05-23,560.8189172345274
2000-05-24,561.7012245219705
2000-05-25,556.876129104604
2000-05-26,542.5723986520971
2000-05-29,482.1260505463267
2000-05-30,485.49117864099037
2000-05-31,477.0714536855361
2000-06-01,478.8244229300635
2000-06-02,479.221831283987
2000-06-05,471.6491490626546
2000-06-06,463.878388432266
2000-06-07,458.867586525337
2000-06-08,478.4469412628526
2000-06-09,475.9183486412069
2000-06-12,467.2367867438331
2000-06-13,465.0337714115652
2000-06-14,467.17703230254926
2000-06-15,469.4646965494285
2000-06-16,475.48704820348087
2000-06-19,492.1935433652679
2000-06-20,495.5493495024361
2000-06-21,494.18717405223106
2000-06-22,504.24732144606213
2000-06-23,513.9033327790356
2000-06-26,507.5973845817976
2000-06-27,494.44498445279874
2000-06-28,514.6787924419624
2000-06-29,500.5423693342356
2000-06-30,498.2095393069968
2000-07-03,471.06669697446074
2000-07-04,469.28368422592973
2000-07-05,449.7618115418937
2000-07-06,455.48411663580634
2000-07-07,463.15210294043806
2000-07-10,465.08994440486396
2000-07-11,467.11864961921856
2000-07-12,469.1327065189092
2000-07-13,467.54574874482836
2000-07-14,459.8470075498018
2000-07-17,462.4436101693961
2000-07-18,474.0923509167322
2000-07-19,505.6138803831396
2000-07-20,506.23707271780324
2000-07-21,502.1319190155794
2000-07-24,502.81763653330233
2000-07-25,485.04637969437226
2000-07-26,481.7457121446004
2000-07-27,494.3699351504993
2000-07-28,502.55954714985864
2000-07-31,498.62203526536416
2000-08-01,495.9747414519622
2000-08-02,509.1510109565182
2000-08-03,526.1816095490037
2000-08-04,519.8711375799709
2000-08-07,514.9843570098523
2000-08-08,515.9882122637088
2000-08-09,516.0213003611244
2000-08-10,529.1710809772737
2000-08-11,552.0795024512258
2000-08-14,555.228194793934
2000-08-15,538.6815213945198
2000-08-16,534.6549520665797
2000-08-17,532.0005405516558
2000-08-18,533.8246728417827
2000-08-21,547.2163406558905
2000-08-22,559.2074258604966
2000-08-23,544.3609518849183
2000-08-24,520.0560215154467
2000-08-25,526.2077358704472
2000-08-28,534.1563059785753
2000-08-29,513.1336984710872
2000-08-30,517.2243010672136
2000-08-31,523.6038939170771
2000-09-01,523.7615234325713
2000-09-04,527.4000378293326
2000-09-05,531.6123537428635
2000-09-06,533.0949290758424
2000-09-07,536.6347510325485
2000-09-08,539.31072109943
2000-09-11,515.8267764365436
2000-09-12,496.24089391331086
2000-09-13,471.61196700749736
2000-09-14,485.1699898168564
2000-09-15,476.2132530779656
2000-09-18,448.6476604874475
2000-09-19,469.8138912727296
2000-09-20,464.2397397554782
2000-09-21,459.5655343935855
2000-09-22,433.0197927208564
2000-09-25,435.845270801375
2000-09-26,436.7117596179415
2000-09-27,429.4450948591834
2000-09-28,433.0695921117015
2000-09-29,440.3485037473581
2000-10-02,444.632071083815
2000-10-03,445.9101172847269
2000-10-04,441.9631433199092
2000-10-05,442.76114820790275
2000-10-06,442.0940548255838
2000-10-09,439.2930792430485
2000-10-10,437.2329640426095
2000-10-11,432.2839275378012
2000-10-12,427.2637166315959
2000-10-13,433.17739682044737
2000-10-16,436.45561784531833
2000-10-17,442.6170546860172
2000-10-18,444.66735898454607
2000-10-19,454.9562616729527
2000-10-20,456.2362396690006
2000-10-23,453.00425772867675
2000-10-24,452.2421575563786
2000-10-25,456.24263963742493
2000-10-26,449.4068792258582
2000-10-27,436.9760785443306
2000-10-30,414.4304651014956
2000-10-31,419.71537707190663
2000-11-01,428.2642542136573
2000-11-02,432.14478576012067
2000-11-03,434.58552676701964
2000-11-06,439.1997616099805
2000-11-07,437.18860329154444
2000-11-08,440.1297584631162
2000-11-09,430.1955948438297
2000-11-10,431.8661919090943
2000-11-13,423.910580498411
2000-11-14,424.02010570336637
2000-11-15,416.38712153746076
2000-11-16,418.7618813545063
2000-11-17,418.5796152884207
2000-11-20,423.22459118246
2000-11-21,423.7695273129291
2000-11-22,428.83465920810795
2000-11-23,429.20050590283324
2000-11-24,429.30778416323324
2000-11-27,419.54685148479336
2000-11-28,414.2484474525134
2000-11-29,402.37257974017865
2000-11-30,400.29706794622354
2000-12-01,397.0688426340025
2000-12-04,390.82216027780754
2000-12-05,393.4420330153457
2000-12-06,389.62105718337455
2000-12-07,384.93531014447484
2000-12-08,384.51336108131517
2000-12-11,393.4571488601805
2000-12-12,386.1268844528268
2000-12-13,388.3101613928713
2000-12-14,373.6131334257252
2000-12-15,367.31751666037616
2000-12-18,365.21904957542284
2000-12-19,373.86613547073193
2000-12-20,370.4102433410672
2000-12-21,361.1540554945617
2000-12-22,367.20067869729553
2000-12-25,367.20067869729553
2000-12-26,358.7883176216111
2000-12-27,358.13285564755626
2000-12-28,355.30935419426027
2000-12-29,346.71170470947277
2001-01-01,346.71170470947277
2001-01-02,338.6276479951833
2001-01-03,322.977332236301
2001-01-04,323.6018593356276
2001-01-05,330.32138816459513
2001-01-08,324.01596999210767
2001-01-09,329.2165467311955
2001-01-10,329.211148158435
2001-01-11,316.6631866418243
2001-01-12,318.83581760807004
2001-01-15,328.1990443294534
2001-01-16,322.9306578190391
2001-01-17,328.10577544093314
2001-01-18,326.9213387457877
2001-01-19,326.7177862287977
2001-01-22,333.2130438309669
2001-01-23,329.58733714596997
2001-01-24,340.5440057621653
2001-01-25,334.912600560232
2001-01-26,337.2441998839351
2001-01-29,337.61327327808107
2001-01-30,342.42334428480456
2001-01-31,348.1709278695272
2001-02-01,339.8386506269337
2001-02-02,355.05326124298904
2001-02-05,348.66562934967686
2001-02-06,350.8206241470182
