Date,HUNGARY SMALL VALUE
1998-12-31,269.61595795864594
1999-01-01,269.61595795864594
1999-01-04,271.3051583185804
1999-01-05,271.85993013797395
1999-01-06,272.2516897288622
1999-01-07,282.87415374816396
1999-01-08,284.90211409748025
1999-01-11,280.70323918987305
1999-01-12,277.0319448416529
1999-01-13,250.73093343085068
1999-01-14,248.69341478137002
1999-01-15,236.91375263699328
1999-01-18,257.9243889518507
1999-01-19,258.23049917564816
1999-01-20,261.3147237005568
1999-01-21,256.01475407260625
1999-01-22,250.81622269699707
1999-01-25,255.29329388248752
1999-01-26,250.11701251371016
1999-01-27,252.47269692937007
1999-01-28,250.70731744500938
1999-01-29,253.12938310410718
1999-02-01,254.54219900159006
1999-02-02,258.2319186370158
1999-02-03,258.6241949312818
1999-02-04,261.3176545380768
1999-02-05,257.63812071538035
1999-02-08,254.70396013543836
1999-02-09,245.37440481876513
1999-02-10,239.83601285168618
1999-02-11,246.35067137822196
1999-02-12,246.23604626636018
1999-02-15,242.18448869246262
1999-02-16,244.79243756057946
1999-02-17,237.28975036009334
1999-02-18,235.42982497270756
1999-02-19,228.52386007246577
1999-02-22,219.2640110988314
1999-02-23,215.9131807856301
1999-02-24,218.45271722552022
1999-02-25,214.569486287559
1999-02-26,215.39175743021104
1999-03-01,214.81173264443058
1999-03-02,213.09563017332388
1999-03-03,207.2644274373878
1999-03-04,200.54607297227054
1999-03-05,208.8732470368871
1999-03-08,225.68852366272952
1999-03-09,223.34509882315587
1999-03-10,220.51453396076204
1999-03-11,219.3004471071759
1999-03-12,216.48934804795053
1999-03-15,216.37200474787352
1999-03-16,215.8702633567446
1999-03-17,214.26066144851893
1999-03-18,206.9671649037319
1999-03-19,214.4412249144458
1999-03-22,211.48029373764484
1999-03-23,206.1489168557323
1999-03-24,198.38866141043775
1999-03-25,204.54418807759905
1999-03-26,204.0803872499335
1999-03-29,202.41003431007633
1999-03-30,202.26709730013724
1999-03-31,210.1643412972712
1999-04-01,213.34709140546778
1999-04-02,220.2762664354501
1999-04-05,220.9082220993109
1999-04-06,225.12233005667028
1999-04-07,222.15160316046564
1999-04-08,223.85975517230852
1999-04-09,225.40622161297537
1999-04-12,215.8858747816963
1999-04-13,216.36331979284753
1999-04-14,217.187434249151
1999-04-15,217.20151673398374
1999-04-16,230.94076577851078
1999-04-19,236.31752267862606
1999-04-20,236.82227126106883
1999-04-21,240.80162869655717
1999-04-22,235.88015794264336
1999-04-23,240.22564560350486
1999-04-26,238.93335631218602
1999-04-27,247.01341619578534
1999-04-28,242.74392997512186
1999-04-29,244.5663349071593
1999-04-30,246.44563272114453
1999-05-03,253.3746336395129
1999-05-04,256.236293355248
1999-05-05,255.15746245637038
1999-05-06,263.7069649621223
1999-05-07,264.45542974350684
1999-05-10,264.461386550106
1999-05-11,268.05281406230654
1999-05-12,267.3805977656314
1999-05-13,257.45249701143626
1999-05-14,258.37744231480656
1999-05-17,255.11484967929817
1999-05-18,257.67145085160035
1999-05-19,259.227306660339
1999-05-20,257.1778061024364
1999-05-21,255.56071634403366
1999-05-24,255.32100347894203
1999-05-25,251.40267255426872
1999-05-26,254.03623662780868
1999-05-27,254.4817912998013
1999-05-28,254.7404939676781
1999-05-31,262.54789985396235
1999-06-01,260.0337186381791
1999-06-02,258.53989291522396
1999-06-03,261.6470566050978
1999-06-04,262.4280687841666
1999-06-07,255.98938394699263
1999-06-08,256.2509015628038
1999-06-09,254.39013309053527
