Date,TURKEY SMALL VALUE
1998-12-31,258.44303087196477
1999-01-01,258.44303087196477
1999-01-04,267.6642499599209
1999-01-05,267.8243510634474
1999-01-06,272.4075570633491
1999-01-07,257.1520573248582
1999-01-08,256.3256529408011
1999-01-11,253.15277933575098
1999-01-12,252.95164852445657
1999-01-13,234.62747698203486
1999-01-14,245.48723470277093
1999-01-15,246.42638740348184
1999-01-18,240.71750087667508
1999-01-19,240.52047194820153
1999-01-20,241.342151900591
1999-01-21,241.28338387456628
1999-01-22,242.79990378506662
1999-01-25,231.74767024254507
1999-01-26,234.14135166409028
1999-01-27,242.25190588847647
1999-01-28,239.05222869646434
1999-01-29,243.0375017245338
1999-02-01,247.24538586381226
1999-02-02,243.96206316108774
1999-02-03,246.92043517977027
1999-02-04,253.8471481285393
1999-02-05,250.70446301896243
1999-02-08,257.22404764900614
1999-02-09,255.7698826244074
1999-02-10,251.12013948424806
1999-02-11,254.5264421524628
1999-02-12,257.4676904039679
1999-02-15,266.42779570718994
1999-02-16,271.3064881593939
1999-02-17,273.502334894648
1999-02-18,282.0545387022447
1999-02-19,294.28181035585413
1999-02-22,296.0895503780615
1999-02-23,297.4563559528304
1999-02-24,301.51492611610763
1999-02-25,307.07621837451023
1999-02-26,316.5609519753817
1999-03-01,328.2307061914665
1999-03-02,328.8633326437861
1999-03-03,339.1978331166706
1999-03-04,326.27282015209624
1999-03-05,331.5348831783408
1999-03-08,331.9741269912172
1999-03-09,334.90536486034506
1999-03-10,326.4490122881843
1999-03-11,341.05131058249344
1999-03-12,341.3895969434389
1999-03-15,328.9562011415939
1999-03-16,320.9296330835577
1999-03-17,334.9731193498111
1999-03-18,344.7569697105912
1999-03-19,352.43857114313647
1999-03-22,352.86668899312184
1999-03-23,356.6928829152801
1999-03-24,350.8460268121171
1999-03-25,365.19970066615724
1999-03-26,372.21807837900667
1999-03-29,372.78855558747483
1999-03-30,372.0165001432858
1999-03-31,370.5764991312319
1999-04-01,370.1345155709077
1999-04-02,368.8907929081764
1999-04-05,375.24402917477016
1999-04-06,379.99956471067514
1999-04-07,378.5113027066584
1999-04-08,367.51779047558693
1999-04-09,354.0178924787314
1999-04-12,335.6199232352041
1999-04-13,309.0160473254094
1999-04-14,335.82599336591676
1999-04-15,332.28649877624434
1999-04-16,342.4322074667136
1999-04-19,339.8577485774134
1999-04-20,361.01581902451653
1999-04-21,364.63092264110236
1999-04-22,373.4855579394729
1999-04-23,372.69608574986415
1999-04-26,387.3657034333711
1999-04-27,387.9760646948893
1999-04-28,396.5850169632732
1999-04-29,393.73503973973664
1999-04-30,392.60307788375917
1999-05-03,385.11012433051627
1999-05-04,385.0998504622305
1999-05-05,394.106070070642
1999-05-06,396.0185900282845
1999-05-07,390.406957970099
1999-05-10,395.1545744999574
1999-05-11,408.914895207042
1999-05-12,396.8781898208482
1999-05-13,404.7884006741807
1999-05-14,419.186128896635
1999-05-17,406.3196904369603
1999-05-18,413.34121035821613
1999-05-19,413.30600331671855
1999-05-20,414.5243833460615
1999-05-21,412.79877530351365
1999-05-24,409.1740058951832
1999-05-25,402.12193592552796
1999-05-26,404.5794526530377
1999-05-27,408.90097384105496
1999-05-28,405.21301639722583
1999-05-31,390.18369363702766
1999-06-01,388.2923016203416
1999-06-02,374.5132225718829
1999-06-03,374.4968463741036
1999-06-04,390.66633635630706
1999-06-07,390.10191668293606
1999-06-08,381.18025620344713
1999-06-09,379.1793823061742
1999-06-10,384.47592901454703
1999-06-11,382.5826911810237
1999-06-14,381.26130269621206
1999-06-15,367.75371985291
1999-06-16,358.2107770891299
1999-06-17,366.73711418710707
1999-06-18,364.01644140186403
1999-06-21,357.1599692861086
1999-06-22,354.2492883329981
1999-06-23,348.29251654431164
1999-06-24,341.2267244068066
1999-06-25,327.0405996837933
1999-06-28,311.69443136044583
1999-06-29,309.31857991097314
1999-06-30,324.20289330739337
1999-07-01,336.9962039550788
1999-07-02,320.4927647838772
1999-07-05,326.6660425844291
1999-07-06,318.25920273709056
1999-07-07,314.2990989263451
1999-07-08,322.00580124726014
1999-07-09,332.20865244497634
1999-07-12,346.86720265037985
1999-07-13,343.17813408521494
1999-07-14,351.657039167339
1999-07-15,355.3031922633354
1999-07-16,349.7885544661994
1999-07-19,356.38407078968766
1999-07-20,351.2348127654051
1999-07-21,352.4304316353083
1999-07-22,346.9087283706771
1999-07-23,346.1738946588376
1999-07-26,335.80535889390757
1999-07-27,342.3330185872704
1999-07-28,342.10948537855927
1999-07-29,348.98743297964194
1999-07-30,357.6526769849318
1999-08-02,352.73062835451447
