Date,THAILAND SMALL VALUE
1998-12-31,256.5576337603719
1999-01-01,256.5576337603719
1999-01-04,255.08839479343177
1999-01-05,269.4625727135851
1999-01-06,272.75610899453903
1999-01-07,270.8143548809771
1999-01-08,276.2524984166414
1999-01-11,281.411267078054
1999-01-12,284.0520034654983
1999-01-13,267.24037658697193
1999-01-14,264.2646903772576
1999-01-15,267.18289393500027
1999-01-18,271.135297487566
1999-01-19,270.5203964206112
1999-01-20,277.3524733642126
1999-01-21,271.2008987289917
1999-01-22,258.54827785184943
1999-01-25,250.90435318378516
1999-01-26,253.0957246349983
1999-01-27,259.40837668733366
1999-01-28,258.2625829312127
1999-01-29,259.7771023156043
1999-02-01,261.2227801062066
1999-02-02,253.11302719760437
1999-02-03,249.33310644844858
1999-02-04,250.40658586315763
1999-02-05,247.279486536302
1999-02-08,242.74486825865623
1999-02-09,232.69585042278348
1999-02-10,232.80770824521719
1999-02-11,231.93583777828206
1999-02-12,247.8966451672973
1999-02-15,248.39073224087105
1999-02-16,250.06315906715727
1999-02-17,239.46479144644823
1999-02-18,240.2474844436065
1999-02-19,241.85200163302187
1999-02-22,241.79337668048376
1999-02-23,245.06794439447867
1999-02-24,241.4492871194158
1999-02-25,239.81844588945972
1999-02-26,248.96004621494106
1999-03-01,250.09597117487607
1999-03-02,247.71551191710103
1999-03-03,248.00884485521564
1999-03-04,247.53784434638706
1999-03-05,245.8625336482349
1999-03-08,243.91762922757036
1999-03-09,235.6167134926325
1999-03-10,232.8694223062536
1999-03-11,242.23206492145738
1999-03-12,239.32407947571954
1999-03-15,248.083299146601
1999-03-16,246.23175452286043
1999-03-17,241.8364544053332
1999-03-18,247.60750693123813
1999-03-19,253.53382423647565
1999-03-22,253.92911336849517
1999-03-23,253.73698356682374
1999-03-24,253.9884078010132
1999-03-25,262.9436979175392
1999-03-26,265.07227077045536
1999-03-29,264.58081715692913
1999-03-30,256.2797470044827
1999-03-31,255.0449550819501
1999-04-01,249.96197490147105
1999-04-02,248.86600270081908
1999-04-05,246.9028272744721
1999-04-06,245.3788173421891
1999-04-07,255.1599807141232
1999-04-08,258.65238186145956
1999-04-09,263.6187854763584
1999-04-12,259.0474091484532
1999-04-13,260.8505836531335
1999-04-14,262.2247861773524
1999-04-15,264.5471949596655
1999-04-16,303.5277358804461
1999-04-19,317.06605103376785
1999-04-20,315.2955574518051
1999-04-21,313.15219665602666
1999-04-22,319.22200083626905
1999-04-23,311.9670583876907
1999-04-26,327.2827930251152
1999-04-27,349.20185292906996
1999-04-28,348.23581294236203
1999-04-29,369.68757281653785
1999-04-30,421.40129699196814
1999-05-03,423.59176524973105
1999-05-04,497.17183605201876
1999-05-05,493.77863710661325
1999-05-06,495.89801214270983
1999-05-07,458.8101394814822
1999-05-10,463.34834557671263
1999-05-11,467.838987921011
1999-05-12,468.7327438830712
1999-05-13,458.55357277189296
1999-05-14,458.84268062450985
1999-05-17,462.07915666522473
1999-05-18,475.82207669149744
1999-05-19,471.7808695023073
1999-05-20,475.7812503553427
1999-05-21,476.18525133105163
1999-05-24,478.1543594755754
1999-05-25,474.0455692200879
1999-05-26,471.2431187500849
1999-05-27,469.20230511494555
1999-05-28,454.21808635151825
1999-05-31,456.0515192461641
1999-06-01,458.9008504797284
1999-06-02,480.6690145341882
1999-06-03,487.8873557704455
1999-06-04,485.59495504476274
1999-06-07,496.29221542713503
1999-06-08,503.64110480399324
1999-06-09,513.9181457084084
1999-06-10,518.9095949186575
1999-06-11,517.0416315000053
1999-06-14,522.4005466718186
1999-06-15,512.2440329592002
1999-06-16,518.9747638289173
1999-06-17,538.7766082025578
1999-06-18,534.0438178441514
1999-06-21,557.1253155119576
1999-06-22,584.2706800732915
1999-06-23,581.895793567536
1999-06-24,590.3232690768829
1999-06-25,587.9310065236415
1999-06-28,588.9079541685217
1999-06-29,578.7248832177266
1999-06-30,583.965159075642
1999-07-01,588.7644314242583
1999-07-02,593.6861228741224
1999-07-05,596.4973912801408
1999-07-06,593.490743621454
1999-07-07,579.395263144179
1999-07-08,555.1167876160068
1999-07-09,565.1400252841341
1999-07-12,563.3840807957879
1999-07-13,546.4544133432455
1999-07-14,538.4753247103883
1999-07-15,543.0418178423927
1999-07-16,538.2254711218044
1999-07-19,542.4652890277567
1999-07-20,539.8262331913216
1999-07-21,540.9348304993852
1999-07-22,532.9803536846586
1999-07-23,522.0867555653201
1999-07-26,502.156385155828
1999-07-27,508.5854260846778
1999-07-28,512.5323359126825
1999-07-29,513.8131964207779
1999-07-30,504.6036444306792
1999-08-02,499.99378221836906
1999-08-03,500.21558984419056
1999-08-04,490.2390133888779
1999-08-05,479.4006491538712
1999-08-06,462.8550886587222
1999-08-09,453.81664476660626
1999-08-10,446.6079279283686
1999-08-11,436.5811885651065
1999-08-12,438.13023783432834
1999-08-13,435.93480807893155
1999-08-16,434.19905978390193
1999-08-17,427.18235116458465
1999-08-18,429.1369913812085
1999-08-19,434.99739691181384
1999-08-20,463.41904570449486
1999-08-23,472.190192453195
1999-08-24,479.21398050697894
1999-08-25,497.67072500095287
1999-08-26,489.12181244745943
1999-08-27,490.934189380358
1999-08-30,485.85007037535803
1999-08-31,472.85267412228745
1999-09-01,457.28266242989537
1999-09-02,436.24814012047744
1999-09-03,443.5107093259256
1999-09-06,442.29520733572485
1999-09-07,439.90860191727194
1999-09-08,430.1102716766131
1999-09-09,441.8869518476558
1999-09-10,447.4009269236426
1999-09-13,461.1414669595557
1999-09-14,456.43464275955796
1999-09-15,451.17310365051975
1999-09-16,438.3662771213944
1999-09-17,439.5637087644299
1999-09-20,437.2863384212505
1999-09-21,425.52296195591816
1999-09-22,407.9927343006234
1999-09-23,389.04616375064666
1999-09-24,378.1789843233756
1999-09-27,380.8073038614094
1999-09-28,376.518078038524
1999-09-29,381.41828667336193
1999-09-30,378.4561638710484
1999-10-01,392.5661397278941
1999-10-04,384.83960688583096
1999-10-05,408.2144043531345
1999-10-06,396.6010669538476
1999-10-07,393.892206789291
1999-10-08,390.595961382595
1999-10-11,394.4840341631456
1999-10-12,402.8749204399617
1999-10-13,394.3122190795112
1999-10-14,398.0537431973479
1999-10-15,387.2533156911349
1999-10-18,374.5909209939473
1999-10-19,371.7532245479359
1999-10-20,378.2309130820953
1999-10-21,377.22934181186326
1999-10-22,391.9714520424721
1999-10-25,395.06294066423953
1999-10-26,400.96810705082186
1999-10-27,401.75265513676004
1999-10-28,411.42180687683464
1999-10-29,423.13103906294594
1999-11-01,420.7642334868571
1999-11-02,429.69152532545263
1999-11-03,427.9662035319342
1999-11-04,443.2456836503994
1999-11-05,443.9550012279558
1999-11-08,435.26263669683226
1999-11-09,444.9051321460437
1999-11-10,440.82813784043947
1999-11-11,446.5322517773651
1999-11-12,455.30795162663844
1999-11-15,457.60752356239504
1999-11-16,450.11305673185603
1999-11-17,431.80844261060787
1999-11-18,436.9029292902695
1999-11-19,436.38226096129705
1999-11-22,430.40084667544977
1999-11-23,431.8246036769353
1999-11-24,428.7351348219366
1999-11-25,433.07804375640427
1999-11-26,442.38687694976323
1999-11-29,440.4457107038941
1999-11-30,446.2311175260986
1999-12-01,444.67527150291806
1999-12-02,442.6159446658785
1999-12-03,443.5335433117934
1999-12-06,434.8746441501181
1999-12-07,433.1208082031787
1999-12-08,429.6641369771861
1999-12-09,431.4486313466281
1999-12-10,432.26676989773875
1999-12-13,441.0956528926405
1999-12-14,446.51112641126826
1999-12-15,446.5796974196083
1999-12-16,446.0269917546225
1999-12-17,446.1365019331247
1999-12-20,455.8863016726465
1999-12-21,452.998985042641
1999-12-22,470.14940800139937
1999-12-23,473.58003133886683
1999-12-24,474.5197217313724
1999-12-27,470.51147685211254
1999-12-28,476.5768815396985
1999-12-29,490.49584743925664
1999-12-30,491.6089226851908
1999-12-31,491.6089226851908
2000-01-03,493.30519830311056
2000-01-04,493.0168769045807
2000-01-05,464.62846398359795
2000-01-06,446.78207610650855
2000-01-07,457.8045191021664
2000-01-10,459.1817339873621
2000-01-11,447.5027292558936
2000-01-12,455.1554144460907
2000-01-13,455.34073598890484
2000-01-14,467.66844237432605
2000-01-17,474.4700663856181
2000-01-18,481.52255470437717
2000-01-19,486.1478944080744
2000-01-20,499.42564337958146
2000-01-21,494.60976574376326
2000-01-24,491.86752689569835
2000-01-25,487.27390169482743
2000-01-26,479.5522766374817
2000-01-27,491.249089537395
2000-01-28,490.1758595184801
2000-01-31,490.99807720521284
2000-02-01,489.06433474690095
2000-02-02,479.99406752184075
2000-02-03,471.33839326431985
2000-02-04,477.6223103868658
2000-02-07,478.3206620334157
2000-02-08,469.89406580744264
2000-02-09,458.41497986330353
2000-02-10,457.4620429067569
2000-02-11,458.0501431470998
2000-02-14,458.42921605026874
2000-02-15,445.46157647366476
2000-02-16,435.40108822080254
2000-02-17,415.0513879765006
2000-02-18,413.5995026847544
2000-02-21,412.24147388169683
2000-02-22,376.5894509261058
2000-02-23,382.90619409689793
2000-02-24,384.58479865462925
2000-02-25,406.1747769219237
2000-02-28,390.37526787676916
2000-02-29,374.25757658697705
2000-03-01,371.6438548678652
2000-03-02,400.71977486701047
2000-03-03,396.6311310170168
2000-03-06,388.4969649059701
2000-03-07,391.8143202778945
2000-03-08,398.1287757599838
2000-03-09,403.6266357081323
2000-03-10,413.8400814864988
2000-03-13,399.95869515830316
2000-03-14,412.1113308128134
2000-03-15,394.95698507636604
2000-03-16,396.7843690755082
2000-03-17,404.7659854948987
2000-03-20,400.654375983009
2000-03-21,400.6522231493386
2000-03-22,403.42359413929205
2000-03-23,405.4602464086563
2000-03-24,411.3463550597115
2000-03-27,419.4339086294409
2000-03-28,427.865205215246
2000-03-29,428.3696906942106
2000-03-30,414.2003027855499
2000-03-31,415.2678647433754
2000-04-03,410.76376385906127
2000-04-04,408.5928533267112
2000-04-05,404.256797005135
2000-04-06,407.03881552370433
2000-04-07,412.215248150406
2000-04-10,408.2236974879052
2000-04-11,409.83658831621875
2000-04-12,427.83399896390983
2000-04-13,431.15397279079696
2000-04-14,429.9740059219929
2000-04-17,407.9316538585384
2000-04-18,404.4472374295361
2000-04-19,412.24357313567845
2000-04-20,413.9500458873227
2000-04-21,421.1791873158648
2000-04-24,422.2864084994894
2000-04-25,424.7352594526845
2000-04-26,427.29953917927565
2000-04-27,433.6614019239453
2000-04-28,432.2293586952329
2000-05-01,433.35785431364195
2000-05-02,429.5004217207205
2000-05-03,425.50104674438984
2000-05-04,424.8824141068506
2000-05-05,424.21096194648857
2000-05-08,413.2229906624979
2000-05-09,398.58265940912503
2000-05-10,377.3151801248947
2000-05-11,371.9793947475564
2000-05-12,379.2739083640277
2000-05-15,370.0256158304053
2000-05-16,381.4808194118819
2000-05-17,388.17954152355964
2000-05-18,383.3671792503464
2000-05-19,384.2738347626745
2000-05-22,369.64806992507744
2000-05-23,362.8678639635726
2000-05-24,353.2889678666365
2000-05-25,339.93855100821867
2000-05-26,331.5689133593923
2000-05-29,329.42276184010393
2000-05-30,324.49324579292886
2000-05-31,337.4573274665147
2000-06-01,341.8350412819153
2000-06-02,351.7921895670087
2000-06-05,363.2736194765093
2000-06-06,350.04628717812676
2000-06-07,346.69868483627175
2000-06-08,351.2609190215272
2000-06-09,351.32758110067834
2000-06-12,352.10000477528484
2000-06-13,342.3273481393207
2000-06-14,352.4988715563554
2000-06-15,355.19687123123646
2000-06-16,349.03196969088526
2000-06-19,343.6487865667425
2000-06-20,341.02044357781693
2000-06-21,345.85076294218504
2000-06-22,344.33893766152875
2000-06-23,342.9992889115994
2000-06-26,341.06816659962095
2000-06-27,339.05231577541963
2000-06-28,339.3440228210465
2000-06-29,324.7522284475419
2000-06-30,327.3245963070183
2000-07-03,320.2520717855703
2000-07-04,318.88525627940584
2000-07-05,320.6398300228106
2000-07-06,316.95151529850295
2000-07-07,323.1432720751486
2000-07-10,320.16924837442986
2000-07-11,315.99513922786133
2000-07-12,316.89001394137074
2000-07-13,320.56969697744864
2000-07-14,315.1924136569077
2000-07-17,313.80636429377626
2000-07-18,313.72179476219077
2000-07-19,316.01179059649616
2000-07-20,311.0207560966032
2000-07-21,305.5557518822298
2000-07-24,290.7684278406937
2000-07-25,288.97360485107043
2000-07-26,284.80578725897726
2000-07-27,291.01442523863835
2000-07-28,288.0118736471436
2000-07-31,283.82994844584493
2000-08-01,290.54494994595063
2000-08-02,303.58309832933196
2000-08-03,318.1963265702639
2000-08-04,320.7210362592541
2000-08-07,312.2851671311595
2000-08-08,329.2582247905953
2000-08-09,324.28730591029773
2000-08-10,315.517935169756
2000-08-11,324.7542555598657
2000-08-14,324.9438427583797
2000-08-15,322.04880800432295
2000-08-16,326.91380632756403
2000-08-17,320.70384757540876
2000-08-18,317.916816283198
2000-08-21,314.79248797927085
2000-08-22,320.6598525310703
2000-08-23,316.3582550245542
2000-08-24,307.9725768865564
2000-08-25,309.5207779970363
2000-08-28,310.2744513464134
2000-08-29,316.2591854237799
2000-08-30,320.0222374928075
2000-08-31,323.52394023765487
2000-09-01,322.4502793033246
2000-09-04,321.8275665104084
2000-09-05,326.4207396230025
2000-09-06,324.2511565720994
2000-09-07,318.1348045780207
2000-09-08,319.05305453776276
2000-09-11,315.72845084795836
2000-09-12,313.49434466698193
2000-09-13,315.9226452260637
2000-09-14,311.8910466323304
2000-09-15,319.07247091635554
2000-09-18,311.847823891533
2000-09-19,315.12855769782743
2000-09-20,312.50909277538824
2000-09-21,311.42635706346914
2000-09-22,294.09391759888376
2000-09-25,301.4950325893967
2000-09-26,306.56338185997754
2000-09-27,310.8208989200434
2000-09-28,305.2551557145683
2000-09-29,306.3301471259969
