Date,PERU SMALL VALUE
1998-12-31,79.74125673415408
1999-01-01,79.74125673415408
1999-01-04,79.4899490813841
1999-01-05,79.21486440634348
1999-01-06,80.79614025372949
1999-01-07,82.3732976011472
1999-01-08,83.58276536629755
1999-01-11,84.35689853674567
1999-01-12,84.08968921428355
1999-01-13,78.35993802851281
1999-01-14,77.47489357068122
1999-01-15,81.26758017661575
1999-01-18,83.12026394435354
1999-01-19,80.26908940052579
1999-01-20,81.37491480469873
1999-01-21,80.78635585732795
1999-01-22,79.77115511916797
1999-01-25,78.75222047624975
1999-01-26,79.38911547079596
1999-01-27,78.92667382336921
1999-01-28,80.45062532754102
1999-01-29,81.28336052859454
1999-02-01,80.57630123114915
1999-02-02,80.88908054415668
1999-02-03,81.17144286391161
1999-02-04,81.4180422024696
1999-02-05,81.45878171825599
1999-02-08,81.99638408451487
1999-02-09,82.2760603816003
1999-02-10,82.09547214309687
1999-02-11,81.84840082156545
1999-02-12,82.13225708460362
1999-02-15,82.90171135724376
1999-02-16,81.6209527213663
1999-02-17,81.01821534978971
1999-02-18,81.27363286701589
1999-02-19,81.41787930455241
1999-02-22,80.81555323090728
1999-02-23,81.11470690996504
1999-02-24,81.1356709876201
1999-02-25,78.28740695948355
1999-02-26,80.93548177824941
1999-03-01,82.44711799619796
1999-03-02,82.61541748859118
1999-03-03,82.64479341322793
1999-03-04,83.48563337464302
1999-03-05,85.45304727864047
1999-03-08,85.01203104865573
1999-03-09,85.24090380606283
1999-03-10,84.4207054312686
1999-03-11,85.58426379934085
1999-03-12,84.85124927496359
1999-03-15,85.35972506167273
1999-03-16,83.90064199817392
1999-03-17,83.21112818072199
1999-03-18,83.34623539031172
1999-03-19,84.87516337722947
1999-03-22,85.28483888351852
1999-03-23,83.98599838728754
1999-03-24,85.97099233521894
1999-03-25,84.55927176546183
1999-03-26,85.31345828959574
1999-03-29,86.03540532007493
1999-03-30,85.78284746881701
1999-03-31,86.646933982457
1999-04-01,86.52271186001997
1999-04-02,86.71520734874679
1999-04-05,87.00483572202603
1999-04-06,86.7630934047057
1999-04-07,86.4244730977837
1999-04-08,86.44610550129012
1999-04-09,87.0084197051649
1999-04-12,86.40612192469531
1999-04-13,86.60194783096173
1999-04-14,87.21050698104797
1999-04-15,88.1530853321384
1999-04-16,89.23020465971979
1999-04-19,93.72085855652989
1999-04-20,92.50361787617295
1999-04-21,92.5981329936993
1999-04-22,93.21275782131941
1999-04-23,92.15090869210773
1999-04-26,91.74432475511973
1999-04-27,90.79198012895229
1999-04-28,91.25788573204875
1999-04-29,92.49299252200555
1999-04-30,94.07102892599316
1999-05-03,94.88590381857085
1999-05-04,95.15629985514315
1999-05-05,94.3494397893514
1999-05-06,96.8522488556216
1999-05-07,97.32466764939734
1999-05-10,97.58934463785224
1999-05-11,99.12995228905442
1999-05-12,98.74618691022634
1999-05-13,98.52124345681969
1999-05-14,96.91846172016488
1999-05-17,96.59908046244954
1999-05-18,96.31522877859867
1999-05-19,94.17791811821358
1999-05-20,94.88311627017377
1999-05-21,96.59773616692095
1999-05-24,94.6569301453665
1999-05-25,91.83092660743593
1999-05-26,91.92506849606885
1999-05-27,90.45866402951128
1999-05-28,89.47235833966008
1999-05-31,90.22853383459524
1999-06-01,91.06640566060072
1999-06-02,91.11669743492715
1999-06-03,92.17125551888067
1999-06-04,92.94281518411945
1999-06-07,92.79193949554349
1999-06-08,93.04375595069584
1999-06-09,93.20421687091589
1999-06-10,91.52625471907372
1999-06-11,92.78636279026692
1999-06-14,93.28408847057388
1999-06-15,93.22403310349334
1999-06-16,93.50229763194032
1999-06-17,93.2816555336935
1999-06-18,93.21426849103642
1999-06-21,93.6235752490188
1999-06-22,94.62693366636586
1999-06-23,94.0459307817538
1999-06-24,94.28941868688095
1999-06-25,94.78154716051196
1999-06-28,96.6642729634257
1999-06-29,96.9915522431084
1999-06-30,97.59712358183779
1999-07-01,98.8542054151758
1999-07-02,98.92655896368339
1999-07-05,98.47958126094855
1999-07-06,98.4683929661212
1999-07-07,98.79501876816981
1999-07-08,99.47477903598218
1999-07-09,99.10148050633316
1999-07-12,98.90024602560635
1999-07-13,97.17324624760337
1999-07-14,98.13201888175682
1999-07-15,98.17586273127148
1999-07-16,98.60756836586225
1999-07-19,98.23799772374763
1999-07-20,96.32619839381384
1999-07-21,94.68313821989769
1999-07-22,94.35547385953517
1999-07-23,95.02898199653606
1999-07-26,92.87959844201902
1999-07-27,93.19624301991766
1999-07-28,93.31478537453854
1999-07-29,92.43084223729959
1999-07-30,92.4423734377137
1999-08-02,91.33951740404116
1999-08-03,90.46653716832921
1999-08-04,89.74755936402052
1999-08-05,90.50660478091751
1999-08-06,90.22198740549818
1999-08-09,91.76125134333138
1999-08-10,91.0292427816105
1999-08-11,94.03106035309888
1999-08-12,93.2385667329988
1999-08-13,93.9456713466896
1999-08-16,92.3328201603494
1999-08-17,93.08500212683667
1999-08-18,91.89027650130836
1999-08-19,91.18635343510962
1999-08-20,91.57664617947322
1999-08-23,94.19195483010584
1999-08-24,94.13688987311527
1999-08-25,94.64200686626194
1999-08-26,94.92445245108377
1999-08-27,95.28087459126581
1999-08-30,95.29705694093359
1999-08-31,94.23808349966816
1999-09-01,94.22259077510117
1999-09-02,93.68899652952999
1999-09-03,97.06940399715458
1999-09-06,99.41426911770834
1999-09-07,98.49907295513515
1999-09-08,98.69779047432046
1999-09-09,99.46557872868496
1999-09-10,104.91418897662741
1999-09-13,106.62344898874761
1999-09-14,105.84014973052044
1999-09-15,105.39221312624485
1999-09-16,107.27089717893405
1999-09-17,107.26095466527873
1999-09-20,105.37948647721225
1999-09-21,105.1816590387962
1999-09-22,104.6834660265842
1999-09-23,105.22129029870204
1999-09-24,104.11844747664094
1999-09-27,104.17257684834692
1999-09-28,105.2880546379611
1999-09-29,104.97300243584138
1999-09-30,105.3002354765185
1999-10-01,104.69070398211377
1999-10-04,103.72392895930483
1999-10-05,103.9792195878362
1999-10-06,105.53839035445024
1999-10-07,106.42076033362382
1999-10-08,107.47720730753089
1999-10-11,108.35699650061736
1999-10-12,108.93084085688649
1999-10-13,110.10370911625417
1999-10-14,109.06574407610624
1999-10-15,105.89417604371243
1999-10-18,106.87376791056982
1999-10-19,107.05307599589891
1999-10-20,105.42069910574968
1999-10-21,104.2705451540743
1999-10-22,106.50987837188833
1999-10-25,106.37296657989772
1999-10-26,106.75882527234012
1999-10-27,107.16386002085642
1999-10-28,106.82586778201676
1999-10-29,108.85063721366772
1999-11-01,109.03737168780125
1999-11-02,108.94161755048461
1999-11-03,108.43478938559494
1999-11-04,108.77125649818022
1999-11-05,110.35546610668494
1999-11-08,111.07143970075855
1999-11-09,111.81512005900015
1999-11-10,112.85228901958037
1999-11-11,111.39312693633993
1999-11-12,112.35635167697436
1999-11-15,111.5641198685536
1999-11-16,111.18629641850794
1999-11-17,110.19678123976982
1999-11-18,111.07385043309752
1999-11-19,110.7594951628196
1999-11-22,108.58289483861448
1999-11-23,107.88744810655713
1999-11-24,109.00163790711126
1999-11-25,109.13218367434875
1999-11-26,109.8681521512566
1999-11-29,111.92833289037901
1999-11-30,112.68354101802572
1999-12-01,113.9387243244513
1999-12-02,114.40826684272248
1999-12-03,112.86621587915336
1999-12-06,111.10684971735442
1999-12-07,111.16574502235133
1999-12-08,110.95961130299109
1999-12-09,112.34837317097386
1999-12-10,112.04528053472137
1999-12-13,111.7058499552678
1999-12-14,111.51376796512622
1999-12-15,111.4500612317866
1999-12-16,109.36673240072612
1999-12-17,109.07819826489137
1999-12-20,111.84698547209088
1999-12-21,110.61069087600474
1999-12-22,109.38934156263201
1999-12-23,107.55079393430479
1999-12-24,107.55079393430479
1999-12-27,107.7271381234242
1999-12-28,108.85216370641591
1999-12-29,109.28790844855996
1999-12-30,110.16122968661402
1999-12-31,110.16122968661402
2000-01-03,107.68202059948636
2000-01-04,105.47820755308011
2000-01-05,105.60397657055528
2000-01-06,104.5721118667854
2000-01-07,105.72992162395946
2000-01-10,105.5101781202268
2000-01-11,104.845985487757
2000-01-12,105.35523028597967
2000-01-13,105.85364803931272
2000-01-14,107.16477286670087
2000-01-17,106.66003226408596
2000-01-18,106.57936313458947
2000-01-19,106.87077030472314
2000-01-20,105.37649901181982
2000-01-21,105.58927519827401
2000-01-24,105.47735766906153
2000-01-25,105.04932790442744
2000-01-26,105.88218858996866
2000-01-27,108.25850798350123
2000-01-28,108.60551847416447
2000-01-31,108.7025514080985
2000-02-01,109.45381810824382
2000-02-02,109.2688354139269
2000-02-03,107.57574168731097
2000-02-04,107.99335089601446
2000-02-07,107.40393135978793
2000-02-08,106.80910152805153
