Date,CHINA SMALL VALUE
1998-12-31,157.69528646733937
1999-01-01,157.69528646733937
1999-01-04,154.66386403109723
1999-01-05,153.0960021573309
1999-01-06,159.78478965009387
1999-01-07,162.23012228382893
1999-01-08,162.02324161872798
1999-01-11,160.08023506379422
1999-01-12,153.9719046365379
1999-01-13,141.82478989691518
1999-01-14,137.49153571660364
1999-01-15,142.26392946226392
1999-01-18,141.42671893068416
1999-01-19,137.4459985961507
1999-01-20,133.23564168697317
1999-01-21,131.5744848549885
1999-01-22,126.5133841066659
1999-01-25,125.43386437400599
1999-01-26,128.36034835939395
1999-01-27,136.42660603926865
1999-01-28,135.30708710084764
1999-01-29,135.02425923430064
1999-02-01,133.79380818265938
1999-02-02,130.29108179783998
1999-02-03,130.52745650867726
1999-02-04,132.55569156718144
1999-02-05,131.97970182662354
1999-02-08,133.12204582041844
1999-02-09,135.3551521401259
1999-02-10,132.42350034897123
1999-02-11,131.38431618967854
1999-02-12,133.03029872799573
1999-02-15,134.11583360246883
1999-02-16,134.79988932215184
1999-02-17,134.40519275028913
1999-02-18,133.86633462174956
1999-02-19,132.59062417852067
1999-02-22,132.39040402852655
1999-02-23,132.16637093935026
1999-02-24,134.41479452382498
1999-02-25,133.03043421928027
1999-02-26,139.0415502495439
1999-03-01,143.0685083952154
1999-03-02,136.28229928613726
1999-03-03,140.3850114165182
1999-03-04,141.33827914566425
1999-03-05,141.44140976417836
1999-03-08,140.8847014972365
1999-03-09,139.99454740273146
1999-03-10,138.43163882079503
1999-03-11,140.6958206969632
1999-03-12,140.57874847166312
1999-03-15,139.59399694678956
1999-03-16,138.9730084751895
1999-03-17,143.289332923335
1999-03-18,149.41134982472542
1999-03-19,154.63761563933326
1999-03-22,165.4693883622288
1999-03-23,172.4255189420637
1999-03-24,169.0230106665352
1999-03-25,166.8486885177137
1999-03-26,165.00073335754854
1999-03-29,162.5114796477264
1999-03-30,161.03523022921704
1999-03-31,161.83268727515713
1999-04-01,164.40185951813118
1999-04-02,165.31076725387064
1999-04-05,166.50411957322743
1999-04-06,165.70651205954485
1999-04-07,169.57266799848233
1999-04-08,172.3682249532083
1999-04-09,184.35882120692216
1999-04-12,184.93158118014549
1999-04-13,184.54843037934342
1999-04-14,182.0340489574467
1999-04-15,182.91233436227034
1999-04-16,185.62352836537104
1999-04-19,188.71546265262344
1999-04-20,192.06053144751374
1999-04-21,194.05270790421187
1999-04-22,195.9920548699654
1999-04-23,193.282862359541
1999-04-26,193.44073607772177
1999-04-27,194.38153244839555
1999-04-28,190.54105353720544
1999-04-29,191.6777213691449
1999-04-30,194.88159211013556
1999-05-03,197.00652875516727
1999-05-04,195.83896996459944
1999-05-05,194.956111620038
1999-05-06,199.12137210846603
1999-05-07,199.7587012258936
1999-05-10,193.7150619564238
1999-05-11,195.9102123474114
1999-05-12,198.2287635493913
1999-05-13,201.06736614139683
1999-05-14,200.67326163280526
1999-05-17,198.5443699344087
1999-05-18,198.37677154662387
1999-05-19,202.12362162765555
1999-05-20,199.07089736151602
1999-05-21,195.5769823917675
1999-05-24,199.14236702599536
1999-05-25,198.53718982795084
1999-05-26,197.90177846935939
1999-05-27,195.68153091815128
1999-05-28,191.93051837008096
1999-05-31,197.75914556271263
1999-06-01,202.6904223321514
1999-06-02,202.4182606183796
1999-06-03,201.26159000954004
1999-06-04,201.14550282420825
1999-06-07,203.29834697752443
1999-06-08,201.71859332374106
1999-06-09,201.88684306724588
1999-06-10,209.01740232474177
1999-06-11,221.51759346167447
1999-06-14,223.6700504374628
1999-06-15,218.5124204228199
1999-06-16,221.25123959914004
1999-06-17,225.25745967576773
1999-06-18,223.74932435647239
1999-06-21,234.81515797799648
1999-06-22,245.90680825989548
1999-06-23,263.13843074347216
1999-06-24,259.1538021721005
1999-06-25,250.2167756891601
1999-06-28,260.52657470048104
1999-06-29,271.5690539532266
1999-06-30,280.80084037449967
1999-07-01,282.17704446499596
1999-07-02,284.62042491730267
1999-07-05,289.5543961766899
1999-07-06,285.7728835883503
1999-07-07,275.2967426178052
1999-07-08,278.22420462187796
1999-07-09,283.7069544572779
1999-07-12,289.300990640688
1999-07-13,283.42298721051446
1999-07-14,273.69532169227347
1999-07-15,276.25501426406987
1999-07-16,269.5212653037337
1999-07-19,258.4389370132167
1999-07-20,254.31947057447746
1999-07-21,252.8458694146252
1999-07-22,248.54250003516347
1999-07-23,244.89660736348122
1999-07-26,228.46498020043524
1999-07-27,232.4142052846987
1999-07-28,236.3128874185752
1999-07-29,235.82816016118835
1999-07-30,239.2428182764085
1999-08-02,246.85058564945678
1999-08-03,246.72437221626996
1999-08-04,238.09100282396668
1999-08-05,232.6015086344721
1999-08-06,227.4323371115065
1999-08-09,220.32528863586214
1999-08-10,208.67304028800595
1999-08-11,202.54161896921426
1999-08-12,214.87619953373414
1999-08-13,213.7236928590936
1999-08-16,215.08615085610376
1999-08-17,218.28407582512313
1999-08-18,221.5178492828763
1999-08-19,229.688692564511
1999-08-20,236.21888824484282
1999-08-23,236.3572906779511
1999-08-24,239.9677375601364
1999-08-25,242.62409856602414
1999-08-26,242.31257709921522
1999-08-27,236.26615172587773
1999-08-30,236.39687045695015
1999-08-31,236.41016768839705
1999-09-01,233.4266551948163
1999-09-02,230.45223047382436
1999-09-03,233.41285663432285
1999-09-06,238.47333099367484
1999-09-07,236.4797547092639
1999-09-08,234.56882889027537
1999-09-09,240.85923752661856
1999-09-10,244.49251137297952
1999-09-13,246.06947532928075
1999-09-14,243.04914097251097
1999-09-15,237.7270841713771
1999-09-16,236.9486677071571
1999-09-17,237.34830576637447
1999-09-20,234.4063727384865
1999-09-21,231.68679602730248
1999-09-22,226.77211621621956
1999-09-23,228.85269509216968
1999-09-24,224.94611247481805
1999-09-27,220.8198476969985
1999-09-28,218.10261179320673
1999-09-29,217.60538135570937
1999-09-30,215.14380958510475
1999-10-01,214.32822658233647
1999-10-04,211.80226215868126
1999-10-05,209.7981574293726
1999-10-06,210.31323489017376
1999-10-07,210.29891675664544
1999-10-08,209.91236778577522
1999-10-11,206.2060369504052
1999-10-12,196.9660924355157
1999-10-13,191.0353887021068
1999-10-14,197.78695378241213
1999-10-15,190.26530199175463
1999-10-18,190.39643152363874
1999-10-19,185.53362099317428
1999-10-20,189.1490766466246
1999-10-21,189.82296256693607
1999-10-22,195.8755312355559
1999-10-25,195.8397607762734
1999-10-26,194.07413764050352
1999-10-27,196.81854619155362
1999-10-28,197.33007474065283
1999-10-29,200.7420297553245
1999-11-01,198.01141686664812
1999-11-02,195.96277069139538
1999-11-03,196.2891199046684
1999-11-04,206.06670236293365
1999-11-05,207.23606056985858
1999-11-08,204.74555324320772
1999-11-09,204.78801304519774
1999-11-10,211.3940676701337
1999-11-11,209.95003326229474
1999-11-12,209.74753787202238
1999-11-15,227.6187127363068
1999-11-16,225.3597450669515
1999-11-17,216.90163111216188
1999-11-18,217.07460693656287
1999-11-19,216.58138724578995
1999-11-22,209.75721698346462
1999-11-23,208.6546882070548
1999-11-24,202.05610635308312
1999-11-25,195.3178371800722
1999-11-26,198.02566593861818
1999-11-29,198.5532600027638
